;C4TC;C5TC;PMX;S10TC;S6TC;C4TC_5TC;SMX;CSZ
19/02/2001;17405;;11242;;;17405;;
20/02/2001;17485;;11394;;;17485;;
21/02/2001;17797;;11485;;;17797;;
22/02/2001;18101;;11595;;;18101;;
23/02/2001;18315;;11654;;;18315;;
26/02/2001;18551;;11743;;;18551;;
27/02/2001;18755;;11824;;;18755;;
28/02/2001;18846;;11879;;;18846;;
01/03/2001;18830;;11913;;;18830;;
02/03/2001;18757;;11920;;;18757;;
05/03/2001;18776;;11898;;;18776;;
06/03/2001;18379;;11859;;;18379;;
07/03/2001;18028;;11834;;;18028;;
08/03/2001;17545;;11826;;;17545;;
09/03/2001;16963;;11835;;;16963;;
12/03/2001;16781;;11824;;;16781;;
13/03/2001;16649;;11823;;;16649;;
14/03/2001;16715;;11831;;;16715;;
15/03/2001;16811;;11859;;;16811;;
16/03/2001;16820;;11952;;;16820;;
19/03/2001;16815;;11995;;;16815;;
20/03/2001;16769;;12029;;;16769;;
21/03/2001;16729;;12025;;;16729;;
22/03/2001;16659;;11981;;;16659;;
23/03/2001;16569;;11938;;;16569;;
26/03/2001;16499;;11827;;;16499;;
27/03/2001;16415;;11679;;;16415;;
28/03/2001;16240;;11429;;;16240;;
29/03/2001;16104;;11220;;;16104;;
30/03/2001;15944;;11056;;;15944;;
02/04/2001;15904;;10949;;;15904;;
03/04/2001;15899;;10882;;;15899;;
04/04/2001;15838;;10933;;;15838;;
05/04/2001;15831;;11040;;;15831;;
06/04/2001;15854;;11141;;;15854;;
09/04/2001;15828;;11196;;;15828;;
10/04/2001;15855;;11266;;;15855;;
11/04/2001;15831;;11316;;;15831;;
12/04/2001;15816;;11352;;;15816;;
17/04/2001;15866;;11330;;;15866;;
18/04/2001;16013;;11342;;;16013;;
19/04/2001;16180;;11343;;;16180;;
20/04/2001;16374;;11349;;;16374;;
23/04/2001;16565;;11318;;;16565;;
24/04/2001;16578;;11172;;;16578;;
25/04/2001;16683;;11052;;;16683;;
26/04/2001;16810;;10999;;;16810;;
27/04/2001;16865;;10942;;;16865;;
30/04/2001;16942;;10870;;;16942;;
01/05/2001;16831;;10828;;;16831;;
02/05/2001;16811;;10849;;;16811;;
03/05/2001;16796;;10909;;;16796;;
04/05/2001;16790;;10996;;;16790;;
08/05/2001;16741;;11108;;;16741;;
09/05/2001;16759;;11205;;;16759;;
10/05/2001;16821;;11288;;;16821;;
11/05/2001;16875;;11403;;;16875;;
14/05/2001;16908;;11483;;;16908;;
15/05/2001;16866;;11421;;;16866;;
16/05/2001;16724;;11363;;;16724;;
17/05/2001;16591;;11222;;;16591;;
18/05/2001;16522;;11110;;;16522;;
21/05/2001;16477;;10906;;;16477;;
22/05/2001;16433;;10712;;;16433;;
23/05/2001;16347;;10553;;;16347;;
24/05/2001;16250;;10373;;;16250;;
25/05/2001;16223;;10229;;;16223;;
29/05/2001;16183;;10096;;;16183;;
30/05/2001;16096;;10000;;;16096;;
31/05/2001;16044;;9812;;;16044;;
01/06/2001;15988;;9685;;;15988;;
04/06/2001;15885;;9513;;;15885;;
05/06/2001;15829;;9433;;;15829;;
06/06/2001;15820;;9324;;;15820;;
07/06/2001;15783;;9264;;;15783;;
08/06/2001;15822;;9238;;;15822;;
11/06/2001;15878;;9211;;;15878;;
12/06/2001;15989;;9237;;;15989;;
13/06/2001;16079;;9370;;;16079;;
14/06/2001;16132;;9571;;;16132;;
15/06/2001;16185;;9718;;;16185;;
18/06/2001;16211;;9836;;;16211;;
19/06/2001;16218;;9890;;;16218;;
20/06/2001;16196;;9977;;;16196;;
21/06/2001;16147;;10073;;;16147;;
22/06/2001;16103;;10161;;;16103;;
25/06/2001;16091;;10224;;;16091;;
26/06/2001;16064;;10262;;;16064;;
27/06/2001;16050;;10275;;;16050;;
28/06/2001;16013;;10259;;;16013;;
29/06/2001;15997;;10193;;;15997;;
02/07/2001;15974;;10092;;;15974;;
03/07/2001;15918;;10025;;;15918;;
04/07/2001;15745;;9823;;;15745;;
05/07/2001;15603;;9641;;;15603;;
06/07/2001;15393;;9491;;;15393;;
09/07/2001;15257;;9364;;;15257;;
10/07/2001;14941;;9273;;;14941;;
11/07/2001;14602;;9154;;;14602;;
12/07/2001;14360;;9030;;;14360;;
13/07/2001;14056;;8947;;;14056;;
16/07/2001;13329;;8901;;;13329;;
17/07/2001;12779;;8829;;;12779;;
18/07/2001;12283;;8717;;;12283;;
19/07/2001;11861;;8585;;;11861;;
20/07/2001;11385;;8435;;;11385;;
23/07/2001;11140;;8366;;;11140;;
24/07/2001;11022;;8297;;;11022;;
25/07/2001;10774;;8122;;;10774;;
26/07/2001;10489;;7907;;;10489;;
27/07/2001;10162;;7696;;;10162;;
30/07/2001;9934;;7426;;;9934;;
31/07/2001;9778;;7108;;;9778;;
01/08/2001;9726;;6888;;;9726;;
02/08/2001;9692;;6598;;;9692;;
03/08/2001;9787;;6445;;;9787;;
06/08/2001;9813;;6316;;;9813;;
07/08/2001;9790;;6167;;;9790;;
08/08/2001;9740;;6054;;;9740;;
09/08/2001;9683;;5915;;;9683;;
10/08/2001;9616;;5790;;;9616;;
13/08/2001;9491;;5736;;;9491;;
14/08/2001;9333;;5787;;;9333;;
15/08/2001;8908;;5920;;;8908;;
16/08/2001;8762;;6141;;;8762;;
17/08/2001;8724;;6456;;;8724;;
20/08/2001;8561;;6600;;;8561;;
21/08/2001;8435;;6622;;;8435;;
22/08/2001;8284;;6676;;;8284;;
23/08/2001;8072;;6702;;;8072;;
24/08/2001;7830;;6699;;;7830;;
28/08/2001;7585;;6706;;;7585;;
29/08/2001;7444;;6665;;;7444;;
30/08/2001;7274;;6539;;;7274;;
31/08/2001;7045;;6379;;;7045;;
03/09/2001;6823;;6293;;;6823;;
04/09/2001;6669;;6224;;;6669;;
05/09/2001;6419;;6189;;;6419;;
06/09/2001;6270;;6155;;;6270;;
07/09/2001;6215;;6202;;;6215;;
10/09/2001;6140;;6306;;;6140;;
11/09/2001;6226;;6393;;;6226;;
12/09/2001;6530;;6444;;;6530;;
13/09/2001;6736;;6462;;;6736;;
14/09/2001;7085;;6503;;;7085;;
17/09/2001;7580;;6530;;;7580;;
18/09/2001;8243;;6574;;;8243;;
19/09/2001;8570;;6594;;;8570;;
20/09/2001;8750;;6603;;;8750;;
21/09/2001;8856;;6552;;;8856;;
24/09/2001;8914;;6536;;;8914;;
25/09/2001;8942;;6484;;;8942;;
26/09/2001;8919;;6381;;;8919;;
27/09/2001;8740;;6291;;;8740;;
28/09/2001;8467;;6205;;;8467;;
01/10/2001;8211;;6130;;;8211;;
02/10/2001;7932;;6060;;;7932;;
03/10/2001;7771;;5986;;;7771;;
04/10/2001;7628;;5937;;;7628;;
05/10/2001;7502;;5844;;;7502;;
08/10/2001;7421;;5794;;;7421;;
09/10/2001;7373;;5760;;;7373;;
10/10/2001;7352;;5758;;;7352;;
11/10/2001;7375;;5766;;;7375;;
12/10/2001;7469;;5754;;;7469;;
15/10/2001;7637;;5749;;;7637;;
16/10/2001;7771;;5774;;;7771;;
17/10/2001;7887;;5767;;;7887;;
18/10/2001;7951;;5778;;;7951;;
19/10/2001;8036;;5815;;;8036;;
22/10/2001;8056;;5812;;;8056;;
23/10/2001;8026;;5774;;;8026;;
24/10/2001;7948;;5746;;;7948;;
25/10/2001;7855;;5699;;;7855;;
26/10/2001;7731;;5672;;;7731;;
29/10/2001;7629;;5645;;;7629;;
30/10/2001;7469;;5562;;;7469;;
31/10/2001;7347;;5445;;;7347;;
01/11/2001;7184;;5364;;;7184;;
02/11/2001;7062;;5355;;;7062;;
05/11/2001;6988;;5355;;;6988;;
06/11/2001;6898;;5368;;;6898;;
07/11/2001;6802;;5353;;;6802;;
08/11/2001;6796;;5372;;;6796;;
09/11/2001;6803;;5424;;;6803;;
12/11/2001;6875;;5448;;;6875;;
13/11/2001;6986;;5458;;;6986;;
14/11/2001;7125;;5428;;;7125;;
15/11/2001;7256;;5370;;;7256;;
16/11/2001;7332;;5356;;;7332;;
19/11/2001;7489;;5316;;;7489;;
20/11/2001;7568;;5303;;;7568;;
21/11/2001;7596;;5340;;;7596;;
22/11/2001;7552;;5348;;;7552;;
23/11/2001;7568;;5514;;;7568;;
26/11/2001;7563;;5606;;;7563;;
27/11/2001;7580;;5658;;;7580;;
28/11/2001;7570;;5696;;;7570;;
29/11/2001;7551;;5707;;;7551;;
30/11/2001;7511;;5715;;;7511;;
03/12/2001;7483;;5732;;;7483;;
04/12/2001;7458;;5736;;;7458;;
05/12/2001;7463;;5717;;;7463;;
06/12/2001;7469;;5708;;;7469;;
07/12/2001;7446;;5694;;;7446;;
10/12/2001;7480;;5694;;;7480;;
11/12/2001;7483;;5656;;;7483;;
12/12/2001;7512;;5645;;;7512;;
13/12/2001;7509;;5620;;;7509;;
14/12/2001;7470;;5626;;;7470;;
17/12/2001;7438;;5625;;;7438;;
18/12/2001;7391;;5630;;;7391;;
19/12/2001;7390;;5631;;;7390;;
20/12/2001;7416;;5659;;;7416;;
21/12/2001;7388;;5720;;;7388;;
27/12/2001;7389;;5770;;;7389;;
28/12/2001;7424;;5848;;;7424;;
02/01/2002;7588;;5907;;;7588;;
03/01/2002;7777;;6009;;;7777;;
04/01/2002;7947;;6109;;;7947;;
07/01/2002;8078;;6264;;;8078;;
08/01/2002;8161;;6473;;;8161;;
09/01/2002;8250;;6733;;;8250;;
10/01/2002;8340;;6993;;;8340;;
11/01/2002;8335;;7230;;;8335;;
14/01/2002;8364;;7361;;;8364;;
15/01/2002;8477;;7488;;;8477;;
16/01/2002;8629;;7511;;;8629;;
17/01/2002;8769;;7445;;;8769;;
18/01/2002;8832;;7285;;;8832;;
21/01/2002;8840;;7135;;;8840;;
22/01/2002;8832;;6953;;;8832;;
23/01/2002;8838;;6749;;;8838;;
24/01/2002;8778;;6527;;;8778;;
25/01/2002;8726;;6404;;;8726;;
28/01/2002;8646;;6331;;;8646;;
29/01/2002;8566;;6265;;;8566;;
30/01/2002;8524;;6202;;;8524;;
31/01/2002;8587;;6151;;;8587;;
01/02/2002;8673;;6092;;;8673;;
04/02/2002;8802;;6023;;;8802;;
05/02/2002;8939;;5961;;;8939;;
06/02/2002;9036;;5932;;;9036;;
07/02/2002;9189;;5927;;;9189;;
08/02/2002;9286;;6050;;;9286;;
11/02/2002;9339;;6136;;;9339;;
12/02/2002;9391;;6261;;;9391;;
13/02/2002;9425;;6400;;;9425;;
14/02/2002;9467;;6544;;;9467;;
15/02/2002;9531;;6691;;;9531;;
18/02/2002;9692;;6785;;;9692;;
19/02/2002;9878;;6845;;;9878;;
20/02/2002;10074;;6888;;;10074;;
21/02/2002;10330;;6968;;;10330;;
22/02/2002;10800;;7049;;;10800;;
25/02/2002;11039;;7073;;;11039;;
26/02/2002;11286;;7055;;;11286;;
27/02/2002;11412;;7025;;;11412;;
28/02/2002;11518;;6990;;;11518;;
01/03/2002;11570;;6947;;;11570;;
04/03/2002;11602;;6914;;;11602;;
05/03/2002;11665;;6927;;;11665;;
06/03/2002;11708;;7010;;;11708;;
07/03/2002;11639;;7172;;;11639;;
08/03/2002;11559;;7303;;;11559;;
11/03/2002;11493;;7468;;;11493;;
12/03/2002;11460;;7560;;;11460;;
13/03/2002;11422;;7621;;;11422;;
14/03/2002;11409;;7642;;;11409;;
15/03/2002;11435;;7615;;;11435;;
18/03/2002;11473;;7566;;;11473;;
19/03/2002;11546;;7482;;;11546;;
20/03/2002;11580;;7429;;;11580;;
21/03/2002;11713;;7391;;;11713;;
22/03/2002;11831;;7342;;;11831;;
25/03/2002;11893;;7238;;;11893;;
26/03/2002;11940;;7148;;;11940;;
27/03/2002;11993;;7064;;;11993;;
28/03/2002;12020;;6988;;;12020;;
02/04/2002;12041;;6928;;;12041;;
03/04/2002;12050;;6880;;;12050;;
04/04/2002;12037;;6851;;;12037;;
05/04/2002;11968;;6861;;;11968;;
08/04/2002;11958;;6881;;;11958;;
09/04/2002;11937;;6978;;;11937;;
10/04/2002;11909;;7089;;;11909;;
11/04/2002;11852;;7199;;;11852;;
12/04/2002;11784;;7291;;;11784;;
15/04/2002;11756;;7333;;;11756;;
16/04/2002;11688;;7328;;;11688;;
17/04/2002;11616;;7290;;;11616;;
18/04/2002;11459;;7218;;;11459;;
19/04/2002;11222;;7149;;;11222;;
22/04/2002;11018;;7096;;;11018;;
23/04/2002;10841;;7061;;;10841;;
24/04/2002;10626;;7044;;;10626;;
25/04/2002;10364;;6995;;;10364;;
26/04/2002;10104;;6969;;;10104;;
29/04/2002;9844;;6927;;;9844;;
30/04/2002;9674;;6910;;;9674;;
01/05/2002;9469;;6877;;;9469;;
02/05/2002;9382;;6859;;;9382;;
03/05/2002;9272;;6907;;;9272;;
07/05/2002;9155;;7004;;;9155;;
08/05/2002;9168;;7126;;;9168;;
09/05/2002;9223;;7241;;;9223;;
10/05/2002;9265;;7273;;;9265;;
13/05/2002;9267;;7311;;;9267;;
14/05/2002;9271;;7334;;;9271;;
15/05/2002;9203;;7317;;;9203;;
16/05/2002;9104;;7310;;;9104;;
17/05/2002;9034;;7271;;;9034;;
20/05/2002;9031;;7256;;;9031;;
21/05/2002;9023;;7263;;;9023;;
22/05/2002;9031;;7238;;;9031;;
23/05/2002;9070;;7211;;;9070;;
24/05/2002;9135;;7246;;;9135;;
27/05/2002;9192;;7238;;;9192;;
28/05/2002;9319;;7200;;;9319;;
29/05/2002;9510;;7129;;;9510;;
30/05/2002;9729;;7038;;;9729;;
31/05/2002;9859;;6896;;;9859;;
05/06/2002;9781;;6624;;;9781;;
06/06/2002;9704;;6456;;;9704;;
07/06/2002;9637;;6278;;;9637;;
10/06/2002;9574;;6177;;;9574;;
11/06/2002;9508;;6087;;;9508;;
12/06/2002;9394;;6067;;;9394;;
13/06/2002;9206;;6104;;;9206;;
14/06/2002;9135;;6147;;;9135;;
17/06/2002;9100;;6196;;;9100;;
18/06/2002;9043;;6298;;;9043;;
19/06/2002;9065;;6396;;;9065;;
20/06/2002;9153;;6472;;;9153;;
21/06/2002;9200;;6567;;;9200;;
24/06/2002;9257;;6666;;;9257;;
25/06/2002;9269;;6731;;;9269;;
26/06/2002;9296;;6798;;;9296;;
27/06/2002;9312;;6849;;;9312;;
28/06/2002;9314;;6849;;;9314;;
01/07/2002;9309;;6846;;;9309;;
02/07/2002;9314;;6814;;;9314;;
03/07/2002;9326;;6763;;;9326;;
04/07/2002;9334;;6756;;;9334;;
05/07/2002;9317;;6788;;;9317;;
08/07/2002;9344;;6817;;;9344;;
09/07/2002;9372;;6823;;;9372;;
10/07/2002;9389;;6852;;;9389;;
11/07/2002;9304;;6840;;;9304;;
12/07/2002;9230;;6858;;;9230;;
15/07/2002;9165;;6860;;;9165;;
16/07/2002;9121;;6805;;;9121;;
17/07/2002;9047;;6705;;;9047;;
18/07/2002;8854;;6626;;;8854;;
19/07/2002;8751;;6572;;;8751;;
22/07/2002;8646;;6530;;;8646;;
23/07/2002;8512;;6493;;;8512;;
24/07/2002;8369;;6422;;;8369;;
25/07/2002;8303;;6383;;;8303;;
26/07/2002;8276;;6418;;;8276;;
29/07/2002;8249;;6480;;;8249;;
30/07/2002;8210;;6539;;;8210;;
31/07/2002;8218;;6612;;;8218;;
01/08/2002;8206;;6657;;;8206;;
02/08/2002;8213;;6693;;;8213;;
05/08/2002;8234;;6701;;;8234;;
06/08/2002;8275;;6647;;;8275;;
07/08/2002;8355;;6626;;;8355;;
08/08/2002;8532;;6641;;;8532;;
09/08/2002;8745;;6677;;;8745;;
12/08/2002;8955;;6665;;;8955;;
13/08/2002;9102;;6676;;;9102;;
14/08/2002;9221;;6702;;;9221;;
15/08/2002;9325;;6716;;;9325;;
16/08/2002;9362;;6757;;;9362;;
19/08/2002;9324;;6792;;;9324;;
20/08/2002;9290;;6831;;;9290;;
21/08/2002;9259;;6842;;;9259;;
22/08/2002;9305;;6908;;;9305;;
23/08/2002;9418;;6899;;;9418;;
27/08/2002;9439;;6964;;;9439;;
28/08/2002;9452;;6982;;;9452;;
29/08/2002;9505;;7032;;;9505;;
30/08/2002;9583;;7092;;;9583;;
02/09/2002;9635;;7127;;;9635;;
03/09/2002;9706;;7182;;;9706;;
04/09/2002;9803;;7221;;;9803;;
05/09/2002;10012;;7333;;;10012;;
06/09/2002;10437;;7552;;;10437;;
09/09/2002;10752;;7769;;;10752;;
10/09/2002;11258;;7942;;;11258;;
11/09/2002;11744;;8049;;;11744;;
12/09/2002;12158;;8179;;;12158;;
13/09/2002;12445;;8279;;;12445;;
16/09/2002;12541;;8296;;;12541;;
17/09/2002;12604;;8296;;;12604;;
18/09/2002;12743;;8234;;;12743;;
19/09/2002;12883;;8231;;;12883;;
20/09/2002;13080;;8259;;;13080;;
23/09/2002;13347;;8276;;;13347;;
24/09/2002;13725;;8369;;;13725;;
25/09/2002;14492;;8551;;;14492;;
26/09/2002;15206;;8818;;;15206;;
27/09/2002;15674;;8992;;;15674;;
30/09/2002;16116;;9134;;;16116;;
01/10/2002;16209;;9140;;;16209;;
02/10/2002;16204;;9032;;;16204;;
03/10/2002;16042;;8919;;;16042;;
04/10/2002;15982;;8876;;;15982;;
07/10/2002;15910;;8827;;;15910;;
08/10/2002;15829;;8760;;;15829;;
09/10/2002;15766;;8687;;;15766;;
10/10/2002;15741;;8596;;;15741;;
11/10/2002;15616;;8496;;;15616;;
14/10/2002;15490;;8456;;;15490;;
15/10/2002;15371;;8405;;;15371;;
16/10/2002;15300;;8406;;;15300;;
17/10/2002;15294;;8620;;;15294;;
18/10/2002;15346;;8866;;;15346;;
21/10/2002;15386;;8967;;;15386;;
22/10/2002;15437;;9005;;;15437;;
23/10/2002;15597;;9005;;;15597;;
24/10/2002;15828;;9025;;;15828;;
25/10/2002;16061;;9035;;;16061;;
28/10/2002;16175;;9031;;;16175;;
29/10/2002;16294;;9088;;;16294;;
30/10/2002;16317;;9221;;;16317;;
31/10/2002;16505;;9288;;;16505;;
01/11/2002;16826;;9360;;;16826;;
04/11/2002;16903;;9376;;;16903;;
05/11/2002;17000;;9435;;;17000;;
06/11/2002;17111;;9549;;;17111;;
07/11/2002;17164;;9584;;;17164;;
08/11/2002;17142;;9611;;;17142;;
11/11/2002;17100;;9629;;;17100;;
12/11/2002;17057;;9652;;;17057;;
13/11/2002;17023;;9664;;;17023;;
14/11/2002;16984;;9709;;;16984;;
15/11/2002;16970;;9777;;;16970;;
18/11/2002;16876;;9800;;;16876;;
19/11/2002;16806;;9850;;;16806;;
20/11/2002;16765;;9882;;;16765;;
21/11/2002;16767;;9971;;;16767;;
22/11/2002;16852;;10091;;;16852;;
25/11/2002;16971;;10194;;;16971;;
26/11/2002;17522;;10275;;;17522;;
27/11/2002;18289;;10420;;;18289;;
28/11/2002;18932;;10567;;;18932;;
29/11/2002;19318;;10732;;;19318;;
02/12/2002;19530;;10824;;;19530;;
03/12/2002;19552;;11048;;;19552;;
04/12/2002;19579;;11270;;;19579;;
05/12/2002;19736;;11376;;;19736;;
06/12/2002;19830;;11469;;;19830;;
09/12/2002;20108;;11587;;;20108;;
10/12/2002;20433;;11651;;;20433;;
11/12/2002;20737;;11768;;;20737;;
12/12/2002;20985;;11857;;;20985;;
13/12/2002;21686;;11961;;;21686;;
16/12/2002;22103;;12062;;;22103;;
17/12/2002;22455;;12125;;;22455;;
18/12/2002;22812;;12243;;;22812;;
19/12/2002;23002;;12313;;;23002;;
20/12/2002;23026;;12403;;;23026;;
23/12/2002;23068;;12443;;;23068;;
24/12/2002;23057;;12453;;;23057;;
02/01/2003;25027;;13068;;;25027;;
03/01/2003;25063;;13037;;;25063;;
06/01/2003;25201;;13020;;;25201;;
07/01/2003;25229;;13061;;;25229;;
08/01/2003;25211;;13142;;;25211;;
09/01/2003;25189;;13342;;;25189;;
10/01/2003;25025;;13498;;;25025;;
13/01/2003;24960;;13563;;;24960;;
14/01/2003;24647;;13648;;;24647;;
15/01/2003;24242;;13740;;;24242;;
16/01/2003;23504;;13834;;;23504;;
17/01/2003;23050;;13873;;;23050;;
20/01/2003;22804;;13896;;;22804;;
21/01/2003;22645;;13872;;;22645;;
22/01/2003;22320;;13719;;;22320;;
23/01/2003;22001;;13275;;;22001;;
24/01/2003;21784;;12752;;;21784;;
27/01/2003;21522;;12243;;;21522;;
28/01/2003;21242;;11605;;;21242;;
29/01/2003;20784;;11022;;;20784;;
30/01/2003;20494;;10833;;;20494;;
31/01/2003;20199;;10819;;;20199;;
03/02/2003;20027;;10961;;;20027;;
04/02/2003;19965;;11356;;;19965;;
05/02/2003;19967;;11790;;;19967;;
06/02/2003;20051;;12231;;;20051;;
07/02/2003;20312;;12414;;;20312;;
10/02/2003;20654;;12485;;;20654;;
11/02/2003;21167;;12515;;;21167;;
12/02/2003;21696;;12474;;;21696;;
13/02/2003;22380;;12416;;;22380;;
14/02/2003;22990;;12390;;;22990;;
17/02/2003;23679;;12340;;;23679;;
18/02/2003;24162;;12290;;;24162;;
19/02/2003;24630;;12292;;;24630;;
20/02/2003;25106;;12404;;;25106;;
21/02/2003;25427;;12510;;;25427;;
24/02/2003;25549;;12620;;;25549;;
25/02/2003;25626;;12536;;;25626;;
26/02/2003;25612;;12465;;;25612;;
27/02/2003;25454;;12429;;;25454;;
28/02/2003;25292;;12435;;;25292;;
03/03/2003;25079;;12423;;;25079;;
04/03/2003;24756;;12431;;;24756;;
05/03/2003;24537;;12380;;;24537;;
06/03/2003;24360;;12380;;;24360;;
07/03/2003;24311;;12480;;;24311;;
10/03/2003;24314;;12557;;;24314;;
11/03/2003;24307;;12723;;;24307;;
12/03/2003;24339;;12927;;;24339;;
13/03/2003;24652;;13180;;;24652;;
14/03/2003;25165;;13362;;;25165;;
17/03/2003;25811;;13509;;;25811;;
18/03/2003;26144;;13706;;;26144;;
19/03/2003;26507;;13854;;;26507;;
20/03/2003;26870;;13874;;;26870;;
21/03/2003;27113;;13870;;;27113;;
24/03/2003;27274;;13841;;;27274;;
25/03/2003;27254;;13775;;;27254;;
26/03/2003;27154;;13696;;;27154;;
27/03/2003;27012;;13703;;;27012;;
28/03/2003;26915;;13849;;;26915;;
31/03/2003;26726;;13960;;;26726;;
01/04/2003;26699;;14067;;;26699;;
02/04/2003;27124;;14256;;;27124;;
03/04/2003;27461;;14460;;;27461;;
04/04/2003;27788;;14700;;;27788;;
07/04/2003;27916;;14896;;;27916;;
08/04/2003;27969;;15083;;;27969;;
09/04/2003;28036;;15284;;;28036;;
10/04/2003;28164;;15627;;;28164;;
11/04/2003;28350;;15959;;;28350;;
14/04/2003;28524;;16164;;;28524;;
15/04/2003;28537;;16308;;;28537;;
16/04/2003;28489;;16348;;;28489;;
17/04/2003;28499;;16297;;;28499;;
22/04/2003;28689;;16262;;;28689;;
23/04/2003;28973;;16247;;;28973;;
24/04/2003;29265;;16245;;;29265;;
25/04/2003;29382;;16319;;;29382;;
28/04/2003;29476;;16385;;;29476;;
29/04/2003;29529;;16490;;;29529;;
30/04/2003;29564;;16551;;;29564;;
01/05/2003;29595;;16660;;;29595;;
02/05/2003;29736;;16734;;;29736;;
06/05/2003;29815;;16875;;;29815;;
07/05/2003;29910;;17089;;;29910;;
08/05/2003;30265;;17279;;;30265;;
09/05/2003;30601;;17488;;;30601;;
12/05/2003;30835;;17711;;;30835;;
13/05/2003;31123;;17830;;;31123;;
14/05/2003;31444;;17913;;;31444;;
15/05/2003;31994;;17980;;;31994;;
16/05/2003;32955;;17872;;;32955;;
19/05/2003;33528;;17808;;;33528;;
20/05/2003;33771;;17612;;;33771;;
21/05/2003;33623;;17370;;;33623;;
22/05/2003;33417;;16924;;;33417;;
23/05/2003;32848;;16521;;;32848;;
27/05/2003;31771;;16006;;;31771;;
28/05/2003;30692;;15854;;;30692;;
29/05/2003;29736;;15788;;;29736;;
30/05/2003;29240;;15791;;;29240;;
02/06/2003;28852;;15760;;;28852;;
03/06/2003;29159;;15790;;;29159;;
04/06/2003;29631;;15710;;;29631;;
05/06/2003;30327;;15566;;;30327;;
06/06/2003;31023;;15370;;;31023;;
09/06/2003;31331;;15150;;;31331;;
10/06/2003;31406;;15070;;;31406;;
11/06/2003;31558;;15046;;;31558;;
12/06/2003;31666;;15099;;;31666;;
13/06/2003;31589;;15302;;;31589;;
16/06/2003;31505;;15508;;;31505;;
17/06/2003;31434;;15665;;;31434;;
18/06/2003;31435;;15798;;;31435;;
19/06/2003;31363;;15816;;;31363;;
20/06/2003;31212;;15741;;;31212;;
23/06/2003;31060;;15684;;;31060;;
24/06/2003;30759;;15658;;;30759;;
25/06/2003;30476;;15785;;;30476;;
26/06/2003;30007;;16037;;;30007;;
27/06/2003;29631;;16313;;;29631;;
30/06/2003;29265;;16489;;;29265;;
01/07/2003;28927;;16675;;;28927;;
02/07/2003;28812;;16824;;;28812;;
03/07/2003;28739;;16927;;;28739;;
04/07/2003;28674;;17142;;;28674;;
07/07/2003;28788;;17216;;;28788;;
08/07/2003;29007;;17305;;;29007;;
09/07/2003;29315;;17405;;;29315;;
10/07/2003;30230;;17508;;;30230;;
11/07/2003;30968;;17558;;;30968;;
14/07/2003;31293;;17666;;;31293;;
15/07/2003;31380;;17728;;;31380;;
16/07/2003;31284;;17799;;;31284;;
17/07/2003;30978;;17821;;;30978;;
18/07/2003;30706;;17818;;;30706;;
21/07/2003;30533;;17783;;;30533;;
22/07/2003;30383;;17662;;;30383;;
23/07/2003;30307;;17469;;;30307;;
24/07/2003;30445;;17229;;;30445;;
25/07/2003;30590;;16972;;;30590;;
28/07/2003;30650;;16801;;;30650;;
29/07/2003;30694;;16570;;;30694;;
30/07/2003;30799;;16191;;;30799;;
31/07/2003;30972;;15899;;;30972;;
01/08/2003;31274;;15597;;;31274;;
04/08/2003;31827;;15430;;;31827;;
05/08/2003;32450;;15496;;;32450;;
06/08/2003;33458;;15792;;;33458;;
07/08/2003;34247;;16212;;;34247;;
08/08/2003;34630;;16624;;;34630;;
11/08/2003;34960;;16799;;;34960;;
12/08/2003;35173;;17030;;;35173;;
13/08/2003;35371;;17129;;;35371;;
14/08/2003;35589;;17188;;;35589;;
15/08/2003;35839;;17110;;;35839;;
18/08/2003;35906;;17011;;;35906;;
19/08/2003;35935;;16907;;;35935;;
20/08/2003;35864;;16712;;;35864;;
21/08/2003;35874;;16472;;;35874;;
22/08/2003;35803;;16304;;;35803;;
26/08/2003;35510;;16029;;;35510;;
27/08/2003;35258;;15806;;;35258;;
28/08/2003;34864;;15726;;;34864;;
29/08/2003;34437;;15728;;;34437;;
01/09/2003;34099;;15788;;;34099;;
02/09/2003;34031;;15902;;;34031;;
03/09/2003;34104;;16066;;;34104;;
04/09/2003;34339;;16232;;;34339;;
05/09/2003;35194;;16323;;;35194;;
08/09/2003;35815;;16410;;;35815;;
09/09/2003;36018;;16427;;;36018;;
10/09/2003;36663;;16427;;;36663;;
11/09/2003;37109;;16405;;;37109;;
12/09/2003;37440;;16514;;;37440;;
15/09/2003;37812;;16621;;;37812;;
16/09/2003;38046;;16804;;;38046;;
17/09/2003;38305;;17015;;;38305;;
18/09/2003;38677;;17319;;;38677;;
19/09/2003;39296;;17737;;;39296;;
22/09/2003;40039;;18074;;;40039;;
23/09/2003;40680;;18459;;;40680;;
24/09/2003;42449;;18899;;;42449;;
25/09/2003;45077;;19719;;;45077;;
26/09/2003;46829;;20647;;;46829;;
29/09/2003;47952;;21772;;;47952;;
30/09/2003;50068;;22983;;;50068;;
01/10/2003;53084;;24577;;;53084;;
02/10/2003;55051;;25524;;;55051;;
03/10/2003;57735;;26850;;;57735;;
06/10/2003;59764;;29326;;;59764;;
07/10/2003;61339;;31432;;;61339;;
08/10/2003;63473;;33971;;;63473;;
09/10/2003;66674;;36830;;;66674;;
10/10/2003;70331;;37212;;;70331;;
13/10/2003;72203;;37139;;;72203;;
