Date;C4TC;C5TC;PMX;S10TC;S6TC;CSZ;S10TC_S6TC;SMX;BDI
27/01/2012;5566;;6488;;7268;5566;;7268;4173
30/01/2012;5490;;6088;;7034;5490;;7034;4022
31/01/2012;5379;;5759;;6852;5379;;6852;3879
01/02/2012;5327;;5515;;6657;5327;;6657;3785
02/02/2012;5312;;5409;;6480;5312;;6480;3748
03/02/2012;5251;;5509;;6353;5251;;6353;3753
06/02/2012;5214;;5778;;6277;5214;;6277;3819
07/02/2012;5243;;6136;;6348;5243;;6348;3938
08/02/2012;5233;;6604;;6485;5233;;6485;4074
09/02/2012;5241;;7151;;6583;5241;;6583;4242
10/02/2012;5227;;7732;;6746;5227;;6746;4410
13/02/2012;5308;;8057;;6811;5308;;6811;4540
14/02/2012;5340;;8138;;6816;5340;;6816;4577
15/02/2012;5335;;8034;;6758;5335;;6758;4544
16/02/2012;5316;;7787;;6700;5316;;6700;4463
17/02/2012;5286;;7587;;6701;5286;;6701;4391
20/02/2012;5243;;7444;;6741;5243;;6741;4330
21/02/2012;5158;;7198;;6694;5158;;6694;4223
22/02/2012;5278;;6971;;6699;5278;;6699;4203
23/02/2012;5379;;6801;;6763;5379;;6763;4192
24/02/2012;5699;;6705;;6920;5699;;6920;4291
27/02/2012;5921;;6683;;7090;5921;;7090;4373
28/02/2012;5980;;6682;;7238;5980;;7238;4397
29/02/2012;6010;;6684;;7443;6010;;7443;4409
01/03/2012;5976;;6738;;7654;5976;;7654;4412
02/03/2012;5979;;6786;;7786;5979;;7786;4427
05/03/2012;5962;;6862;;8032;5962;;8032;4443
06/03/2012;5853;;6843;;8241;5853;;8241;4394
07/03/2012;5859;;6892;;8466;5859;;8466;4411
08/03/2012;5822;;7006;;8789;5822;;8789;4431
09/03/2012;5786;;7129;;9035;5786;;9035;4453
12/03/2012;5718;;7309;;9223;5718;;9223;4480
13/03/2012;5572;;7444;;9401;5572;;9401;4462
14/03/2012;5531;;7542;;9650;5531;;9650;4475
15/03/2012;5474;;7664;;9802;5474;;9802;4489
16/03/2012;5392;;7772;;9946;5392;;9946;4488
19/03/2012;5188;;7927;;10072;5188;;10072;4453
20/03/2012;4881;;8037;;10340;4881;;10340;4364
21/03/2012;4886;;8125;;10526;4886;;10526;4392
22/03/2012;4708;;8212;;10708;4708;;10708;4347
23/03/2012;4546;;8288;;10819;4546;;10819;4305
26/03/2012;4428;;8294;;10949;4428;;10949;4259
27/03/2012;4473;;8283;;11035;4473;;11035;4274
28/03/2012;4590;;8317;;11026;4590;;11026;4331
29/03/2012;4940;;8348;;10905;4940;;10905;4480
30/03/2012;5188;;8398;;10767;5188;;10767;4595
02/04/2012;5369;;8399;;10628;5369;;10628;4667
03/04/2012;5656;;8381;;10354;5656;;10354;4777
04/04/2012;5852;;8337;;10092;5852;;10092;4842
05/04/2012;6205;;8277;;9928;6205;;9928;4965
10/04/2012;6423;;8306;;9790;6423;;9790;5061
11/04/2012;6861;;8570;;9669;6861;;9669;5315
12/04/2012;7080;;8874;;9719;7080;;9719;5494
13/04/2012;6992;;9264;;9790;6992;;9790;5576
16/04/2012;6741;;9506;;9875;6741;;9875;5548
17/04/2012;6721;;9851;;10004;6721;;10004;5644
18/04/2012;6611;;10332;;10184;6611;;10184;5744
19/04/2012;6627;;10835;;10374;6627;;10374;5901
20/04/2012;6598;;11882;;10667;6598;;10667;6204
23/04/2012;6545;;12402;;10920;6545;;10920;6339
24/04/2012;6542;;13008;;11162;6542;;11162;6519
25/04/2012;6509;;13520;;11369;6509;;11369;6660
26/04/2012;6417;;13798;;11471;6417;;11471;6706
27/04/2012;6478;;13877;;11526;6478;;11526;6754
30/04/2012;6458;;13774;;11510;6458;;11510;6715
01/05/2012;6425;;13677;;11486;6425;;11486;6673
02/05/2012;6464;;13509;;11487;6464;;11487;6638
03/05/2012;7069;;13051;;11582;7069;;11582;6743
04/05/2012;7848;;12194;;11689;7848;;11689;6797
08/05/2012;8763;;11505;;11696;8763;;11696;6957
09/05/2012;8854;;11099;;11660;8854;;11660;6871
10/05/2012;8769;;10774;;11671;8769;;11671;6740
11/05/2012;8660;;10550;;11623;8660;;11623;6629
14/05/2012;8595;;10361;;11595;8595;;11595;6546
15/05/2012;8593;;10231;;11555;8593;;11555;6507
16/05/2012;8921;;10101;;11562;8921;;11562;6599
17/05/2012;8983;;10030;;11541;8983;;11541;6602
18/05/2012;8905;;10159;;11588;8905;;11588;6610
21/05/2012;8841;;10120;;11637;8841;;11637;6572
22/05/2012;8526;;9867;;11682;8526;;11682;6371
23/05/2012;7927;;9456;;11714;7927;;11714;6008
24/05/2012;6847;;9010;;11751;6847;;11751;5442
25/05/2012;6426;;8633;;11694;6426;;11694;5160
28/05/2012;6111;;8358;;11581;6111;;11581;4952
29/05/2012;5736;;8033;;11396;5736;;11396;4704
30/05/2012;5292;;7723;;11024;5292;;11024;4434
31/05/2012;5036;;7348;;10813;5036;;10813;4219
01/06/2012;4814;;7138;;10694;4814;;10694;4067
06/06/2012;4526;;6976;;10539;4526;;10539;3903
07/06/2012;4383;;7018;;10466;4383;;10466;3859
08/06/2012;4255;;7266;;10453;4255;;10453;3882
11/06/2012;4227;;7503;;10461;4227;;10461;3942
12/06/2012;4135;;7750;;10528;4135;;10528;3979
13/06/2012;3988;;7983;;10640;3988;;10640;3990
14/06/2012;3657;;8320;;10851;3657;;10851;3959
15/06/2012;3471;;8469;;11097;3471;;11097;3929
18/06/2012;3377;;8592;;11339;3377;;11339;3928
19/06/2012;3420;;8668;;11626;3420;;11626;3968
20/06/2012;3486;;8699;;11980;3486;;11980;4004
21/06/2012;3550;;8543;;12207;3550;;12207;3983
22/06/2012;3570;;8345;;12323;3570;;12323;3932
25/06/2012;3591;;8172;;12450;3591;;12450;3888
26/06/2012;3656;;7993;;12623;3656;;12623;3860
27/06/2012;3826;;7815;;12852;3826;;12852;3875
28/06/2012;3879;;7712;;13034;3879;;13034;3865
29/06/2012;3988;;7835;;13145;3988;;13145;3946
02/07/2012;4166;;7910;;13218;4166;;13218;4039
03/07/2012;5709;;8117;;13268;5709;;13268;4719
04/07/2012;6722;;8378;;13423;6722;;13423;5202
05/07/2012;7569;;8689;;13517;7569;;13517;5634
06/07/2012;7904;;9002;;13556;7904;;13556;5862
09/07/2012;7983;;9128;;13587;7983;;13587;5932
10/07/2012;7863;;9252;;13594;7863;;13594;5921
11/07/2012;7321;;9364;;13582;7321;;13582;5738
12/07/2012;6472;;9466;;13527;6472;;13527;5429
13/07/2012;6070;;9584;;13454;6070;;13454;5303
16/07/2012;5903;;9640;;13353;5903;;13353;5253
17/07/2012;5808;;9677;;13189;5808;;13189;5226
18/07/2012;5542;;9618;;12960;5542;;12960;5102
19/07/2012;5383;;9432;;12677;5383;;12677;4983
20/07/2012;5342;;9219;;12459;5342;;12459;4903
23/07/2012;5323;;9044;;12268;5323;;12268;4842
24/07/2012;5159;;8847;;12086;5159;;12086;4718
25/07/2012;4969;;8682;;11845;4969;;11845;4592
26/07/2012;4875;;8444;;11491;4875;;11491;4483
27/07/2012;4740;;8225;;11177;4740;;11177;4364
30/07/2012;4642;;8054;;10945;4642;;10945;4273
31/07/2012;4550;;7837;;10789;4550;;10789;4171
01/08/2012;4358;;7612;;10697;4358;;10697;4027
02/08/2012;4255;;7423;;10561;4255;;10561;3929
03/08/2012;4346;;7258;;10399;4346;;10399;3916
06/08/2012;4417;;7096;;10269;4417;;10269;3896
07/08/2012;4596;;6921;;10103;4596;;10103;3915
08/08/2012;4210;;6698;;9888;4210;;9888;3693
09/08/2012;4067;;6561;;9472;4067;;9472;3595
10/08/2012;3852;;6483;;9264;3852;;9264;3486
13/08/2012;3763;;6406;;9170;3763;;9170;3427
14/08/2012;3590;;6395;;9046;3590;;9046;3355
15/08/2012;3018;;6378;;8956;3018;;8956;3121
16/08/2012;2877;;6379;;8860;2877;;8860;3065
17/08/2012;2779;;6420;;8798;2779;;8798;3038
20/08/2012;2683;;6516;;8758;2683;;8758;3028
21/08/2012;2644;;6631;;8709;2644;;8709;3047
22/08/2012;2719;;6707;;8708;2719;;8708;3100
23/08/2012;2801;;6685;;8831;2801;;8831;3126
24/08/2012;2927;;6586;;8918;2927;;8918;3147
28/08/2012;3275;;6460;;8960;3275;;8960;3248
29/08/2012;3296;;6269;;8966;3296;;8966;3199
30/08/2012;3250;;6024;;8938;3250;;8938;3107
31/08/2012;3308;;5840;;8960;3308;;8960;3075
03/09/2012;3356;;5671;;8911;3356;;8911;3044
04/09/2012;3465;;5452;;8875;3465;;8875;3022
05/09/2012;3497;;5141;;8834;3497;;8834;2941
06/09/2012;3466;;4898;;8752;3466;;8752;2856
07/09/2012;3452;;4758;;8703;3452;;8703;2808
10/09/2012;3485;;4619;;8652;3485;;8652;2780
11/09/2012;3465;;4494;;8580;3465;;8580;2734
12/09/2012;3490;;4323;;8626;3490;;8626;2693
13/09/2012;3592;;4188;;8660;3592;;8660;2693
14/09/2012;3660;;3987;;8725;3660;;8725;2660
17/09/2012;3779;;3833;;8771;3779;;8771;2662
18/09/2012;5006;;3763;;8815;5006;;8815;3131
19/09/2012;5896;;3723;;8840;5896;;8840;3475
20/09/2012;6973;;3724;;8884;6973;;8884;3906
21/09/2012;7664;;3719;;8859;7664;;8859;4181
24/09/2012;7619;;3674;;8858;7619;;8858;4150
25/09/2012;7504;;3521;;8857;7504;;8857;4058
26/09/2012;7292;;3399;;8822;7292;;8822;3937
27/09/2012;7210;;3336;;8742;7210;;8742;3885
28/09/2012;8039;;3389;;8676;8039;;8676;4232
01/10/2012;8426;;3502;;8631;8426;;8631;4421
02/10/2012;8542;;3692;;8549;8542;;8549;4524
03/10/2012;9114;;3957;;8464;9114;;8464;4833
04/10/2012;10518;;4334;;8390;10518;;8390;5507
05/10/2012;11237;;4769;;8315;11237;;8315;5926
08/10/2012;11172;;5155;;8271;11172;;8271;6015
09/10/2012;10414;;5670;;8254;10414;;8254;5867
10/10/2012;9854;;6244;;8226;9854;;8226;5815
11/10/2012;10371;;6716;;8192;10371;;8192;6163
12/10/2012;11074;;6937;;8110;11074;;8110;6511
15/10/2012;11556;;7055;;8032;11556;;8032;6739
16/10/2012;12965;;7213;;7889;12965;;7889;7350
17/10/2012;13663;;7214;;7797;13663;;7797;7629
18/10/2012;13430;;7142;;7738;13430;;7738;7515
19/10/2012;14380;;7020;;7652;14380;;7652;7858
22/10/2012;15599;;6870;;7538;15599;;7538;8301
23/10/2012;18388;;6732;;7484;18388;;7484;9375
24/10/2012;17848;;6589;;7443;17848;;7443;9116
25/10/2012;16769;;6480;;7386;16769;;7386;8652
26/10/2012;16842;;6424;;7304;16842;;7304;8664
29/10/2012;16934;;6386;;7250;16934;;7250;8689
30/10/2012;16890;;6330;;7201;16890;;7201;8655
31/10/2012;16492;;6252;;7085;16492;;7085;8472
01/11/2012;15812;;6164;;7015;15812;;7015;8174
02/11/2012;15409;;6133;;6992;15409;;6992;8004
05/11/2012;15074;;6061;;6918;15074;;6918;7848
06/11/2012;14421;;5980;;6835;14421;;6835;7562
07/11/2012;13545;;5904;;6761;13545;;6761;7189
08/11/2012;13685;;5820;;6735;13685;;6735;7220
09/11/2012;14554;;5788;;6787;14554;;6787;7558
12/11/2012;15422;;5772;;6822;15422;;6822;7900
13/11/2012;16030;;5865;;6824;16030;;6824;8172
14/11/2012;16625;;6197;;6849;16625;;6849;8509
15/11/2012;16438;;6760;;6946;16438;;6946;8603
16/11/2012;16411;;7077;;7046;16411;;7046;8688
19/11/2012;16734;;7210;;7187;16734;;7187;8857
20/11/2012;16809;;7453;;7269;16809;;7269;8960
21/11/2012;16629;;7690;;7379;16629;;7379;8959
22/11/2012;16541;;7913;;7486;16541;;7486;8990
23/11/2012;16412;;8091;;7566;16412;;7566;8992
26/11/2012;16357;;8153;;7658;16357;;7658;8989
27/11/2012;16291;;8163;;7760;16291;;7760;8965
28/11/2012;16506;;8052;;7858;16506;;7858;9018
29/11/2012;16233;;7929;;7942;16233;;7942;8872
30/11/2012;15869;;7815;;8005;15869;;8005;8692
03/12/2012;15532;;7756;;8071;15532;;8071;8540
04/12/2012;14820;;7668;;8063;14820;;8063;8228
05/12/2012;13852;;7559;;8033;13852;;8033;7809
06/12/2012;12827;;7485;;7999;12827;;7999;7376
07/12/2012;12066;;7441;;7947;12066;;7947;7059
10/12/2012;11209;;7379;;7852;11209;;7852;6697
11/12/2012;10023;;7263;;7853;10023;;7853;6188
12/12/2012;7624;;7100;;7822;7624;;7822;5180
13/12/2012;6893;;6919;;7795;6893;;7795;4833
14/12/2012;6633;;6660;;7785;6633;;7785;4651
17/12/2012;6239;;6469;;7761;6239;;7761;4436
18/12/2012;5617;;6292;;7717;5617;;7717;4134
19/12/2012;5032;;6069;;7714;5032;;7714;3834
20/12/2012;4861;;5820;;7690;4861;;7690;3690
21/12/2012;4814;;5622;;7654;4814;;7654;3612
24/12/2012;4895;;5536;;7607;4895;;7607;3619
02/01/2013;4864;;5426;;7702;4864;;7702;3573
03/01/2013;4973;;5348;;7724;4973;;7724;3594
04/01/2013;5249;;5300;;7728;5249;;7728;3690
07/01/2013;5488;;5301;;7729;5488;;7729;3786
08/01/2013;6157;;5401;;7736;6157;;7736;4083
09/01/2013;6182;;5677;;7751;6182;;7751;4176
10/01/2013;6123;;5978;;7773;6123;;7773;4243
11/01/2013;6213;;6123;;7791;6213;;7791;4322
14/01/2013;6242;;6134;;7770;6242;;7770;4337
15/01/2013;6353;;6088;;7741;6353;;7741;4368
16/01/2013;7024;;5974;;7719;7024;;7719;4602
17/01/2013;8423;;5885;;7686;8423;;7686;5135
18/01/2013;8990;;5860;;7635;8990;;7635;5354
21/01/2013;9010;;5831;;7610;9010;;7610;5353
22/01/2013;8661;;5778;;7544;8661;;7544;5198
23/01/2013;8431;;5757;;7459;8431;;7459;5100
24/01/2013;8167;;5728;;7449;8167;;7449;4985
25/01/2013;7922;;5690;;7436;7922;;7436;4876
28/01/2013;7785;;5646;;7422;7785;;7422;4808
29/01/2013;7623;;5568;;7271;7623;;7271;4720
30/01/2013;7499;;5462;;7194;7499;;7194;4638
31/01/2013;7468;;5365;;7155;7468;;7155;4597
01/02/2013;7329;;5257;;7135;7329;;7135;4509
04/02/2013;7316;;5176;;7120;7316;;7120;4479
05/02/2013;7262;;5163;;7076;7262;;7076;4454
06/02/2013;7416;;5207;;7044;7416;;7044;4529
07/02/2013;7514;;5523;;7013;7514;;7013;4663
08/02/2013;7344;;5748;;6995;7344;;6995;4662
11/02/2013;7243;;5864;;6959;7243;;6959;4656
12/02/2013;7171;;5963;;6986;7171;;6986;4657
13/02/2013;7130;;6226;;6938;7130;;6938;4720
14/02/2013;6802;;6431;;6975;6802;;6975;4650
15/02/2013;6750;;6626;;7028;6750;;7028;4688
18/02/2013;6366;;6732;;7100;6366;;7100;4566
19/02/2013;5875;;6845;;7186;5875;;7186;4404
20/02/2013;5562;;6978;;7263;5562;;7263;4318
21/02/2013;5383;;7112;;7376;5383;;7376;4287
22/02/2013;5216;;7253;;7494;5216;;7494;4262
25/02/2013;5088;;7363;;7571;5088;;7571;4244
26/02/2013;4724;;7502;;7674;4724;;7674;4140
27/02/2013;4447;;7677;;7787;4447;;7787;4082
28/02/2013;4278;;7917;;7984;4278;;7984;4086
01/03/2013;4236;;8281;;8170;4236;;8170;4179
04/03/2013;4210;;8463;;8374;4210;;8374;4223
05/03/2013;4262;;8637;;8554;4262;;8554;4296
06/03/2013;4380;;8721;;8752;4380;;8752;4368
07/03/2013;4476;;8898;;8908;4476;;8908;4460
08/03/2013;4483;;8994;;9038;4483;;9038;4491
11/03/2013;4438;;9026;;9162;4438;;9162;4483
12/03/2013;4906;;9052;;9292;4906;;9292;4678
13/03/2013;4989;;9105;;9440;4989;;9440;4727
14/03/2013;4904;;9174;;9547;4904;;9547;4714
15/03/2013;4923;;9296;;9677;4923;;9677;4758
18/03/2013;4896;;9370;;9799;4896;;9799;4769
19/03/2013;4977;;9465;;9934;4977;;9934;4830
20/03/2013;5084;;9517;;10028;5084;;10028;4889
21/03/2013;5048;;9616;;10125;5048;;10125;4904
22/03/2013;4981;;9661;;10226;4981;;10226;4891
25/03/2013;4982;;9680;;10259;4982;;10259;4897
26/03/2013;4894;;9632;;10217;4894;;10217;4847
27/03/2013;4763;;9527;;10094;4763;;10094;4763
28/03/2013;4678;;9412;;9866;4678;;9866;4695
02/04/2013;4530;;9238;;9753;4530;;9753;4583
03/04/2013;4270;;9036;;9656;4270;;9656;4419
04/04/2013;4246;;8850;;9566;4246;;9566;4353
05/04/2013;4261;;8755;;9533;4261;;9533;4331
08/04/2013;4297;;8674;;9488;4297;;9488;4321
09/04/2013;4399;;8620;;9433;4399;;9433;4346
10/04/2013;4512;;8640;;9415;4512;;9415;4397
11/04/2013;4583;;8756;;9422;4583;;9422;4460
12/04/2013;4701;;8892;;9426;4701;;9426;4548
15/04/2013;4610;;8991;;9432;4610;;9432;4541
16/04/2013;4553;;9138;;9413;4553;;9413;4563
17/04/2013;4480;;9326;;9403;4480;;9403;4590
18/04/2013;4384;;9430;;9386;4384;;9386;4583
19/04/2013;4329;;9557;;9432;4329;;9432;4599
22/04/2013;4301;;9603;;9435;4301;;9435;4601
23/04/2013;4219;;9533;;9442;4219;;9442;4548
24/04/2013;4205;;9310;;9458;4205;;9458;4475
25/04/2013;4289;;8955;;9455;4289;;9455;4402
26/04/2013;4602;;8644;;9409;4602;;9409;4434
29/04/2013;4744;;8455;;9360;4744;;9360;4434
30/04/2013;4883;;8214;;9288;4883;;9288;4417
01/05/2013;4997;;8129;;9239;4997;;9239;4438
02/05/2013;5433;;8068;;9205;5433;;9205;4594
03/05/2013;5694;;8037;;9161;5694;;9161;4689
07/05/2013;6156;;7979;;9137;6156;;9137;4856
08/05/2013;6298;;7948;;9121;6298;;9121;4904
09/05/2013;6195;;7943;;9091;6195;;9091;4861
10/05/2013;6042;;7930;;9054;6042;;9054;4796
13/05/2013;5907;;7923;;9000;5907;;9000;4740
14/05/2013;5725;;7888;;8959;5725;;8959;4656
15/05/2013;5469;;7771;;8931;5469;;8931;4519
16/05/2013;5287;;7588;;8921;5287;;8921;4391
17/05/2013;5168;;7418;;8902;5168;;8902;4293
20/05/2013;5053;;7316;;8907;5053;;8907;4216
21/05/2013;5015;;7168;;8901;5015;;8901;4156
22/05/2013;5136;;7018;;8916;5136;;8916;4160
23/05/2013;5212;;6878;;8942;5212;;8942;4148
24/05/2013;5271;;6801;;8965;5271;;8965;4149
28/05/2013;5255;;6678;;8967;5255;;8967;4105
29/05/2013;5294;;6539;;8980;5294;;8980;4079
30/05/2013;5172;;6415;;9044;5172;;9044;3993
31/05/2013;5171;;6329;;9104;5171;;9104;3967
03/06/2013;5167;;6252;;9132;5167;;9132;3942
04/06/2013;5215;;6176;;9166;5215;;9166;3939
05/06/2013;5206;;6113;;9197;5206;;9197;3916
06/06/2013;5349;;6082;;9250;5349;;9250;3964
07/06/2013;5494;;6078;;9291;5494;;9291;4021
10/06/2013;5571;;6092;;9307;5571;;9307;4056
11/06/2013;5797;;6179;;9326;5797;;9326;4173
12/06/2013;6300;;6437;;9355;6300;;9355;4451
13/06/2013;6976;;6637;;9363;6976;;9363;4782
14/06/2013;7627;;6845;;9408;7627;;9408;5104
17/06/2013;8276;;6993;;9413;8276;;9413;5408
18/06/2013;9360;;7107;;9446;9360;;9446;5876
19/06/2013;10306;;7240;;9510;10306;;9510;6294
20/06/2013;10705;;7320;;9577;10705;;9577;6478
21/06/2013;11064;;7377;;9654;11064;;9654;6639
24/06/2013;12158;;7451;;9722;12158;;9722;7099
25/06/2013;12881;;7624;;9802;12881;;9802;7440
26/06/2013;13891;;7759;;9875;13891;;9875;7884
27/06/2013;14529;;7905;;9938;14529;;9938;8183
28/06/2013;15025;;8007;;9973;15025;;9973;8412
01/07/2013;15218;;8064;;9979;15218;;9979;8506
02/07/2013;14866;;8080;;9954;14866;;9954;8370
03/07/2013;13636;;8086;;9859;13636;;9859;7880
04/07/2013;12763;;8050;;9741;12763;;9741;7520
05/07/2013;12737;;8013;;9664;12737;;9664;7499
08/07/2013;13407;;7966;;9617;13407;;9617;7753
09/07/2013;13656;;8000;;9525;13656;;9525;7862
10/07/2013;13963;;8139;;9449;13963;;9449;8027
11/07/2013;14062;;8447;;9419;14062;;9419;8159
12/07/2013;14182;;8725;;9376;14182;;9376;8290
15/07/2013;14121;;8887;;9352;14121;;9352;8315
16/07/2013;14051;;9036;;9356;14051;;9356;8331
17/07/2013;13920;;9172;;9347;13920;;9347;8320
18/07/2013;13710;;9265;;9381;13710;;9381;8264
19/07/2013;13412;;9320;;9393;13412;;9393;8161
22/07/2013;13339;;9304;;9434;13339;;9434;8127
23/07/2013;13106;;9219;;9488;13106;;9488;8008
24/07/2013;12823;;9104;;9554;12823;;9554;7860
25/07/2013;12136;;8928;;9588;12136;;9588;7533
26/07/2013;11948;;8780;;9592;11948;;9592;7413
29/07/2013;11789;;8669;;9608;11789;;9608;7316
30/07/2013;11691;;8546;;9574;11691;;9574;7240
31/07/2013;11701;;8408;;9539;11701;;9539;7203
01/08/2013;12043;;8282;;9506;12043;;9506;7302
02/08/2013;12191;;8120;;9494;12191;;9494;7312
05/08/2013;12056;;8021;;9491;12056;;9491;7229
06/08/2013;11801;;7888;;9484;11801;;9484;7087
07/08/2013;11128;;7771;;9530;11128;;9530;6783
08/08/2013;10817;;7655;;9547;10817;;9547;6623
09/08/2013;10620;;7541;;9524;10620;;9524;6510
12/08/2013;10550;;7481;;9518;10550;;9518;6464
13/08/2013;11012;;7428;;9505;11012;;9505;6633
14/08/2013;12909;;7388;;9514;12909;;9514;7380
15/08/2013;14010;;7374;;9552;14010;;9552;7816
16/08/2013;14377;;7355;;9579;14377;;9579;7957
19/08/2013;14887;;7308;;9591;14887;;9591;8147
20/08/2013;15921;;7270;;9610;15921;;9610;8549
21/08/2013;16342;;7220;;9620;16342;;9620;8703
22/08/2013;16339;;7215;;9670;16339;;9670;8700
23/08/2013;16533;;7207;;9696;16533;;9696;8775
27/08/2013;16605;;7214;;9719;16605;;9719;8806
28/08/2013;15759;;7193;;9763;15759;;9763;8462
29/08/2013;15395;;7215;;9793;15395;;9793;8323
30/08/2013;15200;;7241;;9819;15200;;9819;8252
02/09/2013;15373;;7278;;9818;15373;;9818;8333
03/09/2013;16337;;7353;;9821;16337;;9821;8741
04/09/2013;17854;;7456;;9865;17854;;9865;9378
05/09/2013;19811;;7676;;9954;19811;;9954;10227
06/09/2013;21793;;8158;;10027;21793;;10027;11165
09/09/2013;25426;;8836;;10091;25426;;10091;12821
10/09/2013;27036;;9498;;10022;27036;;10022;13664
11/09/2013;29674;;9949;;9975;29674;;9975;14854
12/09/2013;29186;;10247;;9896;29186;;9896;14749
13/09/2013;29609;;10474;;9831;29609;;9831;14986
16/09/2013;30020;;10596;;9791;30020;;9791;15187
17/09/2013;32945;;10816;;9765;32945;;9765;16423
18/09/2013;35428;;11106;;9847;35428;;9847;17503
19/09/2013;36388;;11349;;9944;36388;;9944;17960
20/09/2013;37443;;11651;;10075;37443;;10075;18473
23/09/2013;38397;;12102;;10153;38397;;10153;18989
24/09/2013;40005;;12845;;10311;40005;;10311;19856
25/09/2013;42211;;13989;;10579;42211;;10579;21081
26/09/2013;40813;;14386;;10941;40813;;10941;20641
27/09/2013;38023;;14436;;11179;38023;;11179;19540
30/09/2013;36425;;14388;;11279;36425;;11279;18886
01/10/2013;36069;;14316;;11369;36069;;11369;18722
02/10/2013;36265;;14538;;11428;36265;;11428;18867
03/10/2013;37119;;14932;;11512;37119;;11512;19327
04/10/2013;37799;;15350;;11643;37799;;11643;19725
07/10/2013;38350;;15610;;11784;38350;;11784;20023
08/10/2013;38865;;15949;;11975;38865;;11975;20331
09/10/2013;37628;;16171;;12152;37628;;12152;19903
10/10/2013;33368;;16260;;12285;33368;;12285;18225
11/10/2013;32382;;16233;;12355;32382;;12355;17823
14/10/2013;31545;;16196;;12386;31545;;12386;17477
15/10/2013;31543;;16198;;12405;31543;;12405;17477
16/10/2013;31479;;16260;;12539;31479;;12539;17470
17/10/2013;31028;;16481;;12611;31028;;12611;17356
18/10/2013;28868;;16486;;12678;28868;;12678;16493
21/10/2013;28002;;16426;;12765;28002;;12765;16129
22/10/2013;26944;;16299;;12841;26944;;12841;15667
23/10/2013;24845;;16072;;12992;24845;;12992;14760
24/10/2013;22347;;15657;;13095;22347;;13095;13636
25/10/2013;21363;;15219;;13150;21363;;13150;13111
28/10/2013;19838;;14817;;13173;19838;;13173;12380
29/10/2013;17868;;14298;;13240;17868;;13240;11437
30/10/2013;16005;;13712;;13262;16005;;13262;10516
31/10/2013;17033;;13318;;13273;17033;;13273;10809
01/11/2013;17978;;13031;;13307;17978;;13307;11101
04/11/2013;18956;;12877;;13383;18956;;13383;11446
05/11/2013;20486;;12915;;13437;20486;;13437;12069
06/11/2013;20472;;12892;;13500;20472;;13500;12056
07/11/2013;20148;;12731;;13643;20148;;13643;11879
08/11/2013;19762;;12503;;13754;19762;;13754;11656
11/11/2013;19275;;12323;;13806;19275;;13806;11407
12/11/2013;18768;;12061;;13817;18768;;13817;11126
13/11/2013;18544;;11780;;13853;18544;;13853;10952
14/11/2013;18146;;11492;;14004;18146;;14004;10706
15/11/2013;17809;;11255;;14162;17809;;14162;10500
18/11/2013;17674;;11045;;14219;17674;;14219;10383
19/11/2013;17652;;10808;;14253;17652;;14253;10303
20/11/2013;18684;;10751;;14331;18684;;14331;10699
21/11/2013;17513;;10749;;14406;17513;;14406;10230
22/11/2013;16554;;10880;;14570;16554;;14570;9886
25/11/2013;16491;;11079;;14676;16491;;14676;9920
26/11/2013;16626;;11402;;14826;16626;;14826;10071
27/11/2013;17769;;12061;;15070;17769;;15070;10726
28/11/2013;21719;;12880;;15247;21719;;15247;12552
29/11/2013;24611;;13293;;15424;24611;;15424;13832
02/12/2013;25673;;13537;;15557;25673;;15557;14330
03/12/2013;27041;;13903;;15759;27041;;15759;14987
04/12/2013;28899;;14338;;15917;28899;;15917;15861
05/12/2013;33475;;14912;;16007;33475;;16007;17864
06/12/2013;33851;;15356;;16228;33851;;16228;18147
09/12/2013;33768;;15615;;16280;33768;;16280;18192
10/12/2013;35292;;15950;;16254;35292;;16254;18902
11/12/2013;36877;;16372;;16311;36877;;16311;19662
12/12/2013;37830;;16645;;16333;37830;;16333;20126
13/12/2013;37510;;16728;;16242;37510;;16242;20022
16/12/2013;36339;;16612;;16169;36339;;16169;19519
17/12/2013;34412;;16147;;16112;34412;;16112;18609
18/12/2013;32850;;15519;;15864;32850;;15864;17796
19/12/2013;32808;;15017;;15671;32808;;15671;17628
20/12/2013;35886;;14815;;15500;35886;;15500;18799
23/12/2013;37672;;14630;;15346;37672;;15346;19458
24/12/2013;38999;;14556;;15195;38999;;15195;19966
02/01/2014;35316;;14188;;13902;35316;;13902;18383
03/01/2014;33514;;13948;;13347;33514;;13347;17590
06/01/2014;31334;;13745;;12954;31334;;12954;16657
07/01/2014;29401;;13487;;12590;29401;;12590;15807
08/01/2014;27994;;13323;;12449;27994;;12449;15195
09/01/2014;24058;;13112;;12419;24058;;12419;13557
10/01/2014;17452;;12921;;12448;17452;;12448;10857
13/01/2014;13611;;12734;;12449;13611;;12449;9265
14/01/2014;12888;;12588;;12429;12888;;12429;8932
15/01/2014;13168;;12534;;12364;13168;;12364;9027
16/01/2014;14125;;12515;;12282;14125;;12282;9405
17/01/2014;15132;;12470;;12186;15132;;12186;9794
20/01/2014;15579;;12379;;12070;15579;;12070;9945
21/01/2014;13848;;12204;;11932;13848;;11932;9200
22/01/2014;12590;;11929;;11815;12590;;11815;8615
23/01/2014;11128;;11710;;11721;11128;;11721;7964
24/01/2014;10608;;11460;;11627;10608;;11627;7681
