Spot,Forw,Lookback,Horizon,Exog_Col,Epochs,Batchsize,Dropout,Regularizer,MLP,LSTM,MLP_POINT,LSTM_POINT,RW
CSZ,1MON,5,3,"[2, 3]",1,32,None,None,-8276.390538463653,-2379.2895735320835,-789.5195244882274,-2850.123902761367,0
