Spot,Forw,Lookback,Horizon,Exog_Col,Epochs,Batchsize,Dropout,Regularizer,MLP,LSTM,MLP_POINT,LSTM_POINT,RW
CSZ,1MON,5,3,"[2, 3]",1,32,None,None,-2742.0421736943176,-936.4589482446123,-287.5279702032529,-778.5908254362054,0
