Spot,Forw,Lookback,Horizon,Exog_Col,Epochs,Batchsize,MLP,LSTM,MLP_POINT,LSTM_POINT,RW
CSZ,1MON,10,3,[],2,32,-34.87791841445929,-53.10088751482138,-53.10088751482138,-53.10088751482138,0
CSZ,1MON,10,3,[],2,32,-32.59744174073431,12.63159733021164,12.63159733021164,12.63159733021164,0
CSZ,1MON,10,3,[],2,32,-12.507596835066416,26.7109015427355,-15.818732131632096,-52.5274790854684,0
CSZ,1MON,10,3,[],2,1,-0.965639769593496,-47.13141849902278,-13.675485772834728,-19.291562737607705,0
CSZ,1MON,10,3,[],2,1,-54.89009630363424,5.630058224631629,-19.552780387441302,-43.59953208020259,0
CSZ,1MON,10,3,[],2,1,-5.17502134545893,-55.05116109280206,-25.189239544939124,-18.46894005741686,0
CSZ,1MON,10,3,[],2,1,-10.055987637507592,-31.354189782648522,-17.130618349376658,-15.559740156586388,0
CSZ,1MON,10,3,[],2,8,8.55145446702863,11.39180946731827,33.68648757929294,32.54161652283726,0
CSZ,1MON,10,3,[],2,8,-4.88690441077515,30.055337359437928,-3.2498645294895656,-25.68367690784814,0
CSZ,1MON,10,3,[],2,8,-26.96845885053303,-28.593591225514125,-12.776241329247174,-13.533198969815864,0
CSZ,1MON,10,3,[],2,8,4.393140620351399,6.434890155316031,-7.165627851018153,-34.73068788216565,0
CSZ,1MON,10,3,[],2,32,-607.9316316535447,-67.51672813572682,-397.51244405443424,-37.98143400462168,0
CSZ,1MON,10,3,[],2,32,-418.4491043534532,-7.842649178477279,8.719428414091778,23.634514455147627,0
CSZ,1MON,10,3,[],2,32,15.694386693758222,14.203537577954439,15.520160606300148,17.789463464768108,0
CSZ,1MON,10,3,[],2,32,-10.893235397462142,0.8977993268403428,9.239597865852412,18.250877900971073,0
CSZ,1MON,10,3,[],2,64,-1209.2915162441564,-798.8652459604511,-658.7480842653762,-150.72874418076046,0
CSZ,1MON,10,3,[],2,64,-51.28097166240704,-68.10241094495619,-5.305033784587598,-31.05925720731475,0
CSZ,1MON,10,3,[],2,64,-1.7567228833649473,17.246458342192582,26.966733060525016,10.887219144623073,0
CSZ,1MON,10,3,[],2,64,21.345137841443684,-7.457505517756835,21.05270621454026,27.826926586792943,0
CSZ,1MON,10,3,"[2, 3]",2,1,-9.530617888511884,-256.6428736998415,-97.06418410911841,-59.86933736692019,0
CSZ,1MON,10,3,"[2, 3]",2,1,-116.06437145775547,-58.994093930600776,-154.16907711369245,-88.5129849971946,0
CSZ,1MON,10,3,"[2, 3]",2,1,-73.18870352373985,-116.0524261021461,-163.0653413508307,-39.18233464027858,0
CSZ,1MON,10,3,"[2, 3]",2,1,-22.663418782688648,-187.85360360946845,-179.6796407689119,-106.39021016239529,0
CSZ,1MON,5,3,"[2, 3]",2,1,-46.86600108928136,-162.05914455106702,-98.6585488464613,-116.00987373077652,0
CSZ,1MON,5,3,"[2, 3]",2,1,-29.32408299502338,-15.814557823057719,-316.5009846122943,-130.96476099606895,0
CSZ,1MON,10,3,"[2, 3]",2,1,-53.032548870244,-93.06886717019394,-146.27940472056008,-132.9906245501909,0
CSZ,1MON,20,3,"[2, 3]",2,1,-60.759078920162544,-282.31577708216025,-188.2742500401077,-182.23632539530604,0
CSZ,1MON,5,3,"[2, 3]",2,1,-64.11070505610161,-56.294417318719624,-76.78241312336642,-112.75983117065817,0
CSZ,1MON,10,3,"[2, 3]",2,1,-215.57399722223602,-16.665335052089624,-221.87951831056387,18.000739131930978,0
CSZ,1MON,20,3,"[2, 3]",2,1,-94.37299303410506,-69.2910153882982,-121.23863875265526,42.17372867250791,0
CSZ,1MON,5,3,"[2, 3]",2,1,-133.46105346881188,-273.01766260789867,-114.75694254775335,-117.5323317405034,0
CSZ,1MON,10,3,"[2, 3]",2,1,-115.63772217115242,-90.22067926525301,-198.6710969038707,-109.86629737030857,0
CSZ,1MON,20,3,"[2, 3]",2,1,-97.95846321617931,-73.14416421319115,-221.31329732072885,-74.5584883041488,0
CSZ,1MON,5,3,"[2, 3]",2,1,-171.85090855083152,-222.7266022602888,-187.2671920817951,-137.53570201696297,0
CSZ,1MON,10,3,"[2, 3]",2,1,-152.55534280182403,-161.06951737891788,-304.0322329341798,2.985931640020989,0
CSZ,1MON,20,3,"[2, 3]",2,1,-141.1155104348241,13.376378741407692,-318.0449785139561,-75.44458194853098,0
CSZ,1MON,5,3,"[2, 3]",2,8,-95.87055684389472,-63.588331436655054,-215.63473685678062,-121.68005935181316,0
CSZ,1MON,10,3,"[2, 3]",2,8,-262.5282594279506,-179.61239604363124,-272.86027472677495,-140.16553137419598,0
CSZ,1MON,20,3,"[2, 3]",2,8,-477.06000972582905,-228.96156318166638,-327.732763589274,-275.6393424752446,0
CSZ,1MON,5,3,"[2, 3]",2,8,-319.20709061888317,-116.09906482483292,-163.8141126647522,-109.14274985756035,0
CSZ,1MON,10,3,"[2, 3]",2,8,-146.4447434561254,-177.4985258572378,-129.6946458409807,-126.23261563783915,0
CSZ,1MON,20,3,"[2, 3]",2,8,-238.49322499934655,-187.50823883284968,-175.7795487259668,-266.5855458506476,0
CSZ,1MON,5,3,"[2, 3]",2,8,-21.16509383844507,-31.91338171643643,-58.482271912650184,-103.25823569456531,0
CSZ,1MON,10,3,"[2, 3]",2,8,-54.54694818652695,-205.25643679225962,-48.32385763792069,-33.513275411824914,0
CSZ,1MON,20,3,"[2, 3]",2,8,-93.85176378595239,-310.2270485686369,-159.46369733810099,-170.8774762105366,0
CSZ,1MON,5,3,"[2, 3]",2,8,-99.16678881997758,-270.076834390426,-69.4813979161954,-125.23265416695067,0
CSZ,1MON,10,3,"[2, 3]",2,8,-107.55092674409359,38.025753431599995,-117.78498882497578,-203.52557773360581,0
CSZ,1MON,20,3,"[2, 3]",2,8,-344.8094828108288,-108.45743824932282,-66.65497754574889,-109.80410790119839,0
CSZ,1MON,5,3,"[2, 3]",2,32,-1666.1666003591467,-818.9932390399772,-347.4202417272755,-824.2558862885463,0
CSZ,1MON,10,3,"[2, 3]",2,32,-2411.4708543523116,-971.1991904655857,-508.3653478214196,-560.326527854716,0
CSZ,1MON,20,3,"[2, 3]",2,32,-2184.7376935600873,-781.6709571977431,-2244.093139163269,-519.3009336878811,0
CSZ,1MON,5,3,"[2, 3]",2,32,-1379.1934520514806,-328.2840245184537,-445.1643704638431,-467.3326949171151,0
CSZ,1MON,10,3,"[2, 3]",2,32,-465.0852019678805,-212.20391393928045,-176.61337619063997,-390.23829560769707,0
CSZ,1MON,20,3,"[2, 3]",2,32,-269.14784187856475,-367.98745276608224,-391.1708516335171,-335.7272248039021,0
CSZ,1MON,5,3,"[2, 3]",2,32,-223.25354553614156,-131.36274748358173,-135.95601873872062,-153.7964423338416,0
CSZ,1MON,10,3,"[2, 3]",2,32,-377.4178113699913,-218.84771931235227,-30.256790803433486,-250.23488698314847,0
CSZ,1MON,20,3,"[2, 3]",2,32,-147.22592919544866,-219.61200085633067,-117.73550672996333,-220.91317680156828,0
CSZ,1MON,5,3,"[2, 3]",2,32,-117.34183742553061,-87.78071404084118,-144.3770042050876,-128.06452166357434,0
CSZ,1MON,5,3,"[2, 3]",1,32,None,None,-3356.4906639803894,-1726.7397675998654,-2539.2370390494602,-1250.9618411492377,0
CSZ,1MON,10,3,"[2, 3]",1,32,None,None,-4974.822886708447,-1284.92017343234,-2290.6148505224246,-898.7196726103789,0
CSZ,1MON,20,3,"[2, 3]",1,32,None,None,-831.4064201311995,-957.7671871314406,-702.0416356239202,-969.960208884614,0
CSZ,1MON,5,3,"[2, 3]",1,32,None,0.01,-3780.6912659668924,-2569.972196626928,-1155.085530966752,-1290.4697027939728,0
CSZ,1MON,10,3,"[2, 3]",1,32,None,0.01,-2298.8472612238616,-1812.617368857412,-2151.6225581243693,-825.5830854031734,0
CSZ,1MON,20,3,"[2, 3]",1,32,None,0.01,-2703.3443921429052,-1090.5660109072492,-1057.5874629522848,-1185.2264333885762,0
CSZ,1MON,5,3,"[2, 3]",1,32,None,0.1,-2314.1321029055944,-2677.607454806602,-3088.9011848704895,-1772.111547208379,0
CSZ,1MON,10,3,"[2, 3]",1,32,None,0.1,-1612.3004403592327,-2638.064124828914,-1322.332023761387,-1300.0132816442074,0
CSZ,1MON,20,3,"[2, 3]",1,32,None,0.1,-3674.5578429513976,-1953.9712632112103,-1855.474901425109,-1239.1110213619713,0
CSZ,1MON,5,3,"[2, 3]",1,32,0.2,None,-4139.402459466252,-1774.8043987658618,-2937.572342587737,-1300.951873061181,0
CSZ,1MON,10,3,"[2, 3]",1,32,0.2,None,-3017.9286365853854,-946.0873048560543,-2870.673051223755,-917.0569065338469,0
CSZ,1MON,20,3,"[2, 3]",1,32,0.2,None,-3333.1333452417366,-1996.4220526292188,-2421.006121626676,-1129.2051361592855,0
CSZ,1MON,5,3,"[2, 3]",1,32,0.2,0.01,-3142.0669300078584,-2362.164130793822,-3113.0287565472477,-1022.549126151368,0
CSZ,1MON,10,3,"[2, 3]",1,32,0.2,0.01,-2965.1813979845188,-1667.3578271691813,-3030.410720552499,-1304.7202491242979,0
CSZ,1MON,20,3,"[2, 3]",1,32,0.2,0.01,-2463.0154804990193,-1602.0811566967843,-2907.0500855418823,-979.6481421303694,0
CSZ,1MON,5,3,"[2, 3]",1,32,0.2,0.1,-3283.4813279440596,-2598.354776695103,-3197.30262280651,-2113.721252142159,0
CSZ,1MON,10,3,"[2, 3]",1,32,0.2,0.1,-2906.309442057517,-2320.3366156419543,-2846.0400593053487,-1106.3397344526577,0
CSZ,1MON,20,3,"[2, 3]",1,32,0.2,0.1,-3043.3974128286527,-2163.4680393122057,-3145.58822519667,-1069.5651708632247,0
CSZ,1MON,5,3,"[2, 3]",1,32,0.5,None,-4321.162476368893,-1657.632061156572,-3639.2683822819195,-869.1790794410499,0
CSZ,1MON,10,3,"[2, 3]",1,32,0.5,None,-4430.328581981584,-1291.1772825879018,-3574.0060709884447,-1088.8093193907944,0
CSZ,1MON,20,3,"[2, 3]",1,32,0.5,None,-4423.836634042626,-1199.7039056932633,-3707.5189078799476,-968.1978999310722,0
CSZ,1MON,5,3,"[2, 3]",1,32,0.5,0.01,-3883.623467727726,-1481.3797345596076,-4044.0528400531216,-890.1421618598808,0
CSZ,1MON,10,3,"[2, 3]",1,32,0.5,0.01,-4221.468450298902,-2058.6394203668297,-3634.9754800185574,-1209.5539564149428,0
CSZ,1MON,20,3,"[2, 3]",1,32,0.5,0.01,-3899.280611529491,-1689.368910336343,-3228.2039130954786,-842.2028066349069,0
CSZ,1MON,5,3,"[2, 3]",1,32,None,None,-2229.2680238453786,-2605.761638660339,-2692.4262531260397,-1223.689932974366,0
CSZ,1MON,10,3,"[2, 3]",1,32,None,None,-2227.3553241899035,-1519.9133407162126,-3212.3607663048247,-918.7128592145523,0
CSZ,1MON,20,3,"[2, 3]",1,32,None,None,-2663.1913036370506,-1010.9703221003699,-311.1556961467785,-979.5163299531247,0
CSZ,1MON,5,3,"[2, 3]",1,32,None,None,-513.2684281837921,-796.1794288013617,-633.3377979665846,-719.0189170762671,0
CSZ,1MON,10,3,"[2, 3]",1,32,None,None,-389.97585848615444,-606.2092453112896,-130.01217303692073,-570.6877016312002,0
CSZ,1MON,20,3,"[2, 3]",1,32,None,None,-487.9149503164315,-355.16569180049265,-379.54435715361245,-471.10614761350604,0
CSZ,1MON,5,3,"[2, 3]",1,32,None,None,-130.47491695120206,-335.3178893587571,-295.9311299856328,-419.3310242720397,0
CSZ,1MON,10,3,"[2, 3]",1,32,None,None,-89.95848907471884,-8.51492012631454,-224.88085479422008,-214.6740588462614,0
CSZ,1MON,20,3,"[2, 3]",1,32,None,None,-248.5789950430874,-208.7814312535694,-299.23558150067856,-264.395727561431,0
CSZ,1MON,5,3,"[2, 3]",1,64,None,None,-4312.367203411091,-3753.135822039369,-3523.7434579462415,-3131.341327986634,0
CSZ,1MON,10,3,"[2, 3]",1,64,None,None,-3618.743232608061,-3368.4361788832475,-3229.822012166116,-2123.597948079678,0
CSZ,1MON,20,3,"[2, 3]",1,64,None,None,-3242.8654000008487,-3184.846329655562,-773.8373369690203,-2520.4942274668524,0
CSZ,1MON,5,3,"[2, 3]",1,64,None,None,-1746.1247917578041,-639.9570457085135,-708.6671560651183,-991.2542069993129,0
CSZ,1MON,10,3,"[2, 3]",1,64,None,None,-1093.7979050219644,-1001.560832013188,-395.51262361804646,-949.7825581992595,0
CSZ,1MON,20,3,"[2, 3]",1,64,None,None,-832.3169256757294,-711.5406172728291,-466.90222928007444,-587.4229374667336,0
CSZ,1MON,5,3,"[2, 3]",1,64,None,None,-721.8871225640464,-607.1572667282013,-827.8237405494536,-653.4035225468401,0
CSZ,1MON,10,3,"[2, 3]",1,64,None,None,-942.3128176079716,-612.6816957425748,-524.4980195048634,-609.1917821400436,0
CSZ,1MON,20,3,"[2, 3]",1,64,None,None,-415.6145695894357,-591.4011851737783,-394.4927909320098,-689.915654533029,0
