Row Labels;4TC_PCURMON;4TC_P+1MON
22/11/2013;11842;11196
25/11/2013;11929;11850
26/11/2013;11925;11863
27/11/2013;11967;12954
28/11/2013;12090;13090
29/11/2013;13225;11213
02/12/2013;13504;11354
03/12/2013;13721;11404
04/12/2013;14146;11625
05/12/2013;14970;12140
06/12/2013;15663;12513
09/12/2013;15575;12954
10/12/2013;15942;13167
11/12/2013;15830;12940
12/12/2013;15558;12579
13/12/2013;15535;12470
16/12/2013;15413;11583
17/12/2013;15483;12083
18/12/2013;15450;12270
19/12/2013;15450;12821
20/12/2013;15430;14260
23/12/2013;15346;14175
24/12/2013;14046;12758
27/12/2013;13920;12685
30/12/2013;13255;12230
31/12/2013;13305;12400
02/01/2014;13175;12346
03/01/2014;12495;11945
06/01/2014;12415;11945
07/01/2014;12560;12060
08/01/2014;12617;12096
09/01/2014;12688;12396
10/01/2014;12785;12605
13/01/2014;12854;12933
14/01/2014;12883;13454
15/01/2014;12833;13533
16/01/2014;12920;13920
17/01/2014;12765;13400
20/01/2014;12650;12610
21/01/2014;12520;12085
22/01/2014;12483;11867
23/01/2014;12313;11688
24/01/2014;12400;11763
27/01/2014;12346;11633
28/01/2014;12304;11500
29/01/2014;12296;11700
30/01/2014;12263;11275
31/01/2014;11254;13892
03/02/2014;11070;13600
04/02/2014;10854;13425
05/02/2014;11096;13883
06/02/2014;11100;13763
07/02/2014;10933;13592
10/02/2014;10988;13829
11/02/2014;10992;13700
12/02/2014;11042;13321
13/02/2014;10820;12890
14/02/2014;10845;13015
17/02/2014;10705;12570
18/02/2014;10717;12775
19/02/2014;10642;12708
20/02/2014;10480;12510
21/02/2014;10340;12430
24/02/2014;10225;11500
25/02/2014;10138;11100
26/02/2014;10142;10996
27/02/2014;10150;10888
28/02/2014;10610;13290
03/03/2014;10550;13213
04/03/2014;10417;13000
05/03/2014;10175;13304
06/03/2014;10492;13650
07/03/2014;10788;14467
10/03/2014;10371;13713
11/03/2014;9800;12935
12/03/2014;9650;12350
13/03/2014;9675;12475
14/03/2014;9625;12265
17/03/2014;9471;11996
18/03/2014;9363;11792
19/03/2014;9217;11808
20/03/2014;9025;11580
21/03/2014;8945;11390
24/03/2014;8850;10800
25/03/2014;8771;10046
26/03/2014;8771;9425
27/03/2014;8738;9421
28/03/2014;8718;9221
31/03/2014;8858;11071
01/04/2014;8038;9904
02/04/2014;7700;9283
03/04/2014;7825;9446
04/04/2014;7750;9533
07/04/2014;7725;9833
08/04/2014;7263;9042
09/04/2014;7213;9033
10/04/2014;6858;8250
11/04/2014;6740;8380
14/04/2014;6785;8805
15/04/2014;6796;9279
16/04/2014;6754;9263
17/04/2014;6750;9183
22/04/2014;6746;9079
23/04/2014;6713;8683
24/04/2014;6683;8633
25/04/2014;6712;8729
28/04/2014;6679;8213
29/04/2014;6683;8171
30/04/2014;8167;9254
01/05/2014;8163;9350
02/05/2014;8025;9358
06/05/2014;7983;9142
07/05/2014;7950;9033
08/05/2014;8138;9396
09/05/2014;8150;9675
12/05/2014;7958;9517
13/05/2014;7900;9467
14/05/2014;8083;10113
15/05/2014;8092;10029
16/05/2014;8025;9925
19/05/2014;7967;9958
20/05/2014;7829;9283
21/05/2014;7767;8933
22/05/2014;7725;8554
23/05/2014;7733;8592
27/05/2014;7642;8288
28/05/2014;7542;7483
29/05/2014;7496;7204
30/05/2014;7267;8292
02/06/2014;7125;8217
03/06/2014;6917;8042
04/06/2014;6517;7508
05/06/2014;6054;7050
06/06/2014;5825;6883
09/06/2014;5842;6871
10/06/2014;5833;6813
11/06/2014;5642;6100
12/06/2014;5342;5825
13/06/2014;5285;5815
16/06/2014;5113;5950
17/06/2014;4879;5796
18/06/2014;4688;5400
19/06/2014;4575;5321
20/06/2014;4583;5404
23/06/2014;4575;5296
24/06/2014;4513;4921
25/06/2014;4538;4800
26/06/2014;4592;4900
27/06/2014;4608;5246
30/06/2014;5742;7617
01/07/2014;5625;7542
02/07/2014;5725;7813
03/07/2014;5950;8042
04/07/2014;6075;8050
07/07/2014;5929;7875
08/07/2014;5296;7038
09/07/2014;5250;6738
10/07/2014;5267;6738
11/07/2014;5233;6721
14/07/2014;5213;6750
15/07/2014;5067;6317
16/07/2014;4788;5846
17/07/2014;4858;5975
18/07/2014;4896;6138
21/07/2014;4838;5967
22/07/2014;4821;5917
23/07/2014;4863;6233
24/07/2014;4825;6125
25/07/2014;4950;6408
28/07/2014;4993;6583
29/07/2014;4969;6567
30/07/2014;4918;6267
31/07/2014;5867;7975
01/08/2014;5675;7800
04/08/2014;5438;7508
05/08/2014;5483;7625
06/08/2014;5475;7583
07/08/2014;5529;7617
08/08/2014;5558;7796
11/08/2014;5629;8067
12/08/2014;5679;8471
13/08/2014;5713;8767
14/08/2014;6063;9533
15/08/2014;6113;9729
18/08/2014;5958;9200
19/08/2014;5825;8654
20/08/2014;5950;9117
21/08/2014;5804;8558
22/08/2014;5804;8650
26/08/2014;5775;8450
27/08/2014;5800;8542
28/08/2014;5783;8450
29/08/2014;8300;11008
01/09/2014;8560;11170
02/09/2014;8617;11233
03/09/2014;8421;10754
04/09/2014;8375;10575
05/09/2014;8383;10658
08/09/2014;8233;10500
09/09/2014;8283;10533
10/09/2014;7600;9796
11/09/2014;7292;9158
12/09/2014;7192;8675
15/09/2014;7058;8383
16/09/2014;6900;7950
17/09/2014;7017;8117
18/09/2014;7017;8183
19/09/2014;7058;8308
22/09/2014;6992;8279
23/09/2014;6896;7875
24/09/2014;6875;7600
25/09/2014;6921;7892
26/09/2014;6896;7942
29/09/2014;6904;7958
30/09/2014;7692;8908
01/10/2014;8208;9358
02/10/2014;8042;9292
03/10/2014;8017;9183
06/10/2014;7892;9000
07/10/2014;7425;8233
08/10/2014;7383;8292
09/10/2014;7342;8350
10/10/2014;7417;8433
13/10/2014;7475;8604
14/10/2014;7375;8533
15/10/2014;7475;8858
16/10/2014;7513;8883
17/10/2014;7596;9300
20/10/2014;7717;9767
21/10/2014;7767;10225
22/10/2014;7750;10208
23/10/2014;7808;9825
24/10/2014;7921;10158
27/10/2014;7988;10642
28/10/2014;8029;10963
29/10/2014;7963;10833
30/10/2014;7906;10567
31/10/2014;11083;10608
03/11/2014;10975;10575
04/11/2014;10067;9725
05/11/2014;9713;9513
06/11/2014;9500;9350
07/11/2014;9433;9304
10/11/2014;9275;9125
11/11/2014;9075;8933
12/11/2014;9033;8833
13/11/2014;8958;8675
14/11/2014;8942;8608
17/11/2014;8942;8692
18/11/2014;9058;8942
19/11/2014;9042;8917
20/11/2014;9025;8892
21/11/2014;9050;8958
24/11/2014;9071;9075
25/11/2014;9046;9142
26/11/2014;8953;8804
27/11/2014;9045;9105
28/11/2014;9125;8140
01/12/2014;8908;7850
02/12/2014;8575;7500
03/12/2014;8458;7354
04/12/2014;8410;7265
05/12/2014;8440;7360
08/12/2014;8483;7358
09/12/2014;8408;7325
10/12/2014;8342;7292
11/12/2014;8142;6867
12/12/2014;8029;6658
15/12/2014;7979;6517
16/12/2014;8067;6658
17/12/2014;8025;6417
18/12/2014;8033;6433
19/12/2014;8067;6392
22/12/2014;8075;6475
23/12/2014;8050;6446
24/12/2014;6413;6713
29/12/2014;6400;6700
30/12/2014;6410;6710
31/12/2014;6410;6710
02/01/2015;6355;6700
05/01/2015;5817;6283
06/01/2015;5750;6121
07/01/2015;5708;6133
08/01/2015;5875;6292
09/01/2015;6080;6480
12/01/2015;6233;6817
13/01/2015;6200;6850
14/01/2015;6167;6742
15/01/2015;6200;6750
16/01/2015;6100;6617
19/01/2015;6120;6500
20/01/2015;6033;6400
21/01/2015;5950;6042
22/01/2015;5917;5967
23/01/2015;5858;5833
26/01/2015;5804;5692
27/01/2015;5775;5525
28/01/2015;5742;5350
29/01/2015;5683;4958
30/01/2015;4817;5842
02/02/2015;4583;5842
03/02/2015;4514;5875
04/02/2015;4425;5829
05/02/2015;4450;5892
06/02/2015;4478;6079
09/02/2015;4363;6050
10/02/2015;4321;6129
11/02/2015;4329;6200
12/02/2015;4258;6000
13/02/2015;4292;6042
16/02/2015;4160;5855
17/02/2015;4025;5592
18/02/2015;4008;5579
19/02/2015;3979;5467
20/02/2015;3992;5488
23/02/2015;3950;5329
24/02/2015;3913;5050
25/02/2015;3914;5133
26/02/2015;3918;5363
27/02/2015;5333;6638
02/03/2015;5192;6404
03/03/2015;5083;6183
04/03/2015;5108;6300
05/03/2015;4963;5946
06/03/2015;4907;5857
09/03/2015;4892;5800
10/03/2015;4821;5588
11/03/2015;4833;5592
12/03/2015;4846;5771
13/03/2015;4833;5763
16/03/2015;4896;6233
17/03/2015;4892;6400
18/03/2015;4879;6283
19/03/2015;4950;6463
20/03/2015;4900;6221
23/03/2015;4858;6004
24/03/2015;4792;5600
25/03/2015;4762;5433
26/03/2015;4774;5479
27/03/2015;4781;5430
30/03/2015;4725;5163
31/03/2015;5208;5921
01/04/2015;5075;5642
02/04/2015;5100;5600
07/04/2015;4921;5425
08/04/2015;5025;5592
09/04/2015;5138;5750
10/04/2015;5096;5671
13/04/2015;5096;5717
14/04/2015;5183;5796
15/04/2015;5167;5775
16/04/2015;5200;5800
17/04/2015;5188;5758
20/04/2015;5175;5746
21/04/2015;5100;5533
22/04/2015;5108;5463
23/04/2015;5092;5375
24/04/2015;5100;5396
27/04/2015;5154;5354
28/04/2015;5154;5267
29/04/2015;5100;4942
30/04/2015;4829;4746
01/05/2015;4858;4750
05/05/2015;4596;4600
06/05/2015;4613;4633
07/05/2015;4638;4650
08/05/2015;4771;4817
11/05/2015;4763;4842
12/05/2015;4883;5063
13/05/2015;4967;5196
14/05/2015;4925;5146
15/05/2015;4804;4967
18/05/2015;4792;4900
19/05/2015;4758;4879
20/05/2015;4717;4738
21/05/2015;4692;4700
22/05/2015;4667;4708
26/05/2015;4643;4650
27/05/2015;4617;4617
28/05/2015;4629;4642
29/05/2015;4650;5067
01/06/2015;4608;5046
02/06/2015;4738;5204
03/06/2015;4904;5338
04/06/2015;5083;5442
05/06/2015;5100;5425
08/06/2015;5133;5388
09/06/2015;5075;5329
10/06/2015;5388;5650
11/06/2015;5421;5683
12/06/2015;5529;5838
15/06/2015;5692;6292
16/06/2015;5863;6667
17/06/2015;5933;6817
18/06/2015;5933;6558
19/06/2015;5933;6396
22/06/2015;5900;6304
23/06/2015;5867;6288
24/06/2015;5913;6321
25/06/2015;5850;6329
26/06/2015;5863;6625
29/06/2015;5817;6521
30/06/2015;6567;6229
01/07/2015;6958;6592
02/07/2015;7300;6850
03/07/2015;7694;7281
06/07/2015;7633;7183
07/07/2015;7375;6863
08/07/2015;7375;6829
09/07/2015;7908;7508
10/07/2015;8158;7883
13/07/2015;8463;8129
14/07/2015;8550;8225
15/07/2015;8767;8692
16/07/2015;8658;8400
17/07/2015;8680;8340
20/07/2015;8742;8442
21/07/2015;8604;8192
22/07/2015;8542;8050
23/07/2015;8483;7825
24/07/2015;8475;7775
27/07/2015;8483;7908
28/07/2015;8450;7783
29/07/2015;8429;7825
30/07/2015;8442;7700
31/07/2015;7817;7875
03/08/2015;7850;8117
04/08/2015;8100;8392
05/08/2015;8179;8500
06/08/2015;8258;8500
07/08/2015;8483;8738
10/08/2015;8717;9225
11/08/2015;8458;8625
12/08/2015;8275;8246
13/08/2015;8271;8221
14/08/2015;8308;8433
17/08/2015;8263;8296
18/08/2015;8179;8113
19/08/2015;8167;8108
20/08/2015;8250;8367
21/08/2015;8263;8392
24/08/2015;8204;7933
25/08/2015;8225;7875
26/08/2015;8213;7467
27/08/2015;8187;7042
28/08/2015;7042;7308
01/09/2015;6892;7225
02/09/2015;6692;6967
03/09/2015;6525;6817
04/09/2015;6529;6858
07/09/2015;6560;7000
08/09/2015;6538;6963
09/09/2015;6438;6758
10/09/2015;6321;6558
11/09/2015;6275;6550
14/09/2015;6263;6825
15/09/2015;6283;6921
16/09/2015;6408;7158
17/09/2015;6433;7321
18/09/2015;6475;7529
21/09/2015;6400;7250
22/09/2015;6288;7042
23/09/2015;6242;6967
24/09/2015;6225;7010
25/09/2015;6225;7054
28/09/2015;6190;6796
29/09/2015;6183;6525
30/09/2015;6367;7325
01/10/2015;6458;7417
02/10/2015;6383;7392
05/10/2015;6429;7458
06/10/2015;6375;7500
07/10/2015;6508;7700
08/10/2015;6700;7933
09/10/2015;6675;7875
12/10/2015;6513;7638
13/10/2015;6225;7058
14/10/2015;5858;6592
15/10/2015;5829;6600
16/10/2015;5871;6754
19/10/2015;5829;6692
20/10/2015;5740;6590
21/10/2015;5655;6275
22/10/2015;5665;6330
23/10/2015;5655;6315
26/10/2015;5655;6245
27/10/2015;5660;6190
28/10/2015;5650;6100
29/10/2015;5670;5910
30/10/2015;5880;6090
02/11/2015;5650;5870
03/11/2015;5370;5685
04/11/2015;4990;5290
05/11/2015;4990;5370
06/11/2015;4870;5160
09/11/2015;4860;5080
10/11/2015;4720;4975
11/11/2015;4460;4760
12/11/2015;4350;4540
13/11/2015;4370;4520
16/11/2015;4345;4490
17/11/2015;4380;4460
18/11/2015;4310;4430
19/11/2015;4290;4255
20/11/2015;4285;4255
23/11/2015;4325;4415
24/11/2015;4275;4345
25/11/2015;4295;4405
26/11/2015;4260;4090
27/11/2015;4225;3985
30/11/2015;3970;4340
01/12/2015;3795;4075
02/12/2015;3735;3945
03/12/2015;3615;3890
04/12/2015;3600;3855
07/12/2015;3560;3875
08/12/2015;3535;3950
09/12/2015;3490;3905
10/12/2015;3380;3630
11/12/2015;3400;3670
14/12/2015;3410;3715
15/12/2015;3410;3805
16/12/2015;3430;4025
17/12/2015;3435;4165
18/12/2015;3440;4185
21/12/2015;3440;4195
22/12/2015;3420;4145
23/12/2015;3432;4180
24/12/2015;4290;4870
29/12/2015;4280;4840
30/12/2015;4250;4810
31/12/2015;4260;4810
04/01/2016;4010;4570
05/01/2016;3950;4430
06/01/2016;3795;4105
07/01/2016;3580;3770
08/01/2016;3390;3630
11/01/2016;3380;3745
12/01/2016;3375;3750
13/01/2016;3250;3535
14/01/2016;3120;3180
15/01/2016;3075;3225
18/01/2016;3150;3440
19/01/2016;3195;3480
20/01/2016;3110;3130
21/01/2016;3075;2965
22/01/2016;3080;3000
25/01/2016;3070;2955
26/01/2016;3050;2805
27/01/2016;3028;2595
28/01/2016;3000;2625
29/01/2016;2660;3290
01/02/2016;2760;3575
02/02/2016;2640;3530
03/02/2016;2740;3665
04/02/2016;2775;3725
05/02/2016;2637;3655
08/02/2016;2595;3585
09/02/2016;2515;3435
10/02/2016;2545;3515
11/02/2016;2645;3715
12/02/2016;2700;3820
15/02/2016;2725;3880
16/02/2016;2710;3790
17/02/2016;2710;3710
18/02/2016;2645;3495
19/02/2016;2620;3420
22/02/2016;2555;3105
23/02/2016;2550;3015
24/02/2016;2575;3095
25/02/2016;2580;3285
26/02/2016;2585;3360
29/02/2016;3395;4125
01/03/2016;3348;4135
02/03/2016;3450;4350
03/03/2016;3615;4630
04/03/2016;3615;4660
07/03/2016;3690;4960
08/03/2016;3830;5295
09/03/2016;3785;5160
10/03/2016;3725;4950
11/03/2016;3645;4645
14/03/2016;3610;4490
15/03/2016;3610;4480
16/03/2016;3470;4270
17/03/2016;3460;4230
18/03/2016;3465;4190
21/03/2016;3470;4135
22/03/2016;3470;4015
23/03/2016;3520;4290
24/03/2016;3525;4360
29/03/2016;3520;4445
30/03/2016;3535;4855
31/03/2016;4860;5110
01/04/2016;5065;5325
04/04/2016;5400;5535
05/04/2016;5370;5470
06/04/2016;5250;5280
07/04/2016;5020;5095
08/04/2016;5070;5155
11/04/2016;5035;5090
12/04/2016;5115;5115
13/04/2016;5285;5375
14/04/2016;5630;5815
15/04/2016;5835;6570
18/04/2016;5615;6175
19/04/2016;5590;5980
20/04/2016;5440;5650
21/04/2016;5505;5945
22/04/2016;5505;6125
25/04/2016;5480;5925
26/04/2016;5455;5505
27/04/2016;5431;5295
28/04/2016;5415;5215
29/04/2016;5100;4995
03/05/2016;4760;4680
04/05/2016;4830;4790
05/05/2016;5010;5010
06/05/2016;4845;4855
09/05/2016;4860;4950
10/05/2016;5060;5265
11/05/2016;5040;5285
12/05/2016;5040;5325
13/05/2016;5005;5375
16/05/2016;5000;5405
17/05/2016;4920;5165
18/05/2016;4900;5140
19/05/2016;4950;5290
20/05/2016;4950;5200
23/05/2016;4895;5070
24/05/2016;4857;4975
25/05/2016;4835;4855
26/05/2016;4823;4940
27/05/2016;4823;4995
31/05/2016;4920;4895
01/06/2016;4675;4705
02/06/2016;4620;4670
03/06/2016;4460;4530
06/06/2016;4460;4595
07/06/2016;4480;4710
08/06/2016;4630;4875
09/06/2016;4655;4945
10/06/2016;4635;4960
13/06/2016;4550;4735
14/06/2016;4525;4735
15/06/2016;4530;4850
16/06/2016;4520;4830
17/06/2016;4500;4750
20/06/2016;4505;4765
21/06/2016;4475;4830
22/06/2016;4492;4920
23/06/2016;4503;5060
24/06/2016;4505;5060
27/06/2016;4510;5250
28/06/2016;4520;5360
29/06/2016;4530;5770
30/06/2016;6060;6130
01/07/2016;6140;6265
04/07/2016;6175;6290
05/07/2016;6175;6320
06/07/2016;6490;6520
07/07/2016;6375;6430
08/07/2016;6475;6490
11/07/2016;6380;6420
12/07/2016;6375;6420
13/07/2016;6505;6645
14/07/2016;6720;6980
15/07/2016;6795;7020
18/07/2016;6635;6770
19/07/2016;6470;6525
20/07/2016;6445;6365
21/07/2016;6395;6035
22/07/2016;6365;5795
25/07/2016;6400;5760
26/07/2016;6413;5663
27/07/2016;6406;5500
28/07/2016;6394;5365
29/07/2016;5265;5445
01/08/2016;5240;5405
02/08/2016;5535;5780
03/08/2016;5520;5875
04/08/2016;5425;5855
05/08/2016;5550;6140
08/08/2016;5580;6270
09/08/2016;5530;6295
10/08/2016;5680;6545
11/08/2016;5680;6550
12/08/2016;5660;6490
15/08/2016;5620;6480
16/08/2016;5475;6235
17/08/2016;5515;6350
18/08/2016;5570;6425
19/08/2016;5570;6370
22/08/2016;5525;6200
23/08/2016;5510;6040
24/08/2016;5490;6010
25/08/2016;5485;6010
26/08/2016;5440;5860
30/08/2016;5445;5655
31/08/2016;5560;6285
01/09/2016;5600;6380
02/09/2016;5650;6475
05/09/2016;5635;6545
06/09/2016;5700;6640
07/09/2016;5755;6890
08/09/2016;5655;6745
09/09/2016;5650;6705
12/09/2016;5560;6595
13/09/2016;5395;6385
14/09/2016;5325;6240
15/09/2016;5420;6515
16/09/2016;5385;6565
19/09/2016;5385;6665
20/09/2016;5320;6535
21/09/2016;5395;6790
22/09/2016;5435;6920
23/09/2016;5415;6845
26/09/2016;5400;6755
27/09/2016;5400;6620
28/09/2016;5390;6185
29/09/2016;5390;6150
30/09/2016;6170;6480
03/10/2016;6115;6475
04/10/2016;6185;6555
05/10/2016;6150;6655
06/10/2016;6240;6800
07/10/2016;6255;6860
10/10/2016;6260;6970
11/10/2016;6205;6905
12/10/2016;6235;6915
13/10/2016;6360;7125
14/10/2016;6400;7115
17/10/2016;6475;7145
18/10/2016;6570;7345
19/10/2016;6590;7265
20/10/2016;6505;7055
21/10/2016;6515;7045
24/10/2016;6525;7040
25/10/2016;6535;7020
26/10/2016;6545;7130
27/10/2016;6535;7100
28/10/2016;6545;7145
31/10/2016;7100;6425
01/11/2016;6875;6320
02/11/2016;6760;6320
03/11/2016;6990;6585
04/11/2016;7060;6695
07/11/2016;7170;6865
08/11/2016;7420;7110
09/11/2016;7530;7200
10/11/2016;7860;7725
11/11/2016;8365;8335
14/11/2016;8470;8270
15/11/2016;8815;8845
16/11/2016;9080;9400
17/11/2016;9150;9390
18/11/2016;9120;9325
21/11/2016;8960;8820
22/11/2016;9030;9080
23/11/2016;9120;9370
24/11/2016;9105;9060
25/11/2016;9110;9105
28/11/2016;9195;9785
29/11/2016;9245;10360
30/11/2016;10710;8325
01/12/2016;10660;8230
02/12/2016;11010;8720
05/12/2016;11620;9570
06/12/2016;11600;8990
07/12/2016;11325;8360
08/12/2016;11110;7840
09/12/2016;11100;7850
12/12/2016;11140;8020
13/12/2016;10990;7725
14/12/2016;10400;6830
15/12/2016;10400;6794
16/12/2016;10330;6655
19/12/2016;10290;6460
20/12/2016;10290;6350
21/12/2016;10270;6335
22/12/2016;10260;6280
23/12/2016;6415;6270
03/01/2017;6795;6690
04/01/2017;6840;6855
05/01/2017;7360;7265
06/01/2017;7550;7410
09/01/2017;7490;7320
10/01/2017;7550;7325
11/01/2017;7525;7190
12/01/2017;7315;6800
13/01/2017;7305;6780
16/01/2017;7370;6880
17/01/2017;7305;6705
18/01/2017;7330;6780
19/01/2017;7335;6835
20/01/2017;7385;7085
23/01/2017;7455;7260
24/01/2017;7560;7415
25/01/2017;7595;7790
26/01/2017;7620;7620
27/01/2017;7600;7570
30/01/2017;7610;7515
31/01/2017;7425;7770
01/02/2017;7625;8085
02/02/2017;7780;8370
03/02/2017;7850;8670
06/02/2017;7830;8690
07/02/2017;7470;8090
08/02/2017;7525;8370
09/02/2017;7555;8410
10/02/2017;7525;8405
13/02/2017;7670;8605
14/02/2017;7405;8200
15/02/2017;7260;7990
16/02/2017;7240;7965
17/02/2017;7340;8180
20/02/2017;7360;8445
21/02/2017;7405;8495
22/02/2017;7455;8635
23/02/2017;7510;8940
24/02/2017;7495;9060
27/02/2017;7460;8870
28/02/2017;9330;10210
01/03/2017;9920;10610
02/03/2017;10025;10670
03/03/2017;10295;10925
06/03/2017;10470;11330
07/03/2017;10410;11270
08/03/2017;9860;10530
09/03/2017;9920;10540
10/03/2017;9790;10280
13/03/2017;9745;10400
14/03/2017;9605;10155
15/03/2017;9425;9860
16/03/2017;9270;9970
17/03/2017;9190;9880
20/03/2017;9160;9840
21/03/2017;9255;10435
22/03/2017;9250;10450
23/03/2017;9380;11480
24/03/2017;9480;11825
27/03/2017;9520;11900
28/03/2017;9510;11610
29/03/2017;9535;11815
30/03/2017;9530;11480
31/03/2017;11770;11310
03/04/2017;11360;11160
04/04/2017;10810;11120
05/04/2017;11410;11775
06/04/2017;12400;12770
07/04/2017;12550;12780
10/04/2017;12480;12850
11/04/2017;12630;13100
12/04/2017;12390;12650
13/04/2017;12500;12740
18/04/2017;12040;11420
19/04/2017;12040;11270
20/04/2017;11820;10330
21/04/2017;11840;10405
24/04/2017;11840;10455
25/04/2017;11800;10360
26/04/2017;11720;9860
27/04/2017;11640;9560
28/04/2017;8920;9115
02/05/2017;8660;8820
03/05/2017;8430;8595
04/05/2017;8310;8450
05/05/2017;8500;8810
08/05/2017;8630;8970
09/05/2017;8675;9190
10/05/2017;8605;9175
11/05/2017;8350;8870
12/05/2017;7980;8120
15/05/2017;7705;7535
16/05/2017;7665;7480
17/05/2017;7485;6955
18/05/2017;7540;7280
19/05/2017;7510;7245
22/05/2017;7590;7505
23/05/2017;7560;7545
24/05/2017;7500;7300
25/05/2017;7500;7330
26/05/2017;7500;7320
30/05/2017;7490;7140
31/05/2017;6835;7460
01/06/2017;6425;6950
02/06/2017;6455;7100
05/06/2017;6420;7115
06/06/2017;6505;7370
07/06/2017;6800;7850
08/06/2017;6980;8280
09/06/2017;7150;8430
12/06/2017;7190;8490
13/06/2017;7380;8785
14/06/2017;7595;8875
15/06/2017;7340;8410
16/06/2017;7380;8575
19/06/2017;7510;8975
20/06/2017;7550;9125
21/06/2017;7660;9775
22/06/2017;7690;9655
23/06/2017;7685;9700
26/06/2017;7625;9310
27/06/2017;7645;9440
28/06/2017;7590;8960
29/06/2017;7530;8470
30/06/2017;8780;8640
03/07/2017;8930;8750
04/07/2017;8950;8620
05/07/2017;8930;8740
06/07/2017;8950;8810
07/07/2017;9050;8950
10/07/2017;9100;9170
11/07/2017;9170;9680
12/07/2017;9240;10060
13/07/2017;9255;10110
14/07/2017;9380;10120
17/07/2017;9440;10170
18/07/2017;9390;9910
19/07/2017;9390;9760
20/07/2017;9370;9645
21/07/2017;9300;9360
24/07/2017;9210;9215
25/07/2017;9175;9060
26/07/2017;9095;8570
27/07/2017;9100;8630
28/07/2017;9105;8615
31/07/2017;9155;9685
01/08/2017;9410;9870
02/08/2017;9545;9905
03/08/2017;9590;9875
04/08/2017;9560;9835
07/08/2017;9390;9735
08/08/2017;9640;10050
09/08/2017;9790;10075
10/08/2017;9970;10470
11/08/2017;10135;10485
14/08/2017;10030;10320
15/08/2017;10150;10690
16/08/2017;10315;11045
17/08/2017;10300;10820
18/08/2017;10240;10795
21/08/2017;10120;10610
22/08/2017;10060;10350
23/08/2017;9910;10020
24/08/2017;9900;10110
25/08/2017;9910;10260
29/08/2017;9900;10100
30/08/2017;9910;10170
31/08/2017;10640;12040
01/09/2017;10910;12380
04/09/2017;11450;12760
05/09/2017;11160;12310
06/09/2017;11300;12590
07/09/2017;11480;12680
08/09/2017;11360;12470
11/09/2017;11430;12510
12/09/2017;11490;12620
13/09/2017;11760;12930
14/09/2017;11740;13080
15/09/2017;11695;12960
18/09/2017;11600;12730
19/09/2017;11520;12560
20/09/2017;11500;12510
21/09/2017;11470;12395
22/09/2017;11430;12185
25/09/2017;11380;11960
26/09/2017;11357;11640
27/09/2017;11315;11430
28/09/2017;11323;11170
29/09/2017;11013;11631
02/10/2017;11050;11670
03/10/2017;11410;12160
04/10/2017;11940;12870
05/10/2017;12215;12760
06/10/2017;12195;12640
09/10/2017;12000;12260
10/10/2017;12230;12460
11/10/2017;12610;12870
12/10/2017;12630;13090
13/10/2017;12860;13410
16/10/2017;12825;13750
17/10/2017;12395;13045
18/10/2017;12380;13090
19/10/2017;12520;13530
20/10/2017;12355;13220
23/10/2017;12370;13280
24/10/2017;12320;12960
25/10/2017;12245;12520
26/10/2017;12215;12620
27/10/2017;12230;12730
30/10/2017;12210;12975
31/10/2017;12905;12510
01/11/2017;12990;12690
02/11/2017;13120;12820
03/11/2017;12960;12580
06/11/2017;12730;12380
07/11/2017;12390;12090
08/11/2017;11720;11390
09/11/2017;11420;11070
10/11/2017;11210;10885
13/11/2017;11305;10990
14/11/2017;11090;10610
15/11/2017;10995;10430
16/11/2017;11125;10535
17/11/2017;11260;10805
20/11/2017;11285;10965
21/11/2017;11120;10615
22/11/2017;11100;10645
23/11/2017;11135;10990
24/11/2017;11150;11145
27/11/2017;11150;11225
28/11/2017;11130;11785
29/11/2017;11135;12155
30/11/2017;12645;11450
01/12/2017;13280;12075
04/12/2017;12755;11530
05/12/2017;12200;10810
06/12/2017;12590;11190
07/12/2017;12720;11215
08/12/2017;13085;11675
11/12/2017;13270;12220
12/12/2017;13285;12125
13/12/2017;13165;11805
14/12/2017;12875;11210
15/12/2017;12855;11245
18/12/2017;12875;11380
19/12/2017;12870;11460
20/12/2017;12830;11140
21/12/2017;12830;11245
22/12/2017;11055;10250
27/12/2017;11240;10340
28/12/2017;11210;10410
29/12/2017;11110;10430
02/01/2018;11045;10445
03/01/2018;11455;11160
04/01/2018;11965;12030
05/01/2018;11810;11690
08/01/2018;11680;11530
09/01/2018;11170;10855
10/01/2018;10960;10910
11/01/2018;10725;10765
12/01/2018;10710;10880
15/01/2018;10790;11260
16/01/2018;10690;10965
17/01/2018;10680;10960
18/01/2018;10750;11090
19/01/2018;10920;11775
22/01/2018;10985;11880
23/01/2018;11020;12110
24/01/2018;11025;12040
25/01/2018;11075;11638
26/01/2018;11070;11580
29/01/2018;11110;11570
30/01/2018;11085;11230
31/01/2018;11060;12330
01/02/2018;11070;12350
02/02/2018;11300;12840
05/02/2018;11060;12580
06/02/2018;10730;12330
07/02/2018;10555;12210
08/02/2018;10430;11990
09/02/2018;10595;12435
12/02/2018;10385;12120
13/02/2018;10440;12300
14/02/2018;10515;12720
15/02/2018;10585;12835
16/02/2018;10615;13010
19/02/2018;10610;12960
20/02/2018;10610;12860
21/02/2018;10680;13215
22/02/2018;10710;13310
23/02/2018;10740;13130
26/02/2018;10750;13040
