Row Labels;4TC_PCURMON;4TC_P+1MON
27/02/2018;10750;12700
28/02/2018;12690;13820
01/03/2018;12660;13930
02/03/2018;12630;13810
05/03/2018;12485;13490
06/03/2018;12910;14015
07/03/2018;13100;14060
08/03/2018;13180;14170
09/03/2018;13250;14210
12/03/2018;12920;13865
13/03/2018;12775;13660
14/03/2018;12760;13675
15/03/2018;12830;13810
16/03/2018;12810;13970
19/03/2018;12915;14180
20/03/2018;12875;13940
21/03/2018;12800;13755
22/03/2018;12780;13640
23/03/2018;12740;13485
26/03/2018;12655;13280
27/03/2018;12640;12800
28/03/2018;12630;12665
29/03/2018;12520;12825
03/04/2018;11670;12140
04/04/2018;10700;11430
05/04/2018;10980;11950
06/04/2018;11130;12190
09/04/2018;11490;12635
10/04/2018;11485;12755
11/04/2018;11325;12400
12/04/2018;11375;12715
13/04/2018;11260;12555
16/04/2018;10930;12080
17/04/2018;10820;11640
18/04/2018;10680;11490
19/04/2018;10625;11460
20/04/2018;10705;11580
23/04/2018;10625;11300
24/04/2018;10590;11325
25/04/2018;10540;10900
26/04/2018;10520;10815
27/04/2018;10535;10865
30/04/2018;10870;11600
01/05/2018;10820;11460
02/05/2018;10840;11655
03/05/2018;10735;11750
04/05/2018;10565;11585
08/05/2018;10420;11470
09/05/2018;10495;11655
10/05/2018;10535;11665
11/05/2018;10570;11720
14/05/2018;10320;11455
15/05/2018;10295;11390
16/05/2018;10285;11445
17/05/2018;10250;11420
18/05/2018;10290;11560
21/05/2018;10270;11530
22/05/2018;10225;11325
23/05/2018;10085;10615
24/05/2018;9965;10315
25/05/2018;9985;10255
29/05/2018;9895;10000
30/05/2018;9910;9900
31/05/2018;10570;11940
01/06/2018;10825;12345
04/06/2018;10795;12270
05/06/2018;11030;12375
06/06/2018;11245;12450
07/06/2018;11345;12395
08/06/2018;11420;12450
11/06/2018;11600;12560
12/06/2018;11480;12370
13/06/2018;11600;12565
14/06/2018;11530;12475
15/06/2018;11370;12300
18/06/2018;11270;11970
19/06/2018;11180;11690
20/06/2018;11150;11430
21/06/2018;11120;11345
22/06/2018;11120;11385
25/06/2018;11110;11405
26/06/2018;11085;11255
27/06/2018;11090;11710
28/06/2018;11090;11640
29/06/2018;11610;12275
02/07/2018;11255;11795
03/07/2018;11400;11810
04/07/2018;11520;12020
05/07/2018;11490;12065
06/07/2018;11265;11740
09/07/2018;11500;12080
10/07/2018;11950;12620
11/07/2018;11875;12405
12/07/2018;11720;12220
13/07/2018;11740;12240
16/07/2018;11725;12070
17/07/2018;11640;11930
18/07/2018;11595;11940
19/07/2018;11765;12070
20/07/2018;11810;12360
23/07/2018;11880;12595
24/07/2018;11860;12425
25/07/2018;11870;12380
26/07/2018;11850;12150
27/07/2018;11850;12245
30/07/2018;11920;12320
31/07/2018;12380;12580
01/08/2018;11870;12150
02/08/2018;11760;12055
03/08/2018;11615;11975
06/08/2018;11610;12110
07/08/2018;11430;11850
08/08/2018;11480;11960
09/08/2018;11510;12025
10/08/2018;11510;12140
13/08/2018;11510;12145
14/08/2018;11525;12345
15/08/2018;11635;12495
16/08/2018;11650;12385
17/08/2018;11735;12430
20/08/2018;11790;12530
21/08/2018;11810;12710
22/08/2018;11815;12655
23/08/2018;11865;12700
24/08/2018;11860;12560
28/08/2018;11865;12350
29/08/2018;11865;12220
30/08/2018;11875;12040
31/08/2018;11825;12355
03/09/2018;11863;12375
04/09/2018;11967;12433
05/09/2018;12008;12458
06/09/2018;12338;12796
07/09/2018;12429;12792
10/09/2018;12379;12683
11/09/2018;12242;12388
12/09/2018;12217;12304
13/09/2018;12317;12458
14/09/2018;12308;12458
17/09/2018;12175;12346
18/09/2018;12371;12571
19/09/2018;12342;12429
20/09/2018;12425;12583
21/09/2018;12433;12700
24/09/2018;12440;12735
25/09/2018;12448;12858
26/09/2018;12504;13083
27/09/2018;12504;13054
28/09/2018;12804;12604
01/10/2018;12713;12475
02/10/2018;12979;12650
03/10/2018;13121;12883
04/10/2018;13442;13104
05/10/2018;13550;13092
08/10/2018;13558;13071
09/10/2018;13400;12850
10/10/2018;13679;13158
11/10/2018;14079;13504
12/10/2018;14083;13583
15/10/2018;14058;13558
16/10/2018;13946;13321
17/10/2018;14075;13625
18/10/2018;13950;13271
19/10/2018;13941;13145
22/10/2018;13888;13004
23/10/2018;13804;12767
24/10/2018;13771;12613
25/10/2018;13654;12392
26/10/2018;13654;12363
29/10/2018;13638;12208
30/10/2018;13658;12367
31/10/2018;12600;12508
01/11/2018;12579;12500
02/11/2018;12617;12658
05/11/2018;12400;12404
06/11/2018;11958;11942
07/11/2018;11800;11771
08/11/2018;11671;11538
09/11/2018;11767;11604
12/11/2018;11942;11667
13/11/2018;11846;11358
14/11/2018;11454;10146
15/11/2018;11558;10383
16/11/2018;11571;10442
19/11/2018;11500;10317
20/11/2018;11417;10108
21/11/2018;11467;10388
22/11/2018;11525;10617
23/11/2018;11600;10938
26/11/2018;11646;11354
27/11/2018;11629;11575
28/11/2018;11646;11313
29/11/2018;11653;11263
30/11/2018;11525;10571
03/12/2018;12121;11550
04/12/2018;12033;11558
05/12/2018;11875;11600
06/12/2018;11742;11383
07/12/2018;11875;11350
10/12/2018;11729;11323
11/12/2018;11532;11245
12/12/2018;11795;11858
13/12/2018;11833;11983
14/12/2018;11783;11850
17/12/2018;11808;11833
18/12/2018;11808;11608
19/12/2018;11788;11504
20/12/2018;11746;11158
21/12/2018;11754;11063
24/12/2018;11069;11320
27/12/2018;11161;11420
28/12/2018;11258;11496
31/12/2018;11346;11592
02/01/2019;11075;11333
03/01/2019;10642;10925
04/01/2019;10392;10625
07/01/2019;10296;10663
08/01/2019;10100;10625
09/01/2019;9883;10379
10/01/2019;9575;10033
11/01/2019;9621;10233
14/01/2019;9542;10100
15/01/2019;9571;10125
16/01/2019;9263;9563
17/01/2019;9167;9304
18/01/2019;9000;8971
21/01/2019;8825;8667
22/01/2019;8708;8383
23/01/2019;8613;8017
24/01/2019;8433;7300
25/01/2019;8367;7108
28/01/2019;8208;6775
29/01/2019;8117;6354
30/01/2019;8168;6463
31/01/2019;6175;8113
01/02/2019;6375;8575
04/02/2019;6071;8379
05/02/2019;5950;8029
06/02/2019;5683;7608
07/02/2019;5533;7458
08/02/2019;5813;7833
11/02/2019;5758;7996
12/02/2019;5850;8346
13/02/2019;5283;7800
14/02/2019;5100;7350
15/02/2019;5133;7117
18/02/2019;5071;6904
19/02/2019;5146;7204
20/02/2019;5104;7104
21/02/2019;5071;7092
22/02/2019;5088;7154
25/02/2019;5094;7421
26/02/2019;5138;7725
27/02/2019;5138;8188
28/02/2019;8279;9738
01/03/2019;8213;9475
04/03/2019;8325;9675
05/03/2019;7975;9183
06/03/2019;7679;8600
07/03/2019;7275;8296
08/03/2019;7083;8113
11/03/2019;6988;7896
12/03/2019;7021;7892
13/03/2019;7033;8088
14/03/2019;7550;8858
15/03/2019;7763;9058
18/03/2019;7521;8646
19/03/2019;7521;8758
20/03/2019;7592;9229
21/03/2019;7600;9096
22/03/2019;7592;8954
25/03/2019;7563;8842
26/03/2019;7525;8613
27/03/2019;7546;8625
28/03/2019;7571;9088
29/03/2019;8767;9058
01/04/2019;8846;9092
02/04/2019;9113;9283
03/04/2019;8896;9063
04/04/2019;8608;8738
05/04/2019;8604;8750
08/04/2019;8717;8783
09/04/2019;8575;8763
10/04/2019;8546;8617
11/04/2019;8565;8595
12/04/2019;8942;9188
15/04/2019;8963;9363
16/04/2019;9042;9500
17/04/2019;9042;9446
18/04/2019;9088;9338
23/04/2019;9088;9404
24/04/2019;9058;9550
25/04/2019;9075;9625
26/04/2019;9046;9496
29/04/2019;9046;9550
30/04/2019;9538;9629
01/05/2019;9492;9604
02/05/2019;9533;9638
03/05/2019;9596;9683
07/05/2019;9438;9517
08/05/2019;9625;9650
09/05/2019;9546;9533
10/05/2019;9804;9817
13/05/2019;9879;10000
14/05/2019;10017;10342
15/05/2019;9925;10150
16/05/2019;9875;9967
17/05/2019;9838;9863
20/05/2019;9850;9988
21/05/2019;9904;10288
22/05/2019;9975;10558
23/05/2019;9992;10917
24/05/2019;10008;11167
28/05/2019;10042;11388
29/05/2019;10000;10888
30/05/2019;10013;10563
31/05/2019;10533;10579
03/06/2019;10463;10583
04/06/2019;10229;10338
05/06/2019;10063;10054
06/06/2019;10038;10163
07/06/2019;9979;10158
10/06/2019;9858;10050
11/06/2019;9704;10117
12/06/2019;9583;9925
13/06/2019;9504;9938
14/06/2019;9613;10113
17/06/2019;9529;9904
18/06/2019;9471;9871
19/06/2019;9433;9733
20/06/2019;9379;9617
21/06/2019;9375;9796
24/06/2019;9413;10308
25/06/2019;9446;10492
26/06/2019;9463;10604
27/06/2019;9463;10704
28/06/2019;10867;11063
01/07/2019;11213;11354
02/07/2019;11758;11758
03/07/2019;12454;12400
04/07/2019;13442;12779
05/07/2019;13408;12592
08/07/2019;13104;12179
09/07/2019;13917;13067
10/07/2019;13902;13108
11/07/2019;14338;13492
12/07/2019;14792;13913
15/07/2019;15033;14163
16/07/2019;14738;13713
17/07/2019;14979;14142
18/07/2019;15175;14465
19/07/2019;15417;14844
22/07/2019;15625;15621
23/07/2019;15296;14517
24/07/2019;15208;14108
25/07/2019;15267;14633
26/07/2019;15246;14138
29/07/2019;15196;13738
30/07/2019;15204;13192
31/07/2019;12963;12708
01/08/2019;13021;12679
02/08/2019;13000;12629
05/08/2019;13129;12450
06/08/2019;14379;13767
07/08/2019;14546;13513
08/08/2019;15113;13940
09/08/2019;15625;14767
12/08/2019;15696;15038
13/08/2019;16050;15575
14/08/2019;16171;15717
15/08/2019;16213;15796
16/08/2019;16225;15467
19/08/2019;16058;14771
20/08/2019;16104;15138
21/08/2019;16196;15663
22/08/2019;16292;16138
23/08/2019;16296;16433
27/08/2019;16329;16950
28/08/2019;16308;16675
29/08/2019;16311;16788
30/08/2019;17163;16079
02/09/2019;17067;16004
03/09/2019;16917;15483
04/09/2019;16871;15071
05/09/2019;16246;14304
06/09/2019;16567;14571
09/09/2019;16500;14629
10/09/2019;16383;14396
11/09/2019;16921;14929
12/09/2019;17463;15871
13/09/2019;17338;15733
16/09/2019;17254;15633
17/09/2019;16921;14871
18/09/2019;16758;14021
19/09/2019;16721;13763
20/09/2019;16754;13763
23/09/2019;16763;13929
24/09/2019;16750;13779
25/09/2019;16763;12988
26/09/2019;16696;12558
27/09/2019;16654;12392
30/09/2019;13079;12983
01/10/2019;13311;13146
02/10/2019;13629;13386
03/10/2019;13589;13332
04/10/2019;14086;13768
07/10/2019;14689;14486
08/10/2019;15325;15100
09/10/2019;15193;15089
10/10/2019;15096;14804
11/10/2019;15136;14771
14/10/2019;15100;14889
15/10/2019;14639;14152
16/10/2019;14304;13721
17/10/2019;14393;13811
18/10/2019;14461;13704
21/10/2019;14393;13332
22/10/2019;14386;13389
23/10/2019;14389;13239
24/10/2019;14404;13336
25/10/2019;14382;12796
28/10/2019;14343;12414
29/10/2019;14271;12393
30/10/2019;14257;11646
31/10/2019;11254;11246
01/11/2019;11414;11379
04/11/2019;11179;11132
05/11/2019;10929;10864
06/11/2019;10418;10168
07/11/2019;10139;9982
08/11/2019;10168;9971
11/11/2019;10182;9975
12/11/2019;9993;9818
13/11/2019;9841;9406
14/11/2019;9755;9063
15/11/2019;9884;9413
18/11/2019;9894;9597
19/11/2019;9900;9688
20/11/2019;9913;9691
21/11/2019;9894;9444
22/11/2019;9900;9650
25/11/2019;9891;9718
26/11/2019;9875;9981
27/11/2019;9884;10194
28/11/2019;9905;10363
29/11/2019;11094;10506
02/12/2019;11422;10441
03/12/2019;10688;9603
04/12/2019;10563;9466
05/12/2019;10678;9669
06/12/2019;11106;10038
09/12/2019;11081;10013
10/12/2019;11394;10400
11/12/2019;11363;10259
12/12/2019;11316;10153
13/12/2019;11297;10219
16/12/2019;11206;9900
17/12/2019;11019;9009
18/12/2019;10828;8675
19/12/2019;10669;8569
20/12/2019;10669;8659
23/12/2019;10675;8850
24/12/2019;8769;8788
27/12/2019;8669;8747
30/12/2019;8231;8622
31/12/2019;8231;8622
02/01/2020;7594;7675
03/01/2020;7119;7516
06/01/2020;6922;7356
07/01/2020;6722;7294
08/01/2020;6909;7575
09/01/2020;6859;7628
10/01/2020;6663;7638
13/01/2020;6375;7350
14/01/2020;6769;8150
15/01/2020;6972;8381
16/01/2020;6691;7838
17/01/2020;6544;7619
20/01/2020;6378;7378
21/01/2020;6278;7091
22/01/2020;6034;6525
23/01/2020;5856;6606
24/01/2020;5800;6572
27/01/2020;5738;5888
28/01/2020;5728;5834
29/01/2020;5672;5288
30/01/2020;5638;4922
31/01/2020;5000;7041
03/02/2020;4363;6669
04/02/2020;4447;6831
05/02/2020;4619;7322
06/02/2020;4447;6975
07/02/2020;4397;7006
10/02/2020;4069;6697
11/02/2020;4388;7288
12/02/2020;4503;7553
13/02/2020;4591;7503
14/02/2020;4619;7509
17/02/2020;4331;7050
18/02/2020;4453;7450
19/02/2020;4541;7756
20/02/2020;4556;7684
21/02/2020;4584;7859
24/02/2020;4581;7659
25/02/2020;4581;7669
26/02/2020;4588;7950
27/02/2020;4634;7997
28/02/2020;7825;9463
02/03/2020;7522;9016
03/03/2020;8038;9563
04/03/2020;8400;10050
05/03/2020;8866;10247
06/03/2020;8956;10097
09/03/2020;8100;9122
10/03/2020;8478;9559
11/03/2020;8075;9084
12/03/2020;7579;8197
13/03/2020;7369;7981
16/03/2020;7109;7094
17/03/2020;7072;6759
18/03/2020;6903;5944
19/03/2020;6838;6028
20/03/2020;6856;6084
23/03/2020;6791;5838
24/03/2020;6775;5547
25/03/2020;6747;5353
26/03/2020;6747;5681
27/03/2020;6765;5828
30/03/2020;6756;5675
31/03/2020;6553;7583
01/04/2020;6284;7250
02/04/2020;6297;7194
03/04/2020;6034;6941
06/04/2020;5763;6738
07/04/2020;6016;6997
08/04/2020;6356;7347
09/04/2020;6550;7938
14/04/2020;6316;7469
15/04/2020;6125;7300
16/04/2020;6034;7013
17/04/2020;6059;7044
20/04/2020;5950;6734
21/04/2020;5822;6031
22/04/2020;5809;5869
23/04/2020;5828;6016
24/04/2020;5797;5988
27/04/2020;5753;5931
28/04/2020;5725;5400
29/04/2020;5703;5272
30/04/2020;5284;6309
01/05/2020;5284;6275
04/05/2020;5241;6147
05/05/2020;5000;5800
06/05/2020;4831;5422
07/05/2020;4903;5531
11/05/2020;4800;5553
12/05/2020;4709;5400
13/05/2020;4516;5178
14/05/2020;4397;5153
15/05/2020;4356;5231
18/05/2020;4394;5553
19/05/2020;4356;5441
20/05/2020;4434;5988
21/05/2020;4466;6059
22/05/2020;4469;6138
26/05/2020;4509;6463
27/05/2020;4497;6303
28/05/2020;4497;6472
29/05/2020;6603;8119
01/06/2020;6525;8038
02/06/2020;6688;8241
03/06/2020;6463;8091
04/06/2020;6294;7866
05/06/2020;6297;7994
08/06/2020;6197;7794
09/06/2020;6069;7666
10/06/2020;6431;8359
11/06/2020;6697;8763
12/06/2020;6863;8994
15/06/2020;6991;9363
16/06/2020;7384;10750
17/06/2020;7491;11594
18/06/2020;7578;11284
19/06/2020;7547;11000
22/06/2020;7594;11338
23/06/2020;7631;11688
24/06/2020;7628;11063
25/06/2020;7638;10894
26/06/2020;7638;10950
29/06/2020;7634;11275
30/06/2020;10856;10766
01/07/2020;10622;10594
02/07/2020;11325;11397
03/07/2020;12594;12578
06/07/2020;13659;13725
07/07/2020;13288;13328
08/07/2020;13503;13503
09/07/2020;13331;13413
10/07/2020;13206;13209
13/07/2020;12941;12953
14/07/2020;12400;12356
15/07/2020;11884;11672
16/07/2020;11631;11397
17/07/2020;11538;11341
20/07/2020;11384;10697
21/07/2020;11281;10350
22/07/2020;11125;9625
23/07/2020;11006;9506
24/07/2020;11009;9606
27/07/2020;11047;9856
28/07/2020;11084;10556
29/07/2020;11094;11338
30/07/2020;11088;11328
31/07/2020;11644;12219
03/08/2020;11978;12638
04/08/2020;12397;13116
05/08/2020;12969;13672
06/08/2020;13041;13413
07/08/2020;13088;13244
10/08/2020;13591;13788
11/08/2020;14088;14281
12/08/2020;13988;14013
13/08/2020;13784;13591
14/08/2020;13553;13338
17/08/2020;13453;13213
18/08/2020;13388;13103
19/08/2020;13163;12759
20/08/2020;13050;12681
21/08/2020;13159;13394
24/08/2020;13250;13981
25/08/2020;13288;14091
26/08/2020;13288;14200
27/08/2020;13278;14041
28/08/2020;13797;13872
01/09/2020;12766;12956
02/09/2020;12172;12725
03/09/2020;11859;12409
04/09/2020;12094;12700
07/09/2020;12272;12909
08/09/2020;11878;12281
09/09/2020;11291;11703
10/09/2020;11403;12238
11/09/2020;11334;12178
14/09/2020;11391;12697
15/09/2020;11319;12441
16/09/2020;11259;12128
17/09/2020;11231;12359
18/09/2020;11244;12747
21/09/2020;11213;12300
22/09/2020;11156;12194
23/09/2020;11203;12566
24/09/2020;11178;12588
25/09/2020;11184;12606
28/09/2020;11163;12153
29/09/2020;11153;11931
30/09/2020;11703;12159
01/10/2020;11900;12303
02/10/2020;12672;12809
05/10/2020;12425;12609
06/10/2020;12316;12681
07/10/2020;11816;12184
08/10/2020;11950;12344
09/10/2020;11697;12163
12/10/2020;11691;12088
13/10/2020;11416;11719
14/10/2020;10944;10891
15/10/2020;10681;10575
16/10/2020;10700;10453
19/10/2020;10728;10553
20/10/2020;10725;10663
21/10/2020;10750;10966
22/10/2020;10750;11181
23/10/2020;10756;11353
26/10/2020;10775;10969
27/10/2020;10766;10681
28/10/2020;10750;10175
29/10/2020;10734;9956
30/10/2020;9925;9466
02/11/2020;9434;9231
03/11/2020;9369;9266
04/11/2020;9484;9313
05/11/2020;9513;9456
06/11/2020;9350;9469
09/11/2020;9541;9672
10/11/2020;9469;9578
11/11/2020;9319;9350
12/11/2020;9622;9641
13/11/2020;9744;9794
16/11/2020;9688;9725
17/11/2020;9994;10425
18/11/2020;10009;10456
19/11/2020;10056;10666
20/11/2020;10106;10628
23/11/2020;10141;10841
24/11/2020;10144;10672
25/11/2020;10156;10819
26/11/2020;10166;10719
27/11/2020;10154;10725
30/11/2020;10675;7922
01/12/2020;10409;7656
02/12/2020;10266;7597
03/12/2020;10444;8066
04/12/2020;10541;8400
07/12/2020;10697;8703
08/12/2020;11216;9119
09/12/2020;11309;9256
10/12/2020;11425;9334
11/12/2020;11550;9408
14/12/2020;11678;9863
15/12/2020;11434;9150
16/12/2020;11347;8963
17/12/2020;11275;9250
18/12/2020;11266;8981
21/12/2020;11256;8791
22/12/2020;11259;9038
23/12/2020;11256;9004
24/12/2020;8973;8106
29/12/2020;9144;8247
30/12/2020;9684;8866
31/12/2020;9719;8838
04/01/2021;10644;9581
05/01/2021;11391;9853
06/01/2021;11231;9494
07/01/2021;12344;10428
08/01/2021;12919;10909
11/01/2021;13922;12075
12/01/2021;12681;11019
13/01/2021;12006;10544
14/01/2021;12438;11313
15/01/2021;12913;11966
18/01/2021;12566;11500
19/01/2021;12656;11625
20/01/2021;12831;11863
21/01/2021;12963;12369
22/01/2021;12966;12166
25/01/2021;12944;12044
26/01/2021;12922;11372
27/01/2021;12947;12172
28/01/2021;12950;11903
29/01/2021;12359;12328
01/02/2021;12444;12400
02/02/2021;11928;11853
03/02/2021;12544;12419
04/02/2021;12719;12563
05/02/2021;13444;13288
08/02/2021;13391;13188
09/02/2021;14219;14113
10/02/2021;14588;14516
11/02/2021;15475;15475
12/02/2021;15916;16263
15/02/2021;15994;17131
16/02/2021;17266;21250
17/02/2021;18013;22313
18/02/2021;17100;17681
19/02/2021;16906;19716
22/02/2021;16850;18806
23/02/2021;16838;19222
24/02/2021;16763;17678
25/02/2021;16750;17031
26/02/2021;16947;16766
01/03/2021;16803;16722
02/03/2021;19759;19219
03/03/2021;19550;19847
04/03/2021;19647;20244
05/03/2021;19800;21044
08/03/2021;19794;21328
09/03/2021;19081;20213
10/03/2021;18450;18728
11/03/2021;18775;20000
12/03/2021;19038;20931
15/03/2021;19328;21641
16/03/2021;19994;22644
17/03/2021;21119;25078
18/03/2021;21769;27206
19/03/2021;22294;27163
22/03/2021;22281;26484
23/03/2021;21628;23078
24/03/2021;21447;22819
25/03/2021;21522;25928
26/03/2021;21456;25231
29/03/2021;21341;23103
30/03/2021;21319;21050
31/03/2021;20641;19744
01/04/2021;21091;20753
06/04/2021;19963;19875
07/04/2021;18475;18706
08/04/2021;17100;17100
09/04/2021;17029;17264
12/04/2021;17475;18229
13/04/2021;17457;18232
14/04/2021;18893;20921
15/04/2021;19557;22814
16/04/2021;19596;22539
19/04/2021;19864;23021
20/04/2021;20664;24457
21/04/2021;20957;24789
22/04/2021;20539;22157
23/04/2021;20514;22879
26/04/2021;20343;21446
27/04/2021;20493;23721
28/04/2021;20486;23814
29/04/2021;20536;24939
30/04/2021;24689;24704
04/05/2021;25911;26079
05/05/2021;25779;25864
06/05/2021;24429;24514
07/05/2021;26107;26300
10/05/2021;26457;27364
11/05/2021;25993;26407
12/05/2021;25286;25261
13/05/2021;24950;24786
14/05/2021;24814;24161
17/05/2021;24496;22779
18/05/2021;24664;24371
19/05/2021;25114;25693
20/05/2021;25114;25950
21/05/2021;25104;26129
24/05/2021;24950;24818
25/05/2021;24764;24186
26/05/2021;24696;23961
27/05/2021;24650;24368
28/05/2021;24346;25196
01/06/2021;24818;26050
02/06/2021;24929;25843
03/06/2021;25000;26146
04/06/2021;25907;27111
07/06/2021;25239;26311
08/06/2021;25829;27200
09/06/2021;27575;29550
10/06/2021;28400;31621
11/06/2021;28932;32750
14/06/2021;28421;31704
15/06/2021;29032;33796
16/06/2021;29507;35068
17/06/2021;28861;33079
18/06/2021;28782;32107
21/06/2021;28482;31632
22/06/2021;28232;31814
23/06/2021;28279;33446
24/06/2021;28343;34468
25/06/2021;28461;37036
28/06/2021;28482;35950
29/06/2021;28507;36089
30/06/2021;37639;37314
01/07/2021;36525;35336
02/07/2021;35357;34514
05/07/2021;32668;31454
06/07/2021;34036;33271
07/07/2021;35250;34982
08/07/2021;34675;33571
09/07/2021;35386;34304
12/07/2021;33907;31764
13/07/2021;33550;30779
14/07/2021;32261;28843
15/07/2021;33036;29904
16/07/2021;32929;30600
19/07/2021;33129;31807
20/07/2021;33150;31789
21/07/2021;33254;32725
22/07/2021;33204;32804
23/07/2021;33125;32514
26/07/2021;32918;30482
27/07/2021;32918;28996
28/07/2021;32914;28800
29/07/2021;32918;30607
30/07/2021;30050;31043
02/08/2021;31143;32411
03/08/2021;31507;33057
04/08/2021;31986;33882
05/08/2021;30904;32871
06/08/2021;30914;32446
09/08/2021;30139;31593
10/08/2021;31054;33039
11/08/2021;31900;34004
12/08/2021;31707;33729
13/08/2021;31500;33700
16/08/2021;31161;34250
17/08/2021;31279;35586
18/08/2021;31379;35793
19/08/2021;31257;35296
20/08/2021;31261;36100
23/08/2021;31332;36329
24/08/2021;31423;37114
25/08/2021;31304;35264
26/08/2021;31339;36457
27/08/2021;31332;34904
31/08/2021;33054;34214
01/09/2021;32568;33850
02/09/2021;31954;33736
03/09/2021;31686;33107
06/09/2021;30321;31446
07/09/2021;30889;32632
08/09/2021;31621;33861
09/09/2021;32471;35036
10/09/2021;32686;35457
13/09/2021;32725;35500
14/09/2021;32439;34032
15/09/2021;32686;35357
16/09/2021;33064;36225
17/09/2021;33225;36404
20/09/2021;32754;33800
21/09/2021;32979;36111
22/09/2021;32714;35246
23/09/2021;32793;35757
24/09/2021;32846;36311
27/09/2021;32918;36107
28/09/2021;32936;37989
29/09/2021;32918;36139
30/09/2021;36196;36500
01/10/2021;36621;37200
04/10/2021;36243;36996
05/10/2021;37168;39796
06/10/2021;36464;38411
07/10/2021;35518;37429
08/10/2021;35611;37964
11/10/2021;35825;39286
12/10/2021;35793;38500
13/10/2021;35711;38196
14/10/2021;35711;38518
15/10/2021;35421;37550
18/10/2021;35518;39107
19/10/2021;35629;39914
20/10/2021;35568;38911
21/10/2021;35354;38657
22/10/2021;35114;36961
25/10/2021;35279;35421
26/10/2021;35182;33068
27/10/2021;35093;33693
28/10/2021;35046;33754
29/10/2021;34379;32986
01/11/2021;30250;28964
02/11/2021;27307;24807
03/11/2021;24557;22321
04/11/2021;25854;24129
05/11/2021;25300;24221
08/11/2021;27264;25961
09/11/2021;26479;24886
10/11/2021;25179;22550
11/11/2021;24593;21304
12/11/2021;24750;21518
15/11/2021;24357;20664
16/11/2021;23843;18589
17/11/2021;23314;18604
18/11/2021;23293;19500
19/11/2021;23575;21607
22/11/2021;23725;21821
23/11/2021;23650;20336
24/11/2021;23886;23232
25/11/2021;24064;23286
26/11/2021;24086;22675
29/11/2021;24132;23650
30/11/2021;23750;22057
01/12/2021;26068;23689
02/12/2021;26579;24425
03/12/2021;28054;25732
06/12/2021;27289;25143
07/12/2021;26661;23986
08/12/2021;25546;22339
09/12/2021;25504;21943
10/12/2021;25321;22296
13/12/2021;25279;22361
14/12/2021;24568;20500
15/12/2021;24400;20386
16/12/2021;24168;20136
17/12/2021;23825;19593
20/12/2021;23839;20643
21/12/2021;23864;21946
22/12/2021;23946;22811
23/12/2021;24013;23321
24/12/2021;23675;23650
29/12/2021;25114;25207
30/12/2021;26011;26139
31/12/2021;25950;26143
04/01/2022;24336;24469
05/01/2022;24343;24243
06/01/2022;23189;23243
07/01/2022;23039;23500
10/01/2022;21901;21418
11/01/2022;21889;22264
12/01/2022;21254;21475
13/01/2022;20086;20236
14/01/2022;20589;20782
17/01/2022;20375;19711
18/01/2022;20100;17654
19/01/2022;19843;17011
20/01/2022;20164;19489
21/01/2022;20071;18064
24/01/2022;20143;19068
25/01/2022;19954;17686
26/01/2022;19886;16843
27/01/2022;19836;17607
28/01/2022;19861;18761
31/01/2022;17882;21889
01/02/2022;17218;21518
02/02/2022;17293;22143
03/02/2022;16829;21636
04/02/2022;17471;22975
07/02/2022;18021;24000
08/02/2022;18871;24832
09/02/2022;19364;25761
10/02/2022;20086;25857
11/02/2022;20057;25771
14/02/2022;19650;24057
15/02/2022;19204;24754
16/02/2022;18750;23814
17/02/2022;18636;24732
18/02/2022;18679;24829
21/02/2022;18793;25479
22/02/2022;18864;24950
23/02/2022;19014;26307
24/02/2022;18921;23654
25/02/2022;18911;24196
28/02/2022;22675;24904
01/03/2022;24586;26750
02/03/2022;24268;26814
03/03/2022;25121;28168
04/03/2022;26493;29268
07/03/2022;27964;30996
08/03/2022;28043;31268
09/03/2022;28511;32946
10/03/2022;27093;29854
11/03/2022;26821;28943
14/03/2022;25218;26496
15/03/2022;24375;25239
16/03/2022;25089;27764
17/03/2022;25536;28604
18/03/2022;25711;29193
21/03/2022;25736;29186
22/03/2022;25957;29432
23/03/2022;26200;29936
24/03/2022;26107;28789
25/03/2022;26100;28425
28/03/2022;26171;27557
29/03/2022;26179;27825
30/03/2022;26139;27725
31/03/2022;26736;28025
01/04/2022;26768;28107
04/04/2022;25854;27175
05/04/2022;25411;26325
06/04/2022;23936;24936
07/04/2022;25146;26357
08/04/2022;25836;27518
11/04/2022;25029;27096
12/04/2022;25832;27768
13/04/2022;25636;27714
14/04/2022;26021;28543
19/04/2022;26071;28571
20/04/2022;25532;27054
21/04/2022;25586;27564
22/04/2022;25593;28007
25/04/2022;25271;25782
26/04/2022;25218;25071
27/04/2022;25275;26714
28/04/2022;25225;26461
29/04/2022;26454;27843
03/05/2022;26661;28054
04/05/2022;27879;29132
05/05/2022;28232;29393
06/05/2022;28082;29182
09/05/2022;28536;29561
10/05/2022;27250;28279
11/05/2022;27407;28264
12/05/2022;27329;27636
13/05/2022;27200;27357
16/05/2022;27246;27371
17/05/2022;28043;28900
18/05/2022;28486;29986
19/05/2022;28211;28704
20/05/2022;28446;29264
23/05/2022;27989;28518
24/05/2022;27761;27432
25/05/2022;27679;27525
26/05/2022;27571;27100
27/05/2022;27443;26143
