Date;4TC_PCURMON;4TC_P+1MON;4TC_FORWARD
2022-11-25;13061.0;12196.0;12196.0
2022-11-28;13075.0;12350.0;12350.0
2022-11-29;13104.0;12314.0;12314.0
2022-11-30;12746.0;10836.0;10836.0
2022-12-01;12721.0;10704.0;12721.0
2022-12-02;12668.0;10914.0;12668.0
2022-12-05;12804.0;11568.0;12804.0
2022-12-06;12889.0;11639.0;12889.0
2022-12-07;12729.0;11418.0;12729.0
2022-12-08;13236.0;12029.0;13236.0
2022-12-09;13314.0;12668.0;13314.0
2022-12-12;13114.0;12439.0;13114.0
2022-12-13;13350.0;12818.0;13350.0
2022-12-14;13425.0;12914.0;13425.0
2022-12-15;13386.0;12507.0;13386.0
2022-12-16;13325.0;11721.0;13325.0
2022-12-19;13354.0;11354.0;13354.0
2022-12-20;13414.0;12096.0;13414.0
2022-12-21;13404.0;11743.0;13404.0
2022-12-22;13396.0;11214.0;13396.0
2022-12-23;10986.0;10979.0;10979.0
2022-12-28;11039.0;11100.0;11100.0
2022-12-29;10964.0;11096.0;11096.0
2022-12-30;10664.0;10929.0;10929.0
2023-01-03;10418.0;10425.0;10418.0
2023-01-04;9950.0;10264.0;9950.0
2023-01-05;9743.0;10382.0;9743.0
2023-01-06;10068.0;10607.0;10068.0
2023-01-09;9646.0;9954.0;9646.0
2023-01-10;9029.0;9550.0;9029.0
2023-01-11;8943.0;9718.0;8943.0
2023-01-12;9025.0;9836.0;9025.0
2023-01-13;8932.0;9911.0;8932.0
2023-01-16;9193.0;10832.0;9193.0
2023-01-17;9071.0;10014.0;9071.0
2023-01-18;9071.0;10014.0;9071.0
2023-01-19;9071.0;10014.0;9071.0
2023-01-20;9071.0;10014.0;9071.0
2023-01-23;9071.0;10014.0;9071.0
2023-01-24;9071.0;10014.0;10014.0
2023-01-25;9071.0;10014.0;10014.0
2023-01-26;9071.0;10014.0;10014.0
2023-01-27;9071.0;10014.0;10014.0
2023-01-30;9071.0;10014.0;10014.0
2023-01-31;9071.0;10014.0;10014.0
2023-02-01;9071.0;10014.0;9071.0
2023-02-02;9071.0;10014.0;9071.0
2023-02-03;9071.0;10014.0;9071.0
2023-02-06;9071.0;10014.0;9071.0
2023-02-07;9071.0;10014.0;9071.0
2023-02-08;9071.0;10014.0;9071.0
2023-02-09;9071.0;10014.0;9071.0
2023-02-10;9071.0;10014.0;9071.0
2023-02-13;9071.0;10014.0;9071.0
2023-02-14;9071.0;10014.0;9071.0
2023-02-15;9071.0;10014.0;9071.0
2023-02-16;9071.0;10014.0;9071.0
2023-02-17;9071.0;10014.0;9071.0
2023-02-20;9071.0;10014.0;9071.0
2023-02-21;9071.0;10014.0;10014.0
2023-02-22;9071.0;10014.0;10014.0
2023-02-23;9071.0;10014.0;10014.0
2023-02-24;9071.0;10014.0;10014.0
2023-02-27;9071.0;10014.0;10014.0
2023-02-28;9071.0;10014.0;10014.0
2023-03-01;9071.0;10014.0;9071.0
2023-03-02;9071.0;10014.0;9071.0
2023-03-03;9071.0;10014.0;9071.0
2023-03-06;9071.0;10014.0;9071.0
2023-03-07;9071.0;10014.0;9071.0
2023-03-08;9071.0;10014.0;9071.0
2023-03-09;9071.0;10014.0;9071.0
2023-03-10;9071.0;10014.0;9071.0
2023-03-13;9071.0;10014.0;9071.0
2023-03-14;9071.0;10014.0;9071.0
2023-03-15;9071.0;10014.0;9071.0
2023-03-16;9071.0;10014.0;9071.0
2023-03-17;9071.0;10014.0;9071.0
2023-03-20;9071.0;10014.0;9071.0
2023-03-21;9071.0;10014.0;9071.0
2023-03-22;9071.0;10014.0;9071.0
2023-03-23;9071.0;10014.0;9071.0
2023-03-24;9071.0;10014.0;10014.0
2023-03-27;9071.0;10014.0;10014.0
2023-03-28;9071.0;10014.0;10014.0
2023-03-29;9071.0;10014.0;10014.0
2023-03-30;9071.0;10014.0;10014.0
2023-03-31;9071.0;10014.0;10014.0
2023-04-03;9071.0;10014.0;9071.0
2023-04-04;9071.0;10014.0;9071.0
2023-04-05;9071.0;10014.0;9071.0
2023-04-06;9071.0;10014.0;9071.0
2023-04-11;9071.0;10014.0;9071.0
2023-04-12;9071.0;10014.0;9071.0
2023-04-13;9071.0;10014.0;9071.0
2023-04-14;9071.0;10014.0;9071.0
2023-04-17;9071.0;10014.0;9071.0
2023-04-18;9071.0;10014.0;9071.0
2023-04-19;9071.0;10014.0;9071.0
2023-04-20;9071.0;10014.0;9071.0
2023-04-21;9071.0;10014.0;10014.0
2023-04-24;9071.0;10014.0;10014.0
2023-04-25;9071.0;10014.0;10014.0
2023-04-26;9071.0;10014.0;10014.0
2023-04-27;9071.0;10014.0;10014.0
2023-04-28;9071.0;10014.0;10014.0
2023-05-02;9071.0;10014.0;9071.0
2023-05-03;9071.0;10014.0;9071.0
2023-05-04;9071.0;10014.0;9071.0
2023-05-05;9071.0;10014.0;9071.0
2023-05-09;9071.0;10014.0;9071.0
2023-05-10;9071.0;10014.0;9071.0
2023-05-11;9071.0;10014.0;9071.0
2023-05-12;9071.0;10014.0;9071.0
2023-05-15;9071.0;10014.0;9071.0
2023-05-16;9071.0;10014.0;9071.0
2023-05-17;9071.0;10014.0;9071.0
2023-05-18;9071.0;10014.0;9071.0
2023-05-19;9071.0;10014.0;9071.0
2023-05-22;9071.0;10014.0;9071.0
2023-05-23;9071.0;10014.0;9071.0
2023-05-24;9071.0;10014.0;10014.0
2023-05-25;9071.0;10014.0;10014.0
2023-05-26;9071.0;10014.0;10014.0
2023-05-30;9071.0;10014.0;10014.0
2023-05-31;9071.0;10014.0;10014.0
2023-06-01;9071.0;10014.0;9071.0
2023-06-02;9071.0;10014.0;9071.0
2023-06-05;9071.0;10014.0;9071.0
2023-06-06;9071.0;10014.0;9071.0
2023-06-07;9071.0;10014.0;9071.0
2023-06-08;9071.0;10014.0;9071.0
2023-06-09;9071.0;10014.0;9071.0
2023-06-12;9071.0;10014.0;9071.0
2023-06-13;9071.0;10014.0;9071.0
2023-06-14;9071.0;10014.0;9071.0
2023-06-15;9071.0;10014.0;9071.0
2023-06-16;9071.0;10014.0;9071.0
2023-06-19;9071.0;10014.0;9071.0
2023-06-20;9071.0;10014.0;9071.0
2023-06-21;9071.0;10014.0;9071.0
2023-06-22;9071.0;10014.0;9071.0
2023-06-23;9071.0;10014.0;10014.0
2023-06-26;9071.0;10014.0;10014.0
2023-06-27;9071.0;10014.0;10014.0
2023-06-28;9071.0;10014.0;10014.0
2023-06-29;9071.0;10014.0;10014.0
2023-06-30;9071.0;10014.0;10014.0
2023-07-03;9071.0;10014.0;9071.0
2023-07-04;9071.0;10014.0;9071.0
2023-07-05;9071.0;10014.0;9071.0
2023-07-06;9071.0;10014.0;9071.0
2023-07-07;9071.0;10014.0;9071.0
2023-07-10;9071.0;10014.0;9071.0
2023-07-11;9071.0;10014.0;9071.0
2023-07-12;9071.0;10014.0;9071.0
2023-07-13;9071.0;10014.0;9071.0
2023-07-14;9071.0;10014.0;9071.0
2023-07-17;9071.0;10014.0;9071.0
2023-07-18;9071.0;10014.0;9071.0
2023-07-19;9071.0;10014.0;9071.0
2023-07-20;9071.0;10014.0;9071.0
2023-07-21;9071.0;10014.0;9071.0
2023-07-24;9071.0;10014.0;10014.0
2023-07-25;9071.0;10014.0;10014.0
2023-07-26;9071.0;10014.0;10014.0
2023-07-27;9071.0;10014.0;10014.0
2023-07-28;9071.0;10014.0;10014.0
2023-07-31;9071.0;10014.0;10014.0
2023-08-01;9071.0;10014.0;9071.0
2023-08-02;9071.0;10014.0;9071.0
2023-08-03;9071.0;10014.0;9071.0
2023-08-04;9071.0;10014.0;9071.0
2023-08-07;9071.0;10014.0;9071.0
2023-08-08;9071.0;10014.0;9071.0
2023-08-09;9071.0;10014.0;9071.0
2023-08-10;9071.0;10014.0;9071.0
2023-08-11;9071.0;10014.0;9071.0
2023-08-14;9071.0;10014.0;9071.0
2023-08-15;9071.0;10014.0;9071.0
2023-08-16;9071.0;10014.0;9071.0
2023-08-17;9071.0;10014.0;9071.0
2023-08-18;9071.0;10014.0;9071.0
2023-08-21;9071.0;10014.0;9071.0
2023-08-22;9071.0;10014.0;9071.0
2023-08-23;9071.0;10014.0;9071.0
2023-08-24;9071.0;10014.0;10014.0
2023-08-25;9071.0;10014.0;10014.0
2023-08-29;9071.0;10014.0;10014.0
2023-08-30;9071.0;10014.0;10014.0
2023-08-31;9071.0;10014.0;10014.0
2023-09-01;9071.0;10014.0;9071.0
2023-09-04;9071.0;10014.0;9071.0
2023-09-05;9071.0;10014.0;9071.0
2023-09-06;9071.0;10014.0;9071.0
2023-09-07;9071.0;10014.0;9071.0
2023-09-08;9071.0;10014.0;9071.0
2023-09-11;9071.0;10014.0;9071.0
2023-09-12;9071.0;10014.0;9071.0
2023-09-13;9071.0;10014.0;9071.0
2023-09-14;9071.0;10014.0;9071.0
2023-09-15;9071.0;10014.0;9071.0
2023-09-18;9071.0;10014.0;9071.0
2023-09-19;9071.0;10014.0;9071.0
2023-09-20;9071.0;10014.0;9071.0
2023-09-21;9071.0;10014.0;9071.0
2023-09-22;9071.0;10014.0;10014.0
2023-09-25;9071.0;10014.0;10014.0
2023-09-26;9071.0;10014.0;10014.0
2023-09-27;9071.0;10014.0;10014.0
2023-09-28;9071.0;10014.0;10014.0
2023-09-29;9071.0;10014.0;10014.0
2023-10-02;9071.0;10014.0;9071.0
2023-10-03;9071.0;10014.0;9071.0
2023-10-04;9071.0;10014.0;9071.0
2023-10-05;9071.0;10014.0;9071.0
2023-10-06;9071.0;10014.0;9071.0
2023-10-09;9071.0;10014.0;9071.0
2023-10-10;9071.0;10014.0;9071.0
2023-10-11;9071.0;10014.0;9071.0
2023-10-12;9071.0;10014.0;9071.0
2023-10-13;9071.0;10014.0;9071.0
2023-10-16;9071.0;10014.0;9071.0
2023-10-17;9071.0;10014.0;9071.0
2023-10-18;9071.0;10014.0;9071.0
2023-10-19;9071.0;10014.0;9071.0
2023-10-20;9071.0;10014.0;9071.0
2023-10-23;9071.0;10014.0;9071.0
2023-10-24;9071.0;10014.0;10014.0
2023-10-25;9071.0;10014.0;10014.0
2023-10-26;9071.0;10014.0;10014.0
2023-10-27;9071.0;10014.0;10014.0
2023-10-30;9071.0;10014.0;10014.0
2023-10-31;9071.0;10014.0;10014.0
2023-11-01;9071.0;10014.0;9071.0
2023-11-02;9071.0;10014.0;9071.0
2023-11-03;9071.0;10014.0;9071.0
2023-11-06;9071.0;10014.0;9071.0
2023-11-07;9071.0;10014.0;9071.0
2023-11-08;9071.0;10014.0;9071.0
2023-11-09;9071.0;10014.0;9071.0
2023-11-10;9071.0;10014.0;9071.0
2023-11-13;9071.0;10014.0;9071.0
2023-11-14;9071.0;10014.0;9071.0
2023-11-15;9071.0;10014.0;9071.0
2023-11-16;9071.0;10014.0;9071.0
2023-11-17;9071.0;10014.0;9071.0
2023-11-20;9071.0;10014.0;9071.0
2023-11-21;9071.0;10014.0;9071.0
2023-11-22;9071.0;10014.0;9071.0
2023-11-23;9071.0;10014.0;10014.0
2023-11-24;9071.0;10014.0;10014.0
2023-11-27;9071.0;10014.0;10014.0
2023-11-28;9071.0;10014.0;10014.0
2023-11-29;9071.0;10014.0;10014.0
2023-11-30;9071.0;10014.0;10014.0
2023-12-01;9071.0;10014.0;9071.0
2023-12-04;9071.0;10014.0;9071.0
2023-12-05;9071.0;10014.0;9071.0
2023-12-06;9071.0;10014.0;9071.0
2023-12-07;9071.0;10014.0;9071.0
2023-12-08;9071.0;10014.0;9071.0
2023-12-11;9071.0;10014.0;9071.0
2023-12-12;9071.0;10014.0;9071.0
2023-12-13;9071.0;10014.0;9071.0
2023-12-14;9071.0;10014.0;9071.0
2023-12-15;9071.0;10014.0;10014.0
2023-12-18;9071.0;10014.0;10014.0
2023-12-19;9071.0;10014.0;10014.0
2023-12-20;9071.0;10014.0;10014.0
2023-12-21;9071.0;10014.0;10014.0
2023-12-22;9071.0;10014.0;10014.0
2024-01-02;9071.0;10014.0;9071.0
2024-01-03;9071.0;10014.0;9071.0
2024-01-04;9071.0;10014.0;9071.0
2024-01-05;9071.0;10014.0;9071.0
2024-01-08;9071.0;10014.0;9071.0
2024-01-09;9071.0;10014.0;9071.0
2024-01-10;9071.0;10014.0;9071.0
2024-01-11;9071.0;10014.0;9071.0
2024-01-12;9071.0;10014.0;9071.0
2024-01-15;9071.0;10014.0;9071.0
2024-01-16;9071.0;10014.0;9071.0
2024-01-17;9071.0;10014.0;9071.0
2024-01-18;9071.0;10014.0;9071.0
2024-01-19;9071.0;10014.0;9071.0
2024-01-22;9071.0;10014.0;9071.0
2024-01-23;9071.0;10014.0;9071.0
2024-01-24;9071.0;10014.0;10014.0
2024-01-25;9071.0;10014.0;10014.0
2024-01-26;9071.0;10014.0;10014.0
2024-01-29;9071.0;10014.0;10014.0
2024-01-30;9071.0;10014.0;10014.0
2024-01-31;9071.0;10014.0;10014.0
2024-02-01;9071.0;10014.0;9071.0
2024-02-02;9071.0;10014.0;9071.0
2024-02-05;9071.0;10014.0;10014.0
2024-02-06;9071.0;10014.0;10014.0
2024-02-07;9071.0;10014.0;10014.0
2024-02-08;9071.0;10014.0;10014.0
2024-02-09;9071.0;10014.0;10014.0
2024-02-12;9071.0;10014.0;10014.0
