Date;4TC_PCURMON;4TC_P+1MON;4TC_P+2MON;4TC_P+3MON;4TC_P+4MON;4TC_PCURQ;4TC_P+1Q;4TC_P+2Q;4TC_P+3Q;4TC_P+4Q;4TC_P+1CAL;4TC_P+2CAL;4TC_P+3CAL;4TC_P+4CAL;Rollover P_1M;Days to CM;Tr. Days to CM;Days to 1M;Tr. Days to 1M;CM days away;1MON  days away;Tr. Days Month;Total days;Perp w C_1M;w C;w 1M;4TC_PERP_OLD;Rollover;4TC_ROLL
24.06.2009;24025;;;;;24025;18940;17035;15535;15080;14943;15040;14863;14799;FALSE;6;5;37;28;17;6;22;23;;;;11351;;
25.06.2009;23875;;;;;23875;19019;17150;15738;15133;15019;15077;14911;14888;FALSE;5;4;36;27;18;5;22;23;;;;10965;;
26.06.2009;23900;;;;;23900;21010;18875;16563;15850;15728;15560;15400;15275;FALSE;4;3;35;26;19;4;22;23;;;;10728;;
29.06.2009;23925;;;;;23925;21013;19133;16631;16000;15838;15613;15435;15285;FALSE;1;2;32;25;20;3;22;23;;;;10693;;
30.06.2009;22275;;;;;21050;19225;16600;16040;0;15733;15558;15418;15205;FALSE;0;1;31;24;21;2;22;23;;;;10650;;
01.07.2009;22878;;;;;21838;19548;16745;16240;0;15796;15581;15457;15156;TRUE;30;23;61;44;1;20;24;21;;;;12512;;
02.07.2009;22525;;;;;20223;18470;16298;15865;0;15525;15388;15220;14978;FALSE;29;22;60;43;2;19;24;21;;;;10930;;
03.07.2009;21625;;;;;19302;17906;15981;15577;0;15244;15236;15153;14869;FALSE;28;21;59;42;3;18;24;21;;;;10740;;
06.07.2009;21125;;;;;18625;17275;15648;15275;0;15063;14990;14880;14732;FALSE;25;20;56;41;4;17;24;21;;;;10504;;
07.07.2009;21288;;;;;18880;17575;15748;15335;0;15163;14988;14868;14728;FALSE;24;19;55;40;5;16;24;21;;;;10755;;
08.07.2009;21335;;;;;19080;17483;15700;15323;0;15138;14938;14827;14698;FALSE;23;18;54;39;6;15;24;21;;;;11004;;
09.07.2009;22025;;;;;19810;18010;16030;15588;0;15245;15063;14940;14802;FALSE;22;17;53;38;7;14;24;21;;;;10482;;
10.07.2009;22563;;;;;20792;18688;16428;15925;0;15565;15235;15010;14913;FALSE;21;16;52;37;8;13;24;21;;;;10009;;
13.07.2009;23158;;;;;21541;19140;16665;16153;0;15715;15420;15120;14988;FALSE;18;15;49;36;9;12;24;21;;;;9920;;
14.07.2009;23883;;;;;22541;20438;17113;16453;0;16375;15750;15375;15213;FALSE;17;14;48;35;10;11;24;21;;;;10048;;
15.07.2009;24625;;;;;23434;20950;17563;16790;0;16523;15915;15510;15323;FALSE;16;13;47;34;11;10;24;21;;;;10065;;
16.07.2009;24038;;;;;21835;19675;17088;16300;0;16100;15825;15440;15280;FALSE;15;12;46;33;12;9;24;21;;;;10144;;
17.07.2009;24475;;;;;22185;19943;17125;16448;0;16200;15835;15545;15343;FALSE;14;11;45;32;13;8;24;21;;;;10092;;
20.07.2009;24715;;;;;21815;19375;16988;16340;0;16103;15788;15500;15280;FALSE;11;10;42;31;14;7;24;21;;;;10081;;
21.07.2009;25075;;;;;23351;20638;17440;16668;0;16435;16038;15675;15505;FALSE;10;9;41;30;15;6;24;21;;;;9962;;
22.07.2009;25000;;;;;23028;19950;17100;16335;0;16065;15765;15515;15375;FALSE;9;8;40;29;16;5;24;21;;;;9923;;
23.07.2009;25205;;;;;23060;20100;17118;16400;0;16050;15720;15485;15348;FALSE;8;7;39;28;17;4;24;21;;;;9825;;
24.07.2009;25555;;;;;23572;21100;17463;16725;0;16353;15938;15675;15473;FALSE;7;6;38;27;18;3;24;21;;;;9451;;
27.07.2009;25548;;;;;23933;21510;17710;16990;0;16593;16073;15810;15550;FALSE;4;5;35;26;19;2;24;21;;;;9142;;
28.07.2009;25529;;;;;23845;21100;17553;16853;0;16515;16005;15778;15525;FALSE;3;4;34;25;20;1;24;21;;;;9148;;
29.07.2009;25190;;;;;23041;19700;17003;16305;0;16168;15735;15595;15385;FALSE;2;3;33;24;21;0;24;21;;;;9037;;
30.07.2009;25178;;;;;22745;19389;16811;16211;0;16044;15678;15478;15372;FALSE;1;2;32;23;22;1;24;23;;;;10481;;
31.07.2009;22700;;;;;21210;19443;16865;16200;15625;16010;15660;15473;15310;FALSE;0;1;31;22;23;2;24;25;;;;8328;;
03.08.2009;22275;;;;;20638;19140;16583;16050;15530;15908;15561;15355;15219;TRUE;28;21;58;43;1;21;22;22;;;;7921;;
04.08.2009;22220;;;;;20530;19353;16763;16188;15603;16083;15725;15440;15268;FALSE;27;20;57;42;2;20;22;22;;;;8023;;
05.08.2009;21503;;;;;19583;18715;16388;15900;15415;15805;15515;15335;15203;FALSE;26;19;56;41;3;19;22;22;;;;7933;;
06.08.2009;20438;;;;;18613;17810;16080;15688;15310;15550;15295;15168;15108;FALSE;25;18;55;40;4;18;22;22;;;;7789;;
07.08.2009;19875;;;;;18225;17588;15960;15480;15163;15398;15173;15040;14998;FALSE;24;17;54;39;5;17;22;22;;;;7263;;
10.08.2009;20000;;;;;18950;18233;16265;15785;15405;15725;15410;15213;15115;FALSE;21;16;51;38;6;16;22;22;;;;7272;;
11.08.2009;20228;;;;;19530;18703;16703;16150;15690;16095;15638;15350;15238;FALSE;20;15;50;37;7;15;22;22;;;;6948;;
12.08.2009;20600;;;;;20100;19475;17285;16623;16058;16363;15790;15563;15370;FALSE;19;14;49;36;8;14;22;22;;;;6899;;
13.08.2009;21138;;;;;20648;19940;17615;16905;16260;16470;15855;15650;15418;FALSE;18;13;48;35;9;13;22;22;;;;7176;;
14.08.2009;21448;;;;;21153;20523;18025;17273;16585;16750;16070;15763;15585;FALSE;17;12;47;34;10;12;22;22;;;;7357;;
17.08.2009;20800;;;;;20213;19035;17338;16755;16150;16288;15673;15510;15325;FALSE;14;11;44;33;11;11;22;22;;;;7401;;
18.08.2009;20518;;;;;19865;18705;16838;16438;15863;15880;15308;15130;15010;FALSE;13;10;43;32;12;10;22;22;;;;7456;;
19.08.2009;20185;;;;;19433;17975;16235;15925;15435;15455;15065;14920;14800;FALSE;12;9;42;31;13;9;22;22;;;;7800;;
20.08.2009;19988;;;;;19108;17795;16060;15723;15300;15338;14975;14885;14745;FALSE;11;8;41;30;14;8;22;22;;;;7666;;
21.08.2009;19903;;;;;18955;17613;15875;15543;15120;15113;14833;14728;14590;FALSE;10;7;40;29;15;7;22;22;;;;7689;;
24.08.2009;19973;;;;;19443;18813;16563;16130;15685;15840;15188;15063;14880;FALSE;7;6;37;28;16;6;22;22;;;;7818;;
25.08.2009;19730;;;;;18929;18073;16250;15940;15485;15668;15015;14918;14783;FALSE;6;5;36;27;17;5;22;22;;;;7669;;
26.08.2009;19719;;;;;19040;18428;16578;16245;15685;15793;15143;14993;14870;FALSE;5;4;35;26;18;4;22;22;;;;7691;;
27.08.2009;19628;;;;;18877;18263;16455;16138;15593;15663;15060;14865;14755;FALSE;4;3;34;25;19;3;22;22;;;;8938;;
28.08.2009;18094;;;;;18094;18639;16653;16294;15703;15794;14958;14792;14697;FALSE;3;2;33;24;20;2;22;22;;;;8369;;
01.09.2009;18460;;;;;18460;18555;16425;16093;15565;15505;14790;14670;14600;TRUE;29;22;60;44;1;21;23;22;;;;8237;;
02.09.2009;18620;;;;;18620;18260;16225;15860;15255;15325;14610;14488;14420;FALSE;28;21;59;43;2;20;23;22;;;;8080;;
03.09.2009;19553;;;;;19553;18918;16463;15990;15375;15440;14740;14523;14455;FALSE;27;20;58;42;3;19;23;22;;;;8014;;
04.09.2009;21056;;;;;21056;19744;16958;16403;15594;15669;14958;14678;14544;FALSE;26;19;57;41;4;18;23;22;;;;8177;;
07.09.2009;20944;;;;;20944;19567;16722;16236;15500;15572;14867;14589;14483;FALSE;23;18;54;40;5;17;23;22;;;;8150;;
08.09.2009;20860;;;;;20860;19523;16783;16325;15540;15675;14918;14618;14503;FALSE;22;17;53;39;6;16;23;22;;;;8114;;
09.09.2009;20678;0;;;;20678;19390;16585;16220;15370;15608;14850;14590;14440;FALSE;21;16;52;38;7;15;23;22;14099;0,272727273;0,727272727;8109;;
10.09.2009;20056;19683;;;;20056;18462;16011;15708;15100;15289;14661;14394;14275;FALSE;20;15;51;37;8;14;23;22;19920;0,318181818;0,681818182;8421;0;20056,00
11.09.2009;19745;19160;;;;19745;17956;15838;15565;14960;15158;14575;14355;14254;FALSE;19;14;50;36;9;13;23;22;19506;0,363636364;0,636363636;8479;0;19745,00
14.09.2009;19568;18960;;;;19568;17901;15813;15500;14875;15145;14610;14358;14235;FALSE;16;13;47;35;10;12;23;22;19292;0,409090909;0,590909091;8468;0;19568,00
15.09.2009;19335;18458;;;;19335;17345;15418;15110;14688;14855;14435;14220;14113;FALSE;15;12;46;34;11;11;23;22;18897;0,454545455;0,545454545;8631;0;19335,00
16.09.2009;19568;18661;;;;19568;17688;15688;15273;14860;15040;14515;14300;14188;FALSE;14;11;45;33;12;10;23;22;19073;0,5;0,5;8362;0;19568,00
17.09.2009;19688;18913;;;;19688;18045;15885;15450;14965;15118;14585;14368;14218;FALSE;13;10;44;32;13;9;23;22;19230;0,545454545;0,454545455;8233;0;19688,00
18.09.2009;19650;18713;;;;19650;17456;15498;15160;14695;14805;14390;14238;14123;FALSE;12;9;43;31;14;8;23;22;19054;0,590909091;0,409090909;8084;0;19650,00
21.09.2009;19610;18443;;;;19610;17200;15288;15048;14525;14695;14358;14215;14108;FALSE;9;8;40;30;15;7;23;22;18814;0,636363636;0,363636364;8134;0;19610,00
22.09.2009;19520;17925;;;;19520;16390;14798;14580;14205;14333;14190;14118;14055;FALSE;8;7;39;29;16;6;23;22;18360;0,681818182;0,318181818;8030;0;19520,00
23.09.2009;19468;17598;;;;19468;16118;14568;14338;14065;14185;14073;13985;13938;FALSE;7;6;38;28;17;5;23;22;18023;0,727272727;0,272727273;7505;0;19468,00
24.09.2009;19540;17903;;;;19540;16936;15113;14715;14235;14503;14225;14090;14050;FALSE;6;5;37;27;18;4;23;22;18201;0,772727273;0,227272727;7301;1;17903,00
25.09.2009;19480;17995;;;;19480;17028;15218;14965;14323;14670;14325;14135;14025;FALSE;5;4;36;26;19;3;23;22;18198;0,818181818;0,181818182;7985;1;17995,00
28.09.2009;19425;17855;;;;19425;16784;14980;14723;14243;14513;14280;14158;14020;FALSE;2;3;33;25;20;2;23;22;17998;0,863636364;0,136363636;7277;1;17855,00
29.09.2009;19458;17970;;;;19458;16838;15080;14900;14219;14530;14303;14204;14050;FALSE;1;2;32;24;21;1;23;22;18038;0,909090909;0,090909091;7054;1;17970,00
30.09.2009;18815;18080;;;;17903;15828;15473;15028;0;15080;14688;14518;14353;FALSE;0;1;31;23;22;0;23;22;18080;0,954545455;0,045454545;6619;1;18080,00
01.10.2009;19375;18560;;;;18696;16430;16165;15440;0;15453;14953;14748;14563;TRUE;30;22;60;43;1;20;23;21;19336;0,047619048;1,047619048;6135;0;19375,00
02.10.2009;19113;18288;;;;18190;16193;15893;15233;0;15305;14775;14618;14400;FALSE;29;21;59;42;2;19;23;21;19034;0;1;5885;0;19113,00
05.10.2009;19050;18300;;;;18231;16072;15825;15135;0;15295;14768;14560;14380;FALSE;26;20;56;41;3;18;23;21;18943;0,047619048;0,952380952;5875;0;19050,00
06.10.2009;19438;18878;;;;19073;16698;16348;15435;0;15670;14918;14645;14475;FALSE;25;19;55;40;4;17;23;21;19331;0,095238095;0,904761905;5896;0;19438,00
07.10.2009;20223;19525;;;;20182;17353;17015;15768;0;16173;15168;14875;14673;FALSE;24;18;54;39;5;16;23;21;20057;0,142857143;0,857142857;5686;0;20223,00
08.10.2009;20450;19660;;;;19863;17058;16775;15640;0;15890;14940;14665;14485;FALSE;23;17;53;38;6;15;23;21;20224;0,19047619;0,80952381;5404;0;20450,00
09.10.2009;20456;19462;;;;19682;16729;16425;15388;0;15588;14732;14474;14371;FALSE;22;16;52;37;7;14;23;21;20125;0,238095238;0,761904762;5370;0;20456,00
12.10.2009;20718;19600;;;;19882;16885;16580;15353;0;15630;14820;14505;14387;FALSE;19;15;49;36;8;13;23;21;20292;0,285714286;0,714285714;5329;0;20718,00
13.10.2009;20135;19180;;;;19067;16225;15983;15128;0;15370;14635;14375;14290;FALSE;18;14;48;35;9;12;23;21;19726;0,333333333;0,666666667;5145;0;20135,00
14.10.2009;20595;19605;;;;19900;16920;16583;15363;0;15773;14868;14580;14413;FALSE;17;13;47;34;10;11;23;21;20124;0,380952381;0,619047619;4918;0;20595,00
15.10.2009;21030;20185;;;;20686;17525;17115;15703;0;16090;15025;14705;14515;FALSE;16;12;46;33;11;10;23;21;20587;0,428571429;0,571428571;4840;0;21030,00
16.10.2009;21230;20160;;;;20626;17475;17140;15643;0;16035;15000;14720;14510;FALSE;15;11;45;32;12;9;23;21;20619;0,476190476;0,523809524;4901;0;21230,00
19.10.2009;21713;20613;;;;21205;18105;17628;15912;0;16493;15250;14848;14610;FALSE;12;10;42;31;13;8;23;21;21032;0,523809524;0,476190476;4924;0;21713,00
20.10.2009;21915;21128;;;;21575;18135;17735;15950;0;16548;15340;14898;14678;FALSE;11;9;41;30;14;7;23;21;21390;0,571428571;0,428571429;4724;0;21915,00
21.10.2009;22188;22050;;;;22365;18395;18025;16123;0;16723;15495;15023;14770;FALSE;10;8;40;29;15;6;23;21;22089;0,619047619;0,380952381;4682;0;22188,00
22.10.2009;22315;22805;;;;22752;18615;18195;16230;0;16775;15515;15080;14815;FALSE;9;7;39;28;16;5;23;21;22688;0,666666667;0,333333333;4771;0;22315,00
23.10.2009;22415;23053;;;;23010;18768;18288;16210;0;16830;15518;15093;14863;FALSE;8;6;38;27;17;4;23;21;22931;0,714285714;0,285714286;4999;0;22415,00
26.10.2009;22358;23178;;;;22643;18573;18130;16065;0;16773;15510;15080;14858;FALSE;5;5;35;26;18;3;23;21;23061;0,761904762;0,238095238;7073;0;22358,00
27.10.2009;22258;23010;;;;22529;18598;18155;16040;0;16723;15493;15073;14858;FALSE;4;4;34;25;19;2;23;21;22938;0,80952381;0,19047619;5951;1;23010,00
28.10.2009;22190;22770;;;;22392;18383;18043;15895;0;16600;15410;15030;14825;FALSE;3;3;33;24;20;1;23;21;22742;0,857142857;0,142857143;6050;1;22770,00
29.10.2009;22414;23700;;;;23019;19258;18597;16344;0;17197;15708;15267;15022;FALSE;2;2;32;23;21;0;23;21;23700;0,904761905;0,095238095;6242;1;23700,00
30.10.2009;25233;24133;;;;24733;20100;19283;16395;14924;17675;15695;15333;15035;FALSE;1;1;31;22;22;1;23;23;24181;0,956521739;0,043478261;6316;1;24133,00
02.11.2009;26300;25005;;;;25675;21875;20300;16935;15315;18606;15950;15478;15163;TRUE;28;21;59;44;0;23;21;23;26300;0,086956522;0,913043478;6040;0;26300,00
03.11.2009;25044;23203;;;;24047;19917;18878;15806;14781;17345;15106;14944;14750;FALSE;27;20;58;43;1;22;21;23;24964;0,130434783;0,869565217;5349;0;25044,00
04.11.2009;26472;24806;;;;25569;21292;19569;16186;15122;18042;15303;15094;14883;FALSE;26;19;57;42;2;21;21;23;26327;0,173913043;0,826086957;5250;0;26472,00
05.11.2009;26844;25139;;;;26069;21244;19319;16039;15083;17922;15192;15022;14825;FALSE;25;18;56;41;3;20;21;23;26622;0,217391304;0,782608696;5314;0;26844,00
06.11.2009;29250;27313;;;;28288;23088;20633;16665;15443;18957;15505;15235;15010;FALSE;24;17;55;40;4;19;21;23;28913;0,260869565;0,739130435;5329;0;29250,00
09.11.2009;30238;28315;;;;29358;23575;20888;17008;15735;19301;15580;15315;15088;FALSE;21;16;52;39;5;18;21;23;29820;0,304347826;0,695652174;5461;0;30238,00
10.11.2009;30608;28938;;;;29800;24050;21235;17233;15988;19626;15673;15383;15170;FALSE;20;15;51;38;6;17;21;23;30172;0,347826087;0,652173913;5309;0;30608,00
11.11.2009;31560;30185;;;;30913;24925;21873;17558;16283;20159;15818;15509;15255;FALSE;19;14;50;37;7;16;21;23;31142;0,391304348;0,608695652;5027;0;31560,00
12.11.2009;31920;30510;;;;31278;25375;22530;17805;16685;20599;16000;15588;15355;FALSE;18;13;49;36;8;15;21;23;31430;0,434782609;0,565217391;5146;0;31920,00
13.11.2009;32170;31215;;;;31718;26148;22385;18023;16778;20833;16048;15580;15335;FALSE;17;12;48;35;9;14;21;23;31796;0,47826087;0,52173913;5257;0;32170,00
16.11.2009;32410;31490;;;;31963;26543;22413;18073;16783;20953;16080;15543;15310;FALSE;14;11;45;34;10;13;21;23;32010;0,52173913;0,47826087;5275;0;32410,00
17.11.2009;32688;32180;;;;32415;27010;22590;18270;16910;21195;16123;15568;15335;FALSE;13;10;44;33;11;12;21;23;32445;0,565217391;0,434782609;5281;0;32688,00
18.11.2009;34270;35250;;;;34760;30290;25198;20188;18665;23585;16960;16308;15848;FALSE;12;9;43;32;12;11;21;23;34781;0,608695652;0,391304348;5482;0;34270,00
19.11.2009;32555;32310;;;;32433;26850;22713;18358;17145;21266;15898;15380;15055;FALSE;11;8;42;31;13;10;21;23;32417;0,652173913;0,347826087;5454;0;32555,00
20.11.2009;31845;31495;;;;31670;24750;21050;18045;16915;20190;15598;15073;14805;FALSE;10;7;41;30;14;9;21;23;31632;0,695652174;0,304347826;5703;0;31845,00
23.11.2009;31540;30300;;;;30920;23500;20773;17890;16895;19764;15635;15113;14860;FALSE;7;6;38;29;15;8;21;23;30731;0,739130435;0,260869565;5968;0;31540,00
24.11.2009;31634;30415;;;;31025;23775;20850;18010;16960;19899;15735;15230;14873;FALSE;6;5;37;28;16;7;21;23;30786;0,782608696;0,217391304;6000;1;30415,00
25.11.2009;31215;28910;;;;30063;23260;20483;17893;16793;19607;15688;15193;14835;FALSE;5;4;36;27;17;6;21;23;29511;0,826086957;0,173913043;5832;1;28910,00
26.11.2009;31050;26681;;;;28865;22011;19653;17372;16333;18842;15508;15042;14788;FALSE;4;3;35;26;18;5;21;23;27631;0,869565217;0,130434783;7363;1;26681,00
27.11.2009;30972;25778;;;;28375;21903;19528;17153;16189;18693;15336;14958;14736;FALSE;3;2;34;25;19;4;21;23;26681;0,913043478;0,086956522;6045;1;25778,00
30.11.2009;26500;24425;;;;26500;22663;19755;17438;16420;19069;15560;15155;14893;FALSE;0;1;31;24;20;3;21;23;24696;0,956521739;0,043478261;5697;1;24425,00
01.12.2009;28660;26475;;;;28660;25864;22485;19175;17638;21290;16193;15565;15170;TRUE;30;23;61;44;1;20;24;21;28556;0,095238095;1,095238095;5708;0;28660,00
02.12.2009;30860;28190;;;;30860;26894;23100;19425;18080;21875;16413;15735;15340;FALSE;29;22;60;43;2;19;24;21;30606;0,047619048;1,047619048;5651;0;30860,00
03.12.2009;30250;27750;;;;30250;25808;22222;18761;17378;21042;16028;15517;15161;FALSE;28;21;59;42;3;18;24;21;29893;0;1;5652;0;30250,00
04.12.2009;30222;27911;;;;30222;25872;22106;18589;17167;20933;15964;15511;15133;FALSE;27;20;58;41;4;17;24;21;29782;0,047619048;0,952380952;5628;0;30222,00
07.12.2009;29465;27113;;;;29465;24291;20750;17525;16345;19728;15548;15165;14880;FALSE;24;19;55;40;5;16;24;21;28905;0,095238095;0,904761905;5792;0;29465,00
08.12.2009;29585;26693;;;;29585;23005;19960;17005;15943;18978;15418;15098;14853;FALSE;23;18;54;39;6;15;24;21;28759;0,142857143;0,857142857;5958;0;29585,00
09.12.2009;29738;26935;;;;29738;24074;21010;17685;16550;19830;15803;15383;15038;FALSE;22;17;53;38;7;14;24;21;28804;0,19047619;0,80952381;6120;0;29738,00
10.12.2009;29428;26300;;;;29428;22959;20098;17223;16213;19123;15808;15383;15020;FALSE;21;16;52;37;8;13;24;21;28236;0,238095238;0,761904762;6641;0;29428,00
11.12.2009;29028;25620;;;;29028;22861;19898;17000;16058;18954;15763;15323;14978;FALSE;20;15;51;36;9;12;24;21;27567;0,285714286;0,714285714;6836;0;29028,00
14.12.2009;29160;25413;;;;29160;23226;20258;17288;16373;19286;15885;15405;15003;FALSE;17;14;48;35;10;11;24;21;27376;0,333333333;0,666666667;6931;0;29160,00
15.12.2009;29528;26120;;;;29528;24341;21150;17778;16775;20011;16105;15543;15155;FALSE;16;13;47;34;11;10;24;21;27743;0,380952381;0,619047619;6768;0;29528,00
16.12.2009;29500;25885;;;;29500;24191;21125;17798;16730;19961;16043;15515;15150;FALSE;15;12;46;33;12;9;24;21;27434;0,428571429;0,571428571;7111;0;29500,00
17.12.2009;29225;25538;;;;29225;23689;20700;17705;16735;19707;15870;15465;15105;FALSE;14;11;45;32;13;8;24;21;26943;0,476190476;0,523809524;6906;0;29225,00
18.12.2009;29125;25595;;;;29125;23878;20798;17698;16749;19781;15825;15468;15123;FALSE;13;10;44;31;14;7;24;21;26772;0,523809524;0,476190476;7037;0;29125,00
21.12.2009;29048;25445;;;;29048;23650;20873;17513;16628;19666;15720;15406;15093;FALSE;10;9;41;30;15;6;24;21;26474;0,571428571;0,428571429;7291;0;29048,00
22.12.2009;29223;25886;;;;29223;24013;21090;17650;16715;19867;15865;15515;15153;FALSE;9;8;40;29;16;5;24;21;26681;0,619047619;0,380952381;7445;0;29223,00
23.12.2009;29480;26700;;;;29480;25217;21875;18150;17150;20598;16150;15730;15333;FALSE;8;7;39;28;17;4;24;21;27230;0,666666667;0,333333333;7472;0;29480,00
24.12.2009;27278;26333;;;;26403;22750;18697;17433;0;16325;15811;15494;15269;FALSE;7;6;38;27;18;3;24;21;26468;0,714285714;0,285714286;10105;0;27278,00
29.12.2009;27653;26725;;;;26822;23190;18843;17615;0;16430;15875;15530;15318;FALSE;2;3;33;24;21;0;24;21;26725;0,857142857;0,142857143;8966;1;26725,00
30.12.2009;28097;27383;;;;27598;23831;19139;17906;0;16525;15956;15572;15344;FALSE;1;2;32;23;22;1;24;23;27414;0,913043478;0;8982;1;27383,00
31.12.2009;28875;28239;;;;28320;24747;19833;18611;0;16744;16111;15711;15428;FALSE;0;1;31;22;23;2;24;25;28290;0,96;0,12;8706;1;28239,00
04.01.2010;30775;29556;;;;29950;26511;22317;20544;0;17356;16600;16111;15794;TRUE;27;20;55;40;2;18;22;20;30653;0;1;8601;0;30775,00
05.01.2010;30545;29113;;;;29175;26013;21828;19948;0;17000;16320;15908;15598;FALSE;26;19;54;39;3;17;22;20;30330;0,05;0,95;8567;0;30545,00
06.01.2010;30525;29145;;;;29003;25910;21620;19825;0;16725;16208;15830;15490;FALSE;25;18;53;38;4;16;22;20;30249;0,1;0,9;8233;0;30525,00
07.01.2010;30830;29268;;;;29181;26198;21705;19945;0;16773;16276;15910;15533;FALSE;24;17;52;37;5;15;22;20;30440;0,15;0,85;8356;0;30830,00
08.01.2010;31405;29683;;;;29655;26823;22180;20338;0;16870;16400;16045;15648;FALSE;23;16;51;36;6;14;22;20;30888;0,2;0,8;7742;0;31405,00
11.01.2010;31740;29820;;;;29953;26865;22060;20350;0;16903;16420;16072;15673;FALSE;20;15;48;35;7;13;22;20;31068;0,25;0,75;7473;0;31740,00
12.01.2010;31130;29160;;;;28883;25975;21585;19985;0;16625;16158;15850;15450;FALSE;19;14;47;34;8;12;22;20;30342;0,3;0,7;7383;0;31130,00
13.01.2010;30145;27690;;;;27351;25325;20930;19570;0;16415;15933;15615;15338;FALSE;18;13;46;33;9;11;22;20;29040;0,35;0,65;7357;0;30145,00
14.01.2010;30388;27958;;;;28260;26375;21533;20123;0;16965;16278;15883;15608;FALSE;17;12;45;32;10;10;22;20;29173;0,4;0,6;7171;0;30388,00
15.01.2010;30208;28035;;;;28484;26378;21510;20115;0;16965;16293;15843;15573;FALSE;16;11;44;31;11;9;22;20;29013;0,45;0,55;7336;0;30208,00
18.01.2010;30097;27672;;;;28167;25886;21311;20103;0;16731;16133;15756;15483;FALSE;13;10;41;30;12;8;22;20;28642;0,5;0,5;7393;0;30097,00
19.01.2010;29553;26855;;;;27213;24688;20600;19640;0;16458;15968;15598;15335;FALSE;12;9;40;29;13;7;22;20;27799;0,55;0,45;7502;0;29553,00
20.01.2010;29750;27225;;;;27842;25790;21088;20160;0;16753;16100;15675;15435;FALSE;11;8;39;28;14;6;22;20;27983;0,6;0,4;7573;0;29750,00
21.01.2010;30285;28450;;;;29013;26653;21623;20535;0;17085;16300;15873;15555;FALSE;10;7;38;27;15;5;22;20;28909;0,65;0,35;7370;0;30285,00
22.01.2010;30295;28760;;;;29287;26845;22005;20703;0;17140;16303;15853;15588;FALSE;9;6;37;26;16;4;22;20;29067;0,7;0,3;7249;0;30295,00
25.01.2010;30273;28533;;;;28951;26383;21853;20568;0;16963;16168;15695;15425;FALSE;6;5;34;25;17;3;22;20;28794;0,75;0,25;7453;0;30273,00
26.01.2010;30208;27950;;;;28330;25575;21300;20068;0;16670;15918;15443;15208;FALSE;5;4;33;24;18;2;22;20;28176;0,8;0,2;7503;1;27950,00
27.01.2010;30285;27278;;;;27738;25048;20918;19858;0;16530;15835;15338;15098;FALSE;4;3;32;23;19;1;22;20;27428;0,85;0,15;7618;1;27278,00
28.01.2010;30150;25818;;;;26690;23354;19830;19030;0;16335;15620;15225;14930;FALSE;3;2;31;22;20;0;22;20;25818;0,9;0,1;8555;1;25818,00
29.01.2010;24980;23680;;;;24330;22650;19258;18568;17275;16265;15508;15198;14930;FALSE;2;1;30;21;21;1;22;22;23739;0,954545455;0,045454545;8408;1;23680,00
01.02.2010;24430;23295;;;;23863;22613;19045;18365;17153;16325;15538;15158;14940;TRUE;27;20;58;43;0;23;20;23;24430;0,130434783;0,869565217;8241;0;24430,00
02.02.2010;25433;24730;;;;25031;24343;20710;19585;17945;17088;16098;15645;15348;FALSE;26;19;57;42;1;22;20;23;25402;0,173913043;0,826086957;8184;0;25433,00
03.02.2010;25597;25214;;;;25406;25281;21247;20125;18200;17378;16283;15794;15478;FALSE;25;18;56;41;2;21;20;23;25564;0,217391304;0,782608696;7984;0;25597,00
04.02.2010;25938;25743;;;;25840;25683;21333;20153;18250;17355;16265;15679;15408;FALSE;24;17;55;40;3;20;20;23;25913;0,260869565;0,739130435;7473;0;25938,00
05.02.2010;26378;26360;;;;26369;26350;21970;20703;18528;17503;16360;15798;15518;FALSE;23;16;54;39;4;19;20;23;26375;0,304347826;0,695652174;7411;0;26378,00
08.02.2010;26293;26328;;;;26310;26103;22128;20728;18445;17418;16338;15723;15428;FALSE;20;15;51;38;5;18;20;23;26301;0,347826087;0,652173913;7342;0;26293,00
09.02.2010;25490;25333;;;;25411;25098;21350;20075;18045;17075;16048;15465;15198;FALSE;19;14;50;37;6;17;20;23;25449;0,391304348;0,608695652;7451;0;25490,00
10.02.2010;24730;24468;;;;24599;24050;20550;19593;17680;16838;15865;15300;14975;FALSE;18;13;49;36;7;16;20;23;24650;0,434782609;0,565217391;7626;0;24730,00
11.02.2010;24760;24508;;;;24634;24315;20500;19500;17676;16848;15847;15295;14973;FALSE;17;12;48;35;8;15;20;23;24672;0,47826087;0,52173913;7568;0;24760,00
12.02.2010;25213;25298;;;;25255;25275;21150;20013;18115;17068;16040;15483;15145;FALSE;16;11;47;34;9;14;20;23;25246;0,52173913;0,47826087;7752;0;25213,00
15.02.2010;25244;25433;;;;25339;25297;21233;20039;18139;17061;16017;15467;15161;FALSE;13;10;44;33;10;13;20;23;25326;0,565217391;0,434782609;7833;0;25244,00
16.02.2010;25455;26243;;;;25849;26388;21850;20648;18508;17320;16225;15625;15275;FALSE;12;9;43;32;11;12;20;23;25832;0,608695652;0,391304348;8050;0;25455,00
17.02.2010;25913;26873;;;;26393;26925;22348;21063;18860;17518;16405;15748;15395;FALSE;11;8;42;31;12;11;20;23;26414;0,652173913;0,347826087;8469;0;25913,00
