Date;4TC_PCURMON;4TC_P+1MON;4TC_P+2MON;4TC_P+3MON;4TC_P+4MON;4TC_PCURQ;4TC_P+1Q;4TC_P+2Q;4TC_P+3Q;4TC_P+4Q;4TC_P+1CAL;4TC_P+2CAL;4TC_P+3CAL;4TC_P+4CAL;Rollover P_1M;Days to CM;Tr. Days to CM;Days to 1M;Tr. Days to 1M;CM days away;1MON  days away;Tr. Days Month;Total days;Perp w C_1M;w C;w 1M;4TC_PERP_OLD;Rollover;4TC_ROLL
04.01.2005;;;;;;35950;33850;0;;;31700;20925;;;FALSE;27;20;55;40;2;18;22;20;;;;20032;;
05.01.2005;;;;;;36700;35250;0;;;32600;21150;;;FALSE;26;19;54;39;3;17;22;20;;;;19688;;
06.01.2005;;;;;;39725;38625;0;;;35375;22300;;;FALSE;25;18;53;38;4;16;22;20;;;;19450;;
07.01.2005;;;;;;40450;40450;0;;;36375;23175;;;FALSE;24;17;52;37;5;15;22;20;;;;19137;;
10.01.2005;;;;;;41575;41425;0;;;37005;24745;;;FALSE;21;16;49;36;6;14;22;20;;;;19334;;
11.01.2005;;;;;;39000;39100;0;;;35225;23650;;;FALSE;20;15;48;35;7;13;22;20;;;;19463;;
12.01.2005;;;;;;39050;39375;0;;;34975;22925;;;FALSE;19;14;47;34;8;12;22;20;;;;19348;;
13.01.2005;;;;;;37225;38000;0;;;33725;22225;;;FALSE;18;13;46;33;9;11;22;20;;;;19121;;
14.01.2005;;;;;;36600;36900;0;;;33050;21700;;;FALSE;17;12;45;32;10;10;22;20;;;;18800;;
17.01.2005;;;;;;35063;35813;32083;;;21438;16138;;;FALSE;14;11;42;31;11;9;22;20;;;;18563;;
18.01.2005;;;;;;36125;36775;30500;;;21925;16285;;;FALSE;13;10;41;30;12;8;22;20;;;;18695;;
19.01.2005;;;;;;35000;35475;30200;;;21825;16075;;;FALSE;12;9;40;29;13;7;22;20;;;;18666;;
20.01.2005;;;;;;33875;34350;29010;;;21125;16013;;;FALSE;11;8;39;28;14;6;22;20;;;;18412;;
21.01.2005;;;;;;34025;35175;29550;;;21725;16500;;;FALSE;10;7;38;27;15;5;22;20;;;;18450;;
24.01.2005;;;;;;34375;35310;29600;;;21875;16225;;;FALSE;7;6;35;26;16;4;22;20;;;;18293;;
25.01.2005;;;;;;35025;36460;30800;;;22425;16410;;;FALSE;6;5;34;25;17;3;22;20;;;;19233;;
26.01.2005;;;;;;37025;38250;32100;;;23025;16531;;;FALSE;5;4;33;24;18;2;22;20;;;;18982;;
27.01.2005;;;;;;36750;38050;32525;;;23175;16563;;;FALSE;4;3;32;23;19;1;22;20;;;;18971;;
28.01.2005;;;;;;37875;39025;33315;;;23725;16625;;;FALSE;3;2;31;22;20;0;22;20;;;;19391;;
31.01.2005;;;;;;37275;37825;32450;;;23475;16250;;;FALSE;0;1;28;21;21;1;22;22;;;;20182;;
01.02.2005;;;;;;35075;35300;30025;;;22475;16281;;;TRUE;27;20;58;43;1;22;21;23;;;;20425;;
02.02.2005;;;;;;33725;34525;29425;;;21900;16000;;;FALSE;26;19;57;42;2;21;21;23;;;;20456;;
03.02.2005;;;;;;33500;34125;29075;;;21900;16125;;;FALSE;25;18;56;41;3;20;21;23;;;;20606;;
04.02.2005;;;;;;33375;34800;29200;;;22150;16225;;;FALSE;24;17;55;40;4;19;21;23;;;;20008;;
07.02.2005;;;;;;33400;35125;29400;;;22460;16025;;;FALSE;21;16;52;39;5;18;21;23;;;;20430;;
08.02.2005;;;;;;34600;37150;31050;;;22775;16325;;;FALSE;20;15;51;38;6;17;21;23;;;;20861;;
09.02.2005;;;;;;36375;38850;32700;;;23285;16425;;;FALSE;19;14;50;37;7;16;21;23;;;;20980;;
10.02.2005;;;;;;36500;38575;33050;;;23525;16400;;;FALSE;18;13;49;36;8;15;21;23;;;;21346;;
11.02.2005;;;;;;36400;37675;32750;;;23500;16400;;;FALSE;17;12;48;35;9;14;21;23;;;;21626;;
14.02.2005;;;;;;36550;38675;33650;;;23600;16425;;;FALSE;14;11;45;34;10;13;21;23;;;;22133;;
15.02.2005;;;;;;36950;39050;33800;;;23725;16450;;;FALSE;13;10;44;33;11;12;21;23;;;;22527;;
16.02.2005;;;;;;38475;39600;34400;;;24000;16450;;;FALSE;12;9;43;32;12;11;21;23;;;;22713;;
17.02.2005;;;;;;38850;39550;34175;;;23855;16475;;;FALSE;11;8;42;31;13;10;21;23;;;;22823;;
18.02.2005;;;;;;39925;40175;34050;;;23800;16625;;;FALSE;10;7;41;30;14;9;21;23;;;;22709;;
21.02.2005;;;;;;39800;39600;33825;;;23780;16500;;;FALSE;7;6;38;29;15;8;21;23;;;;22557;;
22.02.2005;;;;;;38775;38705;33300;;;23625;16400;;;FALSE;6;5;37;28;16;7;21;23;;;;23271;;
23.02.2005;;;;;;37875;37325;32075;;;23425;16300;;;FALSE;5;4;36;27;17;6;21;23;;;;24463;;
24.02.2005;;;;;;37830;37225;32400;;;23250;16325;;;FALSE;4;3;35;26;18;5;21;23;;;;26119;;
25.02.2005;;;;;;37875;37525;32150;;;23500;16305;;;FALSE;3;2;34;25;19;4;21;23;;;;24819;;
28.02.2005;;;;;;37825;37575;32000;;;23425;16300;;;FALSE;0;1;31;24;20;3;21;23;;;;26301;;
01.03.2005;;;;;;37800;38010;32000;30350;;23500;16300;;;TRUE;30;23;60;44;1;20;24;21;;;;26706;;
02.03.2005;;;;;;38200;38200;32375;30900;;23493;16525;;;FALSE;29;22;59;43;2;19;24;21;;;;29139;;
03.03.2005;;;;;;38600;39325;32975;31000;;23825;16625;;;FALSE;28;21;58;42;3;18;24;21;;;;30176;;
04.03.2005;;;;;;39050;39700;33550;32125;;23965;17250;;;FALSE;27;20;57;41;4;17;24;21;;;;30500;;
07.03.2005;;;;;;39575;40265;34025;32500;;23990;17525;;;FALSE;24;19;54;40;5;16;24;21;;;;31427;;
08.03.2005;;;;;;39800;40375;34300;32650;;24110;17625;;;FALSE;23;18;53;39;6;15;24;21;;;;31738;;
09.03.2005;;;;;;39775;40300;34250;32800;;24080;17600;;;FALSE;22;17;52;38;7;14;24;21;;;;32016;;
10.03.2005;;;;;;40200;40775;34575;32975;;24210;17700;;;FALSE;21;16;51;37;8;13;24;21;;;;32173;;
11.03.2005;;;;;;40050;40275;34425;32800;;24125;17700;;;FALSE;20;15;50;36;9;12;24;21;;;;32541;;
14.03.2005;;;;;;39500;38850;32925;31750;;23813;17450;;;FALSE;17;14;47;35;10;11;24;21;;;;34586;;
15.03.2005;;;;;;39000;37525;31800;30200;;23500;17250;;;FALSE;16;13;46;34;11;10;24;21;;;;32468;;
16.03.2005;;;;;;37350;31950;30150;28250;;23480;17200;;;FALSE;15;12;45;33;12;9;24;21;;;;31710;;
17.03.2005;;;;;;38800;33000;31500;29425;;23755;17275;;;FALSE;14;11;44;32;13;8;24;21;;;;30940;;
18.03.2005;;;;;;39475;33200;32150;29500;;24180;17450;;;FALSE;13;10;43;31;14;7;24;21;;;;31005;;
21.03.2005;;;;;;39400;33700;31725;28600;;24300;17450;;;FALSE;10;9;40;30;15;6;24;21;;;;29951;;
22.03.2005;;;;;;38600;33200;32100;28575;;24250;17650;;;FALSE;9;8;39;29;16;5;24;21;;;;28513;;
23.03.2005;;;;;;37850;32700;31550;28375;;24150;17525;;;FALSE;8;7;38;28;17;4;24;21;;;;27789;;
24.03.2005;;;;;;38225;32850;31675;28350;;24175;17450;;;FALSE;7;6;37;27;18;3;24;21;;;;25027;;
29.03.2005;;;;;;37875;32550;31450;28100;;23875;17600;;;FALSE;2;3;32;24;21;0;24;21;;;;28288;;
30.03.2005;;;;;;37075;32150;31175;27750;;23625;17475;;;FALSE;1;2;31;23;22;1;24;23;;;;30445;;
31.03.2005;;;;;;37275;31700;31050;27600;;23620;17380;;;FALSE;0;1;30;22;23;2;24;25;;;;29901;;
01.04.2005;;;;;;36883;31875;30800;27396;;23688;17488;;;TRUE;29;21;60;43;1;21;22;22;;;;29940;;
04.04.2005;;;;;;36050;31417;30300;27229;;23552;17417;;;FALSE;26;20;57;42;2;20;22;22;;;;29331;;
05.04.2005;;;;;;36021;31458;30354;27167;;23750;17417;;;FALSE;25;19;56;41;3;19;22;22;;;;29497;;
06.04.2005;;;;;;35979;31438;30500;27125;;23833;17458;;;FALSE;24;18;55;40;4;18;22;22;;;;29738;;
07.04.2005;;;;;;36208;31625;30583;27021;;23740;17458;;;FALSE;23;17;54;39;5;17;22;22;;;;29327;;
08.04.2005;;;;;;36229;32083;31146;27458;;24146;17563;;;FALSE;22;16;53;38;6;16;22;22;;;;28808;;
11.04.2005;;;;;;36458;32396;31521;27542;;24188;17667;;;FALSE;19;15;50;37;7;15;22;22;;;;28556;;
12.04.2005;;;;;;36646;32896;31792;27292;;24763;17917;;;FALSE;18;14;49;36;8;14;22;22;;;;28868;;
13.04.2005;;;;;;37083;33083;32125;27792;;24821;17971;;;FALSE;17;13;48;35;9;13;22;22;;;;28684;;
14.04.2005;;;;;;36729;32792;31833;27500;;24604;17958;;;FALSE;16;12;47;34;10;12;22;22;;;;28274;;
15.04.2005;;;;;;35604;31854;30979;27042;;24250;17854;;;FALSE;15;11;46;33;11;11;22;22;;;;28100;;
18.04.2005;;;;;;34417;30229;29458;26146;;23563;17708;;;FALSE;12;10;43;32;12;10;22;22;;;;27653;;
19.04.2005;;;;;;32471;28542;28229;25375;;23042;17500;;;FALSE;11;9;42;31;13;9;22;22;;;;27824;;
20.04.2005;;;;;;31083;27083;26604;24500;;22525;17167;;;FALSE;10;8;41;30;14;8;22;22;;;;28225;;
21.04.2005;;;;;;30271;26125;25938;24188;;22146;17104;;;FALSE;9;7;40;29;15;7;22;22;;;;26821;;
22.04.2005;;;;;;29875;26146;26000;24208;;22375;17125;;;FALSE;8;6;39;28;16;6;22;22;;;;27054;;
25.04.2005;;;;;;29438;26854;26604;24833;;22625;17167;;;FALSE;5;5;36;27;17;5;22;22;;;;27613;;
26.04.2005;;;;;;28708;25521;25521;24250;;22354;17167;;;FALSE;4;4;35;26;18;4;22;22;;;;28424;;
27.04.2005;;;;;;27000;23396;23396;22250;;20125;16646;;;FALSE;3;3;34;25;19;3;22;22;;;;30615;;
28.04.2005;;;;;;25688;23500;23354;22417;;20604;16604;;;FALSE;2;2;33;24;20;2;22;22;;;;30386;;
29.04.2005;;;;;;26396;24729;24771;23167;;21300;16708;;;FALSE;1;1;32;23;21;1;22;22;;;;30403;;
03.05.2005;;;;;;26417;25708;25708;23979;;21192;16896;;;TRUE;28;21;58;43;1;21;22;22;;;;30732;;
04.05.2005;;;;;;28146;27375;27313;24813;;22646;17000;;;FALSE;27;20;57;42;2;20;22;22;;;;31348;;
05.05.2005;;;;;;29208;27521;27563;24979;;22442;17104;;;FALSE;26;19;56;41;3;19;22;22;;;;31603;;
06.05.2005;;;;;;28604;26938;26833;24667;;22208;17008;;;FALSE;25;18;55;40;4;18;22;22;;;;30919;;
09.05.2005;;;;;;27348;25854;25583;23896;;21500;16938;;;FALSE;22;17;52;39;5;17;22;22;;;;29794;;
10.05.2005;;;;;;25604;24188;24156;22646;;20513;16542;;;FALSE;21;16;51;38;6;16;22;22;;;;29954;;
11.05.2005;;;;;;24275;22646;23063;21521;;19333;16208;;;FALSE;20;15;50;37;7;15;22;22;;;;29742;;
12.05.2005;;;;;;23975;22083;22458;20854;;19125;16042;;;FALSE;19;14;49;36;8;14;22;22;;;;29318;;
13.05.2005;;;;;;24167;21646;23188;21583;;19125;16104;;;FALSE;18;13;48;35;9;13;22;22;;;;28589;;
16.05.2005;;;;;;23458;21521;22729;20917;;18990;16146;;;FALSE;15;12;45;34;10;12;22;22;;;;28758;;
17.05.2005;;;;;;22604;21688;22396;21042;;19115;16154;;;FALSE;14;11;44;33;11;11;22;22;;;;29499;;
18.05.2005;;;;;;22167;20646;22125;20875;;18281;15896;;;FALSE;13;10;43;32;12;10;22;22;;;;29582;;
19.05.2005;;;;;;22333;20646;22354;20896;;18304;15896;;;FALSE;12;9;42;31;13;9;22;22;;;;29279;;
20.05.2005;;;;;;22375;20646;22500;20854;;18371;15938;;;FALSE;11;8;41;30;14;8;22;22;;;;28837;;
23.05.2005;;;;;;22375;20688;22250;20854;;18383;15875;;;FALSE;8;7;38;29;15;7;22;22;;;;28352;;
24.05.2005;;;;;;21333;20417;22104;20750;;17967;15729;;;FALSE;7;6;37;28;16;6;22;22;;;;27210;;
25.05.2005;;;;;;20771;20292;21917;20500;;17925;15771;;;FALSE;6;5;36;27;17;5;22;22;;;;24051;;
26.05.2005;;;;;;20750;20542;22271;20396;;17946;15813;;;FALSE;5;4;35;26;18;4;22;22;;;;24292;;
27.05.2005;;;;;;21183;21063;22563;20625;;18454;15979;;;FALSE;4;3;34;25;19;3;22;22;;;;25361;;
31.05.2005;;;;;;21496;21896;23104;20688;;18542;16104;;;FALSE;0;1;30;23;21;1;22;22;;;;25566;;
01.06.2005;;;;;;21583;21438;22750;20417;;18354;16021;;;TRUE;29;22;60;43;1;20;23;21;;;;25927;;
02.06.2005;;;;;;21917;20292;21979;20125;;18200;15813;;;FALSE;28;21;59;42;2;19;23;21;;;;26377;;
03.06.2005;;;;;;22250;20458;22125;20250;;18188;15875;;;FALSE;27;20;58;41;3;18;23;21;;;;26295;;
06.06.2005;;;;;;22354;19833;21313;19979;;17917;15729;;;FALSE;24;19;55;40;4;17;23;21;;;;25475;;
07.06.2005;;;;;;22250;19938;21188;19958;;17892;15604;;;FALSE;23;18;54;39;5;16;23;21;;;;24696;;
08.06.2005;;;;;;22104;19542;20979;19542;;17854;15583;;;FALSE;22;17;53;38;6;15;23;21;;;;24719;;
09.06.2005;;;;;;22021;19208;20417;19208;;17875;15542;;;FALSE;21;16;52;37;7;14;23;21;;;;25229;;
10.06.2005;;;;;;21950;19450;20400;19150;;17825;15550;;;FALSE;20;15;51;36;8;13;23;21;;;;25299;;
13.06.2005;;;;;;21979;19417;20292;19167;;17667;15500;;;FALSE;17;14;48;35;9;12;23;21;;;;25709;;
14.06.2005;;;;;;21750;18750;19750;18708;;17552;15354;;;FALSE;16;13;47;34;10;11;23;21;;;;26254;;
15.06.2005;;;;;;21725;18525;19425;18525;;17495;15300;;;FALSE;15;12;46;33;11;10;23;21;;;;25817;;
16.06.2005;;;;;;18313;19671;18458;17958;;17417;15250;13333;;FALSE;14;11;45;32;12;9;23;21;;;;25873;;
17.06.2005;;;;;;18417;19792;18583;18250;;17552;15313;13292;;FALSE;13;10;44;31;13;8;23;21;;;;26093;;
20.06.2005;;;;;;18729;19938;18688;18354;;17614;15396;13396;;FALSE;10;9;41;30;14;7;23;21;;;;25873;;
21.06.2005;;;;;;19104;20729;19042;18708;;17950;15563;13563;;FALSE;9;8;40;29;15;6;23;21;;;;26070;;
22.06.2005;;;;;;21583;24125;20542;20146;;19408;16271;13979;;FALSE;8;7;39;28;16;5;23;21;;;;26834;;
23.06.2005;;;;;;20950;23400;20700;20250;;19565;16275;14000;;FALSE;7;6;38;27;17;4;23;21;;;;27360;;
24.06.2005;;;;;;21010;23325;21050;20400;;19545;16250;14150;;FALSE;6;5;37;26;18;3;23;21;;;;28155;;
27.06.2005;;;;;;19604;21688;20146;19604;;18954;16133;14042;;FALSE;3;4;34;25;19;2;23;21;;;;28913;;
28.06.2005;;;;;;19000;20750;19729;19396;;18458;16104;14042;;FALSE;2;3;33;24;20;1;23;21;;;;31199;;
29.06.2005;;;;;;18625;20521;19271;18771;;17867;15896;13979;;FALSE;1;2;32;23;21;0;23;21;;;;32144;;
30.06.2005;;;;;;18180;20300;18675;19400;;17790;15680;13800;;FALSE;0;1;31;22;22;1;23;23;;;;31818;;
01.07.2005;;;;;;17355;19725;18275;18300;;17440;15600;13575;;TRUE;30;21;61;44;1;22;22;23;;;;31221;;
04.07.2005;;;;;;17085;20000;18240;18425;;17465;15600;13550;;FALSE;27;20;58;43;2;21;22;23;;;;30470;;
05.07.2005;;;;;;17092;20021;18188;18375;;17554;15563;13521;;FALSE;26;19;57;42;3;20;22;23;;;;31373;;
06.07.2005;;;;;;16813;19354;17958;18000;;17438;15500;13729;;FALSE;25;18;56;41;4;19;22;23;;;;32008;;
07.07.2005;;;;;;16938;19367;18125;18083;;17500;15500;13708;;FALSE;24;17;55;40;5;18;22;23;;;;32876;;
08.07.2005;;;;;;17563;20200;18604;18542;;18104;15583;13771;;FALSE;23;16;54;39;6;17;22;23;;;;32521;;
11.07.2005;;;;;;17583;20354;18717;18688;;18354;15675;13792;;FALSE;20;15;51;38;7;16;22;23;;;;32097;;
12.07.2005;;;;;;16521;19879;18600;18517;;18108;15604;13729;;FALSE;19;14;50;37;8;15;22;23;;;;32751;;
13.07.2005;;;;;;16646;20042;18396;18333;;18042;15688;13667;;FALSE;18;13;49;36;9;14;22;23;;;;32779;;
14.07.2005;;;;;;16563;19933;18521;18479;;18302;15729;13688;;FALSE;17;12;48;35;10;13;22;23;;;;32887;;
15.07.2005;;;;;;16479;20042;18479;18521;;18177;15646;13667;;FALSE;16;11;47;34;11;12;22;23;;;;32853;;
18.07.2005;;;;;;16417;20219;18658;18783;17042;18142;15488;13675;;FALSE;13;10;44;33;12;11;22;23;;;;32418;;
19.07.2005;;;;;;15754;18969;18229;18271;16375;17333;15225;13375;;FALSE;12;9;43;32;13;10;22;23;;;;32162;;
20.07.2005;;;;;;15317;18117;17750;17833;16146;16958;15008;13175;;FALSE;11;8;42;31;14;9;22;23;;;;31343;;
21.07.2005;;;;;;14479;16271;16646;16750;15417;16104;14500;12917;;FALSE;10;7;41;30;15;8;22;23;;;;31138;;
22.07.2005;;;;;;13967;16150;16454;16550;15521;16000;14033;12688;;FALSE;9;6;40;29;16;7;22;23;;;;30760;;
25.07.2005;;;;;;13529;15550;15979;16021;15021;15292;13742;12375;;FALSE;6;5;37;28;17;6;22;23;;;;30701;;
26.07.2005;;;;;;13200;15215;15500;15600;14905;14795;13250;12195;;FALSE;5;4;36;27;18;5;22;23;;;;29495;;
27.07.2005;;;;;;12213;13854;14479;14500;13708;13856;12750;11810;;FALSE;4;3;35;26;19;4;22;23;;;;30533;;
28.07.2005;;;;;;12188;14175;14417;14469;13542;13863;12625;11667;;FALSE;3;2;34;25;20;3;22;23;;;;30660;;
29.07.2005;;;;;;12183;14546;14854;14906;13854;14538;12708;11792;;FALSE;2;1;33;24;21;2;22;23;;;;30784;;
01.08.2005;;;;;;11829;14475;14729;14894;13921;14554;12708;11813;;TRUE;30;23;60;45;0;22;23;22;;;;31163;;
02.08.2005;;;;;;11479;13992;14625;14604;13917;14213;12688;11833;;FALSE;29;22;59;44;1;21;23;22;;;;31370;;
03.08.2005;;;;;;12583;16083;16167;15983;15063;15761;13333;12081;;FALSE;28;21;58;43;2;20;23;22;;;;30691;;
04.08.2005;;;;;;13208;16854;16875;16750;15908;16158;13638;12375;;FALSE;27;20;57;42;3;19;23;22;;;;31262;;
05.08.2005;;;;;;13708;17563;17329;17292;16233;16663;13742;12488;;FALSE;26;19;56;41;4;18;23;22;;;;31538;;
08.08.2005;;;;;;14025;17000;17188;17213;16017;16642;13521;12429;;FALSE;23;18;53;40;5;17;23;22;;;;31275;;
09.08.2005;;;;;;14096;17271;17375;17438;16033;16825;13542;12379;;FALSE;22;17;52;39;6;16;23;22;;;;30947;;
10.08.2005;;;;;;14825;18225;17850;17640;16500;17650;13840;12505;;FALSE;21;16;51;38;7;15;23;22;;;;30433;;
11.08.2005;;;;;;15729;19813;19021;18938;17656;18561;14271;12717;;FALSE;20;15;50;37;8;14;23;22;;;;30347;;
12.08.2005;;;;;;15800;19975;19375;19150;18050;18613;14425;12875;;FALSE;19;14;49;36;9;13;23;22;;;;30149;;
15.08.2005;;;;;;16208;19958;19483;19350;18396;18546;14663;12938;;FALSE;16;13;46;35;10;12;23;22;;;;29754;;
16.08.2005;;;;;;17250;20438;19958;19875;18746;18958;14825;13021;;FALSE;15;12;45;34;11;11;23;22;;;;29509;;
17.08.2005;;;;;;18700;22438;21000;20750;19263;19663;15371;13292;;FALSE;14;11;44;33;12;10;23;22;;;;29552;;
18.08.2005;;;;;;19475;22646;21063;20771;19238;19625;15402;13396;;FALSE;13;10;43;32;13;9;23;22;;;;30746;;
19.08.2005;;;;;;20200;23450;21500;21300;19660;19895;15563;13850;;FALSE;12;9;42;31;14;8;23;22;;;;30479;;
22.08.2005;;;;;;20375;23600;21963;21475;19625;19975;15925;14050;;FALSE;9;8;39;30;15;7;23;22;;;;30199;;
23.08.2005;;;;;;19325;21365;20167;19854;17833;18729;14854;13458;;FALSE;8;7;38;29;16;6;23;22;;;;28972;;
24.08.2005;;;;;;18575;20005;19300;18950;17150;17925;14500;13200;;FALSE;7;6;37;28;17;5;23;22;;;;30091;;
25.08.2005;;;;;;18475;19900;19150;18915;17150;17900;14550;13215;;FALSE;6;5;36;27;18;4;23;22;;;;31071;;
26.08.2005;;;;;;18350;19950;19300;18750;16975;18175;14525;13240;;FALSE;5;4;35;26;19;3;23;22;;;;32220;;
30.08.2005;;;;;;17979;19646;19146;18896;16938;18358;14521;13208;;FALSE;1;2;31;24;21;1;23;22;;;;32759;;
31.08.2005;;;;;;16842;18375;17896;17938;16417;17371;14000;12896;;FALSE;0;1;30;23;22;0;23;22;;;;33375;;
01.09.2005;16208;;;;;16417;17871;17583;17396;16354;17042;13938;12844;;TRUE;29;22;60;43;1;20;23;21;;;;33474;;
02.09.2005;16125;;;;;16125;18475;18192;18067;16683;17842;14208;12896;;FALSE;28;21;59;42;2;19;23;21;;;;32847;;
05.09.2005;16100;;;;;16915;18725;18625;18235;17085;18025;14075;13000;;FALSE;25;20;56;41;3;18;23;21;;;;33246;;
06.09.2005;16729;;;;;16729;20458;19854;19333;18188;19083;14313;13271;;FALSE;24;19;55;40;4;17;23;21;;;;33771;;
07.09.2005;17140;;;;;18425;21225;20400;19850;18250;19360;14700;13275;;FALSE;23;18;54;39;5;16;23;21;;;;33608;;
08.09.2005;17354;;;;;17354;21458;20583;19938;18375;19458;14708;13275;;FALSE;22;17;53;38;6;15;23;21;;;;33810;;
09.09.2005;17604;;;;;17583;22086;20938;20271;18521;19479;14792;13367;;FALSE;21;16;52;37;7;14;23;21;;;;33125;;
12.09.2005;17883;;;;;17883;22942;21188;20454;18750;19688;14667;13546;;FALSE;18;15;49;36;8;13;23;21;;;;33515;;
13.09.2005;17946;;;;;18008;22871;21250;20654;18771;19156;14333;13163;;FALSE;17;14;48;35;9;12;23;21;;;;33689;;
14.09.2005;18529;;;;;18558;22867;21288;20438;18771;19156;14438;13146;;FALSE;16;13;47;34;10;11;23;21;;;;33896;;
15.09.2005;18854;;;;;18854;23698;21729;20833;18917;19992;14854;13448;;FALSE;15;12;46;33;11;10;23;21;;;;33901;;
16.09.2005;19283;;;;;19263;23496;21323;20646;18792;19821;14775;13438;;FALSE;14;11;45;32;12;9;23;21;;;;33293;;
19.09.2005;19313;;;;;19313;23667;21344;20667;18771;19767;14879;13229;;FALSE;11;10;42;31;13;8;23;21;;;;32854;;
20.09.2005;19750;;;;;19750;24583;22204;21154;19208;20221;15125;13292;;FALSE;10;9;41;30;14;7;23;21;;;;29581;;
21.09.2005;20188;;;;;20229;24829;22521;21521;19563;20513;15333;13292;;FALSE;9;8;40;29;15;6;23;21;;;;30592;;
22.09.2005;20208;;;;;20208;24025;21917;21167;19188;19813;15229;13208;;FALSE;8;7;39;28;16;5;23;21;;;;29493;;
23.09.2005;20133;;;;;20063;22667;21354;20583;18771;19292;15104;13167;;FALSE;7;6;38;27;17;4;23;21;;;;29154;;
26.09.2005;19896;;;;;19842;21313;20604;19896;18375;19000;14667;13167;;FALSE;4;5;35;26;18;3;23;21;;;;29155;;
27.09.2005;19679;;;;;19638;21213;19946;19333;17833;18500;14563;13000;;FALSE;3;4;34;25;19;2;23;21;;;;29435;;
28.09.2005;19667;;;;;19708;21846;20292;19500;17938;19083;14792;12979;;FALSE;2;3;33;24;20;1;23;21;;;;28806;;
29.09.2005;19667;;;;;19667;22500;20729;19771;18269;19396;14729;13000;;FALSE;1;2;32;23;21;0;23;21;;;;28246;;
30.09.2005;0;;;;;0;22958;21208;19979;18656;19617;14938;13125;;FALSE;0;1;31;22;22;1;23;23;;;;27558;;
03.10.2005;23125;;;;;23979;22100;21188;19450;;20188;15229;13167;;TRUE;28;21;58;43;1;21;22;22;;;;26838;;
04.10.2005;23063;;;;;23688;21729;21042;19333;;19813;15250;13104;;FALSE;27;20;57;42;2;20;22;22;;;;25773;;
05.10.2005;23083;;;;;24104;21983;21129;19271;;19996;15375;13188;;FALSE;26;19;56;41;3;19;22;22;;;;26206;;
06.10.2005;23271;;;;;24229;21958;21054;19054;;19896;15308;13167;;FALSE;25;18;55;40;4;18;22;22;;;;26061;;
07.10.2005;23333;;;;;23875;21750;20896;19000;;19840;15313;13125;;FALSE;24;17;54;39;5;17;22;22;;;;25503;;
10.10.2005;23292;;;;;23825;21771;20917;18917;;19685;15188;13025;;FALSE;21;16;51;38;6;16;22;22;;;;25723;;
11.10.2005;23413;;;;;23954;21933;20854;18850;;19660;15233;12963;;FALSE;20;15;50;37;7;15;22;22;;;;25366;;
12.10.2005;23250;;;;;24129;22321;21063;18975;;19794;15263;12979;;FALSE;19;14;49;36;8;14;22;22;;;;25562;;
13.10.2005;23333;;;;;24146;22563;21188;18892;;19796;15263;13021;;FALSE;18;13;48;35;9;13;22;22;;;;25779;;
14.10.2005;23146;;;;;23604;21708;20708;18600;;19517;15121;12938;;FALSE;17;12;47;34;10;12;22;22;;;;25008;;
17.10.2005;22292;;;;;22021;20917;20063;18192;;19044;14875;12800;;FALSE;14;11;44;33;11;11;22;22;;;;24813;;
18.10.2005;22000;;;;;21521;19917;19000;17833;;18444;14825;12754;;FALSE;13;10;43;32;12;10;22;22;;;;23816;;
19.10.2005;21417;;;;;20646;19354;18563;17292;;17979;14663;12613;;FALSE;12;9;42;31;13;9;22;22;;;;22961;;
20.10.2005;21400;;;;;21100;19792;18917;17671;;18396;14833;12696;;FALSE;11;8;41;30;14;8;22;22;;;;19926;;
21.10.2005;21400;;;;;21504;20188;19292;17817;;18531;14842;12738;;FALSE;10;7;40;29;15;7;22;22;;;;18851;;
24.10.2005;21408;;;;;21865;20763;19792;18146;;18938;15079;12883;;FALSE;7;6;37;28;16;6;22;22;;;;17742;;
25.10.2005;21492;;;;;21979;21146;20250;18323;;19042;15125;12871;;FALSE;6;5;36;27;17;5;22;22;;;;17811;;
26.10.2005;21496;;;;;21963;21113;20213;18094;;18708;15058;12850;;FALSE;5;4;35;26;18;4;22;22;;;;17337;;
27.10.2005;21458;;;;;21604;20521;19813;17604;;18292;14900;12775;;FALSE;4;3;34;25;19;3;22;22;;;;16552;;
28.10.2005;21229;;;;;21229;19854;18808;16938;;17608;14688;12750;;FALSE;3;2;33;24;20;2;22;22;;;;16673;;
31.10.2005;0;;;;;20604;18896;18208;16646;;17458;14646;12729;;FALSE;0;1;30;23;21;1;22;22;;;;17583;;
01.11.2005;19646;;;;;19504;18692;18492;16646;16292;17442;14646;12750;;TRUE;29;22;60;44;1;21;23;22;;;;17285;;
02.11.2005;19375;;;;;19104;18250;17979;16458;16021;17250;14563;12646;;FALSE;28;21;59;43;2;20;23;22;;;;17395;;
03.11.2005;19313;;;;;19250;18688;18100;16513;16083;17408;14496;12554;;FALSE;27;20;58;42;3;19;23;22;;;;17661;;
04.11.2005;19667;;;;;19625;18654;18042;16617;16188;17504;14500;12533;;FALSE;26;19;57;41;4;18;23;22;;;;18209;;
07.11.2005;19763;;;;;19667;18458;17979;16533;16146;17229;14583;12479;;FALSE;23;18;54;40;5;17;23;22;;;;18597;;
08.11.2005;19188;;;;;18938;18050;17708;16250;16025;16819;14271;12354;;FALSE;22;17;53;39;6;16;23;22;;;;18839;;
