Row Labels;4TC_PCURMON;4TC_P+1MON;Days until M CURM;Days until M +1MON;CURM days away;1MON  days away;22;Total days;Perpetual
12/10/2015;6513;7638;19;49;3;27;;30;6626
13/10/2015;6225;7058;18;48;4;26;;30;6336
14/10/2015;5858;6592;17;47;5;25;;30;5980
15/10/2015;5829;6600;16;46;6;24;;30;5983
16/10/2015;5871;6754;15;45;7;23;;30;6077
19/10/2015;5829;6692;12;42;10;20;;30;6117
20/10/2015;5740;6590;11;41;11;19;;30;6052
21/10/2015;5655;6275;10;40;12;18;;30;5903
22/10/2015;5665;6330;9;39;13;17;;30;5953
23/10/2015;5655;6315;8;38;14;16;;30;5963
26/10/2015;5655;6245;5;35;17;13;;30;5989
27/10/2015;5660;6190;4;34;18;12;;30;5978
28/10/2015;5650;6100;3;33;19;11;;30;5935
29/10/2015;5670;5910;2;32;20;10;;30;5830
30/10/2015;5880;6090;1;31;21;9;;30;6027
02/11/2015;5650;5870;28;59;6;37;;43;5681
03/11/2015;5370;5685;27;58;5;36;;41;5408
04/11/2015;4990;5290;26;57;4;35;;39;5021
05/11/2015;4990;5370;25;56;3;34;;37;5021
06/11/2015;4870;5160;24;55;2;33;;35;4887
09/11/2015;4860;5080;21;52;1;30;;31;4867
10/11/2015;4720;4975;20;51;2;29;;31;4736
11/11/2015;4460;4760;19;50;3;28;;31;4489
12/11/2015;4350;4540;18;49;4;27;;31;4375
13/11/2015;4370;4520;17;48;5;26;;31;4394
16/11/2015;4345;4490;14;45;8;23;;31;4382
17/11/2015;4380;4460;13;44;9;22;;31;4403
18/11/2015;4310;4430;12;43;10;21;;31;4349
19/11/2015;4290;4255;11;42;11;20;;31;4278
20/11/2015;4285;4255;10;41;12;19;;31;4273
23/11/2015;4325;4415;7;38;15;16;;31;4369
24/11/2015;4275;4345;6;37;16;15;;31;4311
25/11/2015;4295;4405;5;36;17;14;;31;4355
26/11/2015;4260;4090;4;35;18;13;;31;4161
27/11/2015;4225;3985;3;34;19;12;;31;4078
30/11/2015;3970;4340;0;31;22;9;;31;4233
01/12/2015;3795;4075;30;61;8;39;;47;3843
02/12/2015;3735;3945;29;60;7;38;;45;3768
03/12/2015;3615;3890;28;59;6;37;;43;3653
04/12/2015;3600;3855;27;58;5;36;;41;3631
07/12/2015;3560;3875;24;55;2;33;;35;3578
08/12/2015;3535;3950;23;54;1;32;;33;3548
09/12/2015;3490;3905;22;53;0;31;;31;3490
10/12/2015;3380;3630;21;52;1;30;;31;3388
11/12/2015;3400;3670;20;51;2;29;;31;3417
14/12/2015;3410;3715;17;48;5;26;;31;3459
15/12/2015;3410;3805;16;47;6;25;;31;3486
16/12/2015;3430;4025;15;46;7;24;;31;3564
17/12/2015;3435;4165;14;45;8;23;;31;3623
18/12/2015;3440;4185;13;44;9;22;;31;3656
21/12/2015;3440;4195;10;41;12;19;;31;3732
22/12/2015;3420;4145;9;40;13;18;;31;3724
23/12/2015;3432;4180;8;39;14;17;;31;3770
24/12/2015;4290;4870;7;38;15;16;;31;4571
29/12/2015;4280;4840;2;33;20;11;;31;4641
30/12/2015;4250;4810;1;32;21;10;;31;4629
31/12/2015;4260;4810;0;31;22;9;;31;4650
04/01/2016;4010;4570;27;56;5;34;;39;4082
05/01/2016;3950;4430;26;55;4;33;;37;4002
06/01/2016;3795;4105;25;54;3;32;;35;3822
07/01/2016;3580;3770;24;53;2;31;;33;3592
08/01/2016;3390;3630;23;52;1;30;;31;3398
11/01/2016;3380;3745;20;49;2;27;;29;3405
12/01/2016;3375;3750;19;48;3;26;;29;3414
13/01/2016;3250;3535;18;47;4;25;;29;3289
14/01/2016;3120;3180;17;46;5;24;;29;3130
15/01/2016;3075;3225;16;45;6;23;;29;3106
18/01/2016;3150;3440;13;42;9;20;;29;3240
19/01/2016;3195;3480;12;41;10;19;;29;3293
20/01/2016;3110;3130;11;40;11;18;;29;3118
21/01/2016;3075;2965;10;39;12;17;;29;3029
22/01/2016;3080;3000;9;38;13;16;;29;3044
25/01/2016;3070;2955;6;35;16;13;;29;3007
26/01/2016;3050;2805;5;34;17;12;;29;2906
27/01/2016;3028;2595;4;33;18;11;;29;2759
28/01/2016;3000;2625;3;32;19;10;;29;2754
29/01/2016;2660;3290;2;31;20;9;;29;3094
01/02/2016;2760;3575;28;59;6;37;;43;2874
02/02/2016;2640;3530;27;58;5;36;;41;2749
03/02/2016;2740;3665;26;57;4;35;;39;2835
04/02/2016;2775;3725;25;56;3;34;;37;2852
05/02/2016;2637;3655;24;55;2;33;;35;2695
08/02/2016;2595;3585;21;52;1;30;;31;2627
09/02/2016;2515;3435;20;51;2;29;;31;2574
10/02/2016;2545;3515;19;50;3;28;;31;2639
11/02/2016;2645;3715;18;49;4;27;;31;2783
12/02/2016;2700;3820;17;48;5;26;;31;2881
15/02/2016;2725;3880;14;45;8;23;;31;3023
16/02/2016;2710;3790;13;44;9;22;;31;3024
17/02/2016;2710;3710;12;43;10;21;;31;3033
18/02/2016;2645;3495;11;42;11;20;;31;2947
19/02/2016;2620;3420;10;41;12;19;;31;2930
22/02/2016;2555;3105;7;38;15;16;;31;2821
23/02/2016;2550;3015;6;37;16;15;;31;2790
24/02/2016;2575;3095;5;36;17;14;;31;2860
25/02/2016;2580;3285;4;35;18;13;;31;2989
26/02/2016;2585;3360;3;34;19;12;;31;3060
29/02/2016;3395;4125;0;31;22;9;;31;3913
01/03/2016;3348;4135;30;60;8;38;;46;3485
02/03/2016;3450;4350;29;59;7;37;;44;3593
03/03/2016;3615;4630;28;58;6;36;;42;3760
04/03/2016;3615;4660;27;57;5;35;;40;3746
07/03/2016;3690;4960;24;54;2;32;;34;3765
08/03/2016;3830;5295;23;53;1;31;;32;3876
09/03/2016;3785;5160;22;52;0;30;;30;3785
10/03/2016;3725;4950;21;51;1;29;;30;3766
11/03/2016;3645;4645;20;50;2;28;;30;3712
14/03/2016;3610;4490;17;47;5;25;;30;3757
15/03/2016;3610;4480;16;46;6;24;;30;3784
16/03/2016;3470;4270;15;45;7;23;;30;3657
17/03/2016;3460;4230;14;44;8;22;;30;3665
18/03/2016;3465;4190;13;43;9;21;;30;3683
21/03/2016;3470;4135;10;40;12;18;;30;3736
22/03/2016;3470;4015;9;39;13;17;;30;3706
23/03/2016;3520;4290;8;38;14;16;;30;3879
24/03/2016;3525;4360;7;37;15;15;;30;3943
29/03/2016;3520;4445;2;32;20;10;;30;4137
30/03/2016;3535;4855;1;31;21;9;;30;4459
31/03/2016;4860;5110;0;30;22;8;;30;5043
01/04/2016;5065;5325;29;60;7;38;;45;5105
04/04/2016;5400;5535;26;57;4;35;;39;5414
05/04/2016;5370;5470;25;56;3;34;;37;5378
06/04/2016;5250;5280;24;55;2;33;;35;5252
07/04/2016;5020;5095;23;54;1;32;;33;5022
08/04/2016;5070;5155;22;53;0;31;;31;5070
11/04/2016;5035;5090;19;50;3;28;;31;5040
12/04/2016;5115;5115;18;49;4;27;;31;5115
13/04/2016;5285;5375;17;48;5;26;;31;5300
14/04/2016;5630;5815;16;47;6;25;;31;5666
15/04/2016;5835;6570;15;46;7;24;;31;6001
18/04/2016;5615;6175;12;43;10;21;;31;5796
19/04/2016;5590;5980;11;42;11;20;;31;5728
20/04/2016;5440;5650;10;41;12;19;;31;5521
21/04/2016;5505;5945;9;40;13;18;;31;5690
22/04/2016;5505;6125;8;39;14;17;;31;5785
25/04/2016;5480;5925;5;36;17;14;;31;5724
26/04/2016;5455;5505;4;35;18;13;;31;5484
27/04/2016;5431;5295;3;34;19;12;;31;5348
28/04/2016;5415;5215;2;33;20;11;;31;5286
29/04/2016;5100;4995;1;32;21;10;;31;5029
03/05/2016;4760;4680;28;58;6;36;;42;4749
04/05/2016;4830;4790;27;57;5;35;;40;4825
05/05/2016;5010;5010;26;56;4;34;;38;5010
06/05/2016;4845;4855;25;55;3;33;;36;4846
09/05/2016;4860;4950;22;52;0;30;;30;4860
10/05/2016;5060;5265;21;51;1;29;;30;5067
11/05/2016;5040;5285;20;50;2;28;;30;5056
12/05/2016;5040;5325;19;49;3;27;;30;5069
13/05/2016;5005;5375;18;48;4;26;;30;5054
16/05/2016;5000;5405;15;45;7;23;;30;5095
17/05/2016;4920;5165;14;44;8;22;;30;4985
18/05/2016;4900;5140;13;43;9;21;;30;4972
19/05/2016;4950;5290;12;42;10;20;;30;5063
20/05/2016;4950;5200;11;41;11;19;;30;5042
23/05/2016;4895;5070;8;38;14;16;;30;4977
24/05/2016;4857;4975;7;37;15;15;;30;4916
25/05/2016;4835;4855;6;36;16;14;;30;4846
26/05/2016;4823;4940;5;35;17;13;;30;4889
27/05/2016;4823;4995;4;34;18;12;;30;4926
31/05/2016;4920;4895;0;30;22;8;;30;4902
01/06/2016;4675;4705;29;60;7;38;;45;4680
02/06/2016;4620;4670;28;59;6;37;;43;4627
03/06/2016;4460;4530;27;58;5;36;;41;4469
06/06/2016;4460;4595;24;55;2;33;;35;4468
07/06/2016;4480;4710;23;54;1;32;;33;4487
08/06/2016;4630;4875;22;53;0;31;;31;4630
09/06/2016;4655;4945;21;52;1;30;;31;4664
10/06/2016;4635;4960;20;51;2;29;;31;4656
13/06/2016;4550;4735;17;48;5;26;;31;4580
14/06/2016;4525;4735;16;47;6;25;;31;4566
15/06/2016;4530;4850;15;46;7;24;;31;4602
16/06/2016;4520;4830;14;45;8;23;;31;4600
17/06/2016;4500;4750;13;44;9;22;;31;4573
20/06/2016;4505;4765;10;41;12;19;;31;4606
21/06/2016;4475;4830;9;40;13;18;;31;4624
22/06/2016;4492;4920;8;39;14;17;;31;4685
23/06/2016;4503;5060;7;38;15;16;;31;4773
24/06/2016;4505;5060;6;37;16;15;;31;4791
27/06/2016;4510;5250;3;34;19;12;;31;4964
28/06/2016;4520;5360;2;33;20;11;;31;5062
29/06/2016;4530;5770;1;32;21;10;;31;5370
30/06/2016;6060;6130;0;31;22;9;;31;6110
01/07/2016;6140;6265;30;61;8;39;;47;6161
04/07/2016;6175;6290;27;58;5;36;;41;6189
05/07/2016;6175;6320;26;57;4;35;;39;6190
06/07/2016;6490;6520;25;56;3;34;;37;6492
07/07/2016;6375;6430;24;55;2;33;;35;6378
08/07/2016;6475;6490;23;54;1;32;;33;6475
11/07/2016;6380;6420;20;51;2;29;;31;6383
12/07/2016;6375;6420;19;50;3;28;;31;6379
13/07/2016;6505;6645;18;49;4;27;;31;6523
14/07/2016;6720;6980;17;48;5;26;;31;6762
15/07/2016;6795;7020;16;47;6;25;;31;6839
18/07/2016;6635;6770;13;44;9;22;;31;6674
19/07/2016;6470;6525;12;43;10;21;;31;6488
20/07/2016;6445;6365;11;42;11;20;;31;6417
21/07/2016;6395;6035;10;41;12;19;;31;6256
22/07/2016;6365;5795;9;40;13;18;;31;6126
25/07/2016;6400;5760;6;37;16;15;;31;6070
26/07/2016;6413;5663;5;36;17;14;;31;6002
27/07/2016;6406;5500;4;35;18;13;;31;5880
28/07/2016;6394;5365;3;34;19;12;;31;5763
29/07/2016;5265;5445;2;33;20;11;;31;5381
01/08/2016;5240;5405;30;60;8;38;;46;5269
02/08/2016;5535;5780;29;59;7;37;;44;5574
03/08/2016;5520;5875;28;58;6;36;;42;5571
04/08/2016;5425;5855;27;57;5;35;;40;5479
05/08/2016;5550;6140;26;56;4;34;;38;5612
08/08/2016;5580;6270;23;53;1;31;;32;5602
09/08/2016;5530;6295;22;52;0;30;;30;5530
10/08/2016;5680;6545;21;51;1;29;;30;5709
11/08/2016;5680;6550;20;50;2;28;;30;5738
12/08/2016;5660;6490;19;49;3;27;;30;5743
15/08/2016;5620;6480;16;46;6;24;;30;5792
16/08/2016;5475;6235;15;45;7;23;;30;5652
17/08/2016;5515;6350;14;44;8;22;;30;5738
18/08/2016;5570;6425;13;43;9;21;;30;5827
19/08/2016;5570;6370;12;42;10;20;;30;5837
22/08/2016;5525;6200;9;39;13;17;;30;5818
23/08/2016;5510;6040;8;38;14;16;;30;5757
24/08/2016;5490;6010;7;37;15;15;;30;5750
25/08/2016;5485;6010;6;36;16;14;;30;5765
26/08/2016;5440;5860;5;35;17;13;;30;5678
30/08/2016;5445;5655;1;31;21;9;;30;5592
31/08/2016;5560;6285;0;30;22;8;;30;6092
01/09/2016;5600;6380;29;60;7;38;;45;5721
02/09/2016;5650;6475;28;59;6;37;;43;5765
05/09/2016;5635;6545;25;56;3;34;;37;5709
06/09/2016;5700;6640;24;55;2;33;;35;5754
07/09/2016;5755;6890;23;54;1;32;;33;5789
08/09/2016;5655;6745;22;53;0;31;;31;5655
09/09/2016;5650;6705;21;52;1;30;;31;5684
12/09/2016;5560;6595;18;49;4;27;;31;5694
13/09/2016;5395;6385;17;48;5;26;;31;5555
14/09/2016;5325;6240;16;47;6;25;;31;5502
15/09/2016;5420;6515;15;46;7;24;;31;5667
16/09/2016;5385;6565;14;45;8;23;;31;5690
19/09/2016;5385;6665;11;42;11;20;;31;5839
20/09/2016;5320;6535;10;41;12;19;;31;5790
21/09/2016;5395;6790;9;40;13;18;;31;5980
22/09/2016;5435;6920;8;39;14;17;;31;6106
23/09/2016;5415;6845;7;38;15;16;;31;6107
26/09/2016;5400;6755;4;35;18;13;;31;6187
27/09/2016;5400;6620;3;34;19;12;;31;6148
28/09/2016;5390;6185;2;33;20;11;;31;5903
29/09/2016;5390;6150;1;32;21;10;;31;5905
30/09/2016;6170;6480;0;31;22;9;;31;6390
03/10/2016;6115;6475;28;58;6;36;;42;6166
04/10/2016;6185;6555;27;57;5;35;;40;6231
05/10/2016;6150;6655;26;56;4;34;;38;6203
06/10/2016;6240;6800;25;55;3;33;;36;6287
07/10/2016;6255;6860;24;54;2;32;;34;6291
10/10/2016;6260;6970;21;51;1;29;;30;6284
11/10/2016;6205;6905;20;50;2;28;;30;6252
12/10/2016;6235;6915;19;49;3;27;;30;6303
13/10/2016;6360;7125;18;48;4;26;;30;6462
14/10/2016;6400;7115;17;47;5;25;;30;6519
17/10/2016;6475;7145;14;44;8;22;;30;6654
18/10/2016;6570;7345;13;43;9;21;;30;6803
19/10/2016;6590;7265;12;42;10;20;;30;6815
20/10/2016;6505;7055;11;41;11;19;;30;6707
21/10/2016;6515;7045;10;40;12;18;;30;6727
24/10/2016;6525;7040;7;37;15;15;;30;6783
25/10/2016;6535;7020;6;36;16;14;;30;6794
26/10/2016;6545;7130;5;35;17;13;;30;6877
27/10/2016;6535;7100;4;34;18;12;;30;6874
28/10/2016;6545;7145;3;33;19;11;;30;6925
31/10/2016;7100;6425;0;30;22;8;;30;6605
01/11/2016;6875;6320;29;60;7;38;;45;6789
02/11/2016;6760;6320;28;59;6;37;;43;6699
03/11/2016;6990;6585;27;58;5;36;;41;6941
04/11/2016;7060;6695;26;57;4;35;;39;7023
07/11/2016;7170;6865;23;54;1;32;;33;7161
08/11/2016;7420;7110;22;53;0;31;;31;7420
09/11/2016;7530;7200;21;52;1;30;;31;7519
10/11/2016;7860;7725;20;51;2;29;;31;7851
11/11/2016;8365;8335;19;50;3;28;;31;8362
14/11/2016;8470;8270;16;47;6;25;;31;8431
15/11/2016;8815;8845;15;46;7;24;;31;8822
16/11/2016;9080;9400;14;45;8;23;;31;9163
17/11/2016;9150;9390;13;44;9;22;;31;9220
18/11/2016;9120;9325;12;43;10;21;;31;9186
21/11/2016;8960;8820;9;40;13;18;;31;8901
22/11/2016;9030;9080;8;39;14;17;;31;9053
23/11/2016;9120;9370;7;38;15;16;;31;9241
24/11/2016;9105;9060;6;37;16;15;;31;9082
25/11/2016;9110;9105;5;36;17;14;;31;9107
28/11/2016;9195;9785;2;33;20;11;;31;9576
29/11/2016;9245;10360;1;32;21;10;;31;10000
30/11/2016;10710;8325;0;31;22;9;;31;9017
01/12/2016;10660;8230;30;61;8;39;;47;10246
02/12/2016;11010;8720;29;60;7;38;;45;10654
05/12/2016;11620;9570;26;57;4;35;;39;11410
06/12/2016;11600;8990;25;56;3;34;;37;11388
07/12/2016;11325;8360;24;55;2;33;;35;11156
08/12/2016;11110;7840;23;54;1;32;;33;11011
09/12/2016;11100;7850;22;53;0;31;;31;11100
12/12/2016;11140;8020;19;50;3;28;;31;10838
13/12/2016;10990;7725;18;49;4;27;;31;10569
14/12/2016;10400;6830;17;48;5;26;;31;9824
15/12/2016;10400;6794;16;47;6;25;;31;9702
16/12/2016;10330;6655;15;46;7;24;;31;9500
19/12/2016;10290;6460;12;43;10;21;;31;9055
20/12/2016;10290;6350;11;42;11;20;;31;8892
21/12/2016;10270;6335;10;41;12;19;;31;8747
22/12/2016;10260;6280;9;40;13;18;;31;8591
23/12/2016;6415;6270;8;39;14;17;;31;6350
03/01/2017;6795;6690;28;56;6;34;;40;6779
04/01/2017;6840;6855;27;55;5;33;;38;6842
05/01/2017;7360;7265;26;54;4;32;;36;7349
06/01/2017;7550;7410;25;53;3;31;;34;7538
09/01/2017;7490;7320;22;50;0;28;;28;7490
10/01/2017;7550;7325;21;49;1;27;;28;7542
11/01/2017;7525;7190;20;48;2;26;;28;7501
12/01/2017;7315;6800;19;47;3;25;;28;7260
13/01/2017;7305;6780;18;46;4;24;;28;7230
16/01/2017;7370;6880;15;43;7;21;;28;7248
17/01/2017;7305;6705;14;42;8;20;;28;7134
18/01/2017;7330;6780;13;41;9;19;;28;7153
19/01/2017;7335;6835;12;40;10;18;;28;7156
20/01/2017;7385;7085;11;39;11;17;;28;7267
23/01/2017;7455;7260;8;36;14;14;;28;7358
24/01/2017;7560;7415;7;35;15;13;;28;7482
25/01/2017;7595;7790;6;34;16;12;;28;7706
26/01/2017;7620;7620;5;33;17;11;;28;7620
27/01/2017;7600;7570;4;32;18;10;;28;7581
30/01/2017;7610;7515;1;29;21;7;;28;7539
31/01/2017;7425;7770;0;28;22;6;;28;7696
01/02/2017;7625;8085;27;58;5;36;;41;7681
02/02/2017;7780;8370;26;57;4;35;;39;7841
03/02/2017;7850;8670;25;56;3;34;;37;7916
06/02/2017;7830;8690;22;53;0;31;;31;7830
07/02/2017;7470;8090;21;52;1;30;;31;7490
08/02/2017;7525;8370;20;51;2;29;;31;7580
09/02/2017;7555;8410;19;50;3;28;;31;7638
10/02/2017;7525;8405;18;49;4;27;;31;7639
13/02/2017;7670;8605;15;46;7;24;;31;7881
14/02/2017;7405;8200;14;45;8;23;;31;7610
15/02/2017;7260;7990;13;44;9;22;;31;7472
16/02/2017;7240;7965;12;43;10;21;;31;7474
17/02/2017;7340;8180;11;42;11;20;;31;7638
20/02/2017;7360;8445;8;39;14;17;;31;7850
21/02/2017;7405;8495;7;38;15;16;;31;7932
22/02/2017;7455;8635;6;37;16;15;;31;8064
23/02/2017;7510;8940;5;36;17;14;;31;8294
24/02/2017;7495;9060;4;35;18;13;;31;8404
27/02/2017;7460;8870;1;32;21;10;;31;8415
28/02/2017;9330;10210;0;31;22;9;;31;9955
01/03/2017;9920;10610;30;60;8;38;;46;10040
02/03/2017;10025;10670;29;59;7;37;;44;10128
03/03/2017;10295;10925;28;58;6;36;;42;10385
06/03/2017;10470;11330;25;55;3;33;;36;10542
07/03/2017;10410;11270;24;54;2;32;;34;10461
08/03/2017;9860;10530;23;53;1;31;;32;9881
09/03/2017;9920;10540;22;52;0;30;;30;9920
10/03/2017;9790;10280;21;51;1;29;;30;9806
13/03/2017;9745;10400;18;48;4;26;;30;9832
14/03/2017;9605;10155;17;47;5;25;;30;9697
15/03/2017;9425;9860;16;46;6;24;;30;9512
16/03/2017;9270;9970;15;45;7;23;;30;9433
17/03/2017;9190;9880;14;44;8;22;;30;9374
20/03/2017;9160;9840;11;41;11;19;;30;9409
21/03/2017;9255;10435;10;40;12;18;;30;9727
22/03/2017;9250;10450;9;39;13;17;;30;9770
23/03/2017;9380;11480;8;38;14;16;;30;10360
24/03/2017;9480;11825;7;37;15;15;;30;10653
27/03/2017;9520;11900;4;34;18;12;;30;10948
28/03/2017;9510;11610;3;33;19;11;;30;10840
29/03/2017;9535;11815;2;32;20;10;;30;11055
30/03/2017;9530;11480;1;31;21;9;;30;10895
31/03/2017;11770;11310;0;30;22;8;;30;11433
03/04/2017;11360;11160;27;58;5;36;;41;11336
04/04/2017;10810;11120;26;57;4;35;;39;10842
05/04/2017;11410;11775;25;56;3;34;;37;11440
06/04/2017;12400;12770;24;55;2;33;;35;12421
07/04/2017;12550;12780;23;54;1;32;;33;12557
10/04/2017;12480;12850;20;51;2;29;;31;12504
11/04/2017;12630;13100;19;50;3;28;;31;12675
12/04/2017;12390;12650;18;49;4;27;;31;12424
13/04/2017;12500;12740;17;48;5;26;;31;12539
18/04/2017;12040;11420;12;43;10;21;;31;11840
19/04/2017;12040;11270;11;42;11;20;;31;11767
20/04/2017;11820;10330;10;41;12;19;;31;11243
21/04/2017;11840;10405;9;40;13;18;;31;11238
24/04/2017;11840;10455;6;37;16;15;;31;11125
25/04/2017;11800;10360;5;36;17;14;;31;11010
26/04/2017;11720;9860;4;35;18;13;;31;10640
27/04/2017;11640;9560;3;34;19;12;;31;10365
28/04/2017;8920;9115;2;33;20;11;;31;9046
02/05/2017;8660;8820;29;59;7;37;;44;8685
03/05/2017;8430;8595;28;58;6;36;;42;8454
04/05/2017;8310;8450;27;57;5;35;;40;8328
05/05/2017;8500;8810;26;56;4;34;;38;8533
08/05/2017;8630;8970;23;53;1;31;;32;8641
09/05/2017;8675;9190;22;52;0;30;;30;8675
10/05/2017;8605;9175;21;51;1;29;;30;8624
11/05/2017;8350;8870;20;50;2;28;;30;8385
12/05/2017;7980;8120;19;49;3;27;;30;7994
15/05/2017;7705;7535;16;46;6;24;;30;7671
16/05/2017;7665;7480;15;45;7;23;;30;7622
17/05/2017;7485;6955;14;44;8;22;;30;7344
18/05/2017;7540;7280;13;43;9;21;;30;7462
19/05/2017;7510;7245;12;42;10;20;;30;7422
22/05/2017;7590;7505;9;39;13;17;;30;7553
23/05/2017;7560;7545;8;38;14;16;;30;7553
24/05/2017;7500;7300;7;37;15;15;;30;7400
25/05/2017;7500;7330;6;36;16;14;;30;7409
26/05/2017;7500;7320;5;35;17;13;;30;7398
30/05/2017;7490;7140;1;31;21;9;;30;7245
31/05/2017;6835;7460;0;30;22;8;;30;7293
01/06/2017;6425;6950;29;60;7;38;;45;6507
02/06/2017;6455;7100;28;59;6;37;;43;6545
05/06/2017;6420;7115;25;56;3;34;;37;6476
06/06/2017;6505;7370;24;55;2;33;;35;6554
07/06/2017;6800;7850;23;54;1;32;;33;6832
08/06/2017;6980;8280;22;53;0;31;;31;6980
09/06/2017;7150;8430;21;52;1;30;;31;7191
12/06/2017;7190;8490;18;49;4;27;;31;7358
13/06/2017;7380;8785;17;48;5;26;;31;7607
14/06/2017;7595;8875;16;47;6;25;;31;7843
15/06/2017;7340;8410;15;46;7;24;;31;7582
16/06/2017;7380;8575;14;45;8;23;;31;7688
19/06/2017;7510;8975;11;42;11;20;;31;8030
20/06/2017;7550;9125;10;41;12;19;;31;8160
21/06/2017;7660;9775;9;40;13;18;;31;8547
22/06/2017;7690;9655;8;39;14;17;;31;8577
23/06/2017;7685;9700;7;38;15;16;;31;8660
26/06/2017;7625;9310;4;35;18;13;;31;8603
27/06/2017;7645;9440;3;34;19;12;;31;8745
28/06/2017;7590;8960;2;33;20;11;;31;8474
29/06/2017;7530;8470;1;32;21;10;;31;8167
30/06/2017;8780;8640;0;31;22;9;;31;8681
03/07/2017;8930;8750;28;59;6;37;;43;8905
04/07/2017;8950;8620;27;58;5;36;;41;8910
05/07/2017;8930;8740;26;57;4;35;;39;8911
06/07/2017;8950;8810;25;56;3;34;;37;8939
07/07/2017;9050;8950;24;55;2;33;;35;9044
10/07/2017;9100;9170;21;52;1;30;;31;9102
11/07/2017;9170;9680;20;51;2;29;;31;9203
12/07/2017;9240;10060;19;50;3;28;;31;9319
13/07/2017;9255;10110;18;49;4;27;;31;9365
14/07/2017;9380;10120;17;48;5;26;;31;9499
17/07/2017;9440;10170;14;45;8;23;;31;9628
18/07/2017;9390;9910;13;44;9;22;;31;9541
19/07/2017;9390;9760;12;43;10;21;;31;9509
20/07/2017;9370;9645;11;42;11;20;;31;9468
21/07/2017;9300;9360;10;41;12;19;;31;9323
24/07/2017;9210;9215;7;38;15;16;;31;9212
25/07/2017;9175;9060;6;37;16;15;;31;9116
26/07/2017;9095;8570;5;36;17;14;;31;8807
27/07/2017;9100;8630;4;35;18;13;;31;8827
28/07/2017;9105;8615;3;34;19;12;;31;8805
31/07/2017;9155;9685;0;31;22;9;;31;9531
01/08/2017;9410;9870;30;60;8;38;;46;9490
02/08/2017;9545;9905;29;59;7;37;;44;9602
03/08/2017;9590;9875;28;58;6;36;;42;9631
04/08/2017;9560;9835;27;57;5;35;;40;9594
07/08/2017;9390;9735;24;54;2;32;;34;9410
08/08/2017;9640;10050;23;53;1;31;;32;9653
09/08/2017;9790;10075;22;52;0;30;;30;9790
10/08/2017;9970;10470;21;51;1;29;;30;9987
11/08/2017;10135;10485;20;50;2;28;;30;10158
14/08/2017;10030;10320;17;47;5;25;;30;10078
15/08/2017;10150;10690;16;46;6;24;;30;10258
16/08/2017;10315;11045;15;45;7;23;;30;10485
17/08/2017;10300;10820;14;44;8;22;;30;10439
18/08/2017;10240;10795;13;43;9;21;;30;10407
21/08/2017;10120;10610;10;40;12;18;;30;10316
22/08/2017;10060;10350;9;39;13;17;;30;10186
23/08/2017;9910;10020;8;38;14;16;;30;9961
24/08/2017;9900;10110;7;37;15;15;;30;10005
25/08/2017;9910;10260;6;36;16;14;;30;10097
29/08/2017;9900;10100;2;32;20;10;;30;10033
30/08/2017;9910;10170;1;31;21;9;;30;10092
31/08/2017;10640;12040;0;30;22;8;;30;11667
01/09/2017;10910;12380;29;60;7;38;;45;11139
04/09/2017;11450;12760;26;57;4;35;;39;11584
05/09/2017;11160;12310;25;56;3;34;;37;11253
06/09/2017;11300;12590;24;55;2;33;;35;11374
07/09/2017;11480;12680;23;54;1;32;;33;11516
08/09/2017;11360;12470;22;53;0;31;;31;11360
11/09/2017;11430;12510;19;50;3;28;;31;11535
12/09/2017;11490;12620;18;49;4;27;;31;11636
13/09/2017;11760;12930;17;48;5;26;;31;11949
14/09/2017;11740;13080;16;47;6;25;;31;11999
15/09/2017;11695;12960;15;46;7;24;;31;11981
18/09/2017;11600;12730;12;43;10;21;;31;11965
19/09/2017;11520;12560;11;42;11;20;;31;11889
20/09/2017;11500;12510;10;41;12;19;;31;11891
21/09/2017;11470;12395;9;40;13;18;;31;11858
22/09/2017;11430;12185;8;39;14;17;;31;11771
25/09/2017;11380;11960;5;36;17;14;;31;11698
26/09/2017;11357;11640;4;35;18;13;;31;11521
27/09/2017;11315;11430;3;34;19;12;;31;11385
28/09/2017;11323;11170;2;33;20;11;;31;11224
29/09/2017;11013;11631;1;32;21;10;;31;11432
02/10/2017;11050;11670;29;59;7;37;;44;11149
03/10/2017;11410;12160;28;58;6;36;;42;11517
04/10/2017;11940;12870;27;57;5;35;;40;12056
05/10/2017;12215;12760;26;56;4;34;;38;12272
06/10/2017;12195;12640;25;55;3;33;;36;12232
09/10/2017;12000;12260;22;52;0;30;;30;12000
10/10/2017;12230;12460;21;51;1;29;;30;12238
11/10/2017;12610;12870;20;50;2;28;;30;12627
12/10/2017;12630;13090;19;49;3;27;;30;12676
13/10/2017;12860;13410;18;48;4;26;;30;12933
16/10/2017;12825;13750;15;45;7;23;;30;13041
17/10/2017;12395;13045;14;44;8;22;;30;12568
18/10/2017;12380;13090;13;43;9;21;;30;12593
19/10/2017;12520;13530;12;42;10;20;;30;12857
20/10/2017;12355;13220;11;41;11;19;;30;12672
23/10/2017;12370;13280;8;38;14;16;;30;12795
24/10/2017;12320;12960;7;37;15;15;;30;12640
25/10/2017;12245;12520;6;36;16;14;;30;12392
26/10/2017;12215;12620;5;35;17;13;;30;12445
27/10/2017;12230;12730;4;34;18;12;;30;12530
