Row Labels;4TC_PCURMON;4TC_P+1MON;Days until M CURM;Days until M +1MON;CURM days away;1MON  days away;22;Total days;Perpetual
12/09/2011;13664;13871;18;49;4;27;;31;13691
13/09/2011;13657;13818;17;48;5;26;;31;13683
14/09/2011;13784;14032;16;47;6;25;;31;13832
15/09/2011;13719;13936;15;46;7;24;;31;13768
16/09/2011;13586;13864;14;45;8;23;;31;13658
19/09/2011;13557;13839;11;42;11;20;;31;13657
20/09/2011;13550;13764;10;41;12;19;;31;13633
21/09/2011;13393;13414;9;40;13;18;;31;13402
22/09/2011;13325;13313;8;39;14;17;;31;13320
23/09/2011;13417;13558;7;38;15;16;;31;13485
26/09/2011;13425;13571;4;35;18;13;;31;13510
27/09/2011;13446;13879;3;34;19;12;;31;13711
28/09/2011;13423;13936;2;33;20;11;;31;13754
29/09/2011;13436;14023;1;32;21;10;;31;13834
30/09/2011;14033;13421;0;31;22;9;;31;13599
03/10/2011;14000;13354;28;58;6;36;;42;13908
04/10/2011;14350;13557;27;57;5;35;;40;14251
05/10/2011;14729;13736;26;56;4;34;;38;14624
06/10/2011;14986;14043;25;55;3;33;;36;14907
07/10/2011;15154;14236;24;54;2;32;;34;15100
10/10/2011;15300;14300;21;51;1;29;;30;15267
11/10/2011;15607;14596;20;50;2;28;;30;15540
12/10/2011;15750;14764;19;49;3;27;;30;15651
13/10/2011;15800;14757;18;48;4;26;;30;15661
14/10/2011;16021;15043;17;47;5;25;;30;15858
17/10/2011;15871;14964;14;44;8;22;;30;15629
18/10/2011;15700;14600;13;43;9;21;;30;15370
19/10/2011;15639;14393;12;42;10;20;;30;15224
20/10/2011;15611;14271;11;41;11;19;;30;15120
21/10/2011;15529;14154;10;40;12;18;;30;14979
24/10/2011;15557;14389;7;37;15;15;;30;14973
25/10/2011;15559;14571;6;36;16;14;;30;15032
26/10/2011;15566;14432;5;35;17;13;;30;14923
27/10/2011;15521;14350;4;34;18;12;;30;14818
28/10/2011;15564;14486;3;33;19;11;;30;14881
31/10/2011;14443;12618;0;30;22;8;;30;13105
01/11/2011;14189;12346;29;60;7;38;;45;13902
02/11/2011;14208;12488;28;59;6;37;;43;13968
03/11/2011;14004;12204;27;58;5;36;;41;13784
04/11/2011;13743;12071;26;57;4;35;;39;13572
07/11/2011;13693;12021;23;54;1;32;;33;13642
08/11/2011;13971;12336;22;53;0;31;;31;13971
09/11/2011;14307;12700;21;52;1;30;;31;14255
10/11/2011;14436;12904;20;51;2;29;;31;14337
11/11/2011;14339;12821;19;50;3;28;;31;14192
14/11/2011;14414;12900;16;47;6;25;;31;14121
15/11/2011;14561;13154;15;46;7;24;;31;14243
16/11/2011;14663;13317;14;45;8;23;;31;14316
17/11/2011;14543;13343;13;44;9;22;;31;14195
18/11/2011;14536;13425;12;43;10;21;;31;14178
21/11/2011;14471;13414;9;40;13;18;;31;14028
22/11/2011;14471;13293;8;39;14;17;;31;13939
23/11/2011;14471;12983;7;38;15;16;;31;13751
24/11/2011;14475;13121;6;37;16;15;;31;13776
25/11/2011;14442;13192;5;36;17;14;;31;13757
28/11/2011;14389;13121;2;33;20;11;;31;13571
29/11/2011;14387;13236;1;32;21;10;;31;13607
30/11/2011;13042;11300;0;31;22;9;;31;11806
01/12/2011;12958;11183;30;61;8;39;;47;12656
02/12/2011;13072;11135;29;60;7;38;;45;12771
05/12/2011;13121;11346;26;57;4;35;;39;12939
06/12/2011;13293;11693;25;56;3;34;;37;13163
07/12/2011;13493;12011;24;55;2;33;;35;13408
08/12/2011;13561;12107;23;54;1;32;;33;13517
09/12/2011;13589;12143;22;53;0;31;;31;13589
12/12/2011;13736;12136;19;50;3;28;;31;13581
13/12/2011;13700;12079;18;49;4;27;;31;13491
14/12/2011;13921;12471;17;48;5;26;;31;13687
15/12/2011;13893;12700;16;47;6;25;;31;13662
16/12/2011;13900;12783;15;46;7;24;;31;13648
19/12/2011;13900;12770;12;43;10;21;;31;13535
20/12/2011;13883;12683;11;42;11;20;;31;13457
21/12/2011;13836;12482;10;41;12;19;;31;13312
22/12/2011;13838;12071;9;40;13;18;;31;13097
23/12/2011;11783;11408;8;39;14;17;;31;11614
28/12/2011;11708;11375;3;34;19;12;;31;11504
29/12/2011;11633;11358;2;33;20;11;;31;11456
30/12/2011;11613;11325;1;32;21;10;;31;11418
03/01/2012;11875;11400;28;57;6;35;;41;11805
04/01/2012;11886;11357;27;56;5;34;;39;11818
05/01/2012;11336;11039;26;55;4;33;;37;11304
06/01/2012;11275;10767;25;54;3;32;;35;11231
09/01/2012;11229;10700;22;51;0;29;;29;11229
10/01/2012;10993;10457;21;50;1;28;;29;10975
11/01/2012;10668;10050;20;49;2;27;;29;10625
12/01/2012;10525;9721;19;48;3;26;;29;10442
13/01/2012;10486;9764;18;47;4;25;;29;10386
16/01/2012;10200;9654;15;44;7;22;;29;10068
17/01/2012;9971;9500;14;43;8;21;;29;9841
18/01/2012;9843;9221;13;42;9;20;;29;9650
19/01/2012;9836;9307;12;41;10;19;;29;9654
20/01/2012;9836;9586;11;40;11;18;;29;9741
23/01/2012;9793;9536;8;37;14;15;;29;9669
24/01/2012;9700;9107;7;36;15;14;;29;9393
25/01/2012;9636;8764;6;35;16;13;;29;9155
26/01/2012;9568;8436;5;34;17;12;;29;8904
27/01/2012;9464;8157;4;33;18;11;;29;8653
30/01/2012;9364;7807;1;30;21;8;;29;8237
31/01/2012;7271;9514;0;29;22;7;;29;8973
01/02/2012;6914;9107;28;59;6;37;;43;7220
02/02/2012;7132;9761;27;58;5;36;;41;7453
03/02/2012;7708;10333;26;57;4;35;;39;7977
06/02/2012;7314;10100;23;54;1;32;;33;7398
07/02/2012;7439;10421;22;53;0;31;;31;7439
08/02/2012;8108;11429;21;52;1;30;;31;8215
09/02/2012;8571;11861;20;51;2;29;;31;8783
10/02/2012;8675;12275;19;50;3;28;;31;9023
13/02/2012;8000;11000;16;47;6;25;;31;8581
14/02/2012;7646;10471;15;46;7;24;;31;8284
15/02/2012;7464;9907;14;45;8;23;;31;8094
16/02/2012;7467;10125;13;44;9;22;;31;8239
17/02/2012;7271;9882;12;43;10;21;;31;8113
20/02/2012;7096;9408;9;40;13;18;;31;8066
21/02/2012;7014;9086;8;39;14;17;;31;7950
22/02/2012;6967;8796;7;38;15;16;;31;7852
23/02/2012;6936;9021;6;37;16;15;;31;8012
24/02/2012;6924;9164;5;36;17;14;;31;8152
27/02/2012;6900;9129;2;33;20;11;;31;8338
28/02/2012;6864;8593;1;32;21;10;;31;8035
29/02/2012;8432;10443;0;31;22;9;;31;9859
01/03/2012;8711;10700;30;60;8;38;;46;9057
02/03/2012;8521;10618;29;59;7;37;;44;8855
05/03/2012;8311;10439;26;56;4;34;;38;8535
06/03/2012;7814;9979;25;55;3;33;;36;7994
07/03/2012;8021;10361;24;54;2;32;;34;8159
08/03/2012;8157;10575;23;53;1;31;;32;8233
09/03/2012;8158;10667;22;52;0;30;;30;8158
12/03/2012;7993;10304;19;49;3;27;;30;8224
13/03/2012;7829;10064;18;48;4;26;;30;8127
14/03/2012;7757;9800;17;47;5;25;;30;8098
15/03/2012;7900;10200;16;46;6;24;;30;8360
16/03/2012;7818;10014;15;45;7;23;;30;8330
19/03/2012;7786;9943;12;42;10;20;;30;8505
20/03/2012;7786;9957;11;41;11;19;;30;8582
21/03/2012;7811;9932;10;40;12;18;;30;8659
22/03/2012;7771;9893;9;39;13;17;;30;8691
23/03/2012;7708;9567;8;38;14;16;;30;8576
26/03/2012;7629;9379;5;35;17;13;;30;8621
27/03/2012;7607;9057;4;34;18;12;;30;8477
28/03/2012;7643;9514;3;33;19;11;;30;8828
29/03/2012;7664;9650;2;32;20;10;;30;8988
30/03/2012;9667;9917;1;31;21;9;;30;9842
02/04/2012;9325;9600;28;59;6;37;;43;9363
03/04/2012;9121;9432;27;58;5;36;;41;9159
04/04/2012;9136;9532;26;57;4;35;;39;9177
05/04/2012;9171;9693;25;56;3;34;;37;9213
10/04/2012;9164;9961;20;51;2;29;;31;9215
11/04/2012;9211;10504;19;50;3;28;;31;9336
12/04/2012;9246;10504;18;49;4;27;;31;9408
13/04/2012;9371;10746;17;48;5;26;;31;9593
16/04/2012;9529;10757;14;45;8;23;;31;9846
17/04/2012;9714;11275;13;44;9;22;;31;10167
18/04/2012;9796;11564;12;43;10;21;;31;10366
19/04/2012;10107;11871;11;42;11;20;;31;10733
20/04/2012;10325;12507;10;41;12;19;;31;11170
23/04/2012;10389;12350;7;38;15;16;;31;11338
24/04/2012;10543;12550;6;37;16;15;;31;11579
25/04/2012;10593;13143;5;36;17;14;;31;11991
26/04/2012;10493;12621;4;35;18;13;;31;11729
27/04/2012;10496;12133;3;34;19;12;;31;11499
30/04/2012;12007;9936;0;31;22;9;;31;10537
01/05/2012;11975;9967;30;60;8;38;;46;11626
02/05/2012;12614;10521;29;59;7;37;;44;12281
03/05/2012;11707;9829;28;58;6;36;;42;11439
04/05/2012;11321;9575;27;57;5;35;;40;11103
08/05/2012;10864;9279;23;53;1;31;;32;10814
09/05/2012;11029;9486;22;52;0;30;;30;11029
10/05/2012;10929;9350;21;51;1;29;;30;10876
11/05/2012;11071;9693;20;50;2;28;;30;10979
14/05/2012;10907;9621;17;47;5;25;;30;10693
15/05/2012;10857;9557;16;46;6;24;;30;10597
16/05/2012;10807;9521;15;45;7;23;;30;10507
17/05/2012;10793;9461;14;44;8;22;;30;10438
18/05/2012;10907;9664;13;43;9;21;;30;10534
21/05/2012;10800;9471;10;40;12;18;;30;10268
22/05/2012;10579;8900;9;39;13;17;;30;9851
23/05/2012;10432;8136;8;38;14;16;;30;9361
24/05/2012;10308;7808;7;37;15;15;;30;9058
25/05/2012;10243;7600;6;36;16;14;;30;8833
28/05/2012;10242;7683;3;33;19;11;;30;8621
29/05/2012;10236;7436;2;32;20;10;;30;8369
30/05/2012;10186;6775;1;31;21;9;;30;7798
31/05/2012;7021;7346;0;30;22;8;;30;7259
01/06/2012;7000;7275;29;60;7;38;;45;7043
06/06/2012;7243;7582;24;55;2;33;;35;7262
07/06/2012;7893;8029;23;54;1;32;;33;7897
08/06/2012;7938;8021;22;53;0;31;;31;7938
11/06/2012;8175;8354;19;50;3;28;;31;8192
12/06/2012;8286;8382;18;49;4;27;;31;8298
13/06/2012;8321;8364;17;48;5;26;;31;8328
14/06/2012;8107;8057;16;47;6;25;;31;8097
15/06/2012;8100;8050;15;46;7;24;;31;8089
18/06/2012;8086;8000;12;43;10;21;;31;8058
19/06/2012;8068;8029;11;42;11;20;;31;8054
20/06/2012;8036;7904;10;41;12;19;;31;7985
21/06/2012;7950;7557;9;40;13;18;;31;7785
22/06/2012;7921;7421;8;39;14;17;;31;7695
25/06/2012;7893;7221;5;36;17;14;;31;7524
26/06/2012;7909;7418;4;35;18;13;;31;7624
27/06/2012;7916;7333;3;34;19;12;;31;7559
28/06/2012;7924;7339;2;33;20;11;;31;7547
29/06/2012;7510;7480;1;32;21;10;;31;7490
02/07/2012;7750;7857;29;60;7;38;;45;7767
03/07/2012;8217;8183;28;59;6;37;;43;8212
04/07/2012;8433;8246;27;58;5;36;;41;8410
05/07/2012;8836;8400;26;57;4;35;;39;8791
06/07/2012;9071;8500;25;56;3;34;;37;9025
09/07/2012;8850;8418;22;53;0;31;;31;8850
10/07/2012;8514;8182;21;52;1;30;;31;8503
11/07/2012;8746;8393;20;51;2;29;;31;8723
12/07/2012;8679;8261;19;50;3;28;;31;8639
13/07/2012;8886;8357;18;49;4;27;;31;8818
16/07/2012;9171;8479;15;46;7;24;;31;9015
17/07/2012;9064;8232;14;45;8;23;;31;8849
18/07/2012;8900;7814;13;44;9;22;;31;8585
19/07/2012;8900;7779;12;43;10;21;;31;8538
20/07/2012;8929;7832;11;42;11;20;;31;8540
23/07/2012;8907;7714;8;39;14;17;;31;8368
24/07/2012;8868;7529;7;38;15;16;;31;8220
25/07/2012;8850;7439;6;37;16;15;;31;8122
26/07/2012;8857;7443;5;36;17;14;;31;8082
27/07/2012;8842;7483;4;35;18;13;;31;8053
30/07/2012;8832;7418;1;32;21;10;;31;7874
31/07/2012;7193;7636;0;31;22;9;;31;7507
01/08/2012;7000;7386;30;60;8;38;;46;7067
02/08/2012;6746;7093;29;59;7;37;;44;6801
03/08/2012;6855;7225;28;58;6;36;;42;6908
06/08/2012;6879;7336;25;55;3;33;;36;6917
07/08/2012;6854;7296;24;54;2;32;;34;6880
08/08/2012;6771;7286;23;53;1;31;;32;6787
09/08/2012;6886;7464;22;52;0;30;;30;6886
10/08/2012;6904;7550;21;51;1;29;;30;6926
13/08/2012;6871;7479;18;48;4;26;;30;6952
14/08/2012;6914;7671;17;47;5;25;;30;7040
15/08/2012;6936;7679;16;46;6;24;;30;7085
16/08/2012;6821;7704;15;45;7;23;;30;7027
17/08/2012;6879;7950;14;44;8;22;;30;7165
20/08/2012;6879;8143;11;41;11;19;;30;7342
21/08/2012;6879;7907;10;40;12;18;;30;7290
22/08/2012;6821;7746;9;39;13;17;;30;7222
23/08/2012;6754;7450;8;38;14;16;;30;7079
24/08/2012;6738;7288;7;37;15;15;;30;7013
28/08/2012;6689;7043;3;33;19;11;;30;6913
29/08/2012;6681;6736;2;32;20;10;;30;6718
30/08/2012;6605;6318;1;31;21;9;;30;6404
31/08/2012;6233;7408;0;30;22;8;;30;7095
03/09/2012;6155;7480;27;58;5;36;;41;6317
04/09/2012;5525;7050;26;57;4;35;;39;5681
05/09/2012;5014;6236;25;56;3;34;;37;5113
06/09/2012;4883;6083;24;55;2;33;;35;4952
07/09/2012;4957;6207;23;54;1;32;;33;4995
10/09/2012;4957;6343;20;51;2;29;;31;5046
11/09/2012;4836;5993;19;50;3;28;;31;4948
12/09/2012;4525;5632;18;49;4;27;;31;4668
13/09/2012;4350;5658;17;48;5;26;;31;4561
14/09/2012;4296;5717;16;47;6;25;;31;4571
17/09/2012;4207;5579;13;44;9;22;;31;4605
18/09/2012;4250;5971;12;43;10;21;;31;4805
19/09/2012;4275;5850;11;42;11;20;;31;4834
20/09/2012;4229;5864;10;41;12;19;;31;4862
21/09/2012;4200;5642;9;40;13;18;;31;4805
24/09/2012;4129;5242;6;37;16;15;;31;4703
25/09/2012;4118;5193;5;36;17;14;;31;4708
26/09/2012;4107;4757;4;35;18;13;;31;4484
27/09/2012;4142;5108;3;34;19;12;;31;4734
28/09/2012;5061;6657;2;33;20;11;;31;6091
01/10/2012;5257;7221;30;60;8;38;;46;5599
02/10/2012;5225;7296;29;59;7;37;;44;5554
03/10/2012;5521;7429;28;58;6;36;;42;5794
04/10/2012;6043;8043;27;57;5;35;;40;6293
05/10/2012;6221;8221;26;56;4;34;;38;6432
08/10/2012;6093;7707;23;53;1;31;;32;6143
09/10/2012;6336;8050;22;52;0;30;;30;6336
10/10/2012;6508;8100;21;51;1;29;;30;6561
11/10/2012;6611;7971;20;50;2;28;;30;6702
12/10/2012;6393;7593;19;49;3;27;;30;6513
15/10/2012;6407;7536;16;46;6;24;;30;6633
16/10/2012;6621;8029;15;45;7;23;;30;6950
17/10/2012;6164;7264;14;44;8;22;;30;6457
18/10/2012;6064;7064;13;43;9;21;;30;6364
19/10/2012;6121;7114;12;42;10;20;;30;6452
22/10/2012;6183;7300;9;39;13;17;;30;6667
23/10/2012;6175;7693;8;38;14;16;;30;6883
24/10/2012;6093;7071;7;37;15;15;;30;6582
25/10/2012;6036;7114;6;36;16;14;;30;6611
26/10/2012;6064;7014;5;35;17;13;;30;6602
29/10/2012;6029;6825;2;32;20;10;;30;6560
30/10/2012;6029;6854;1;31;21;9;;30;6607
31/10/2012;6750;6758;0;30;22;8;;30;6756
01/11/2012;6350;6468;29;60;7;38;;45;6368
02/11/2012;6444;6613;28;59;6;37;;43;6468
05/11/2012;6620;6810;25;56;3;34;;37;6635
06/11/2012;6311;6550;24;55;2;33;;35;6325
07/11/2012;6286;6532;23;54;1;32;;33;6293
08/11/2012;6479;6821;22;53;0;31;;31;6479
09/11/2012;6646;7104;21;52;1;30;;31;6661
12/11/2012;6396;7229;18;49;4;27;;31;6503
13/11/2012;6579;7525;17;48;5;26;;31;6732
14/11/2012;6550;7532;16;47;6;25;;31;6740
15/11/2012;6646;7629;15;46;7;24;;31;6868
16/11/2012;6736;7750;14;45;8;23;;31;6998
19/11/2012;6907;7943;11;42;11;20;;31;7275
20/11/2012;6779;7864;10;41;12;19;;31;7199
21/11/2012;6864;8121;9;40;13;18;;31;7391
22/11/2012;6970;8270;8;39;14;17;;31;7557
23/11/2012;6975;8225;7;38;15;16;;31;7580
26/11/2012;6962;7886;4;35;18;13;;31;7499
27/11/2012;6867;7583;3;34;19;12;;31;7306
28/11/2012;6888;7400;2;33;20;11;;31;7218
29/11/2012;6876;7364;1;32;21;10;;31;7207
30/11/2012;7367;5850;0;31;22;9;;31;6290
03/12/2012;7304;5808;28;59;6;37;;43;7095
04/12/2012;7307;5800;27;58;5;36;;41;7123
05/12/2012;7021;5596;26;57;4;35;;39;6875
06/12/2012;7058;5517;25;56;3;34;;37;6933
07/12/2012;7108;5488;24;55;2;33;;35;7015
10/12/2012;7108;5504;21;52;1;30;;31;7056
11/12/2012;7014;5393;20;51;2;29;;31;6909
12/12/2012;7000;5343;19;50;3;28;;31;6840
13/12/2012;7007;5356;18;49;4;27;;31;6794
14/12/2012;7007;5386;17;48;5;26;;31;6746
17/12/2012;6971;5543;14;45;8;23;;31;6602
18/12/2012;6913;5417;13;44;9;22;;31;6479
19/12/2012;6850;5071;12;43;10;21;;31;6276
20/12/2012;6850;5057;11;42;11;20;;31;6214
21/12/2012;6848;5144;10;41;12;19;;31;6188
24/12/2012;5238;5575;7;38;15;16;;31;5401
27/12/2012;5319;5575;4;35;18;13;;31;5468
28/12/2012;5344;5575;3;34;19;12;;31;5486
31/12/2012;5344;5575;0;31;22;9;;31;5508
02/01/2013;5407;5607;29;57;7;35;;42;5440
03/01/2013;5479;5764;28;56;6;34;;40;5522
04/01/2013;5493;5871;27;55;5;33;;38;5543
07/01/2013;5700;6200;24;52;2;30;;32;5731
08/01/2013;5814;6529;23;51;1;29;;30;5838
09/01/2013;5957;6607;22;50;0;28;;28;5957
10/01/2013;6014;6729;21;49;1;27;;28;6040
11/01/2013;5864;6571;20;48;2;26;;28;5915
14/01/2013;5629;6300;17;45;5;23;;28;5749
15/01/2013;5771;6643;16;44;6;22;;28;5958
16/01/2013;5686;6479;15;43;7;21;;28;5884
17/01/2013;5633;6375;14;42;8;20;;28;5845
18/01/2013;5575;6392;13;41;9;19;;28;5838
21/01/2013;5595;6550;10;38;12;16;;28;6004
22/01/2013;5592;6442;9;37;13;15;;28;5987
23/01/2013;5604;6389;8;36;14;14;;28;5997
24/01/2013;5625;6354;7;35;15;13;;28;6016
25/01/2013;5650;6207;6;34;16;12;;28;5968
28/01/2013;5658;6200;3;31;19;9;;28;6026
29/01/2013;5618;5821;2;30;20;8;;28;5763
30/01/2013;5619;5643;1;29;21;7;;28;5637
31/01/2013;5632;7207;0;28;22;6;;28;6870
01/02/2013;5633;7238;27;58;5;36;;41;5829
04/02/2013;5654;7282;24;55;2;33;;35;5747
05/02/2013;5600;7293;23;54;1;32;;33;5651
06/02/2013;5614;7275;22;53;0;31;;31;5614
07/02/2013;5846;7679;21;52;1;30;;31;5905
08/02/2013;6018;7921;20;51;2;29;;31;6141
11/02/2013;6036;8011;17;48;5;26;;31;6355
12/02/2013;5943;7836;16;47;6;25;;31;6309
13/02/2013;6186;8196;15;46;7;24;;31;6640
14/02/2013;6400;8393;14;45;8;23;;31;6914
15/02/2013;6439;8436;13;44;9;22;;31;7019
18/02/2013;6492;8625;10;41;12;19;;31;7318
19/02/2013;6379;8204;9;40;13;18;;31;7144
20/02/2013;6350;8142;8;39;14;17;;31;7159
21/02/2013;6386;8493;7;38;15;16;;31;7406
22/02/2013;6414;8657;6;37;16;15;;31;7572
25/02/2013;6407;8714;3;34;19;12;;31;7821
26/02/2013;6375;8721;2;33;20;11;;31;7889
27/02/2013;6414;8919;1;32;21;10;;31;8111
28/02/2013;9225;9875;0;31;22;9;;31;9686
01/03/2013;9600;10114;30;60;8;38;;46;9689
04/03/2013;9833;10304;27;57;5;35;;40;9892
05/03/2013;9636;10200;26;56;4;34;;38;9695
06/03/2013;9425;10021;25;55;3;33;;36;9475
07/03/2013;9182;9879;24;54;2;32;;34;9223
08/03/2013;9329;9979;23;53;1;31;;32;9349
11/03/2013;9292;9950;20;50;2;28;;30;9336
12/03/2013;9407;10179;19;49;3;27;;30;9484
13/03/2013;9479;10386;18;48;4;26;;30;9600
14/03/2013;9386;10293;17;47;5;25;;30;9537
15/03/2013;9442;10471;16;46;6;24;;30;9648
18/03/2013;9443;10550;13;43;9;21;;30;9775
19/03/2013;9350;10329;12;42;10;20;;30;9676
20/03/2013;9275;10086;11;41;11;19;;30;9572
21/03/2013;9304;10167;10;40;12;18;;30;9649
22/03/2013;9317;10150;9;39;13;17;;30;9678
25/03/2013;9279;9850;6;36;16;14;;30;9584
26/03/2013;9232;9679;5;35;17;13;;30;9485
27/03/2013;9192;9408;4;34;18;12;;30;9322
28/03/2013;9339;9171;3;33;19;11;;30;9233
02/04/2013;9150;8993;28;59;6;37;;43;9128
03/04/2013;8807;8782;27;58;5;36;;41;8804
04/04/2013;8736;8750;26;57;4;35;;39;8737
05/04/2013;8964;9029;25;56;3;34;;37;8969
08/04/2013;9057;9286;22;53;0;31;;31;9057
09/04/2013;8993;9207;21;52;1;30;;31;9000
10/04/2013;9154;9450;20;51;2;29;;31;9173
11/04/2013;9171;9514;19;50;3;28;;31;9204
12/04/2013;9213;9617;18;49;4;27;;31;9265
15/04/2013;9214;9600;15;46;7;24;;31;9301
16/04/2013;9257;9614;14;45;8;23;;31;9349
17/04/2013;9354;9804;13;44;9;22;;31;9485
18/04/2013;9275;9396;12;43;10;21;;31;9314
19/04/2013;9300;9436;11;42;11;20;;31;9348
22/04/2013;9225;9164;8;39;14;17;;31;9197
23/04/2013;9100;8500;7;38;15;16;;31;8810
24/04/2013;9046;8188;6;37;16;15;;31;8603
25/04/2013;8930;7930;5;36;17;14;;31;8382
26/04/2013;8910;7760;4;35;18;13;;31;8242
29/04/2013;8942;7850;1;32;21;10;;31;8202
30/04/2013;7696;7286;0;31;22;9;;31;7405
01/05/2013;7671;7292;30;60;8;38;;46;7605
02/05/2013;7979;7493;29;59;7;37;;44;7902
03/05/2013;8117;7567;28;58;6;36;;42;8038
07/05/2013;7968;7407;24;54;2;32;;34;7935
08/05/2013;7700;7242;23;53;1;31;;32;7686
09/05/2013;7739;7250;22;52;0;30;;30;7739
10/05/2013;7733;7208;21;51;1;29;;30;7716
13/05/2013;7739;7189;18;48;4;26;;30;7666
14/05/2013;7517;6783;17;47;5;25;;30;7395
15/05/2013;7379;6529;16;46;6;24;;30;7209
16/05/2013;7339;6325;15;45;7;23;;30;7102
17/05/2013;7332;6264;14;44;8;22;;30;7047
20/05/2013;7342;6354;11;41;11;19;;30;6980
21/05/2013;7367;6317;10;40;12;18;;30;6947
22/05/2013;7370;6260;9;39;13;17;;30;6889
23/05/2013;7350;6189;8;38;14;16;;30;6808
24/05/2013;7371;6161;7;37;15;15;;30;6766
28/05/2013;7336;5979;3;33;19;11;;30;6477
29/05/2013;7364;6007;2;32;20;10;;30;6459
30/05/2013;7358;5888;1;31;21;9;;30;6329
31/05/2013;5964;5821;0;30;22;8;;30;5859
03/06/2013;5925;5793;27;58;5;36;;41;5909
04/06/2013;5925;5779;26;57;4;35;;39;5910
05/06/2013;5871;5671;25;56;3;34;;37;5855
06/06/2013;5900;5765;24;55;2;33;;35;5892
07/06/2013;6080;5950;23;54;1;32;;33;6076
10/06/2013;6192;6092;20;51;2;29;;31;6186
11/06/2013;6304;6207;19;50;3;28;;31;6295
12/06/2013;6454;6421;18;49;4;27;;31;6450
13/06/2013;6439;6357;17;48;5;26;;31;6426
14/06/2013;6621;6475;16;47;6;25;;31;6593
17/06/2013;6679;6550;13;44;9;22;;31;6642
18/06/2013;6718;6571;12;43;10;21;;31;6671
19/06/2013;6775;6668;11;42;11;20;;31;6737
20/06/2013;6804;6688;10;41;12;19;;31;6759
21/06/2013;6807;6618;9;40;13;18;;31;6728
24/06/2013;6825;6654;6;37;16;15;;31;6737
25/06/2013;6896;7036;5;36;17;14;;31;6973
26/06/2013;6950;7436;4;35;18;13;;31;7232
27/06/2013;6907;7321;3;34;19;12;;31;7161
28/06/2013;7671;7036;2;33;20;11;;31;7261
01/07/2013;7692;7067;30;61;8;39;;47;7586
02/07/2013;7286;6661;29;60;7;38;;45;7189
03/07/2013;7358;6804;28;59;6;37;;43;7281
04/07/2013;7379;6821;27;58;5;36;;41;7311
05/07/2013;7540;6865;26;57;4;35;;39;7471
08/07/2013;7636;6936;23;54;1;32;;33;7615
09/07/2013;7693;6993;22;53;0;31;;31;7693
10/07/2013;7925;7292;21;52;1;30;;31;7905
11/07/2013;8596;7993;20;51;2;29;;31;8557
12/07/2013;8879;8261;19;50;3;28;;31;8819
15/07/2013;8779;8129;16;47;6;25;;31;8653
16/07/2013;8671;7958;15;46;7;24;;31;8510
17/07/2013;8739;8121;14;45;8;23;;31;8580
18/07/2013;8675;7975;13;44;9;22;;31;8472
19/07/2013;8695;8100;12;43;10;21;;31;8503
22/07/2013;8679;8125;9;40;13;18;;31;8447
23/07/2013;8621;7800;8;39;14;17;;31;8250
24/07/2013;8607;7721;7;38;15;16;;31;8178
25/07/2013;8604;7583;6;37;16;15;;31;8077
26/07/2013;8638;7613;5;36;17;14;;31;8076
29/07/2013;8619;7779;2;33;20;11;;31;8077
30/07/2013;8600;7739;1;32;21;10;;31;8017
31/07/2013;7711;7846;0;31;22;9;;31;7807
01/08/2013;7829;8007;30;60;8;38;;46;7860
02/08/2013;7971;8357;29;59;7;37;;44;8032
05/08/2013;7907;8336;26;56;4;34;;38;7952
06/08/2013;7664;8171;25;55;3;33;;36;7706
07/08/2013;7496;8043;24;54;2;32;;34;7528
08/08/2013;7521;8121;23;53;1;31;;32;7540
09/08/2013;7525;8360;22;52;0;30;;30;7525
12/08/2013;7607;8600;19;49;3;27;;30;7706
13/08/2013;7664;8721;18;48;4;26;;30;7805
14/08/2013;7743;8829;17;47;5;25;;30;7924
15/08/2013;7779;8863;16;46;6;24;;30;7996
16/08/2013;7750;8738;15;45;7;23;;30;7981
19/08/2013;7650;8586;12;42;10;20;;30;7962
20/08/2013;7629;8614;11;41;11;19;;30;7990
21/08/2013;7596;8508;10;40;12;18;;30;7961
22/08/2013;7558;8542;9;39;13;17;;30;7984
23/08/2013;7593;8800;8;38;14;16;;30;8156
27/08/2013;7602;8771;4;34;18;12;;30;8303
28/08/2013;7503;8342;3;33;19;11;;30;8034
29/08/2013;7531;8518;2;32;20;10;;30;8189
30/08/2013;8450;10092;1;31;21;9;;30;9599
02/09/2013;8300;10050;28;59;6;37;;43;8544
03/09/2013;8457;10314;27;58;5;36;;41;8683
04/09/2013;8563;10617;26;57;4;35;;39;8774
05/09/2013;8758;11029;25;56;3;34;;37;8942
06/09/2013;9690;12640;24;55;2;33;;35;9859
09/09/2013;10050;13114;21;52;1;30;;31;10149
10/09/2013;9808;12800;20;51;2;29;;31;10001
11/09/2013;9729;12464;19;50;3;28;;31;9994
12/09/2013;9671;12421;18;49;4;27;;31;10026
13/09/2013;9971;13200;17;48;5;26;;31;10492
16/09/2013;10036;13693;14;45;8;23;;31;10980
17/09/2013;10264;14164;13;44;9;22;;31;11396
18/09/2013;10160;14020;12;43;10;21;;31;11405
19/09/2013;10270;14540;11;42;11;20;;31;11785
20/09/2013;10320;15400;10;41;12;19;;31;12286
23/09/2013;10483;16450;7;38;15;16;;31;13370
24/09/2013;10525;16871;6;37;16;15;;31;13800
25/09/2013;10586;16971;5;36;17;14;;31;14087
