Exchange Date,Trade Price
2021-03-18 00:00:00,2215
2021-03-17 00:00:00,2105
2021-03-16 00:00:00,2017
2021-03-15 00:00:00,1983
2021-03-12 00:00:00,1960
2021-03-11 00:00:00,1970
2021-03-10 00:00:00,1980
2021-03-09 00:00:00,1901
2021-03-08 00:00:00,1853
2021-03-05 00:00:00,1829
2021-03-04 00:00:00,1779
2021-03-03 00:00:00,1763
2021-03-02 00:00:00,1673
2021-03-01 00:00:00,1651
2021-02-26 00:00:00,1675
2021-02-25 00:00:00,1700
2021-02-24 00:00:00,1709
2021-02-23 00:00:00,1727
2021-02-22 00:00:00,1709
2021-02-19 00:00:00,1698
2021-02-18 00:00:00,1770
2021-02-17 00:00:00,1756
2021-02-16 00:00:00,1495
2021-02-15 00:00:00,1364
2021-02-12 00:00:00,1339
2021-02-11 00:00:00,1313
2021-02-10 00:00:00,1303
2021-02-09 00:00:00,1306
2021-02-08 00:00:00,1317
2021-02-05 00:00:00,1333
2021-02-04 00:00:00,1327
2021-02-03 00:00:00,1327
2021-02-02 00:00:00,1380
2021-02-01 00:00:00,1444
2021-01-29 00:00:00,1452
2021-01-28 00:00:00,1470
2021-01-27 00:00:00,1540
2021-01-26 00:00:00,1659
2021-01-25 00:00:00,1765
2021-01-22 00:00:00,1810
2021-01-21 00:00:00,1837
2021-01-20 00:00:00,1828
2021-01-19 00:00:00,1766
2021-01-18 00:00:00,1740
2021-01-15 00:00:00,1754
2021-01-14 00:00:00,1792
2021-01-13 00:00:00,1856
2021-01-12 00:00:00,1849
2021-01-11 00:00:00,1761
2021-01-08 00:00:00,1606
2021-01-07 00:00:00,1448
2021-01-06 00:00:00,1425
2021-01-05 00:00:00,1418
2021-01-04 00:00:00,1374
2020-12-24 00:00:00,1366
2020-12-23 00:00:00,1362
2020-12-22 00:00:00,1330
2020-12-21 00:00:00,1323
2020-12-18 00:00:00,1325
2020-12-17 00:00:00,1301
2020-12-16 00:00:00,1296
2020-12-15 00:00:00,1273
2020-12-14 00:00:00,1235
2020-12-11 00:00:00,1211
2020-12-10 00:00:00,1161
2020-12-09 00:00:00,1122
2020-12-08 00:00:00,1121
2020-12-07 00:00:00,1162
2020-12-04 00:00:00,1197
2020-12-03 00:00:00,1189
2020-12-02 00:00:00,1201
2020-12-01 00:00:00,1211
2020-11-30 00:00:00,1227
2020-11-27 00:00:00,1230
2020-11-26 00:00:00,1219
2020-11-25 00:00:00,1197
2020-11-24 00:00:00,1178
2020-11-23 00:00:00,1169
2020-11-20 00:00:00,1148
2020-11-19 00:00:00,1134
2020-11-18 00:00:00,1115
2020-11-17 00:00:00,1112
2020-11-16 00:00:00,1111
2020-11-13 00:00:00,1115
2020-11-12 00:00:00,1124
2020-11-11 00:00:00,1141
2020-11-10 00:00:00,1200
2020-11-09 00:00:00,1207
2020-11-06 00:00:00,1196
2020-11-05 00:00:00,1194
2020-11-04 00:00:00,1224
2020-11-03 00:00:00,1263
2020-11-02 00:00:00,1284
2020-10-30 00:00:00,1283
2020-10-29 00:00:00,1297
2020-10-28 00:00:00,1384
2020-10-27 00:00:00,1413
2020-10-26 00:00:00,1402
2020-10-23 00:00:00,1415
2020-10-22 00:00:00,1401
2020-10-21 00:00:00,1346
2020-10-20 00:00:00,1350
2020-10-19 00:00:00,1409
2020-10-16 00:00:00,1477
2020-10-15 00:00:00,1561
2020-10-14 00:00:00,1637
2020-10-13 00:00:00,1732
2020-10-12 00:00:00,1807
2020-10-09 00:00:00,1892
2020-10-08 00:00:00,1970
2020-10-07 00:00:00,2044
2020-10-06 00:00:00,2097
2020-10-05 00:00:00,2071
2020-10-02 00:00:00,2020
2020-10-01 00:00:00,1869
2020-09-30 00:00:00,1725
2020-09-29 00:00:00,1658
2020-09-28 00:00:00,1654
2020-09-25 00:00:00,1667
2020-09-24 00:00:00,1605
2020-09-23 00:00:00,1426
2020-09-22 00:00:00,1364
2020-09-21 00:00:00,1314
2020-09-18 00:00:00,1296
2020-09-17 00:00:00,1294
2020-09-16 00:00:00,1281
2020-09-15 00:00:00,1289
2020-09-14 00:00:00,1282
2020-09-11 00:00:00,1267
2020-09-10 00:00:00,1269
2020-09-09 00:00:00,1296
2020-09-08 00:00:00,1328
2020-09-07 00:00:00,1349
2020-09-04 00:00:00,1362
2020-09-03 00:00:00,1395
2020-09-02 00:00:00,1445
2020-09-01 00:00:00,1471
2020-08-28 00:00:00,1488
2020-08-27 00:00:00,1504
2020-08-26 00:00:00,1509
2020-08-25 00:00:00,1518
2020-08-24 00:00:00,1491
2020-08-21 00:00:00,1481
2020-08-20 00:00:00,1518
2020-08-19 00:00:00,1568
2020-08-18 00:00:00,1586
2020-08-17 00:00:00,1598
