Exchange Date,Trade Price
2004-09-03 00:00:00,4040
2004-08-27 00:00:00,4225
2004-08-20 00:00:00,4195
2004-08-13 00:00:00,4148
2004-08-06 00:00:00,4129
2004-07-30 00:00:00,4048
2004-07-23 00:00:00,3799
2004-07-16 00:00:00,3971
2004-07-09 00:00:00,3902
2004-07-02 00:00:00,3207
2004-06-25 00:00:00,2742
2004-06-18 00:00:00,2667
2004-06-11 00:00:00,2887
2004-06-04 00:00:00,3185
2004-05-28 00:00:00,3286
2004-05-21 00:00:00,3336
2004-05-14 00:00:00,3638
2004-05-07 00:00:00,3924
2004-04-30 00:00:00,3958
2004-04-23 00:00:00,4461
2004-04-16 00:00:00,4610
2004-04-09 00:00:00,4566
2004-04-02 00:00:00,4716
2004-03-26 00:00:00,4959
2004-03-19 00:00:00,5045
2004-03-12 00:00:00,5352
2004-03-05 00:00:00,5235
2004-02-27 00:00:00,5263
2004-02-20 00:00:00,5516
2004-02-13 00:00:00,5242
