Date;CURMON;1MON;2MON;3MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
26.08.2016;7045;7525;7590;7530;7285;7432;5095;6105;6100;7055;7455;1;7590
30.08.2016;7025;7400;7410;7405;7213;7287;5035;6055;6020;7035;7440;1;7410
31.08.2016;7330;7310;7320;7000;7330;7210;5010;6000;5940;7005;7435;1;7320
01.09.2016;7330;7290;7330;7010;7330;7210;5040;5980;5915;6995;7435;0;7290
02.09.2016;7295;7230;7300;6980;7295;7170;5030;5970;5930;6995;7435;0;7230
05.09.2016;7190;7165;7225;6910;7190;7100;5020;5960;5950;6995;7435;0;7165
06.09.2016;7220;7170;7235;6935;7220;7113;5020;5935;5950;7005;7435;0;7170
07.09.2016;7275;7295;7330;7015;7275;7213;5025;5940;5950;7010;7440;0;7295
08.09.2016;7230;7270;7290;6965;7230;7175;5030;5940;5945;6995;7440;0;7270
09.09.2016;7220;7175;7180;6870;7220;7075;5010;5935;5935;6990;7435;0;7175
12.09.2016;7150;7095;7105;6800;7150;7000;4960;5920;5920;6985;7435;0;7095
13.09.2016;7015;6875;6941;6760;7015;6859;4860;5880;5890;6965;7420;0;6875
14.09.2016;6905;6685;6795;6605;6905;6695;4840;5875;5850;6935;7420;0;6685
15.09.2016;6945;6880;6970;6725;6945;6858;4910;5920;5875;6955;7430;0;6880
16.09.2016;6985;6975;7045;6750;6985;6923;4920;5915;5895;6965;7435;0;6975
19.09.2016;7055;7245;7325;6875;7055;7148;4995;5950;5925;6980;7455;0;7245
20.09.2016;7040;7100;7190;6790;7040;7027;4955;5940;5915;6980;7460;0;7100
21.09.2016;7140;7345;7410;6910;7140;7222;5025;5995;5935;7000;7480;0;7345
22.09.2016;7140;7460;7510;7025;7140;7332;5115;6080;6205;7065;7500;0;7460
23.09.2016;7140;7380;7465;7015;7140;7287;5120;6080;6175;7075;7505;0;7380
26.09.2016;7140;7365;7450;7020;7140;7278;5220;6130;6145;7045;7505;1;7450
27.09.2016;7138;7300;7445;7020;7138;7255;5230;6140;6145;7050;7505;1;7445
28.09.2016;7123;7060;7160;6815;7123;7012;5035;6075;6013;6950;7455;1;7160
29.09.2016;7120;7025;7140;6800;7120;6988;5000;6080;5998;6930;7445;1;7140
30.09.2016;7110;7135;6810;5085;7018;5010;6070;6165;5961;6885;7400;1;6810
03.10.2016;7095;7125;6770;5090;6997;5015;6075;6160;5978;6880;7395;0;7125
04.10.2016;7270;7240;6865;5115;7125;5065;6090;6200;6009;6873;7395;0;7240
05.10.2016;7250;7215;6840;5120;7101;5060;6085;6220;6011;6885;7395;0;7215
06.10.2016;7310;7305;6915;5220;7177;5160;6175;6330;6114;7000;7420;0;7305
07.10.2016;7285;7290;6910;5205;7162;5150;6190;6345;6130;7005;7415;0;7290
10.10.2016;7263;7265;6890;5235;7139;5180;6220;6375;6160;7025;7420;0;7265
11.10.2016;7185;7280;6860;5240;7109;5170;6230;6375;6161;7040;7420;0;7280
12.10.2016;7220;7360;7070;5290;7217;5190;6315;6405;6196;7065;7419;0;7360
13.10.2016;7260;7555;7350;5380;7389;5340;6360;6520;6298;7110;7440;0;7555
14.10.2016;7230;7600;7365;5355;7398;5320;6355;6550;6301;7120;7425;0;7600
17.10.2016;7260;7640;7410;5365;7437;5365;6445;6685;6391;7145;7425;0;7640
18.10.2016;7235;7700;7365;5380;7433;5400;6535;6685;6419;7160;7435;0;7700
19.10.2016;7185;7675;7365;5390;7408;5350;6545;6635;6371;7140;7450;0;7675
20.10.2016;7155;7440;7095;5320;7230;5220;6465;6555;6278;7090;7420;0;7440
21.10.2016;7185;7560;7155;5380;7300;5245;6495;6575;6299;7090;7420;0;7560
24.10.2016;7200;7550;7220;5410;7323;5273;6470;6570;6296;7085;7490;0;7550
25.10.2016;7230;7720;7340;5450;7430;5355;6500;6580;6331;7110;7450;1;7340
26.10.2016;7220;7740;7345;5450;7435;5365;6500;6580;6331;7115;7450;1;7345
27.10.2016;7235;7780;7360;5510;7458;5375;6505;6605;6343;7105;7445;1;7360
28.10.2016;7230;7820;7385;5515;7478;5390;6520;6605;6351;7105;7450;1;7385
31.10.2016;7765;7345;5485;5335;7555;5430;6505;6575;6349;7100;7455;1;5485
01.11.2016;7445;7030;5310;5205;7238;5275;6370;6440;6213;7045;7430;0;7030
02.11.2016;7430;7040;5365;5220;7235;5308;6315;6455;6227;7040;7435;0;7040
03.11.2016;7465;7160;5420;5255;7313;5362;6410;6510;6307;7050;7445;0;7160
04.11.2016;7450;7165;5425;5270;7308;5372;6415;6500;6303;7040;7445;0;7165
07.11.2016;7480;7195;5480;5310;7338;5417;6455;6530;6342;7050;7450;0;7195
08.11.2016;7525;7305;5575;5420;7415;5528;6575;6645;6451;7125;7450;0;7305
09.11.2016;7455;7335;5600;5430;7395;5538;6585;6645;6450;7135;7450;0;7335
10.11.2016;7650;7615;5810;5590;7633;5707;6730;6790;6593;7170;7475;0;7615
11.11.2016;7815;7895;6100;5720;7855;5940;6760;6800;6644;7140;7445;0;7895
14.11.2016;7850;7885;6170;5780;7868;5993;6710;6760;6610;7170;7490;0;7885
15.11.2016;7875;8235;6460;5950;8055;6187;6755;6785;6671;7210;7505;0;8235
16.11.2016;7955;8580;6835;6090;8268;6418;6830;6860;6790;7340;7620;0;8580
17.11.2016;7935;8650;6960;6140;8293;6497;6755;6775;6742;7340;7620;0;8650
18.11.2016;8035;8860;7085;6210;8448;6568;6700;6625;6695;7295;7605;0;8860
21.11.2016;7990;8830;6945;6030;8410;6399;6455;6405;6491;7210;7530;0;8830
22.11.2016;8040;8805;6985;5990;8423;6375;6375;6365;6446;7215;7540;0;8805
23.11.2016;8065;8925;7030;5990;8495;6385;6395;6330;6446;7170;7535;0;8925
24.11.2016;8060;8785;7035;5950;8423;6365;6410;6395;6463;7140;7535;1;7035
25.11.2016;8060;8780;7070;5920;8420;6347;6430;6440;6487;7150;7535;1;7070
28.11.2016;8065;9160;7175;6100;8613;6465;6660;6590;6650;7245;7600;1;7175
29.11.2016;8097;9275;7450;6090;8686;6547;6760;6695;6764;7345;7680;1;7450
30.11.2016;9470;7620;6465;6505;9470;6863;6930;6740;6886;7415;7700;1;6465
01.12.2016;9520;7780;6455;6480;9520;6905;6890;6710;6866;7395;7710;0;7780
02.12.2016;9580;7895;6475;6490;9580;6953;6900;6725;6881;7415;7725;0;7895
05.12.2016;9750;8340;6730;6810;9750;7293;7155;7005;7181;7560;7790;0;8340
06.12.2016;9780;8060;6610;6635;9780;7102;7060;6930;7074;7570;7820;0;8060
07.12.2016;9760;7820;6425;6440;9760;6895;6830;6745;6871;7515;7790;0;7820
08.12.2016;9725;7630;6100;6150;9725;6627;6650;6590;6676;7405;7745;0;7630
09.12.2016;9730;7665;6070;6140;9730;6625;6635;6555;6654;7390;7745;0;7665
12.12.2016;9790;7790;6060;6170;9790;6673;6715;6645;6738;7405;7755;0;7790
13.12.2016;9825;7890;6130;6230;9825;6750;6755;6655;6788;7445;7760;0;7890
14.12.2016;9765;7580;5940;6030;9765;6517;6670;6590;6683;7420;7755;0;7580
15.12.2016;9770;7540;5970;6135;9770;6548;6685;6600;6695;7470;7765;0;7540
16.12.2016;9795;7570;6060;6225;9795;6618;6770;6670;6775;7545;7775;0;7570
19.12.2016;9775;7585;6040;6220;9775;6615;6760;6660;6766;7535;7775;0;7585
20.12.2016;9785;7540;6050;6220;9785;6603;6740;6635;6745;7490;7755;0;7540
21.12.2016;9815;7625;6135;6305;9815;6688;6795;6670;6796;7525;7780;0;7625
22.12.2016;9825;7645;6130;6300;9825;6692;6775;6670;6797;7520;7780;0;7645
23.12.2016;7685;6245;6415;6670;6782;6835;6700;7070;7540;7800;8145;0;6245
03.01.2017;7805;6550;6820;6930;7058;7125;6930;7235;7610;7870;8170;0;6550
04.01.2017;7675;6470;6785;6885;6976;7080;6940;7280;7590;7860;8150;0;6470
05.01.2017;7660;6565;6820;6940;7015;7140;7235;7590;7650;7920;8160;0;6565
06.01.2017;7665;6655;6885;6960;7068;7135;7210;7620;7660;7920;8170;0;6655
09.01.2017;7715;6690;6935;6980;7113;7135;7175;7610;7650;7920;8170;0;6690
10.01.2017;7760;6755;6945;6980;7153;7175;7200;7580;7660;7915;8180;0;6755
11.01.2017;7830;6885;7095;7080;7270;7280;7210;7580;7680;7950;8190;0;6885
12.01.2017;7740;6700;6960;7010;7133;7170;7120;7530;7640;7930;8160;0;6700
13.01.2017;7740;6650;6940;7000;7110;7160;7100;7515;7630;7930;8160;0;6650
16.01.2017;7785;6690;7010;7070;7161;7230;7180;7620;7715;7980;8200;0;6690
17.01.2017;7745;6825;7240;7220;7270;7305;7210;7670;7760;8000;8220;0;6825
18.01.2017;7710;7020;7410;7365;7380;7475;7370;7895;7920;8150;8295;0;7020
19.01.2017;7715;7090;7435;7465;7413;7520;7415;7965;8015;8185;8310;0;7090
20.01.2017;7770;7310;7660;7610;7580;7880;7620;8155;8140;8275;8380;0;7310
23.01.2017;7760;7195;7565;7540;7507;7715;7475;8065;8100;8255;8360;0;7195
24.01.2017;7690;7115;7425;7510;7410;7755;7490;8035;8095;8275;8390;0;7115
25.01.2017;7715;7165;7455;7580;7445;7740;7510;8080;8140;8330;8460;1;7455
26.01.2017;7710;7115;7455;7765;7427;7720;7515;8070;8165;8335;8470;1;7455
27.01.2017;7695;7040;7350;7715;7362;7625;7480;8070;8115;8325;8460;1;7350
30.01.2017;7690;6990;7330;7675;7337;7620;7460;8030;8110;8365;8520;1;7330
31.01.2017;6930;7250;7675;7530;7090;7630;7475;8035;8135;8430;8610;1;7675
01.02.2017;7100;7530;7890;7770;7315;7843;7690;8225;8280;8580;8690;0;7530
02.02.2017;7030;7510;7935;7810;7270;7875;7685;8250;8265;8605;8705;0;7510
03.02.2017;7175;7675;7975;7850;7425;7912;7795;8295;8410;8670;8755;0;7675
06.02.2017;7170;7705;7970;7895;7438;7933;7801;8300;8425;8690;8805;0;7705
07.02.2017;6995;7500;7810;7765;7248;7798;7670;8100;8335;8670;8785;0;7500
08.02.2017;7070;7545;7920;7840;7308;7880;7740;8155;8385;8695;8800;0;7545
09.02.2017;7190;7880;8160;8015;7535;8078;7940;8425;8510;8735;8835;0;7880
10.02.2017;7360;8075;8410;8290;7718;8357;8220;8600;8600;8775;8875;0;8075
13.02.2017;7400;8195;8485;8380;7798;8442;8300;8695;8615;8795;8910;0;8195
14.02.2017;7225;8050;8395;8320;7638;8375;8200;8595;8595;8785;8900;0;8050
15.02.2017;7315;8205;8540;8455;7760;8515;8330;8670;8615;8815;8940;0;8205
16.02.2017;7395;8510;8780;8645;7953;8732;8510;8820;8920;8995;9120;0;8510
17.02.2017;7435;8995;9030;8970;8215;9015;8770;9085;9060;9120;9175;0;8995
20.02.2017;7515;9190;9220;9075;8353;9147;8810;9215;9185;9260;9310;0;9190
21.02.2017;7550;9380;9445;9220;8465;9315;8880;9255;9285;9350;9420;0;9380
22.02.2017;7570;9475;9590;9310;8523;9423;8965;9310;9305;9345;9470;1;9590
23.02.2017;7585;9645;9765;9520;8615;9632;9085;9340;9295;9455;9585;1;9765
24.02.2017;7585;9675;9805;9540;8630;9665;9030;9300;9255;9485;9620;1;9805
27.02.2017;7530;9465;9630;9420;8498;9523;8905;9230;9230;9480;9640;1;9630
28.02.2017;9460;9625;9420;9520;9460;9522;8910;9185;9190;9480;9640;1;9420
01.03.2017;9625;9760;9545;9620;9625;9642;9010;9300;9295;9525;9695;0;9760
02.03.2017;9420;9610;9470;9510;9420;9530;8900;9215;9195;9475;9650;0;9610
03.03.2017;9430;9585;9450;9545;9430;9527;8900;9185;9220;9495;9650;0;9585
06.03.2017;9540;9770;9630;9700;9540;9700;9065;9290;9275;9530;9655;0;9770
07.03.2017;9450;9625;9545;9510;9450;9560;8810;9160;9110;9485;9620;0;9625
08.03.2017;9350;9475;9385;9295;9350;9385;8585;8930;8945;9365;9575;0;9475
09.03.2017;9400;9460;9380;9320;9400;9387;8660;8990;8985;9385;9580;0;9460
10.03.2017;9355;9450;9390;9330;9355;9390;8595;8970;9000;9380;9580;0;9450
13.03.2017;9315;9400;9285;9245;9315;9310;8540;8945;8950;9355;9580;0;9400
14.03.2017;9285;9345;9220;9180;9285;9248;8460;8900;8925;9340;9580;0;9345
15.03.2017;9230;9210;9060;9060;9230;9110;8485;8890;8915;9325;9580;0;9210
16.03.2017;9230;9315;9205;9140;9230;9220;8570;8950;8975;9330;9590;0;9315
17.03.2017;9270;9445;9225;9165;9270;9278;8590;9000;9005;9320;9590;0;9445
20.03.2017;9255;9470;9275;9185;9255;9310;8615;9035;9010;9315;9580;0;9470
21.03.2017;9330;9910;9640;9530;9330;9693;8950;9415;9130;9390;9620;0;9910
22.03.2017;9320;9985;9740;9645;9320;9790;8910;9425;9175;9430;9605;0;9985
23.03.2017;9370;10220;10050;9860;9370;10043;9290;9615;9285;9505;9625;0;10220
24.03.2017;9370;10280;10190;9990;9370;10153;9500;9730;9345;9555;9665;0;10280
27.03.2017;9290;10040;10035;9870;9290;9982;9490;9625;9320;9540;9665;1;10035
28.03.2017;9210;9865;9945;9800;9210;9870;9385;9630;9175;9435;9625;1;9945
29.03.2017;9200;9765;9860;9735;9200;9787;9325;9595;9160;9395;9615;1;9860
30.03.2017;9190;9620;9755;9665;9190;9680;9215;9570;9130;9395;9615;1;9755
31.03.2017;9680;9900;9710;9470;9763;9350;9700;8010;9170;9405;9625;1;9710
03.04.2017;9550;9930;9750;9460;9743;9420;9650;7970;9180;9430;9635;0;9930
04.04.2017;9325;9890;9710;9410;9642;9320;9640;7960;9150;9425;9615;0;9890
05.04.2017;9380;9950;9845;9580;9725;9555;9720;8030;9285;9470;9625;0;9950
06.04.2017;9750;10305;10230;9880;10095;9810;10120;8290;9610;9660;9790;0;10305
07.04.2017;9950;10475;10380;10000;10268;9920;10215;8320;9540;9650;9740;0;10475
10.04.2017;9875;10340;10195;10020;10137;9885;10190;8270;9515;9620;9740;0;10340
11.04.2017;9745;10350;10235;10020;10110;9895;10230;8280;9515;9610;9750;0;10350
12.04.2017;9625;10230;10135;9940;9997;9770;10060;8190;9460;9570;9730;0;10230
13.04.2017;9595;10240;10095;9930;9977;9720;10030;8170;9440;9550;9730;0;10240
18.04.2017;9480;9990;9880;9740;9783;9440;9810;8050;9260;9450;9650;0;9990
19.04.2017;9440;9780;9670;9580;9630;9145;9535;7930;9090;9325;9480;0;9780
20.04.2017;9340;9285;9175;9040;9267;8785;9090;7840;8875;9235;9415;0;9285
21.04.2017;9325;9140;9065;8920;9177;8780;9110;7875;8870;9245;9420;0;9140
24.04.2017;9355;9140;9110;8950;9202;8930;9230;7880;8880;9165;9345;0;9140
25.04.2017;9365;9230;9110;8920;9235;8945;9245;7910;8890;9155;9335;1;9110
26.04.2017;9343;9030;8910;8780;9094;8650;9050;7860;8820;9125;9300;1;8910
27.04.2017;9325;9030;8770;8730;9042;8670;9050;7880;8810;9105;9290;1;8770
28.04.2017;8815;8570;8560;8500;8693;8530;8850;7810;8760;9030;9200;1;8560
02.05.2017;8535;8545;8450;8405;8540;8462;8800;7785;8680;8960;9130;0;8545
03.05.2017;8525;8515;8425;8400;8520;8448;8810;7775;8665;8950;9110;0;8515
04.05.2017;8520;8465;8360;8375;8493;8398;8790;7800;8635;8950;9100;0;8465
05.05.2017;8650;8838;8675;8619;8744;8669;8975;7925;8669;8938;9081;0;8838
08.05.2017;8980;9160;8830;8750;9070;8835;9210;8020;8785;8980;9100;0;9160
09.05.2017;9310;9440;9100;8970;9375;9057;9405;8080;8915;9040;9110;0;9440
10.05.2017;9180;9370;9020;8910;9275;8993;9440;8100;8940;9045;9140;0;9370
11.05.2017;9100;9300;9020;8840;9200;8957;9440;8080;8920;8990;9145;0;9300
12.05.2017;8790;8870;8730;8540;8830;8657;9125;7950;8750;8860;9020;0;8870
15.05.2017;8690;8520;8410;8310;8605;8433;8900;7860;8630;8775;8930;0;8520
16.05.2017;8720;8570;8425;8300;8645;8418;8905;7880;8630;8775;8910;0;8570
17.05.2017;8645;8485;8330;8290;8565;8363;8845;7810;8545;8720;8870;0;8485
18.05.2017;8650;8470;8300;8210;8560;8310;8870;7855;8495;8700;8860;0;8470
19.05.2017;8690;8460;8320;8240;8575;8337;8950;7880;8505;8710;8860;0;8460
22.05.2017;8740;8570;8425;8305;8655;8408;9020;7910;8500;8720;8860;0;8570
23.05.2017;8765;8570;8460;8340;8668;8455;9140;7960;8545;8740;8890;0;8570
24.05.2017;8730;8340;8260;8190;8535;8283;9060;7860;8490;8700;8875;0;8340
25.05.2017;8720;8270;8200;8130;8495;8227;9060;7850;8480;8700;8865;1;8200
26.05.2017;8720;8230;8170;8110;8475;8207;9050;7840;8470;8690;8865;1;8170
30.05.2017;8670;8010;8030;7990;8340;8083;8950;7760;8460;8630;8830;1;8030
31.05.2017;7670;7700;7780;7950;7670;7810;8830;7700;8355;8570;8810;1;7780
01.06.2017;7210;7200;7360;7510;7210;7357;8395;7420;8170;8430;8631;0;7200
02.06.2017;7295;7300;7390;7540;7295;7410;8415;7440;8115;8410;8600;0;7300
05.06.2017;7350;7350;7390;7535;7350;7425;8410;7410;8070;8390;8570;0;7350
06.06.2017;7455;7350;7350;7465;7455;7388;8450;7420;8130;8470;8580;0;7350
07.06.2017;7595;7730;7725;7875;7595;7777;8810;7565;8345;8570;8680;0;7730
08.06.2017;7710;7900;7940;8075;7710;7972;9080;7670;8480;8660;8765;0;7900
09.06.2017;7825;8395;8360;8525;7825;8427;9375;7810;8555;8715;8825;0;8395
12.06.2017;8000;8600;8560;8710;8000;8623;9490;7790;8610;8745;8855;0;8600
13.06.2017;7940;8600;8560;8740;7940;8633;9445;7830;8615;8765;8885;0;8600
14.06.2017;8010;8780;8730;8860;8010;8790;9535;7870;8710;8840;8950;0;8780
15.06.2017;7910;8550;8595;8720;7910;8622;9380;7800;8665;8830;8945;0;8550
16.06.2017;7875;8613;8588;8738;7875;8646;9375;7763;8644;8813;8919;0;8613
19.06.2017;7935;8930;8845;9050;7935;8942;9495;7840;8690;8825;8945;0;8930
20.06.2017;7915;8980;8895;9090;7915;8988;9465;7935;8680;8845;8950;0;8980
21.06.2017;7945;9305;9230;9405;7945;9313;9720;8085;8800;8925;9040;0;9305
22.06.2017;7930;9330;9220;9415;7930;9322;9610;8070;8880;8980;9080;0;9330
23.06.2017;7915;9170;9070;9300;7915;9180;9470;8000;8845;8970;9080;0;9170
26.06.2017;7905;8900;8870;9080;7905;8950;9280;7850;8705;8905;9030;1;8870
27.06.2017;7910;8975;8960;9070;7910;9002;9290;7890;8640;8895;9020;1;8960
28.06.2017;7870;8580;8600;8720;7870;8633;9040;7690;8575;8765;9040;1;8600
29.06.2017;7815;8100;8230;8410;7815;8247;8690;7500;8420;8710;9020;1;8230
30.06.2017;8155;8365;8555;8680;8358;8820;7570;8580;8500;8730;9050;1;8555
03.07.2017;8215;8495;8705;8760;8472;8860;7610;8650;8535;8730;9060;0;8495
04.07.2017;8300;8390;8670;8720;8453;8825;7550;8630;8520;8710;9040;0;8390
05.07.2017;8395;8545;8815;8850;8585;9000;7595;8670;8560;8720;9050;0;8545
06.07.2017;8560;8715;8970;8940;8748;9020;7575;8685;8615;8745;9065;0;8715
07.07.2017;8560;8785;8995;8980;8780;9075;7610;8705;8640;8800;9045;0;8785
10.07.2017;8520;8800;8990;9020;8770;9080;7620;8695;8645;8825;9045;0;8800
11.07.2017;8490;8980;9170;9170;8880;9205;7665;8800;8770;8920;9095;0;8980
12.07.2017;8630;9480;9580;9540;9230;9520;7890;8990;8900;9060;9210;0;9480
13.07.2017;8645;9550;9635;9570;9277;9550;7930;9000;8910;9110;9260;0;9550
14.07.2017;8665;9570;9640;9580;9292;9510;7940;9030;8900;9100;9260;0;9570
17.07.2017;8670;9560;9650;9590;9293;9515;7960;9050;8905;9100;9260;0;9560
18.07.2017;8560;9385;9495;9520;9147;9395;7875;8950;8870;9080;9240;0;9385
19.07.2017;8540;9470;9435;9510;9148;9395;7880;8960;8880;9090;9250;0;9470
20.07.2017;8570;9560;9560;9520;9230;9450;7915;8990;8915;9100;9250;0;9560
21.07.2017;8560;9540;9550;9490;9217;9400;7905;8980;8920;9100;9250;0;9540
24.07.2017;8520;9315;9375;9340;9070;9275;7860;8930;8875;9040;9185;0;9315
25.07.2017;8430;8930;9030;9050;8797;9020;7780;8835;8725;8955;9070;1;9030
26.07.2017;8360;8610;8810;8880;8593;8875;7585;8705;8640;8900;9040;1;8810
27.07.2017;8340;8645;8815;8890;8600;8920;7610;8710;8640;8905;9040;1;8815
28.07.2017;8340;8695;8825;8910;8620;8975;7650;8720;8665;8910;9040;1;8825
31.07.2017;9115;9280;9400;9430;9198;9477;7845;8830;8795;8940;9070;1;9400
01.08.2017;9185;9410;9500;9550;9298;9513;7875;8880;8855;9000;9100;0;9410
02.08.2017;9250;9475;9550;9630;9363;9547;7845;8915;8905;9040;9120;0;9475
03.08.2017;9065;9235;9400;9520;9150;9417;7790;8900;8840;9000;9100;0;9235
04.08.2017;9035;9215;9400;9510;9125;9410;7810;8920;8860;8990;9090;0;9215
07.08.2017;9020;9200;9410;9510;9110;9397;7800;8960;8870;8990;9090;0;9200
08.08.2017;9020;9190;9375;9505;9105;9388;7820;9005;8870;8980;9090;0;9190
09.08.2017;9000;9230;9440;9550;9115;9447;7870;9010;8890;9000;9100;0;9230
10.08.2017;9025;9475;9640;9770;9250;9653;8040;9060;8975;9050;9140;0;9475
11.08.2017;9030;9570;9710;9820;9300;9706;8100;9110;9015;9070;9150;0;9570
14.08.2017;9035;9625;9765;9870;9330;9752;8110;9100;9010;9065;9140;0;9625
15.08.2017;9040;9730;9855;9945;9385;9827;8185;9150;9045;9110;9165;0;9730
16.08.2017;9020;9935;10000;10100;9478;9970;8405;9300;9210;9200;9250;0;9935
17.08.2017;9030;9935;10040;10140;9483;10015;8465;9390;9280;9250;9320;0;9935
18.08.2017;8990;10010;10070;10150;9500;10027;8440;9375;9300;9245;9310;0;10010
21.08.2017;8960;9890;9980;10070;9425;9950;8430;9335;9290;9255;9310;0;9890
22.08.2017;8920;9885;9950;10010;9403;9903;8350;9340;9210;9225;9310;0;9885
23.08.2017;8960;9730;9870;9940;9345;9828;8300;9305;9185;9225;9310;0;9730
24.08.2017;8990;9900;9990;10050;9445;9923;8350;9320;9240;9270;9330;0;9900
25.08.2017;8990;10105;10165;10200;9548;10068;8500;9470;9410;9390;9440;1;10165
29.08.2017;9000;10080;10170;10165;9540;10052;8430;9450;9395;9375;9440;1;10170
30.08.2017;9010;10070;10190;10160;9540;10060;8420;9460;9400;9385;9470;1;10190
31.08.2017;10265;10670;10290;9950;10265;10303;8655;9490;9410;9430;9490;1;10290
01.09.2017;10320;10890;10400;10080;10320;10457;8780;9505;9450;9440;9505;0;10890
04.09.2017;10440;11250;10830;10300;10440;10793;8940;9650;9570;9530;9585;0;11250
05.09.2017;10360;11120;10740;10285;10360;10715;8900;9630;9545;9510;9555;0;11120
06.09.2017;10370;11190;10890;10385;10370;10822;8940;9680;9600;9560;9620;0;11190
07.09.2017;10370;11200;10900;10430;10370;10843;8950;9680;9595;9560;9620;0;11200
08.09.2017;10335;11075;10870;10380;10335;10775;8880;9620;9530;9540;9600;0;11075
11.09.2017;10365;11115;10900;10380;10365;10798;8880;9640;9520;9560;9600;0;11115
12.09.2017;10455;11235;10960;10415;10455;10870;8900;9650;9515;9555;9595;0;11235
13.09.2017;10570;11500;11200;10670;10570;11123;8960;9690;9560;9640;9635;0;11500
14.09.2017;10650;11840;11470;10980;10650;11430;9280;9770;9620;9720;9685;0;11840
15.09.2017;10620;11910;11570;11040;10620;11507;9240;9780;9635;9700;9695;0;11910
18.09.2017;10490;11710;11505;11040;10490;11418;9160;9680;9560;9660;9670;0;11710
19.09.2017;10390;11430;11320;10960;10390;11237;9130;9660;9540;9630;9645;0;11430
20.09.2017;10310;11410;11370;11060;10310;11280;9120;9580;9550;9610;9640;0;11410
21.09.2017;10290;11420;11340;11100;10290;11287;9030;9570;9510;9585;9630;0;11420
22.09.2017;10290;11475;11330;11050;10290;11285;9035;9575;9475;9565;9635;0;11475
25.09.2017;10280;11260;11110;10950;10280;11107;8920;9510;9395;9545;9605;0;11260
26.09.2017;10290;11025;10945;10835;10290;10935;8810;9420;9310;9470;9550;1;10945
27.09.2017;10265;10665;10780;10640;10265;10695;8730;9350;9190;9400;9500;1;10780
28.09.2017;10289;10665;10785;10660;10289;10703;8710;9360;9210;9370;9475;1;10785
29.09.2017;10550;10713;10513;9213;10592;8900;9325;9075;9219;9300;9438;1;10513
02.10.2017;10575;10755;10505;9220;10612;8840;9320;9070;9213;9300;9420;0;10755
03.10.2017;10810;11140;10700;9330;10883;9020;9470;9150;9333;9430;9465;0;11140
04.10.2017;11250;11530;11080;9580;11287;9340;9640;9270;9520;9560;9560;0;11530
05.10.2017;11325;11780;11280;9680;11462;9520;9715;9330;9613;9625;9620;0;11780
06.10.2017;11300;11790;11295;9680;11462;9510;9720;9340;9618;9630;9625;0;11790
09.10.2017;11180;11720;11230;9660;11377;9465;9700;9315;9591;9615;9615;0;11720
10.10.2017;11210;11870;11260;9664;11447;9510;9670;9260;9567;9600;9590;0;11870
11.10.2017;11280;12215;11490;9765;11662;9680;9805;9255;9650;9610;9595;0;12215
12.10.2017;11430;12460;11680;9820;11857;9780;9880;9290;9713;9660;9630;0;12460
13.10.2017;11490;12645;11810;9845;11981;9775;9995;9400;9801;9720;9645;0;12645
16.10.2017;11415;12960;12010;9980;12128;9820;10070;9435;9853;9740;9685;0;12960
17.10.2017;11290;12670;11650;9795;11870;9660;9935;9360;9735;9675;9630;0;12670
18.10.2017;11300;12520;11580;9755;11800;9615;9875;9355;9698;9620;9635;0;12520
19.10.2017;11365;12700;11600;9875;11888;9655;9935;9395;9739;9640;9670;0;12700
20.10.2017;11335;12730;11535;9895;11867;9665;9930;9410;9746;9640;9660;0;12730
23.10.2017;11295;12640;11420;9935;11785;9645;9925;9410;9735;9650;9685;0;12640
24.10.2017;11225;12415;11435;9835;11692;9555;9850;9375;9674;9625;9650;0;12415
25.10.2017;11120;12190;11225;9705;11512;9405;9745;9250;9557;9580;9610;1;11225
26.10.2017;11110;12045;11105;9770;11420;9435;9735;9235;9560;9570;9615;1;11105
27.10.2017;11135;11995;11105;9800;11412;9505;9745;9230;9574;9595;9630;1;11105
30.10.2017;11125;12000;11065;9830;11397;9500;9750;9230;9579;9635;9640;1;11065
31.10.2017;11765;11070;9870;9170;11418;9483;9795;9250;9597;9670;9665;1;9870
01.11.2017;11620;11070;9775;9090;11345;9410;9800;9290;9602;9730;9700;0;11070
02.11.2017;11420;11120;9740;9060;11270;9378;9850;9405;9670;9740;9715;0;11120
03.11.2017;11405;11030;9745;9000;11218;9340;9920;9540;9729;9755;9725;0;11030
06.11.2017;11370;11030;9745;8985;11200;9333;9935;9610;9765;9760;9715;0;11030
07.11.2017;10940;10695;9645;8940;10818;9282;9880;9615;9727;9780;9720;0;10695
08.11.2017;10615;10380;9445;8925;10498;9155;9730;9460;9594;9670;9670;0;10380
09.11.2017;10475;10335;9415;9040;10405;9165;9640;9420;9553;9620;9650;0;10335
10.11.2017;10560;10325;9500;9175;10443;9260;9735;9510;9634;9650;9660;0;10325
13.11.2017;10420;10130;9385;9090;10275;9162;9715;9500;9605;9625;9655;0;10130
14.11.2017;10440;10145;9370;9055;10293;9150;9730;9470;9585;9590;9630;0;10145
15.11.2017;10325;9865;9040;8935;10095;8982;9685;9475;9526;9560;9605;0;9865
16.11.2017;10460;10200;9170;9035;10330;9122;9775;9550;9633;9625;9650;0;10200
17.11.2017;10575;10360;9360;9180;10468;9297;9900;9565;9711;9670;9675;0;10360
