Date;CURMON;1MON;2MON;3MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
05.01.2011;14268;14421;14536;;14408;15443;14264;14036;14089;13946;13729;0;14421
06.01.2011;14675;14739;14736;;14717;15839;14561;14425;14486;14164;13871;0;14739
07.01.2011;14550;14679;14914;;14714;15643;14579;14454;14507;14239;13893;0;14679
10.01.2011;14400;14564;14836;;14600;15693;14543;14471;14430;14224;13829;0;14564
11.01.2011;14321;14496;14793;;14537;15729;14486;14386;14452;14197;13848;0;14496
12.01.2011;14442;14621;14713;;14592;15613;14558;14458;14338;14142;13918;0;14621
13.01.2011;14411;14529;14586;;14508;15564;14557;14436;14293;14129;13939;0;14529
14.01.2011;14457;14546;14679;;14561;15718;14589;14471;14304;14179;13957;0;14546
17.01.2011;14490;14592;14742;;14608;15808;14567;14467;14333;14108;13988;0;14592
18.01.2011;14596;14707;14904;;14736;15850;14586;14536;14311;14143;13996;0;14707
19.01.2011;14621;14650;14871;;14714;15807;14450;14361;14271;14136;13993;0;14650
20.01.2011;14368;14118;14443;;14310;15382;14286;14175;14171;14068;13936;0;14118
21.01.2011;14264;13739;13996;;14000;15014;14121;14007;14064;13943;13857;0;13739
24.01.2011;14275;13218;13479;;13657;14357;13846;13775;13821;13675;13507;0;13218
25.01.2011;14111;11907;12025;;12681;13161;12975;12932;13007;12936;12818;1;12025
26.01.2011;13986;11214;11307;;12169;12764;12522;12557;12686;12757;12743;1;11307
27.01.2011;13914;11836;12093;;12614;13346;12850;12832;12729;12736;12661;1;12093
28.01.2011;14088;12050;12271;;12803;13532;12932;12925;12939;12957;12886;1;12271
31.01.2011;12271;12604;13100;;12438;13629;13196;13213;13138;13083;12971;1;13100
01.02.2011;12107;12582;13100;;12345;13527;13193;13164;13021;12936;12793;0;12582
02.02.2011;12007;12750;13229;;12379;13682;13175;13243;13018;12982;12857;0;12750
03.02.2011;12086;13514;14100;;12800;14896;13664;13686;13436;13393;13196;0;13514
04.02.2011;12275;14096;14767;;13185;15171;13900;13942;13479;13417;13229;0;14096
07.02.2011;12293;14418;15000;;13355;15479;14007;14021;13521;13468;13304;0;14418
08.02.2011;12450;14804;15325;;13627;16025;14400;14325;13618;13571;13357;0;14804
09.02.2011;12268;14379;15079;;13323;15518;14036;14000;13500;13439;13296;0;14379
10.02.2011;12554;15043;15564;;13798;15871;14232;14218;13579;13532;13357;0;15043
11.02.2011;12679;15364;15757;;14021;16175;14650;14629;13739;13664;13507;0;15364
14.02.2011;12518;15393;16014;;13955;16213;14686;14743;13671;13629;13511;0;15393
15.02.2011;12514;15489;16018;;14002;16070;14596;14646;13607;13554;13418;0;15489
16.02.2011;12450;15379;15964;;13914;15807;14393;14443;13493;13504;13386;0;15379
17.02.2011;12432;15507;16000;;13970;15821;14350;14379;13457;13471;13371;0;15507
18.02.2011;12421;15371;15893;;13896;15611;13975;14011;13389;13418;13300;0;15371
21.02.2011;12367;15033;15308;;13700;15175;13475;13525;13183;13192;13108;0;15033
22.02.2011;12261;14493;14904;;13377;14936;13243;13243;12986;13018;13007;1;14904
23.02.2011;12214;13950;14621;;13082;14704;13029;13061;12875;12893;12868;1;14621
24.02.2011;12389;14875;15696;;13632;15943;13907;13764;13129;13054;13014;1;15696
25.02.2011;12396;15471;15938;;13933;16192;13958;13875;13183;13204;13108;1;15938
28.02.2011;15514;15843;15764;;15514;15889;13979;13736;13250;13121;13039;1;15764
01.03.2011;15875;16079;15964;;15875;16196;14250;13950;13314;13254;13121;0;16079
02.03.2011;16157;16582;16375;;16157;16464;14275;13950;13271;13250;13129;0;16582
03.03.2011;16321;16968;16654;;16321;16786;14550;14125;13557;13471;13257;0;16968
04.03.2011;16307;17189;16766;;16307;16786;14496;14132;13550;13443;13242;0;17189
07.03.2011;16286;17236;16750;;16286;16839;14500;14150;13579;13450;13264;0;17236
08.03.2011;16079;16661;16400;;16079;16446;14164;13846;13496;13339;13239;0;16661
09.03.2011;15864;16161;16011;;15864;16079;14018;13629;13279;13246;13150;0;16161
10.03.2011;16000;16413;16150;;16000;16417;14138;13742;13375;13346;13267;0;16413
11.03.2011;15964;16350;16271;;15964;16321;14043;13725;13336;13289;13211;0;16350
14.03.2011;15786;15929;15821;;15786;15771;13793;13568;13179;13157;13068;0;15929
15.03.2011;15596;15714;15600;;15596;15593;13618;13429;13146;13057;13007;0;15714
16.03.2011;15761;16079;15896;;15761;16066;13957;13700;13321;13164;13064;0;16079
17.03.2011;15864;16264;15989;;15864;16143;14111;13843;13304;13121;13007;0;16264
18.03.2011;15882;16357;16071;;15882;16146;14143;13850;13371;13214;13025;0;16357
21.03.2011;15864;16571;16214;;15864;16271;14193;13864;13414;13329;13132;0;16571
22.03.2011;16039;16629;16346;;16039;16246;14161;13804;13471;13293;13182;0;16629
23.03.2011;16175;17175;16557;;16175;16650;14550;14157;13564;13389;13264;0;17175
24.03.2011;16225;17067;16567;;16225;16288;14321;13954;13533;13358;13267;0;17067
25.03.2011;16207;16911;16529;;16207;16264;14275;13893;13529;13350;13264;1;16529
28.03.2011;16114;16536;16293;;16114;15982;14057;13764;13443;13339;13218;1;16293
29.03.2011;16036;15629;15732;;16036;15289;13711;13579;13404;13321;13211;1;15732
30.03.2011;15972;15139;15093;;15972;14900;13529;13446;13325;13307;13175;1;15093
31.03.2011;15118;15025;14857;;15000;13532;13468;13350;13243;13200;13096;1;14857
01.04.2011;15104;15017;14933;;15018;13579;13429;13425;13271;13233;13121;0;15017
04.04.2011;15000;14946;14843;;14930;13550;13443;13450;13307;13238;13114;0;14946
05.04.2011;15104;15021;14936;;15020;13721;13514;13514;13343;13293;13182;0;15021
06.04.2011;15146;14967;14833;;14982;13638;13625;13508;13321;13258;13119;0;14967
07.04.2011;14904;14714;14571;;14730;13532;13536;13423;13193;13179;13054;0;14714
08.04.2011;14789;14471;14346;;14536;13546;13700;13514;13236;13204;13032;0;14471
11.04.2011;14636;14007;13896;;14179;13607;13650;13514;13307;13240;13068;0;14007
12.04.2011;14729;13636;13507;;13957;13321;13407;13411;13271;13234;13082;0;13636
13.04.2011;14679;13514;13350;;13848;13014;13189;13279;13118;13125;12996;0;13514
14.04.2011;14818;13721;13536;;14025;13279;13418;13304;13168;13168;13043;0;13721
15.04.2011;14800;13786;13543;;14043;13293;13475;13314;13171;13179;13039;0;13786
18.04.2011;14886;13836;13546;;14089;13314;13536;13311;13157;13164;13071;0;13836
19.04.2011;14998;13868;13386;;14084;13171;13336;13221;13057;13114;13039;0;13868
20.04.2011;14975;13693;13057;;13908;12636;12907;12964;12839;12968;12950;0;13693
21.04.2011;14989;13686;12986;;13887;12575;12850;12800;12793;12861;12936;0;13686
26.04.2011;15036;13807;12970;;13938;12846;13021;12971;12921;12911;12964;1;12970
27.04.2011;15026;14154;13750;;14310;13307;13439;13289;13164;13168;13164;1;13750
28.04.2011;14218;13707;13457;;13963;13300;13414;13296;13175;13171;13250;1;13457
03.05.2011;14354;13818;13479;;14086;13350;13482;13350;13207;13236;13286;0;13818
04.05.2011;14311;13936;13500;;14123;13329;13575;13368;13229;13264;13286;0;13936
05.05.2011;14429;14093;13593;;14261;13407;13700;13371;13254;13289;13304;0;14093
06.05.2011;14414;14096;13521;;14255;13339;13621;13336;13179;13214;13246;0;14096
09.05.2011;14404;13896;13400;12730;14150;12954;13286;13114;12861;12996;13107;0;13896
10.05.2011;14607;14000;13421;12548;14304;12839;13082;13050;12786;12979;13086;0;14000
11.05.2011;14464;13889;13250;12463;14177;12725;13007;12950;12693;12943;13021;0;13889
12.05.2011;14225;13286;12821;12179;13755;12393;12614;12636;12421;12818;12932;0;13286
13.05.2011;14189;13136;12671;12104;13663;12293;12486;12582;12421;12818;12950;0;13136
16.05.2011;14311;12954;12600;11550;13632;11900;12168;12154;12150;12700;12836;0;12954
17.05.2011;14379;13075;12607;11696;13727;12000;12196;12136;12171;12650;12800;0;13075
18.05.2011;14429;13493;12807;12089;13961;12329;12539;12329;12268;12682;12857;0;13493
19.05.2011;14542;13796;13075;12500;14169;12692;12833;12442;12392;12771;12903;0;13796
20.05.2011;14562;13961;13064;12389;14261;12614;12782;12429;12339;12729;12907;0;13961
23.05.2011;14589;14021;13071;12450;14305;12657;12807;12436;12379;12750;12850;0;14021
24.05.2011;14607;14232;13214;12794;14420;12934;13075;12525;12598;12761;12864;0;14232
25.05.2011;14671;14568;13371;12868;14620;13036;13150;12746;12821;12896;12950;1;13371
26.05.2011;14664;14421;13293;12548;14543;12796;12989;12668;12789;12921;12936;1;13293
27.05.2011;14636;14282;13136;12477;14459;12696;12832;12593;12732;12943;12957;1;13136
31.05.2011;14286;13182;12729;12189;14286;12700;12861;12557;12600;12936;12957;1;12729
01.06.2011;14379;13029;12800;12046;14379;12625;12714;12493;12414;12879;13039;0;13029
02.06.2011;14368;12975;12771;12075;14368;12607;12700;12436;12550;12782;12971;0;12975
03.06.2011;14392;12900;12733;11979;14392;12538;12592;12408;12608;12950;13025;0;12900
06.06.2011;14354;12821;12683;11846;14354;12450;12483;12358;12458;12908;13042;0;12821
07.06.2011;14250;12550;12500;11375;14250;12142;12263;12154;12200;12725;12964;0;12550
08.06.2011;14121;12571;12533;11821;14121;12308;12408;12229;12308;12692;12892;0;12571
09.06.2011;14125;12733;12533;11783;14125;12350;12425;12175;12304;12667;12917;0;12733
10.06.2011;14217;12796;12508;11921;14217;12408;12475;12171;12292;12671;12842;0;12796
13.06.2011;14258;12800;12542;11883;14258;12408;12483;12163;12288;12604;12875;0;12800
14.06.2011;14325;13058;12608;11908;14325;12525;12638;12271;12325;12629;12879;0;13058
15.06.2011;14283;13092;12625;11906;14283;12541;12626;12266;12270;12600;12883;0;13092
16.06.2011;14254;12950;12546;11679;14254;12392;12483;12100;12167;12508;12867;0;12950
17.06.2011;14233;13083;12563;11879;14233;12508;12592;12050;12164;12492;12850;0;13083
20.06.2011;14238;13103;12573;11899;14238;12525;12596;12063;12106;12477;12858;0;13103
21.06.2011;14233;13450;12650;12013;14233;12704;12758;12108;12125;12508;12900;0;13450
22.06.2011;14265;13662;12643;12205;14265;12837;12853;12128;12147;12473;12953;0;13662
23.06.2011;14200;13533;12533;12158;14200;12742;12804;12025;12129;12392;12903;0;13533
24.06.2011;14204;13555;12547;12203;14204;12768;12850;11990;12136;12388;12917;1;12547
27.06.2011;14175;13246;12428;12332;14175;12668;12732;11947;12058;12367;12885;1;12428
28.06.2011;14154;12908;12263;12057;14154;12409;12484;11767;11904;12258;12763;1;12263
29.06.2011;14129;12750;12183;11907;14129;12280;12383;11717;11833;12163;12658;1;12183
30.06.2011;12858;12254;12067;0;12393;12371;11767;11783;11917;12229;12758;1;12067
01.07.2011;12867;12283;12092;0;12414;12438;11804;11821;11908;12221;12725;0;12283
04.07.2011;12910;12330;12170;0;12470;12510;11860;11880;11980;12380;12800;0;12330
05.07.2011;12937;12392;12298;0;12542;12554;11884;11896;11967;12325;12735;0;12392
06.07.2011;12912;12417;12342;0;12557;12626;11882;11900;11988;12313;12674;0;12417
07.07.2011;12900;12392;12371;0;12554;12583;11896;11907;11968;12308;12653;0;12392
08.07.2011;12900;12378;12353;0;12544;12504;11865;11883;11918;12275;12599;0;12378
11.07.2011;12842;12316;12303;0;12487;12417;11913;11825;11743;12253;12572;0;12316
12.07.2011;12783;12117;12103;0;12334;12192;11819;11721;11670;12007;12425;0;12117
13.07.2011;12842;12142;12083;0;12356;12229;11788;11750;11663;11963;12388;0;12142
14.07.2011;12940;12139;12129;0;12403;12296;11722;11732;11665;11917;12363;0;12139
15.07.2011;12985;12125;12133;0;12414;12254;11692;11725;11630;11905;12371;0;12125
18.07.2011;13018;12136;12153;0;12436;12207;11629;11703;11623;11913;12383;0;12136
19.07.2011;13083;12199;12183;0;12489;12150;11596;11658;11611;11900;12388;0;12199
20.07.2011;13149;12258;12242;0;12549;12221;11527;11620;11612;11902;12392;0;12258
21.07.2011;13184;12383;12279;0;12616;12221;11479;11579;11578;11918;12383;0;12383
22.07.2011;13242;12452;12273;0;12656;12217;11433;11550;11533;11905;12493;0;12452
25.07.2011;13250;12458;12242;0;12650;12225;11463;11567;11558;11958;12533;0;12458
26.07.2011;13240;12490;12280;0;12670;12270;11490;11640;11560;11960;12530;1;12280
27.07.2011;13238;12504;12304;0;12682;12238;11488;11638;11542;11892;12496;1;12304
28.07.2011;13225;12483;12292;0;12667;12171;11475;11600;11508;11850;12283;1;12292
29.07.2011;12533;12296;12250;12106;12415;12154;11508;11625;11496;11892;12233;1;12250
01.08.2011;12492;12242;12258;12058;12367;12125;11492;11608;11533;11850;12208;0;12242
02.08.2011;12663;12275;12308;12252;12469;12271;11529;11642;11567;11867;12225;0;12275
03.08.2011;12865;12470;12490;12310;12668;12370;11640;11790;11700;12045;12440;0;12470
04.08.2011;12858;12475;12508;12440;12667;12463;11675;11775;11683;12104;12425;0;12475
05.08.2011;12805;12460;12530;12328;12633;12395;11650;11880;11670;12075;12350;0;12460
08.08.2011;12771;12400;12475;12354;12585;12394;11638;11817;11637;12038;12375;0;12400
09.08.2011;12792;12492;12500;12638;12642;12592;11670;11908;11662;12093;12421;0;12492
10.08.2011;12817;12600;12538;12594;12708;12575;11690;11945;11680;12104;12442;0;12600
11.08.2011;12967;12858;12717;12779;12913;12758;11817;12104;11813;12167;12479;0;12858
12.08.2011;13100;13100;12958;13171;13100;13100;11998;12213;11929;12195;12475;0;13100
15.08.2011;13225;13392;13292;13517;13308;13442;12204;12458;12113;12270;12550;0;13392
16.08.2011;13442;13688;13675;13588;13565;13617;12346;12588;12125;12283;12575;0;13688
17.08.2011;13467;13795;13758;13610;13631;13659;12350;12596;12115;12287;12575;0;13795
18.08.2011;13508;14183;14017;13785;13846;13863;12396;12692;12221;12325;12550;0;14183
19.08.2011;13533;14458;14162;13939;13996;14013;12537;12758;12288;12364;12620;0;14458
22.08.2011;13558;14725;14392;14392;14142;14392;12967;13150;12558;12633;12842;0;14725
23.08.2011;13558;14483;14283;14240;14021;14254;12842;13029;12513;12636;12830;0;14483
24.08.2011;13542;14279;14208;13758;13910;13908;12592;12817;12383;12583;12788;0;14279
25.08.2011;13550;14054;13980;13443;13802;13622;12417;12673;12248;12482;12683;1;13980
26.08.2011;13552;14089;13990;13365;13820;13573;12421;12622;12218;12390;12607;1;13990
30.08.2011;13556;14267;14088;13669;13911;13808;12483;12750;12327;12496;12700;1;14088
31.08.2011;14363;14229;13942;13479;14363;13883;12542;12875;12450;12608;12833;1;13942
01.09.2011;14378;14368;13998;13419;14378;13928;12530;12875;12473;12600;12872;0;14368
02.09.2011;14293;14250;13963;13537;14293;13917;12417;12802;12353;12564;12778;0;14250
05.09.2011;14240;14090;13780;13080;14240;13650;12290;12645;12270;12490;12710;0;14090
06.09.2011;14260;14114;13800;13271;14260;13728;12350;12670;12256;12502;12712;0;14114
07.09.2011;14292;14225;13875;13285;14292;13795;12385;12683;12258;12500;12725;0;14225
08.09.2011;14592;14546;14017;13638;14592;14067;12528;12875;12300;12538;12763;0;14546
09.09.2011;14680;14693;14150;13819;14680;14221;12533;12992;12363;12588;12798;0;14693
12.09.2011;14805;14755;14232;13871;14805;14286;12487;13030;12387;12532;12815;0;14755
13.09.2011;14897;14862;14288;13850;14897;14333;12453;12963;12393;12533;12830;0;14862
14.09.2011;15058;15110;14380;14110;15058;14533;12579;13017;12416;12561;12843;0;15110
15.09.2011;15017;15292;14342;13942;15017;14525;12563;12983;12404;12563;12795;0;15292
16.09.2011;15038;15453;14362;13735;15038;14517;12590;12958;12420;12560;12783;0;15453
19.09.2011;15092;15517;14420;13538;15092;14492;12648;12993;12458;12622;12833;0;15517
20.09.2011;15113;15550;14450;13635;15113;14545;12650;12967;12480;12638;12850;0;15550
21.09.2011;15100;15475;14408;13529;15100;14471;12596;12883;12445;12625;12838;0;15475
22.09.2011;15079;15446;14383;13721;15079;14517;12604;12900;12446;12608;12817;0;15446
23.09.2011;15071;15492;14417;13979;15071;14629;12675;12958;12408;12583;12783;0;15492
26.09.2011;15050;15499;14432;13952;15050;14628;12578;12927;12385;12573;12764;1;14432
27.09.2011;15074;15660;14480;13600;15074;14580;12510;12870;12345;12520;12794;1;14480
28.09.2011;15073;15605;14467;13853;15073;14642;12553;12890;12321;12425;12775;1;14467
29.09.2011;15082;15733;14467;14200;15082;14800;12578;12917;12280;12425;12775;1;14467
30.09.2011;15405;14448;13755;0;14536;12380;12840;12160;12190;12436;12676;1;13755
03.10.2011;15625;14617;13642;0;14628;12488;12846;12097;12254;12438;12688;0;14617
04.10.2011;15754;14750;13663;0;14722;12596;12921;12180;12358;12475;12675;0;14750
05.10.2011;15942;15083;13738;0;14921;12788;13063;12250;12475;12537;12699;0;15083
06.10.2011;16167;15458;13908;0;15178;12838;13117;12292;12558;12642;12783;0;15458
07.10.2011;16317;15613;14092;0;15340;12908;13096;12267;12496;12633;12767;0;15613
10.10.2011;16358;15592;14125;0;15358;12992;13221;12267;12517;12729;12883;0;15592
11.10.2011;16650;15910;14310;0;15623;13160;13330;12240;12590;12860;12995;0;15910
12.10.2011;16700;16071;14596;0;15789;13238;13404;12225;12638;12892;12992;0;16071
13.10.2011;16663;16075;14658;0;15799;13267;13467;12213;12646;12823;12983;0;16075
14.10.2011;16642;16133;14775;0;15850;13296;13508;12258;12729;12896;13033;0;16133
17.10.2011;16658;16221;14825;0;15901;13458;13650;12300;12788;13042;13117;0;16221
18.10.2011;16529;15825;14475;0;15610;13050;13371;12217;12713;12958;13117;0;15825
19.10.2011;16538;15725;14400;0;15554;12979;13492;12254;12700;12983;13133;0;15725
20.10.2011;16458;15350;14108;0;15306;12808;13363;12233;12633;12908;13129;0;15350
21.10.2011;16442;15133;13867;0;15147;12758;13358;12188;12592;12942;13133;0;15133
24.10.2011;16442;15222;13846;0;15170;12808;13383;12204;12604;12975;13175;0;15222
25.10.2011;16405;15296;13629;0;15110;12817;13375;12213;12642;12987;13188;1;13629
26.10.2011;16405;15250;13639;0;15098;12765;13365;12130;12540;12860;13095;1;13639
27.10.2011;16363;14792;13225;0;14793;12458;13133;11950;12400;12758;12975;1;13225
28.10.2011;16342;14683;13104;0;14710;12288;13008;11863;12367;12733;12954;1;13104
31.10.2011;14596;13071;12533;12083;13833;12233;12829;11950;12272;12675;12933;1;12533
01.11.2011;14270;12680;12240;11903;13475;12015;12475;11720;12028;12420;12725;0;12680
02.11.2011;14175;12600;12142;11879;13388;11967;12338;11642;11945;12350;12696;0;12600
03.11.2011;14033;12354;11942;11715;13194;11791;12080;11500;11789;12258;12624;0;12354
04.11.2011;13900;12096;11758;11490;12998;11579;11875;11500;11684;12187;12550;0;12096
07.11.2011;13754;11954;11642;11429;12854;11500;11850;11500;11662;12058;12483;0;11954
08.11.2011;13833;12054;11707;11609;12944;11642;11950;11492;11715;12042;12433;0;12054
09.11.2011;14054;12179;11758;11690;13117;11713;12096;11492;11775;12059;12450;0;12179
10.11.2011;14083;12275;11883;11876;13179;11878;12217;11533;11863;12092;12458;0;12275
11.11.2011;14060;12370;12030;11925;13215;11960;12390;11565;11941;12160;12460;0;12370
14.11.2011;14200;12617;12233;12121;13408;12158;12600;11725;12108;12325;12533;0;12617
15.11.2011;14440;13080;12434;12458;13760;12450;12950;11800;12315;12420;12590;0;13080
16.11.2011;14542;13500;12642;12754;14021;12717;13150;11800;12423;12467;12633;0;13500
17.11.2011;14446;13542;12558;12615;13994;12596;12929;11492;12190;12250;12513;0;13542
18.11.2011;14463;13512;12540;12649;13987;12613;12850;11420;12130;12217;12473;0;13512
21.11.2011;14450;13533;12413;12368;13992;12383;12603;11333;11978;12150;12442;0;13533
22.11.2011;14426;13510;12200;11735;13968;11890;12030;11200;11660;11970;12350;0;13510
23.11.2011;14382;12975;11817;11267;13678;11450;11642;11092;11379;11692;12208;0;12975
24.11.2011;14400;13110;11790;11340;13755;11490;11710;11160;11428;11795;12220;1;11790
25.11.2011;14390;13280;11760;11423;13835;11535;11745;11230;11478;11805;12210;1;11760
28.11.2011;14380;13317;11758;11390;13848;11513;11708;11263;11478;11788;12183;1;11758
29.11.2011;14365;13367;11762;11394;13866;11517;11728;11253;11484;11729;12174;1;11762
30.11.2011;13267;11708;11358;11108;13267;11392;11633;10967;11292;11508;11896;1;11358
01.12.2011;13138;11580;11308;11074;13138;11321;11558;10768;11173;11349;11779;0;11580
02.12.2011;13075;11560;11283;11182;13075;11342;11507;10667;11124;11297;11710;0;11560
05.12.2011;13033;11575;11262;11338;13033;11392;11588;10603;11136;11267;11638;0;11575
06.12.2011;13025;11533;11233;11478;13025;11415;11682;10613;11170;11297;11595;0;11533
07.12.2011;13008;11325;11150;11525;13008;11333;11667;10625;11148;11338;11646;0;11325
08.12.2011;12950;11217;11079;11319;12950;11205;11608;10613;11092;11358;11642;0;11217
09.12.2011;12938;11196;11042;11400;12938;11213;11628;10597;11091;11357;11645;0;11196
12.12.2011;12867;11185;11020;11345;12867;11183;11638;10579;11078;11328;11639;0;11185
13.12.2011;12848;11352;11150;11428;12848;11310;11710;10600;11134;11310;11662;0;11352
14.12.2011;12950;11733;11442;11988;12950;11721;12050;10808;11407;11467;11728;0;11733
15.12.2011;12963;11758;11509;12096;12963;11788;12067;10779;11403;11429;11803;0;11758
16.12.2011;12933;11742;11513;11943;12933;11733;11910;10671;11319;11333;11808;0;11742
19.12.2011;12929;11814;11620;11936;12929;11790;11930;10627;11306;11330;11840;0;11814
20.12.2011;12925;11810;11620;11910;12925;11780;11905;10620;11296;11340;11854;0;11810
21.12.2011;12913;11779;11571;11763;12913;11704;11898;10600;11257;11313;11879;0;11779
22.12.2011;12904;11717;11617;11692;12904;11675;11858;10605;11241;11300;11893;0;11717
23.12.2011;11792;11692;11728;0;11737;11867;10625;10828;11314;11923;12267;0;11692
28.12.2011;11790;11690;11740;0;11740;11855;10630;10830;11330;11910;12270;1;11740
29.12.2011;11770;11670;11720;0;11720;11855;10630;10830;11330;11910;12270;1;11720
30.12.2011;11770;11670;11720;0;11720;11855;10630;10830;11330;11920;12270;1;11720
03.01.2012;11700;11578;11675;0;11651;11813;10633;10825;11375;11925;12267;0;11578
04.01.2012;11517;11413;11505;0;11478;11650;10530;10746;11350;11908;12215;0;11413
05.01.2012;11033;11008;11092;0;11044;11292;10217;10458;11225;11808;12128;0;11008
06.01.2012;10950;10875;10975;0;10933;11113;10117;10321;11071;11731;12075;0;10875
09.01.2012;11050;10875;10967;0;10964;11152;10114;10390;11049;11733;12058;0;10875
10.01.2012;10892;10700;10792;0;10794;10996;10035;10300;10983;11700;12030;0;10700
11.01.2012;10733;10350;10558;0;10547;10804;9942;10325;10867;11550;11905;0;10350
12.01.2012;10575;9908;10225;0;10236;10650;9983;10325;10813;11483;11879;0;9908
13.01.2012;10533;9842;10142;0;10172;10646;10008;10350;10800;11478;11828;0;9842
16.01.2012;10450;9780;10060;0;10097;10575;9980;10310;10780;11470;11790;0;9780
17.01.2012;10217;9517;9867;0;9867;10533;9992;10242;10700;11458;11757;0;9517
18.01.2012;10017;9367;9776;0;9720;10392;9883;10133;10642;11400;11725;0;9367
19.01.2012;9933;9342;9775;0;9683;10398;9920;10125;10617;11383;11727;0;9342
20.01.2012;9942;9604;10215;0;9920;10600;10050;10221;10700;11422;11763;0;9604
23.01.2012;9878;9417;10310;0;9868;10674;10123;10261;10707;11419;11760;0;9417
24.01.2012;9771;8986;10107;0;9621;10417;10046;10175;10675;11405;11742;0;8986
25.01.2012;9700;8783;10045;0;9509;10430;10042;10117;10673;11405;11742;1;10045
26.01.2012;9675;8620;9922;0;9406;10372;10025;10083;10665;11388;11728;1;9922
27.01.2012;9642;8508;9780;0;9310;10342;10017;10057;10563;11308;11675;1;9780
30.01.2012;9650;7818;9642;0;9037;10313;9980;10050;10426;11280;11658;1;9642
31.01.2012;7496;9550;10033;10221;8523;10158;9858;9983;10283;11317;11592;1;10033
01.02.2012;7050;9330;9867;10134;8190;10045;9797;9950;10263;11323;11567;0;9330
02.02.2012;7154;9497;10120;10503;8325;10375;9917;10100;10516;11463;11670;0;9497
03.02.2012;7262;9708;10267;10979;8485;10742;10092;10292;10625;11562;11722;0;9708
06.02.2012;7196;9600;10267;10979;8398;10742;10082;10240;10583;11555;11717;0;9600
07.02.2012;7233;9883;10350;11200;8558;10917;10119;10338;10603;11567;11733;0;9883
08.02.2012;7679;10500;10825;11563;9090;11317;10245;10517;10692;11603;11783;0;10500
09.02.2012;7700;10767;10992;11629;9233;11417;10278;10558;10779;11627;11787;0;10767
10.02.2012;7675;10754;11029;11598;9215;11408;10258;10592;10820;11622;11781;0;10754
13.02.2012;7325;10450;10722;11092;8888;10968;10057;10388;10777;11624;11770;0;10450
14.02.2012;6992;9833;10342;10779;8413;10633;9975;10313;10737;11605;11837;0;9833
15.02.2012;6508;8921;9925;10363;7715;10217;9842;10158;10650;11570;11842;0;8921
16.02.2012;6508;8885;9947;10239;7697;10142;9840;10063;10580;11542;11850;0;8885
17.02.2012;6513;8832;9925;10223;7672;10123;9815;10018;10529;11540;11858;0;8832
20.02.2012;6531;8588;9938;10284;7559;10169;9813;9988;10525;11556;11888;0;8588
21.02.2012;6520;8475;9883;10196;7498;10092;9779;9967;10525;11538;11860;0;8475
22.02.2012;6517;8511;9946;10147;7514;10080;9745;10002;10503;11538;11867;0;8511
23.02.2012;6558;8683;10342;10204;7621;10250;9883;10238;10572;11575;11900;1;10342
24.02.2012;6652;8883;10520;10351;7768;10408;10000;10298;10598;11590;11970;1;10520
27.02.2012;6702;8996;10542;10454;7849;10483;10025;10353;10638;11595;11972;1;10542
28.02.2012;6719;8892;10504;10404;7805;10438;9942;10288;10600;11642;11986;1;10504
29.02.2012;8878;10392;10458;10323;8878;10391;9925;10292;10604;11695;12003;1;10458
01.03.2012;9116;10508;10592;10750;9116;10617;10038;10407;10707;11795;12072;0;10508
02.03.2012;9100;10583;10625;10767;9100;10658;10045;10283;10783;11893;12183;0;10583
05.03.2012;9058;10596;10692;10475;9058;10588;10013;10287;10775;11917;12225;0;10596
06.03.2012;8983;10592;10683;9850;8983;10375;9800;10163;10692;11892;12250;0;10592
07.03.2012;9233;10808;10775;9992;9233;10525;9925;10250;10767;11908;12308;0;10808
08.03.2012;9300;10893;10867;10665;9300;10808;10158;10488;10838;12033;12342;0;10893
09.03.2012;9542;11133;10983;11108;9542;11075;10325;10563;10892;12104;12425;0;11133
12.03.2012;9729;11258;11075;11042;9729;11125;10354;10596;10915;12153;12458;0;11258
13.03.2012;9508;11058;10867;10550;9508;10825;9967;10442;10858;12079;12404;0;11058
14.03.2012;9508;10950;10808;10117;9508;10625;9883;10333;10833;11978;12373;0;10950
15.03.2012;9742;11267;10992;10692;9742;10983;10083;10492;10958;12033;12400;0;11267
16.03.2012;9700;11283;10995;10747;9700;11008;10063;10458;10975;12025;12383;0;11283
19.03.2012;9658;11175;10908;10417;9658;10833;9942;10325;10917;11992;12342;0;11175
20.03.2012;9696;11417;11100;10908;9696;11142;9967;10358;10917;12014;12348;0;11417
21.03.2012;9725;11625;11275;11575;9725;11492;10158;10450;10988;12121;12381;0;11625
22.03.2012;9725;11650;11275;11263;9725;11396;10033;10267;10817;12054;12350;0;11650
23.03.2012;9725;11620;11230;11050;9725;11300;10020;10200;10780;12020;12340;0;11620
26.03.2012;9696;11413;11117;10946;9696;11158;9842;10100;10754;12013;12329;0;11413
27.03.2012;9667;11260;11033;10369;9667;10888;9775;10063;10650;11975;12292;1;11033
28.03.2012;9642;11296;11117;10738;9642;11050;9908;10183;10596;11983;12287;1;11117
29.03.2012;9606;11255;11100;10510;9606;10955;9955;10180;10570;11980;12294;1;11100
30.03.2012;10982;10807;10250;0;10679;9842;10103;10154;10531;11979;12248;1;10250
