Row Labels;4TC_PCURMON;4TC_P+1MON;4TC_P+2MON;4TC_P+3MON;4TC_PCURQ;4TC_P+1Q;4TC_P+2Q;4TC_P+3Q;4TC_P+1CAL;4TC_P+2CAL;4TC_P+3CAL;Rollover;4TC_ROLL
12.04.2019;8942;9188;9446;9892;9192;10108;10667;8900;9163;8642;8321;0;8942
15.04.2019;8963;9363;9496;9942;9274;10229;10729;8958;9225;8733;8363;0;8963
16.04.2019;9042;9500;9504;9958;9349;10229;10729;8979;9253;8779;8383;0;9042
17.04.2019;9042;9446;9492;9925;9326;10250;10725;9000;9267;8796;8392;0;9042
18.04.2019;9088;9338;9417;9908;9281;10254;10725;9008;9271;8804;8400;0;9088
23.04.2019;9088;9404;9513;9975;9335;10300;10767;9121;9464;9013;8492;0;9088
24.04.2019;9058;9550;9679;10046;9429;10367;10892;9296;9690;9175;8550;1;9550
25.04.2019;9075;9625;9708;10071;9469;10396;10879;9258;9705;9075;8504;1;9625
26.04.2019;9046;9496;9590;9979;9377;10271;10821;9225;9683;9071;8479;1;9496
29.04.2019;9046;9550;9692;10117;9429;10392;11017;9304;9772;9146;8488;1;9550
30.04.2019;9538;9629;10071;10438;9583;10422;11083;9313;9785;9171;8496;1;9629
01.05.2019;9492;9604;10021;10388;9548;10357;11054;9304;9777;9125;8496;0;9492
02.05.2019;9533;9638;10033;10346;9586;10331;11033;9308;9755;9033;8479;0;9533
03.05.2019;9596;9683;10029;10396;9640;10377;11117;9296;9759;9033;8467;0;9596
07.05.2019;9438;9517;9933;10275;9477;10264;10954;9183;9634;8958;8383;0;9438
08.05.2019;9625;9650;10004;10292;9638;10293;10925;9217;9634;8988;8375;0;9625
09.05.2019;9546;9533;9846;10133;9540;10126;10842;9067;9454;8883;8308;0;9546
10.05.2019;9804;9817;10104;10350;9811;10347;11000;9175;9492;8883;8283;0;9804
13.05.2019;9879;10000;10238;10404;9940;10409;10958;9175;9508;8892;8254;0;9879
14.05.2019;10017;10342;10375;10454;10179;10471;11000;9196;9544;8888;8239;0;10017
15.05.2019;9925;10150;10288;10371;10038;10386;10963;9117;9461;8800;8200;0;9925
16.05.2019;9875;9967;10192;10325;9921;10333;10950;8950;9397;8763;8188;0;9875
17.05.2019;9838;9863;10100;10213;9850;10222;10867;8875;9327;8767;8171;0;9838
20.05.2019;9850;9988;10138;10229;9919;10254;10850;8863;9323;8788;8163;0;9850
21.05.2019;9904;10288;10342;10304;10096;10354;10829;8850;9350;8813;8171;0;9904
22.05.2019;9975;10558;10538;10450;10267;10500;10867;8833;9333;8896;8188;0;9975
23.05.2019;9992;10917;10892;10721;10454;10799;10904;8871;9329;8925;8204;0;9992
24.05.2019;10008;11167;11042;10804;10588;10918;10988;8938;9359;8938;8221;0;10008
28.05.2019;10042;11388;11400;11083;10715;11211;11013;9017;9400;8954;8229;1;11388
29.05.2019;10000;10888;10942;10863;10444;10928;10729;8833;9222;8850;8200;1;10888
30.05.2019;10013;10563;10588;10550;10288;10599;10642;8650;9068;8738;8163;1;10563
31.05.2019;10533;10579;10521;10621;10533;10574;10529;8646;9050;8725;8158;1;10579
03.06.2019;10463;10583;10475;10563;10463;10540;10467;8638;8998;8667;8133;0;10463
04.06.2019;10229;10338;10333;10442;10229;10371;10354;8608;8932;8638;8113;0;10229
05.06.2019;10063;10054;10083;10163;10063;10100;10229;8554;8863;8475;8079;0;10063
06.06.2019;10038;10163;10288;10329;10038;10260;10208;8654;8928;8504;8083;0;10038
07.06.2019;9979;10158;10308;10367;9979;10278;10204;8683;8950;8504;8083;0;9979
10.06.2019;9858;10050;10204;10283;9858;10179;10192;8642;8913;8492;8083;0;9858
11.06.2019;9704;10117;10208;10267;9704;10197;10150;8650;8931;8454;8092;0;9704
12.06.2019;9583;9925;10188;10171;9583;10094;10017;8517;8897;8421;8104;0;9583
13.06.2019;9504;9938;10225;10267;9504;10143;10102;8442;8903;8413;8121;0;9504
14.06.2019;9613;10113;10450;10438;9613;10333;10267;8479;8968;8467;8125;0;9613
17.06.2019;9529;9904;10342;10383;9529;10210;10229;8492;8988;8533;8154;0;9529
18.06.2019;9471;9871;10358;10396;9471;10208;10350;8538;9044;8579;8196;0;9471
19.06.2019;9433;9733;10229;10300;9433;10088;10308;8542;9055;8571;8246;0;9433
20.06.2019;9379;9617;10183;10250;9379;10017;10338;8550;9066;8575;8263;0;9379
21.06.2019;9375;9796;10304;10392;9375;10164;10454;8596;9115;8608;8288;0;9375
24.06.2019;9413;10308;10775;10879;9413;10654;10879;8925;9376;8808;8363;0;9413
25.06.2019;9446;10492;10775;10829;9446;10699;10783;8908;9342;8779;8363;1;10492
26.06.2019;9463;10604;10904;10938;9463;10815;10858;8933;9342;8775;8363;1;10604
27.06.2019;9463;10704;10900;10933;9463;10846;10842;8917;9329;8783;8358;1;10704
28.06.2019;10867;11063;11021;11058;10983;10958;9033;9842;9393;8798;8342;1;11063
01.07.2019;11213;11354;11292;11292;11286;11242;9275;9988;9592;8900;8408;0;11213
02.07.2019;11758;11758;11671;11650;11729;11571;9438;10113;9709;8958;8454;0;11758
03.07.2019;12454;12400;12175;11954;12343;11813;9596;10288;9857;9008;8508;0;12454
04.07.2019;13442;12779;12425;12104;12882;11908;9563;10296;9855;9000;8546;0;13442
05.07.2019;13408;12592;12200;11975;12733;11817;9442;10158;9769;8963;8554;0;13408
08.07.2019;13104;12179;11863;11792;12382;11633;9350;10050;9679;8863;8529;0;13104
09.07.2019;13917;13067;12446;12083;13143;11938;9579;10213;9871;8971;8575;0;13917
10.07.2019;13902;13108;12325;12013;13112;11883;9554;10208;9864;8954;8579;0;13902
11.07.2019;14338;13492;12446;12158;13425;12008;9617;10238;9895;8975;8579;0;14338
12.07.2019;14792;13913;12771;12296;13825;12167;9613;10258;9910;8994;8600;0;14792
15.07.2019;15033;14163;13071;12438;14089;12304;9679;10329;9989;9021;8608;0;15033
16.07.2019;14738;13713;12667;12196;13706;12050;9538;10229;9861;8933;8583;0;14738
17.07.2019;14979;14142;13033;12413;14051;12225;9625;10279;9911;8958;8596;0;14979
18.07.2019;15175;14465;13322;12586;14321;12367;9654;10296;9962;8996;8613;0;15175
19.07.2019;15417;14844;13775;12838;14678;12625;9725;10354;10021;9025;8617;0;15417
22.07.2019;15625;15621;14529;13196;15258;12983;9875;10479;10160;9054;8633;0;15625
23.07.2019;15296;14517;13446;12742;14419;12529;9671;10300;9964;8967;8608;0;15296
24.07.2019;15208;14108;13200;12550;14172;12475;9592;10246;9931;8921;8571;0;15208
25.07.2019;15267;14633;13854;12913;14585;12871;9692;10313;10000;8975;8583;1;14633
26.07.2019;15246;14138;13671;12646;14351;12517;9629;10292;9979;8967;8583;1;14138
29.07.2019;15196;13738;13446;12488;14126;12388;9571;10229;9926;8975;8571;1;13738
30.07.2019;15204;13192;13013;12308;13803;12200;9408;10058;9769;8896;8554;1;13192
31.07.2019;12963;12708;12250;12154;12836;12143;9342;10029;9708;8883;8546;1;12708
01.08.2019;13021;12679;12175;12096;12850;12093;9317;9942;9650;8883;8567;0;13021
02.08.2019;13000;12629;12054;11992;12815;11997;9250;9879;9620;8858;8571;0;13000
05.08.2019;13129;12450;11871;11667;12790;11707;9113;9708;9382;8771;8546;0;13129
06.08.2019;14379;13767;12600;12146;14073;12292;9408;9888;9572;8858;8579;0;14379
07.08.2019;14546;13513;12425;11813;14029;12021;9254;9746;9394;8817;8558;0;14546
08.08.2019;15113;13940;12763;12042;14526;12282;9375;9792;9458;8833;8575;0;15113
09.08.2019;15625;14767;13404;12542;15196;12774;9596;9913;9599;8896;8608;0;15625
12.08.2019;15696;15038;13975;12725;15367;13067;9667;9958;9647;8900;8608;0;15696
13.08.2019;16050;15575;14408;13075;15813;13450;9817;10033;9753;9008;8600;0;16050
14.08.2019;16171;15717;14554;13208;15944;13572;9879;10088;9801;9033;8633;0;16171
15.08.2019;16213;15796;14638;13263;16005;13611;9954;10179;9872;9054;8658;0;16213
16.08.2019;16225;15467;14433;13038;15846;13391;9958;10229;9874;9046;8658;0;16225
19.08.2019;16058;14771;13854;12642;15415;12935;9929;10142;9818;9000;8638;0;16058
20.08.2019;16104;15138;14067;12763;15621;13081;10079;10267;9924;9058;8658;0;16104
21.08.2019;16196;15663;14608;13229;15929;13565;10338;10533;10122;9125;8692;0;16196
22.08.2019;16292;16138;15038;13713;16215;13958;10525;10754;10295;9296;8892;0;16292
23.08.2019;16296;16433;15208;13883;16365;14103;10613;10842;10365;9388;9017;0;16296
27.08.2019;16329;16950;15838;14488;16640;14656;10879;10983;10577;9533;9138;1;16950
28.08.2019;16308;16675;15679;14400;16492;14549;10854;10933;10582;9513;9125;1;16675
29.08.2019;16311;16788;15671;14325;16549;14507;10879;10913;10567;9500;9121;1;16788
30.08.2019;17163;16079;14554;13679;17163;14771;11017;10954;10673;9571;9138;1;16079
02.09.2019;17067;16004;14329;13488;17067;14607;10963;10900;10674;9588;9129;0;17067
03.09.2019;16917;15483;13925;13117;16917;14175;10721;10721;10523;9396;9071;0;16917
04.09.2019;16871;15071;13813;12942;16871;13942;10500;10583;10402;9325;9058;0;16871
05.09.2019;16246;14304;13396;12571;16246;13424;10304;10375;10250;9238;9013;0;16246
06.09.2019;16567;14571;13579;12746;16567;13632;10450;10508;10372;9263;9038;0;16567
09.09.2019;16500;14629;13642;12779;16500;13683;10504;10529;10397;9271;9050;0;16500
10.09.2019;16383;14396;13558;12758;16383;13571;10450;10442;10348;9242;9033;0;16383
11.09.2019;16921;14929;13958;13125;16921;14004;10738;10642;10528;9338;9113;0;16921
12.09.2019;17463;15871;14850;13663;17463;14795;11146;10913;10795;9429;9204;0;17463
13.09.2019;17338;15733;14725;13650;17338;14703;11075;10908;10755;9454;9208;0;17338
16.09.2019;17254;15633;14596;13571;17254;14600;11142;10933;10770;9483;9217;0;17254
17.09.2019;16921;14871;13875;12938;16921;13895;10875;10721;10593;9396;9188;0;16921
18.09.2019;16758;14021;13250;12467;16758;13246;10675;10483;10413;9342;9154;0;16758
19.09.2019;16721;13763;13204;12429;16721;13132;10579;10404;10347;9346;9163;0;16721
20.09.2019;16754;13763;13346;12513;16754;13207;10604;10450;10376;9352;9171;0;16754
23.09.2019;16763;13929;13454;12842;16763;13408;10850;10671;10534;9413;9167;0;16763
24.09.2019;16750;13779;13363;12763;16750;13302;10754;10704;10507;9433;9171;1;13779
25.09.2019;16763;12988;12804;12513;16763;12768;10500;10496;10359;9363;9142;1;12988
26.09.2019;16696;12558;12429;12096;16696;12361;10171;10329;10220;9325;9125;1;12558
27.09.2019;16654;12392;12342;12083;16654;12272;10283;10408;10315;9338;9117;1;12392
30.09.2019;13079;12983;12671;11004;12911;10633;10650;10463;10590;9442;9150;1;12983
01.10.2019;13311;13146;12807;11100;13088;10707;10671;10475;10617;9436;9150;0;13311
02.10.2019;13629;13386;13029;11182;13348;10804;10725;10539;10675;9429;9168;0;13629
03.10.2019;13589;13332;13000;11154;13307;10764;10664;10482;10623;9414;9168;0;13589
04.10.2019;14086;13768;13236;11339;13696;10921;10782;10557;10723;9464;9211;0;14086
07.10.2019;14689;14486;13514;11586;14230;11143;10961;10707;10885;9489;9218;0;14689
08.10.2019;15325;15100;14096;11800;14840;11329;11229;10907;11071;9596;9254;0;15325
09.10.2019;15193;15089;13982;11689;14755;11161;11107;10836;10954;9564;9236;0;15193
10.10.2019;15096;14804;13736;11629;14545;11079;11071;10789;10901;9532;9236;0;15096
11.10.2019;15136;14771;13721;11564;14543;11071;11007;10761;10878;9507;9211;0;15136
14.10.2019;15100;14889;13746;11589;14578;11139;11104;10821;10956;9518;9207;0;15100
15.10.2019;14639;14152;13196;11421;13996;10971;10975;10732;10841;9471;9204;0;14639
16.10.2019;14304;13721;12779;11321;13601;10921;10936;10707;10797;9439;9179;0;14304
17.10.2019;14393;13811;12939;11375;13714;10925;11000;10782;10853;9471;9182;0;14393
18.10.2019;14461;13704;12982;11407;13715;10939;11050;10804;10877;9496;9186;0;14461
21.10.2019;14393;13332;12832;11425;13519;11011;11168;10846;10938;9527;9189;0;14393
22.10.2019;14386;13389;13121;11500;13632;11039;11157;10818;10929;9530;9189;0;14386
23.10.2019;14389;13239;12979;11521;13536;11111;11282;10818;10980;9579;9196;0;14389
24.10.2019;14404;13336;13129;11632;13623;11150;11343;10854;11008;9611;9193;0;14404
25.10.2019;14382;12796;12754;11379;13311;10946;11218;10768;10892;9564;9171;1;12796
28.10.2019;14343;12414;12504;11229;13087;10646;11114;10718;10769;9518;9146;1;12414
29.10.2019;14271;12393;12439;10882;13034;10496;11068;10646;10677;9529;9139;1;12393
30.10.2019;14257;11646;11682;10257;12529;10014;10725;10368;10348;9407;9107;1;11646
31.10.2019;11254;11246;10068;9725;11250;9876;10514;10093;10132;9307;9079;1;11246
01.11.2019;11414;11379;10111;9743;11397;9908;10539;10118;10152;9304;9064;0;11414
04.11.2019;11179;11132;10021;9707;11155;9868;10479;10036;10073;9282;9057;0;11179
05.11.2019;10929;10864;9750;9618;10896;9727;10400;9961;9991;9241;9032;0;10929
06.11.2019;10418;10168;9346;9321;10293;9413;10232;9861;9814;9107;9000;0;10418
07.11.2019;10139;9982;9225;9121;10061;9251;10221;9800;9750;9025;8986;0;10139
08.11.2019;10168;9971;9193;9096;10070;9231;10171;9782;9721;9011;8982;0;10168
11.11.2019;10182;9975;9186;9104;10079;9242;10204;9804;9738;9032;8975;0;10182
12.11.2019;9993;9818;8975;9029;9905;9121;10146;9814;9696;8996;8957;0;9993
13.11.2019;9841;9406;8628;8772;9624;8889;9925;9747;9554;8975;8950;0;9841
14.11.2019;9755;9063;8497;8788;9409;8889;10022;9884;9629;9025;8953;0;9755
15.11.2019;9884;9413;8753;9003;9649;9115;10141;9997;9757;9047;8959;0;9884
18.11.2019;9894;9597;9228;9150;9746;9400;10244;10075;9877;9144;8981;0;9894
19.11.2019;9900;9688;9219;9094;9794;9362;10150;10031;9813;9134;8981;0;9900
20.11.2019;9913;9691;9156;9028;9802;9304;10116;10041;9788;9119;8975;0;9913
21.11.2019;9894;9444;8678;8863;9669;9049;10034;9975;9679;9106;8978;0;9894
22.11.2019;9900;9650;8719;8906;9775;9118;10197;10028;9765;9066;8975;0;9900
25.11.2019;9891;9718;8853;8953;9804;9229;10234;10047;9820;9050;8969;0;9891
26.11.2019;9875;9981;9322;9250;9928;9557;10347;10119;9940;9078;8975;1;9981
27.11.2019;9884;10194;9631;9453;10039;9764;10475;10206;10075;9131;8994;1;10194
28.11.2019;9905;10363;9791;9550;10134;9864;10516;10225;10114;9131;8994;1;10363
29.11.2019;11094;10506;10109;10731;11094;10449;10809;10384;10394;9203;9003;1;10506
02.12.2019;11422;10441;10175;10734;11422;10450;10694;10322;10337;9203;9044;0;11422
03.12.2019;10688;9603;9488;10125;10688;9739;10266;10113;9960;9025;8947;0;10688
04.12.2019;10563;9466;9388;10081;10563;9645;10272;10109;9946;9019;8931;0;10563
05.12.2019;10678;9669;9644;10313;10678;9875;10625;10350;10173;9088;8969;0;10678
06.12.2019;11106;10038;9916;10453;11106;10135;10744;10419;10300;9181;9000;0;11106
09.12.2019;11081;10013;9769;10413;11081;10065;10688;10375;10252;9166;8997;0;11081
10.12.2019;11394;10400;9916;10644;11394;10320;10788;10609;10396;9225;9022;0;11394
11.12.2019;11363;10259;9747;10569;11363;10192;10672;10588;10321;9184;9016;0;11363
12.12.2019;11316;10153;9678;10541;11316;10124;10553;10434;10245;9153;9006;0;11316
13.12.2019;11297;10219;9763;10609;11297;10197;10578;10425;10270;9159;9006;0;11297
16.12.2019;11206;9900;9550;10440;11206;9963;10459;10322;10139;9137;9006;0;11206
17.12.2019;11019;9009;8953;10078;11019;9347;10209;10038;9824;9066;8978;0;11019
18.12.2019;10828;8675;8684;9991;10828;9117;10231;10091;9812;9059;8978;0;10828
19.12.2019;10669;8569;8591;9903;10669;9021;10219;10147;9802;9019;8972;0;10669
20.12.2019;10669;8659;8688;9984;10669;9111;10250;10178;9846;9031;8972;0;10669
23.12.2019;10675;8850;8806;10059;10675;9239;10309;10219;9912;9063;8984;0;10675
24.12.2019;8769;8788;10081;10178;9213;10303;10222;9891;9059;8975;8763;0;8769
27.12.2019;8669;8747;10063;10178;9159;10291;10209;9878;9056;8975;8759;1;8747
30.12.2019;8231;8622;10031;10153;8961;10244;10178;9878;9069;8984;8778;1;8622
31.12.2019;8231;8622;10031;10153;8961;10244;10178;9878;9069;8984;8778;1;8622
02.01.2020;7594;7675;9359;9784;8209;9947;9959;9763;9019;8975;8778;0;7594
03.01.2020;7119;7516;9072;9572;7902;9791;9781;9684;8969;8950;8784;0;7119
06.01.2020;6922;7356;8891;9478;7723;9756;9766;9688;8875;8906;8778;0;6922
07.01.2020;6722;7294;8844;9428;7620;9744;9772;9725;8897;8903;8769;0;6722
08.01.2020;6909;7575;9384;9816;7956;10125;10109;10022;9091;9000;8831;0;6909
09.01.2020;6859;7628;9628;10075;8039;10338;10278;10144;9219;9041;8850;0;6859
10.01.2020;6663;7638;9659;10153;7986;10378;10353;10250;9372;9125;8897;0;6663
13.01.2020;6375;7350;9434;10059;7720;10328;10384;10294;9350;9131;8903;0;6375
14.01.2020;6769;8150;10169;10556;8363;10791;10684;10572;9484;9166;8919;0;6769
15.01.2020;6972;8381;10350;10547;8568;10688;10653;10581;9503;9156;8919;0;6972
16.01.2020;6691;7838;9825;10259;8118;10453;10556;10506;9450;9141;8909;0;6691
17.01.2020;6544;7619;9616;10259;7926;10428;10534;10484;9456;9141;8909;0;6544
20.01.2020;6378;7378;9381;10172;7713;10391;10463;10431;9434;9156;8906;0;6378
21.01.2020;6278;7091;9125;10159;7498;10316;10369;10388;9444;9147;8909;0;6278
22.01.2020;6034;6525;8878;9950;7146;10172;10350;10359;9405;9122;8894;0;6034
23.01.2020;5856;6606;9188;10141;7217;10363;10547;10516;9500;9172;8909;0;5856
24.01.2020;5800;6572;9197;10181;7190;10400;10606;10578;9644;9213;8922;0;5800
27.01.2020;5738;5888;8309;9531;6645;9866;10200;10216;9464;9178;8903;1;5888
28.01.2020;5728;5834;7881;9156;6481;9488;10103;10072;9403;9153;8897;1;5834
29.01.2020;5672;5288;7422;8869;6127;9269;9984;9978;9288;9091;8863;1;5288
30.01.2020;5638;4922;6928;8391;5829;8972;9919;9916;9253;9056;8866;1;4922
31.01.2020;5000;7041;8538;9238;6020;9150;10256;10253;9491;9169;8941;1;7041
03.02.2020;4363;6669;8134;9011;5516;8878;10255;10250;9409;9147;8938;0;4363
04.02.2020;4447;6831;8300;9097;5639;8998;10406;10400;9700;9272;8994;0;4447
05.02.2020;4619;7322;9153;9688;5971;9653;10650;10603;9728;9297;9013;0;4619
06.02.2020;4447;6975;9053;9616;5711;9572;10556;10522;9638;9269;9016;0;4447
07.02.2020;4397;7006;9066;9506;5702;9521;10591;10528;9644;9266;9016;0;4397
10.02.2020;4069;6697;8722;9238;5383;9272;10516;10431;9538;9222;8997;0;4069
11.02.2020;4388;7288;9325;9713;5838;9763;10888;10769;9738;9309;9038;0;4388
12.02.2020;4503;7553;9631;9978;6028;10038;10975;10928;9794;9356;9059;0;4503
13.02.2020;4591;7503;9544;9934;6047;9984;10963;10884;9738;9338;9053;0;4591
14.02.2020;4619;7509;9556;9984;6064;10024;10950;10878;9763;9350;9053;0;4619
17.02.2020;4331;7050;9247;9816;5691;9815;10853;10806;9716;9334;9022;0;4331
18.02.2020;4453;7450;9494;10084;5952;10063;10997;10922;9753;9338;9025;0;4453
19.02.2020;4541;7756;9703;10266;6149;10264;11059;10944;9775;9344;9031;0;4541
20.02.2020;4556;7684;9728;10325;6120;10291;10978;10872;9791;9347;9038;0;4556
21.02.2020;4584;7859;9825;10406;6222;10369;10906;10809;9797;9353;9038;0;4584
24.02.2020;4581;7659;9600;10053;6121;10024;10644;10556;9731;9316;9031;0;4581
25.02.2020;4581;7669;9381;9781;6125;9794;10591;10513;9678;9309;9034;1;7669
26.02.2020;4588;7950;9506;9856;6269;9876;10672;10531;9713;9316;9041;1;7950
27.02.2020;4634;7997;9656;9950;6316;9970;10656;10522;9719;9322;9041;1;7997
28.02.2020;7825;9463;9813;10156;7825;9810;10559;10472;9691;9319;9034;1;9463
02.03.2020;7522;9016;9528;9944;7522;9496;10463;10381;9594;9291;9031;0;7522
03.03.2020;8038;9563;9878;10231;8038;9891;10653;10516;9684;9313;9041;0;8038
04.03.2020;8400;10050;10213;10534;8400;10266;10881;10725;9813;9334;9044;0;8400
05.03.2020;8866;10247;10384;10681;8866;10438;10928;10756;9916;9378;9053;0;8866
06.03.2020;8956;10097;10281;10516;8956;10298;10825;10684;9944;9388;9053;0;8956
09.03.2020;8100;9122;9309;9584;8100;9339;10281;10156;9569;9234;8991;0;8100
10.03.2020;8478;9559;9697;9888;8478;9715;10578;10347;9594;9263;8991;0;8478
11.03.2020;8075;9084;9363;9650;8075;9366;10422;10213;9509;9216;8972;0;8075
12.03.2020;7579;8197;8644;9066;7579;8635;9881;9822;9355;9128;8966;0;7579
13.03.2020;7369;7981;8597;9028;7369;8536;9875;9769;9313;9109;8975;0;7369
16.03.2020;7109;7094;7613;8100;7109;7602;9256;9141;8878;8866;8859;0;7109
17.03.2020;7072;6759;7413;7819;7072;7330;8950;8919;8891;8859;8866;0;7072
18.03.2020;6903;5944;6553;7109;6903;6536;8231;8281;8725;8722;8784;0;6903
19.03.2020;6838;6028;6638;7169;6838;6612;8250;8341;8694;8675;8706;0;6838
20.03.2020;6856;6084;6831;7419;6856;6778;8459;8534;8850;8756;8744;0;6856
23.03.2020;6791;5838;6900;7491;6791;6743;8472;8588;8838;8784;8722;0;6791
24.03.2020;6775;5547;6678;7284;6775;6503;8406;8541;8781;8738;8688;0;6775
25.03.2020;6747;5353;6481;7184;6747;6340;8200;8513;8650;8684;8634;1;5353
26.03.2020;6747;5681;6859;7659;6747;6734;8534;8819;8828;8750;8681;1;5681
27.03.2020;6765;5828;6844;7669;6765;6780;8559;8775;8856;8753;8675;1;5828
30.03.2020;6756;5675;6703;7569;6756;6649;8556;8722;8772;8706;8644;1;5675
31.03.2020;6553;7583;8328;9209;7488;9428;9550;8269;9151;8909;8725;1;7583
01.04.2020;6284;7250;8113;9053;7216;9141;9329;8069;9033;8816;8697;0;6284
02.04.2020;6297;7194;8044;9016;7178;9141;9316;8050;9023;8822;8700;0;6297
03.04.2020;6034;6941;7769;8881;6915;8963;9213;7966;8939;8788;8684;0;6034
06.04.2020;5763;6738;7597;8638;6699;8706;8966;7863;8831;8719;8647;0;5763
07.04.2020;6016;6997;7863;8828;6959;8978;9231;8063;8958;8772;8691;0;6016
08.04.2020;6356;7347;8259;9022;7321;9106;9300;8197;9067;8850;8719;0;6356
09.04.2020;6550;7938;8675;9313;7721;9372;9553;8322;9164;8919;8728;0;6550
14.04.2020;6316;7469;8294;9091;7359;9238;9428;8216;9075;8869;8706;0;6316
15.04.2020;6125;7300;8034;8969;7153;9206;9466;8181;9060;8863;8697;0;6125
16.04.2020;6034;7013;7844;8816;6964;8963;9325;8131;9029;8816;8672;0;6034
17.04.2020;6059;7044;7834;8759;6979;8906;9325;8156;9046;8809;8672;0;6059
20.04.2020;5950;6734;7425;8494;6703;8769;9206;8059;8981;8788;8653;0;5950
21.04.2020;5822;6031;6744;7913;6199;8231;8850;7847;8864;8709;8619;0;5822
22.04.2020;5809;5869;6469;7697;6049;8094;8744;7831;8845;8669;8606;0;5809
23.04.2020;5828;6016;6700;7813;6181;8309;8984;7969;8926;8694;8619;0;5828
24.04.2020;5797;5988;6753;7881;6179;8347;9069;8006;8950;8700;8625;1;5988
27.04.2020;5753;5931;6634;7822;6106;8328;9056;8047;8976;8688;8622;1;5931
28.04.2020;5725;5400;6272;7497;5799;8050;8931;7925;8903;8650;8616;1;5400
29.04.2020;5703;5272;6116;7150;5697;7878;8781;7825;8817;8600;8597;1;5272
30.04.2020;5284;6309;7134;8016;5797;7859;8813;7828;8816;8603;8597;1;6309
01.05.2020;5284;6275;7141;7956;5780;7832;8816;7788;8793;8584;8597;0;5284
04.05.2020;5241;6147;7097;7931;5694;7803;8803;7778;8767;8578;8597;0;5241
05.05.2020;5000;5800;6831;7778;5400;7620;8628;7666;8698;8556;8584;0;5000
06.05.2020;4831;5422;6497;7591;5127;7390;8475;7441;8537;8525;8569;0;4831
07.05.2020;4903;5531;6613;7744;5217;7530;8625;7538;8598;8550;8581;0;4903
11.05.2020;4800;5553;6716;7875;5177;7658;8819;7709;8678;8597;8591;0;4800
12.05.2020;4709;5400;6609;7688;5055;7554;8759;7647;8620;8563;8578;0;4709
13.05.2020;4516;5178;6472;7581;4847;7468;8581;7544;8559;8553;8563;0;4516
14.05.2020;4397;5153;6484;7572;4775;7478;8591;7516;8568;8556;8569;0;4397
15.05.2020;4356;5231;6650;7756;4794;7661;8825;7638;8699;8625;8581;0;4356
18.05.2020;4394;5553;7075;8213;4974;8124;9344;7919;8945;8788;8628;0;4394
19.05.2020;4356;5441;6984;8213;4899;8095;9244;7866;8986;8819;8634;0;4356
20.05.2020;4434;5988;7513;8622;5211;8539;9525;8022;9155;8906;8663;0;4434
21.05.2020;4466;6059;7691;8681;5263;8631;9722;8053;9211;8934;8663;0;4466
22.05.2020;4469;6138;7653;8688;5303;8619;9659;7981;9197;8941;8653;0;4469
26.05.2020;4509;6463;8028;8903;5486;8859;9822;8097;9363;9006;8678;1;6463
27.05.2020;4497;6303;7775;8738;5400;8668;9553;8016;9281;9003;8672;1;6303
28.05.2020;4497;6472;7938;8744;5484;8727;9594;8025;9296;9044;8675;1;6472
29.05.2020;6603;8119;8841;9534;6603;8831;9697;7988;9292;9041;8700;1;8119
01.06.2020;6525;8038;8947;9613;6525;8866;9678;7978;9286;9047;8706;0;6525
02.06.2020;6688;8241;9084;9656;6688;8994;9672;8013;9348;9081;8719;0;6688
03.06.2020;6463;8091;9000;9534;6463;8875;9575;7788;9284;9050;8716;0;6463
04.06.2020;6294;7866;8859;9453;6294;8726;9397;7694;9171;9028;8716;0;6294
05.06.2020;6297;7994;9031;9606;6297;8877;9547;7944;9216;9025;8716;0;6297
08.06.2020;6197;7794;9025;9578;6197;8799;9488;7916;9178;8991;8716;0;6197
09.06.2020;6069;7666;8969;9625;6069;8753;9522;7934;9186;8984;8716;0;6069
10.06.2020;6431;8359;9547;10150;6431;9352;10022;8184;9374;9100;8741;0;6431
11.06.2020;6697;8763;9756;10241;6697;9586;10022;8159;9425;9128;8750;0;6697
12.06.2020;6863;8994;9938;10384;6863;9772;10203;8185;9442;9147;8763;0;6863
15.06.2020;6991;9363;10191;10572;6991;10042;10338;8222;9527;9213;8784;0;6991
16.06.2020;7384;10750;10963;11159;7384;10957;10950;8506;9844;9353;8850;0;7384
17.06.2020;7491;11594;11506;11538;7491;11546;11350;8497;9900;9406;8878;0;7491
18.06.2020;7578;11284;11134;11088;7578;11169;11034;8316;9706;9297;8853;0;7578
19.06.2020;7547;11000;10909;10816;7547;10908;10797;8181;9562;9263;8853;0;7547
22.06.2020;7594;11338;11141;11028;7594;11169;10969;8322;9706;9284;8856;0;7594
23.06.2020;7631;11688;11563;11484;7631;11578;11363;8488;9860;9350;8875;0;7631
24.06.2020;7628;11063;10966;10934;7628;10987;10884;8297;9671;9309;8859;1;11063
25.06.2020;7638;10894;10822;10809;7638;10842;10653;8191;9570;9250;8859;1;10894
26.06.2020;7638;10950;10838;10834;7638;10874;10663;8181;9544;9225;8866;1;10950
29.06.2020;7634;11275;11209;11184;7634;11223;10981;8269;9609;9247;8869;1;11275
30.06.2020;10856;10766;10725;10688;10782;10659;8156;9797;9462;9216;8869;1;10766
01.07.2020;10622;10594;10528;10453;10582;10406;8088;9709;9378;9181;8869;0;10622
02.07.2020;11325;11397;11284;10997;11335;10953;8384;9931;9614;9269;8897;0;11325
