Row Labels;4TC_PCURMON;4TC_P+1MON;4TC_P+2MON;4TC_P+3MON;4TC_PCURQ;4TC_P+1Q;4TC_P+2Q;4TC_P+3Q;4TC_P+1CAL;4TC_P+2CAL;4TC_P+3CAL;Rollover;4TC_ROLL
04.01.2005;;;;;35950;33850;;;31700;20925;;;
05.01.2005;;;;;36700;35250;;;32600;21150;;;
06.01.2005;;;;;39725;38625;;;35375;22300;;;
07.01.2005;;;;;40450;40450;;;36375;23175;;;
10.01.2005;;;;;41575;41425;;;37005;24745;;;
11.01.2005;;;;;39000;39100;;;35225;23650;;;
12.01.2005;;;;;39050;39375;;;34975;22925;;;
13.01.2005;;;;;37225;38000;;;33725;22225;;;
14.01.2005;;;;;36600;36900;;;33050;21700;;;
17.01.2005;;;;;35063;35813;32083;;21438;16138;;;
18.01.2005;;;;;36125;36775;30500;;21925;16285;;;
19.01.2005;;;;;35000;35475;30200;;21825;16075;;;
20.01.2005;;;;;33875;34350;29010;;21125;16013;;;
21.01.2005;;;;;34025;35175;29550;;21725;16500;;;
24.01.2005;;;;;34375;35310;29600;;21875;16225;;;
25.01.2005;;;;;35025;36460;30800;;22425;16410;;;
26.01.2005;;;;;37025;38250;32100;;23025;16531;;;
27.01.2005;;;;;36750;38050;32525;;23175;16563;;;
28.01.2005;;;;;37875;39025;33315;;23725;16625;;;
31.01.2005;;;;;37275;37825;32450;;23475;16250;;;
01.02.2005;;;;;35075;35300;30025;;22475;16281;;;
02.02.2005;;;;;33725;34525;29425;;21900;16000;;;
03.02.2005;;;;;33500;34125;29075;;21900;16125;;;
04.02.2005;;;;;33375;34800;29200;;22150;16225;;;
07.02.2005;;;;;33400;35125;29400;;22460;16025;;;
08.02.2005;;;;;34600;37150;31050;;22775;16325;;;
09.02.2005;;;;;36375;38850;32700;;23285;16425;;;
10.02.2005;;;;;36500;38575;33050;;23525;16400;;;
11.02.2005;;;;;36400;37675;32750;;23500;16400;;;
14.02.2005;;;;;36550;38675;33650;;23600;16425;;;
15.02.2005;;;;;36950;39050;33800;;23725;16450;;;
16.02.2005;;;;;38475;39600;34400;;24000;16450;;;
17.02.2005;;;;;38850;39550;34175;;23855;16475;;;
18.02.2005;;;;;39925;40175;34050;;23800;16625;;;
21.02.2005;;;;;39800;39600;33825;;23780;16500;;;
22.02.2005;;;;;38775;38705;33300;;23625;16400;;;
23.02.2005;;;;;37875;37325;32075;;23425;16300;;;
24.02.2005;;;;;37830;37225;32400;;23250;16325;;;
25.02.2005;;;;;37875;37525;32150;;23500;16305;;;
28.02.2005;;;;;37825;37575;32000;;23425;16300;;;
01.03.2005;;;;;37800;38010;32000;30350;23500;16300;;;
02.03.2005;;;;;38200;38200;32375;30900;23493;16525;;;
03.03.2005;;;;;38600;39325;32975;31000;23825;16625;;;
04.03.2005;;;;;39050;39700;33550;32125;23965;17250;;;
07.03.2005;;;;;39575;40265;34025;32500;23990;17525;;;
08.03.2005;;;;;39800;40375;34300;32650;24110;17625;;;
09.03.2005;;;;;39775;40300;34250;32800;24080;17600;;;
10.03.2005;;;;;40200;40775;34575;32975;24210;17700;;;
11.03.2005;;;;;40050;40275;34425;32800;24125;17700;;;
14.03.2005;;;;;39500;38850;32925;31750;23813;17450;;;
15.03.2005;;;;;39000;37525;31800;30200;23500;17250;;;
16.03.2005;;;;;37350;31950;30150;28250;23480;17200;;;
17.03.2005;;;;;38800;33000;31500;29425;23755;17275;;;
18.03.2005;;;;;39475;33200;32150;29500;24180;17450;;;
21.03.2005;;;;;39400;33700;31725;28600;24300;17450;;;
22.03.2005;;;;;38600;33200;32100;28575;24250;17650;;;
23.03.2005;;;;;37850;32700;31550;28375;24150;17525;;;
24.03.2005;;;;;38225;32850;31675;28350;24175;17450;;;
29.03.2005;;;;;37875;32550;31450;28100;23875;17600;;;
30.03.2005;;;;;37075;32150;31175;27750;23625;17475;;;
31.03.2005;;;;;37275;31700;31050;27600;23620;17380;;;
01.04.2005;;;;;36883;31875;30800;27396;23688;17488;;;
04.04.2005;;;;;36050;31417;30300;27229;23552;17417;;;
05.04.2005;;;;;36021;31458;30354;27167;23750;17417;;;
06.04.2005;;;;;35979;31438;30500;27125;23833;17458;;;
07.04.2005;;;;;36208;31625;30583;27021;23740;17458;;;
08.04.2005;;;;;36229;32083;31146;27458;24146;17563;;;
11.04.2005;;;;;36458;32396;31521;27542;24188;17667;;;
12.04.2005;;;;;36646;32896;31792;27292;24763;17917;;;
13.04.2005;;;;;37083;33083;32125;27792;24821;17971;;;
14.04.2005;;;;;36729;32792;31833;27500;24604;17958;;;
15.04.2005;;;;;35604;31854;30979;27042;24250;17854;;;
18.04.2005;;;;;34417;30229;29458;26146;23563;17708;;;
19.04.2005;;;;;32471;28542;28229;25375;23042;17500;;;
20.04.2005;;;;;31083;27083;26604;24500;22525;17167;;;
21.04.2005;;;;;30271;26125;25938;24188;22146;17104;;;
22.04.2005;;;;;29875;26146;26000;24208;22375;17125;;;
25.04.2005;;;;;29438;26854;26604;24833;22625;17167;;;
26.04.2005;;;;;28708;25521;25521;24250;22354;17167;;;
27.04.2005;;;;;27000;23396;23396;22250;20125;16646;;;
28.04.2005;;;;;25688;23500;23354;22417;20604;16604;;;
29.04.2005;;;;;26396;24729;24771;23167;21300;16708;;;
03.05.2005;;;;;26417;25708;25708;23979;21192;16896;;;
04.05.2005;;;;;28146;27375;27313;24813;22646;17000;;;
05.05.2005;;;;;29208;27521;27563;24979;22442;17104;;;
06.05.2005;;;;;28604;26938;26833;24667;22208;17008;;;
09.05.2005;;;;;27348;25854;25583;23896;21500;16938;;;
10.05.2005;;;;;25604;24188;24156;22646;20513;16542;;;
11.05.2005;;;;;24275;22646;23063;21521;19333;16208;;;
12.05.2005;;;;;23975;22083;22458;20854;19125;16042;;;
13.05.2005;;;;;24167;21646;23188;21583;19125;16104;;;
16.05.2005;;;;;23458;21521;22729;20917;18990;16146;;;
17.05.2005;;;;;22604;21688;22396;21042;19115;16154;;;
18.05.2005;;;;;22167;20646;22125;20875;18281;15896;;;
19.05.2005;;;;;22333;20646;22354;20896;18304;15896;;;
20.05.2005;;;;;22375;20646;22500;20854;18371;15938;;;
23.05.2005;;;;;22375;20688;22250;20854;18383;15875;;;
24.05.2005;;;;;21333;20417;22104;20750;17967;15729;;;
25.05.2005;;;;;20771;20292;21917;20500;17925;15771;;;
26.05.2005;;;;;20750;20542;22271;20396;17946;15813;;;
27.05.2005;;;;;21183;21063;22563;20625;18454;15979;;;
31.05.2005;;;;;21496;21896;23104;20688;18542;16104;;;
01.06.2005;;;;;21583;21438;22750;20417;18354;16021;;;
02.06.2005;;;;;21917;20292;21979;20125;18200;15813;;;
03.06.2005;;;;;22250;20458;22125;20250;18188;15875;;;
06.06.2005;;;;;22354;19833;21313;19979;17917;15729;;;
07.06.2005;;;;;22250;19938;21188;19958;17892;15604;;;
08.06.2005;;;;;22104;19542;20979;19542;17854;15583;;;
09.06.2005;;;;;22021;19208;20417;19208;17875;15542;;;
10.06.2005;;;;;21950;19450;20400;19150;17825;15550;;;
13.06.2005;;;;;21979;19417;20292;19167;17667;15500;;;
14.06.2005;;;;;21750;18750;19750;18708;17552;15354;;;
15.06.2005;;;;;21725;18525;19425;18525;17495;15300;;;
16.06.2005;;;;;18313;19671;18458;17958;17417;15250;13333;;
17.06.2005;;;;;18417;19792;18583;18250;17552;15313;13292;;
20.06.2005;;;;;18729;19938;18688;18354;17614;15396;13396;;
21.06.2005;;;;;19104;20729;19042;18708;17950;15563;13563;;
22.06.2005;;;;;21583;24125;20542;20146;19408;16271;13979;;
23.06.2005;;;;;20950;23400;20700;20250;19565;16275;14000;;
24.06.2005;;;;;21010;23325;21050;20400;19545;16250;14150;;
27.06.2005;;;;;19604;21688;20146;19604;18954;16133;14042;;
28.06.2005;;;;;19000;20750;19729;19396;18458;16104;14042;;
29.06.2005;;;;;18625;20521;19271;18771;17867;15896;13979;;
30.06.2005;;;;;18180;20300;18675;19400;17790;15680;13800;;
01.07.2005;;;;;17355;19725;18275;18300;17440;15600;13575;;
04.07.2005;;;;;17085;20000;18240;18425;17465;15600;13550;;
05.07.2005;;;;;17092;20021;18188;18375;17554;15563;13521;;
06.07.2005;;;;;16813;19354;17958;18000;17438;15500;13729;;
07.07.2005;;;;;16938;19367;18125;18083;17500;15500;13708;;
08.07.2005;;;;;17563;20200;18604;18542;18104;15583;13771;;
11.07.2005;;;;;17583;20354;18717;18688;18354;15675;13792;;
12.07.2005;;;;;16521;19879;18600;18517;18108;15604;13729;;
13.07.2005;;;;;16646;20042;18396;18333;18042;15688;13667;;
14.07.2005;;;;;16563;19933;18521;18479;18302;15729;13688;;
15.07.2005;;;;;16479;20042;18479;18521;18177;15646;13667;;
18.07.2005;;;;;16417;20219;18658;18783;18142;15488;13675;;
19.07.2005;;;;;15754;18969;18229;18271;17333;15225;13375;;
20.07.2005;;;;;15317;18117;17750;17833;16958;15008;13175;;
21.07.2005;;;;;14479;16271;16646;16750;16104;14500;12917;;
22.07.2005;;;;;13967;16150;16454;16550;16000;14033;12688;;
25.07.2005;;;;;13529;15550;15979;16021;15292;13742;12375;;
26.07.2005;;;;;13200;15215;15500;15600;14795;13250;12195;;
27.07.2005;;;;;12213;13854;14479;14500;13856;12750;11810;;
28.07.2005;;;;;12188;14175;14417;14469;13863;12625;11667;;
29.07.2005;;;;;12183;14546;14854;14906;14538;12708;11792;;
01.08.2005;;;;;11829;14475;14729;14894;14554;12708;11813;;
02.08.2005;;;;;11479;13992;14625;14604;14213;12688;11833;;
03.08.2005;;;;;12583;16083;16167;15983;15761;13333;12081;;
04.08.2005;;;;;13208;16854;16875;16750;16158;13638;12375;;
05.08.2005;;;;;13708;17563;17329;17292;16663;13742;12488;;
08.08.2005;;;;;14025;17000;17188;17213;16642;13521;12429;;
09.08.2005;;;;;14096;17271;17375;17438;16825;13542;12379;;
10.08.2005;;;;;14825;18225;17850;17640;17650;13840;12505;;
11.08.2005;;;;;15729;19813;19021;18938;18561;14271;12717;;
12.08.2005;;;;;15800;19975;19375;19150;18613;14425;12875;;
15.08.2005;;;;;16208;19958;19483;19350;18546;14663;12938;;
16.08.2005;;;;;17250;20438;19958;19875;18958;14825;13021;;
17.08.2005;;;;;18700;22438;21000;20750;19663;15371;13292;;
18.08.2005;;;;;19475;22646;21063;20771;19625;15402;13396;;
19.08.2005;;;;;20200;23450;21500;21300;19895;15563;13850;;
22.08.2005;;;;;20375;23600;21963;21475;19975;15925;14050;;
23.08.2005;;;;;19325;21365;20167;19854;18729;14854;13458;;
24.08.2005;;;;;18575;20005;19300;18950;17925;14500;13200;;
25.08.2005;;;;;18475;19900;19150;18915;17900;14550;13215;;
26.08.2005;;;;;18350;19950;19300;18750;18175;14525;13240;;
30.08.2005;;;;;17979;19646;19146;18896;18358;14521;13208;;
31.08.2005;;;;;16842;18375;17896;17938;17371;14000;12896;;
01.09.2005;16208;;;;16417;17871;17583;17396;17042;13938;12844;;
02.09.2005;16125;;;;16125;18475;18192;18067;17842;14208;12896;;
05.09.2005;16100;;;;16915;18725;18625;18235;18025;14075;13000;;
06.09.2005;16729;;;;16729;20458;19854;19333;19083;14313;13271;;
07.09.2005;17140;;;;18425;21225;20400;19850;19360;14700;13275;;
08.09.2005;17354;;;;17354;21458;20583;19938;19458;14708;13275;;
09.09.2005;17604;;;;17583;22086;20938;20271;19479;14792;13367;;
12.09.2005;17883;;;;17883;22942;21188;20454;19688;14667;13546;;
13.09.2005;17946;;;;18008;22871;21250;20654;19156;14333;13163;;
14.09.2005;18529;;;;18558;22867;21288;20438;19156;14438;13146;;
15.09.2005;18854;;;;18854;23698;21729;20833;19992;14854;13448;;
16.09.2005;19283;;;;19263;23496;21323;20646;19821;14775;13438;;
19.09.2005;19313;;;;19313;23667;21344;20667;19767;14879;13229;;
20.09.2005;19750;;;;19750;24583;22204;21154;20221;15125;13292;;
21.09.2005;20188;;;;20229;24829;22521;21521;20513;15333;13292;;
22.09.2005;20208;;;;20208;24025;21917;21167;19813;15229;13208;;
23.09.2005;20133;;;;20063;22667;21354;20583;19292;15104;13167;;
26.09.2005;19896;;;;19842;21313;20604;19896;19000;14667;13167;;
27.09.2005;19679;;;;19638;21213;19946;19333;18500;14563;13000;;
28.09.2005;19667;;;;19708;21846;20292;19500;19083;14792;12979;;
29.09.2005;19667;;;;19667;22500;20729;19771;19396;14729;13000;;
30.09.2005;;;;;;22958;21208;19979;19617;14938;13125;;
03.10.2005;23125;;;;23979;22100;21188;19450;20188;15229;13167;;
04.10.2005;23063;;;;23688;21729;21042;19333;19813;15250;13104;;
05.10.2005;23083;;;;24104;21983;21129;19271;19996;15375;13188;;
06.10.2005;23271;;;;24229;21958;21054;19054;19896;15308;13167;;
07.10.2005;23333;;;;23875;21750;20896;19000;19840;15313;13125;;
10.10.2005;23292;;;;23825;21771;20917;18917;19685;15188;13025;;
11.10.2005;23413;;;;23954;21933;20854;18850;19660;15233;12963;;
12.10.2005;23250;;;;24129;22321;21063;18975;19794;15263;12979;;
13.10.2005;23333;;;;24146;22563;21188;18892;19796;15263;13021;;
14.10.2005;23146;;;;23604;21708;20708;18600;19517;15121;12938;;
17.10.2005;22292;;;;22021;20917;20063;18192;19044;14875;12800;;
18.10.2005;22000;;;;21521;19917;19000;17833;18444;14825;12754;;
19.10.2005;21417;;;;20646;19354;18563;17292;17979;14663;12613;;
20.10.2005;21400;;;;21100;19792;18917;17671;18396;14833;12696;;
21.10.2005;21400;;;;21504;20188;19292;17817;18531;14842;12738;;
24.10.2005;21408;;;;21865;20763;19792;18146;18938;15079;12883;;
25.10.2005;21492;;;;21979;21146;20250;18323;19042;15125;12871;;
26.10.2005;21496;;;;21963;21113;20213;18094;18708;15058;12850;;
27.10.2005;21458;;;;21604;20521;19813;17604;18292;14900;12775;;
28.10.2005;21229;;;;21229;19854;18808;16938;17608;14688;12750;;
31.10.2005;;;;;20604;18896;18208;16646;17458;14646;12729;;
01.11.2005;19646;;;;19504;18692;18492;16646;17442;14646;12750;;
02.11.2005;19375;;;;19104;18250;17979;16458;17250;14563;12646;;
03.11.2005;19313;;;;19250;18688;18100;16513;17408;14496;12554;;
04.11.2005;19667;;;;19625;18654;18042;16617;17504;14500;12533;;
07.11.2005;19763;;;;19667;18458;17979;16533;17229;14583;12479;;
08.11.2005;19188;;;;18938;18050;17708;16250;16819;14271;12354;;
09.11.2005;19188;;;;18979;18546;17979;16275;16979;14333;12313;;
10.11.2005;19458;;;;19604;18925;18263;16379;17333;14313;12313;;
11.11.2005;19563;;;;19542;18688;18171;16333;17292;14275;12333;;
14.11.2005;19563;;;;19438;18271;17821;16300;17113;14229;12313;;
15.11.2005;19125;;;;18508;17038;16646;16000;16417;14021;12229;;
16.11.2005;18958;;;;18296;16708;16308;15658;16088;13754;12063;;
17.11.2005;18542;;;;17792;16042;15833;15125;15408;13542;11896;;
18.11.2005;18463;;;;17688;16242;15988;15054;15492;13500;11896;;
21.11.2005;18333;;;;17646;16329;15888;14885;15313;13646;11938;;
22.11.2005;17958;;;;17458;16125;15667;14679;15142;13708;12042;;
23.11.2005;17958;;;;17317;16525;16108;14742;15371;13779;12146;;
24.11.2005;18350;;;;17450;16400;15840;14625;15290;13910;12100;;
25.11.2005;18304;;;;17458;16188;15650;14508;15163;13779;12146;;
28.11.2005;18125;;;;17292;15921;15454;14542;14942;13696;12133;;
29.11.2005;18146;;;;17333;16396;15963;14717;15346;13842;12175;;
30.11.2005;;;;;17642;16500;16150;14883;15592;13933;12283;;
01.12.2005;17542;;;;17542;16225;15808;14617;15204;13775;12229;;
02.12.2005;17375;;;;17375;16165;15615;14680;15150;13715;12200;;
05.12.2005;17367;;;;17450;16300;15758;14683;15258;13875;12229;;
06.12.2005;16771;;;;16771;15400;15096;14188;14588;13200;12054;;
07.12.2005;16979;;;;16979;15754;15417;14146;14763;13267;12021;;
08.12.2005;17313;;;;17313;16375;15888;14238;15158;13275;12063;;
09.12.2005;17542;;;;17542;16467;15938;14129;15100;13358;12104;;
12.12.2005;17642;;;;17392;16221;15796;14113;14913;13250;11875;;
13.12.2005;17654;;;;17654;15367;15067;13913;14429;13125;11708;;
14.12.2005;17575;;;;17575;15429;15142;13917;14492;13104;11700;;
15.12.2005;17525;;;;17546;16108;15554;14088;14779;13188;11746;;
16.12.2005;17658;;;;17658;16250;15700;14042;14863;13158;11754;;
19.12.2005;17617;;;;17596;15988;15554;13946;14721;13158;11671;;
20.12.2005;17583;;;;17583;15867;15338;13896;14563;13154;11675;;
21.12.2005;17567;;;;17567;16004;15413;13721;14567;12979;11683;;
22.12.2005;17679;;;;17563;15942;15450;13763;14625;12979;11663;;
23.12.2005;;;;;;16075;15550;13842;14804;13038;11604;;
03.01.2006;18521;;;;17942;17046;15250;14004;13417;12067;11167;;
04.01.2006;18250;;;;17313;16358;14950;13879;13296;11983;11104;;
05.01.2006;18083;;;;16779;15713;14067;13813;12988;11708;10958;;
06.01.2006;18058;;;;17183;16146;14342;13896;12904;11708;10875;;
09.01.2006;17875;;;;16733;15596;14108;13721;12733;11625;10813;;
10.01.2006;17563;;;;16554;15563;13792;13625;12750;11688;10813;;
11.01.2006;17438;;;;15917;15004;13517;13425;12471;11563;10792;;
12.01.2006;17242;;;;15717;14688;13413;13325;12363;11504;10763;;
13.01.2006;17179;;;;15904;14846;13421;13350;12350;11467;10783;;
16.01.2006;16829;;;;15817;14746;13421;13283;12333;11417;10679;;
17.01.2006;16708;;;;15417;14400;13167;13154;12196;11267;10567;;
18.01.2006;16500;;;;15029;14238;12942;12775;12133;11217;10500;;
19.01.2006;16188;;;;14892;14225;12913;12875;12092;11175;10479;;
20.01.2006;15938;;;;14446;14133;12767;12767;12042;11079;10446;;
23.01.2006;15750;;;;14417;14400;12921;12908;12033;11063;10404;;
24.01.2006;15583;;;;14629;14333;12938;12875;11979;11025;10396;;
25.01.2006;15517;;;;14617;14563;13108;13079;12075;11042;10417;;
26.01.2006;15375;;;;15021;15271;13313;13417;11996;11063;10563;;
27.01.2006;15563;;;;15379;15792;13600;13575;12058;11142;10746;;
30.01.2006;15604;;;;15275;15750;13433;13479;12054;11125;10729;;
31.01.2006;;;;;14979;15304;13117;13300;12021;11117;10708;;
01.02.2006;14292;;;;14658;15271;13050;13325;11917;11092;10683;;
02.02.2006;14604;;;;15146;15817;13350;13558;11983;11108;10717;;
03.02.2006;15021;;;;15638;16396;13604;13813;12125;11163;10771;;
06.02.2006;15163;;;;15583;16096;13488;13658;12083;11121;10729;;
07.02.2006;15171;;;;15696;16229;13383;13579;12017;11146;10833;;
08.02.2006;15346;;;;16171;16558;13492;13608;12071;11100;10883;;
09.02.2006;15621;;;;16667;17208;13854;14196;12129;11217;10883;;
10.02.2006;15823;;;;16950;17513;14038;14319;12198;11245;10853;;
13.02.2006;16038;;;;17088;17446;13854;14117;12142;11208;10863;;
14.02.2006;16046;;;;17200;17725;13908;14179;12075;11208;10804;;
15.02.2006;16521;;;;17488;18179;14133;14388;12183;11258;10763;;
16.02.2006;16558;;;;17642;18508;14396;14596;12300;11258;10738;;
17.02.2006;16542;;;;17692;18800;14513;14621;12342;11258;10738;;
20.02.2006;16430;;;;17550;17845;14100;14100;12235;11285;10710;;
21.02.2006;16400;;;;17229;16771;13517;13646;11975;11221;10654;;
22.02.2006;16167;;;;16625;16142;13129;13267;11908;11125;10638;;
23.02.2006;16121;;;;16704;16633;13283;13567;11938;11108;10629;;
24.02.2006;16104;;;;16933;16888;13379;13688;11975;11108;10650;;
27.02.2006;16138;;;;17175;17192;13463;13729;11996;11108;10608;;
28.02.2006;;;;;17055;16679;13304;13671;12092;11142;10629;;
01.03.2006;17750;;;;17750;16710;13350;13605;12370;11150;10650;;
02.03.2006;18092;;;;18092;16708;13267;13754;12179;11158;10646;;
03.03.2006;18229;;;;18229;16675;13279;13713;12183;11167;10646;;
06.03.2006;18250;;;;18250;16754;13313;13733;12154;11042;10583;;
07.03.2006;18503;;;;18503;17100;13405;13800;12105;11025;10590;;
08.03.2006;18808;;;;18804;17658;13569;14150;12150;11108;10588;;
09.03.2006;18879;;;;18879;17675;13773;14217;12238;11163;10638;;
10.03.2006;18963;;;;18963;17350;13767;14142;12300;11229;10608;;
13.03.2006;18813;;;;18833;17250;13671;13933;12454;11333;10658;;
14.03.2006;18721;;;;18783;16675;13167;13633;12367;11329;10640;;
15.03.2006;18554;;;;18554;16388;13179;13446;12329;11292;10602;;
16.03.2006;18443;;;;18425;16496;13232;13554;12332;11329;10657;;
17.03.2006;18482;;;;18482;16604;13371;13654;12329;11364;10711;;
20.03.2006;18400;;;;18436;16746;13411;13746;12364;11364;10693;;
21.03.2006;18364;;;;18371;16775;13432;13746;12346;11382;10675;;
22.03.2006;18396;;;;18396;17064;13679;14000;12371;11364;10675;;
23.03.2006;18421;;;;18464;17329;13764;14168;12386;11368;10596;;
24.03.2006;18404;;;;18404;17296;13725;14104;12432;11368;10621;;
27.03.2006;18489;;;;18489;17282;13754;14146;12404;11361;10621;;
28.03.2006;18450;;;;18450;17125;13629;14093;12421;11361;10604;;
29.03.2006;18436;;;;18421;16739;13489;13929;12464;11386;10604;;
30.03.2006;18421;;;;18421;16632;13479;13914;12464;11382;10586;;
31.03.2006;;;;;;16754;13530;14011;12479;11411;10586;;
03.04.2006;18211;;;;16993;13700;14129;13404;12514;11464;10625;;
04.04.2006;17907;;;;16693;13568;14107;13421;12504;11461;10625;;
05.04.2006;17575;;;;16604;13468;14057;13414;12596;11536;10704;;
06.04.2006;17607;;;;16575;13468;14229;13514;12502;11589;10850;;
07.04.2006;17600;;;;16764;13989;14568;13639;12838;11750;10927;;
10.04.2006;17600;;;;16771;14039;14604;13664;12961;11714;10945;;
11.04.2006;17468;;;;16729;13964;14589;13625;12993;11855;11039;;
12.04.2006;17475;;;;16779;14050;14775;13796;12929;11927;11039;;
13.04.2006;17475;;;;16782;14104;14957;13779;12979;12032;11075;;
18.04.2006;17409;;;;16721;14120;14900;13761;13054;12018;11111;;
19.04.2006;17068;;;;16432;14014;14800;13766;13043;11971;11039;;
20.04.2006;16921;;;;16425;13979;14811;13696;13143;11996;11039;;
21.04.2006;16938;;;;16332;14011;14832;13714;13200;12054;11150;;
24.04.2006;16936;;;;16389;14093;14900;13750;13268;12163;11211;;
25.04.2006;16932;;;;16514;14046;14829;13773;13304;12218;11261;;
26.04.2006;16957;;;;16461;13857;14793;13684;13332;12261;11179;;
27.04.2006;16886;;;;16325;13689;14746;13607;13254;12211;11146;;
28.04.2006;;;;;16139;13568;14639;13596;13229;12175;11257;;
02.05.2006;15964;;;;15486;13489;14593;13604;13186;12164;11257;;
03.05.2006;16107;;;;15582;13579;14829;13721;13225;12171;11246;;
04.05.2006;16393;;;;16143;13818;15032;13804;13296;12200;11286;;
05.05.2006;16589;;;;16311;14029;15129;13871;13379;12275;11354;;
08.05.2006;16818;;;;16629;14325;15243;13946;13457;12325;11404;;
09.05.2006;16907;;;;16814;14654;15414;14093;13664;12586;11504;;
10.05.2006;17104;;;;17029;14607;15482;14204;13786;12679;11543;;
11.05.2006;17057;;;;16714;14443;15275;14164;13714;12711;11486;;
12.05.2006;16968;;;;16668;14479;15296;14136;13729;12721;11496;;
15.05.2006;16864;;;;16552;14446;15289;14104;13607;12664;11493;;
16.05.2006;17100;;;;16689;14343;15218;14043;13721;12757;11554;;
17.05.2006;17114;;;;16725;14346;15261;14139;13707;12743;11514;;
18.05.2006;17095;;;;16686;14221;15139;14150;13557;12739;11489;;
19.05.2006;17004;;;;16743;14407;15393;14221;13586;12775;11625;;
22.05.2006;17311;;;;17064;14893;15861;14354;13661;12868;11721;;
23.05.2006;17411;;;;17264;15132;16050;14454;13761;12886;11786;;
24.05.2006;17604;;;;17318;15368;16182;14550;13786;12964;11839;;
25.05.2006;17643;;;;17332;15350;16239;14575;13857;12939;11904;;
26.05.2006;17707;;;;17307;15432;16300;14626;13982;12986;11929;;
30.05.2006;17568;;;;17389;15982;16761;15225;14643;13261;12182;;
31.05.2006;;;;;17700;16364;17175;15614;15086;13482;12429;;
01.06.2006;18129;;;;18125;16618;17414;16118;15443;14221;12811;;
02.06.2006;18804;;;;18832;17189;17729;16454;15571;14264;13043;;
05.06.2006;19433;;;;19450;17513;17975;16613;15775;14408;13108;;
06.06.2006;19139;;;;18975;16889;17396;16414;15514;14357;13029;;
07.06.2006;19496;;;;19443;17586;17993;16664;15739;14518;13039;;
08.06.2006;19882;;;;19846;18207;18457;16850;16050;14629;13125;;
09.06.2006;19893;;;;19857;18311;18514;17107;16068;14654;13189;;
12.06.2006;20211;;;;20211;19289;19268;17543;16593;14950;13368;;
13.06.2006;20164;;;;20146;19064;19029;17439;16482;14914;13261;;
14.06.2006;20025;;;;20021;18518;18661;17286;16332;14786;13286;;
15.06.2006;20011;;;;20025;18432;18507;17261;16207;14768;13286;;
16.06.2006;19943;;;;19946;18218;18321;17129;16007;14679;13257;;
19.06.2006;20056;;;;20056;18359;18428;17063;15975;14628;13325;;
20.06.2006;20072;;;;20072;18241;18372;17100;15994;14644;13328;;
21.06.2006;20147;;;;20147;18875;18922;17316;16306;14725;13369;;
22.06.2006;20450;;;;20450;20616;20709;18434;16906;14966;13575;;
23.06.2006;20781;;;;20781;21188;21363;18725;17303;15116;13816;;
26.06.2006;20988;;;;20988;21250;21281;18700;17416;15219;13828;;
27.06.2006;21234;;;;21234;23053;23141;19647;18447;16019;14338;;
28.06.2006;21369;;;;21369;23734;23938;19672;18591;16059;14438;;
29.06.2006;21406;;;;21406;23047;23216;19169;18172;15844;14278;;
30.06.2006;;;;;;22963;23113;19097;18075;15778;14269;;
03.07.2006;23803;;;;23059;23031;19106;18869;18144;15703;14234;;
04.07.2006;23489;;;;21689;21886;18407;18289;17304;15514;14036;;
05.07.2006;23225;;;;21250;21119;18347;18188;17166;15163;13953;;
06.07.2006;23088;;;;20891;20734;18059;17919;16981;15050;13913;;
07.07.2006;23009;;;;21697;21575;18769;18538;17478;15175;13944;;
10.07.2006;22909;;;;21359;21350;18678;18369;17288;15147;13859;;
11.07.2006;22625;;;;20834;20947;18697;18413;17263;15153;13878;;
12.07.2006;22597;;;;21631;21706;19009;18703;17591;15338;14003;;
13.07.2006;22616;;;;22684;22956;19400;19003;18231;15556;14113;;
14.07.2006;22900;;;;23469;23650;20234;20000;18847;15741;14188;;
17.07.2006;23047;;;;23981;24322;20534;20266;19313;15925;14331;;
18.07.2006;23156;;;;23675;24034;20475;20188;19347;15984;14409;;
19.07.2006;23266;;;;23753;24331;20738;20422;19228;16063;14522;;
20.07.2006;23303;;;;23759;24503;20966;20544;19384;16122;14500;;
21.07.2006;23488;;;;23688;24444;21056;20500;19306;16125;14519;;
24.07.2006;23319;;;;23525;24250;20763;20350;19153;16059;14469;;
25.07.2006;23372;;;;23172;23859;20450;19978;18753;16016;14438;;
26.07.2006;23181;;;;23209;23519;20306;20053;18897;16022;14456;;
27.07.2006;23188;;;;23588;24078;20719;20322;19241;16269;14600;;
28.07.2006;23203;;;;23813;24575;21300;20806;19816;16647;14806;;
31.07.2006;;;;;24591;25803;22366;21866;20891;17484;15281;;
01.08.2006;25219;;;;26247;27469;23297;22688;22313;18066;15656;;
02.08.2006;25982;;;;27282;29193;25057;24250;23493;18964;16089;;
03.08.2006;26247;;;;27097;28263;24559;23753;22938;18700;15991;;
04.08.2006;26491;;;;27238;28544;24891;23872;23497;18953;16138;;
07.08.2006;26281;;;;27622;29000;25181;24300;23800;19138;16297;;
08.08.2006;26278;;;;27406;28447;24975;24269;23509;19184;16297;;
09.08.2006;26319;;;;27625;28428;25084;24172;23578;19391;16344;;
10.08.2006;26528;;;;27963;29100;25466;24906;24038;19538;16391;;
11.08.2006;26944;;;;28553;30800;27025;26213;25478;20194;16881;;
