Date;CURMON;1MON;2MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
01.09.2006;60250;;;60250;64106;55950;53675;51984;38431;34913;;
04.09.2006;59344;;;59344;62591;55000;52781;51225;38156;34525;;
05.09.2006;59338;;;59275;62406;54719;52469;50969;37781;34184;;
06.09.2006;59213;;;59213;62375;54475;52163;50656;37594;34119;;
07.09.2006;59500;;;59500;64422;55813;53219;51875;38031;34547;;
08.09.2006;59731;;;59731;65094;56250;53725;52313;38234;34684;;
11.09.2006;59875;;;59875;65956;56750;54125;52769;38350;34781;;
12.09.2006;60406;;;60406;66459;57922;54663;53184;38850;34950;;
13.09.2006;61406;;;61406;69906;59813;55875;54206;39583;35334;;
14.09.2006;61344;;;61344;67656;59000;55281;53219;39380;35119;;
15.09.2006;61284;;;61284;68031;58925;55219;52850;39224;35081;;
18.09.2006;61284;;;61159;67381;58756;55522;52781;39219;35050;;
19.09.2006;60469;;;60469;66688;57444;54750;51844;38663;34725;;
20.09.2006;60000;;;60000;63813;56422;54219;50750;38231;34425;;
21.09.2006;60063;;;60063;64719;56600;54313;51344;38256;34478;;
22.09.2006;59938;;;59938;63906;55750;53469;50813;38156;34375;;
25.09.2006;59625;;;59688;62984;55250;52813;50413;38031;34125;;
26.09.2006;58969;;;58969;61000;54063;51500;49444;37594;33969;;
27.09.2006;58700;;;58700;62696;54893;52107;49786;37679;33964;;
28.09.2006;58966;;;58716;63781;55859;52844;50500;37938;33875;;
29.09.2006;0;;;0;64482;56643;53429;51804;38643;34036;;
02.10.2006;60641;;;63675;58700;54500;50813;51813;38563;34000;;
03.10.2006;60063;;;62978;56969;53719;49844;51484;38531;33969;;
04.10.2006;59344;;;61953;56094;53281;49219;50694;38263;33956;;
05.10.2006;58714;;;61375;56250;53094;49031;50738;38344;33953;;
06.10.2006;60500;;;64571;58571;54714;50107;52036;39157;34286;;
09.10.2006;61219;;;65231;59294;54531;50188;52625;39219;34438;;
10.10.2006;60625;;;63700;58656;53747;49925;52031;39125;34391;;
11.10.2006;60781;;;64625;59088;54188;50188;52594;39094;34422;;
12.10.2006;61188;;;65469;59797;54481;50156;52650;39322;34531;;
13.10.2006;61697;;;65688;60219;54625;50272;52781;39394;34603;;
16.10.2006;61831;;;65250;59800;54300;49906;52188;39200;34569;;
17.10.2006;61450;;;64344;58438;53563;49031;51266;38781;34156;;
18.10.2006;60781;;;62313;56750;52281;48081;50500;38281;33813;;
19.10.2006;60094;;;62344;56969;51834;47806;50313;38063;33750;;
20.10.2006;59938;;;62906;57406;51844;47938;50719;38281;33831;;
23.10.2006;59750;;;62506;57163;51594;47813;50781;38219;33706;;
24.10.2006;59375;;;62094;56594;51344;47763;50422;38188;33663;;
25.10.2006;59206;;;61944;56344;51200;47581;50156;38031;33631;;
26.10.2006;59250;;;62331;56500;51375;47656;50156;38188;33663;;
27.10.2006;59656;;;63188;57375;52000;48213;50938;38797;34013;;
30.10.2006;59750;;;63344;57375;52250;48088;50969;38922;34075;;
31.10.2006;0;;;63475;57688;52169;47975;50925;38938;34163;;
01.11.2006;64875;;;64988;58344;52625;48194;51250;39144;34256;;
02.11.2006;64981;;;65109;58428;52700;48259;51309;39363;34281;;
03.11.2006;65443;;;65679;58811;52871;48368;51621;39407;34350;;
06.11.2006;65244;;;65488;59022;53138;48478;51606;39594;34444;;
07.11.2006;65450;;;65425;59116;53200;48697;51981;39563;34400;;
08.11.2006;65781;;;65700;59422;53469;48894;52469;39756;34494;;
09.11.2006;65388;;;65250;59163;53200;48822;52091;39469;34306;;
10.11.2006;65344;;;64688;58938;53031;48625;51984;39538;34338;;
13.11.2006;64750;;;64250;58375;52688;48313;51281;39263;34250;;
14.11.2006;64516;;;63906;57950;52400;48197;50897;39016;34078;;
15.11.2006;64378;;;63875;57341;51713;47978;50653;38953;34047;;
16.11.2006;64525;;;64313;58025;51713;48069;50828;38975;34172;;
17.11.2006;64838;;;64906;58306;51838;48288;51063;38897;34141;;
20.11.2006;64875;;;65047;58384;51775;48163;51406;39038;34203;;
21.11.2006;64516;;;64938;58213;51559;48175;51456;38944;34141;;
22.11.2006;64278;;;64469;58150;51381;47988;51363;39069;34172;;
23.11.2006;64197;;;64530;58500;51463;48050;51406;39350;34328;;
24.11.2006;64550;;;64875;59219;52138;48513;51981;39569;34563;;
27.11.2006;64538;;;64975;59891;52525;48734;52038;39894;34769;;
28.11.2006;64913;;;65969;59956;52881;48947;52750;40000;34906;;
29.11.2006;64613;;;66519;60022;53059;49344;52894;40288;34969;;
30.11.2006;0;;;66929;60982;53554;49857;53500;40654;35179;;
01.12.2006;68578;;;68578;61675;54234;50250;53756;40828;35375;;
04.12.2006;68953;;;68953;61491;54294;50300;53665;40813;35422;;
05.12.2006;68063;;;68063;60625;53431;49975;53098;40616;35369;;
06.12.2006;67434;;;67434;59594;52719;49256;52360;40250;35266;;
07.12.2006;66514;;;66514;58429;51693;48593;51557;39986;35107;;
08.12.2006;66246;;;66400;57758;51221;48525;51213;39958;35179;;
11.12.2006;66416;;;66416;58200;51631;48588;51455;40188;35328;;
12.12.2006;66963;;;66963;59325;52119;48713;51914;40356;35403;;
13.12.2006;67344;;;67344;60328;52969;48906;52462;40563;35547;;
14.12.2006;67406;;;67406;60638;53669;49306;52891;40763;35653;;
15.12.2006;67253;;;67253;60422;53575;49263;52813;40713;35653;;
18.12.2006;67075;;;67075;60425;53450;49138;52763;40625;35684;;
19.12.2006;67044;;;67044;60378;53419;49169;52752;40641;35684;;
20.12.2006;67025;;;67025;61169;53681;49388;53101;40825;35684;;
21.12.2006;67025;;;67025;62175;54491;49800;53741;41138;35816;;
22.12.2006;0;;;0;62753;55038;49831;54077;41516;35878;;
02.01.2007;68031;;;65294;57944;51950;51100;42444;36838;33397;;
03.01.2007;69125;;;67594;59394;53125;51619;43188;37656;34125;;
04.01.2007;69656;;;68469;59863;53531;51938;43444;37894;34328;;
05.01.2007;70156;;;69009;60550;53956;52325;44100;38106;34594;;
08.01.2007;71719;;;70338;61863;54719;53281;44725;38763;34850;;
09.01.2007;73016;;;73063;62859;56319;55153;45469;39244;35106;;
10.01.2007;72969;;;69938;61078;55397;54288;45206;39150;35109;;
11.01.2007;73119;;;70453;60781;55659;54600;45209;39244;35156;;
12.01.2007;72975;;;69964;60286;54950;54096;44775;39207;35071;;
15.01.2007;72884;;;69763;59934;54781;53769;44431;39056;35031;;
16.01.2007;71775;;;67981;57816;53388;52300;43094;38063;34500;;
17.01.2007;71075;;;67125;57000;52828;52150;43000;37875;34456;;
18.01.2007;70750;;;67969;57563;53334;52656;43425;37906;34556;;
19.01.2007;71000;;;69813;58688;54491;53750;43925;38406;34706;;
22.01.2007;71031;;;70581;59900;55375;54344;44388;38719;34847;;
23.01.2007;71609;;;71213;61375;56859;55866;45781;39328;35134;;
24.01.2007;71516;;;70541;59997;56344;55453;45734;39313;35125;;
25.01.2007;71641;;;70884;60734;56500;55578;45953;39438;35188;;
26.01.2007;71594;;;70688;60722;56375;55463;46016;39459;35206;;
29.01.2007;71425;;;69741;58856;55406;54375;45472;39197;35081;;
30.01.2007;71206;;;69041;57484;53888;53169;44781;38900;34950;;
31.01.2007;69438;;;67891;58659;54003;53388;44656;38756;35000;;
01.02.2007;69672;;;68477;60500;54563;53894;45106;38850;35078;;
02.02.2007;69963;;;69148;61056;55063;54238;46313;39281;35281;;
05.02.2007;70081;;;69313;61288;55141;54413;46266;39369;35363;;
06.02.2007;70113;;;69378;61109;55053;54225;46156;39231;35206;;
07.02.2007;70763;;;70369;62575;56016;55138;46547;39481;35269;;
08.02.2007;71213;;;71238;61969;56006;55128;46403;39419;35250;;
09.02.2007;72200;;;72564;63781;56694;55744;46584;39544;35331;;
12.02.2007;72800;;;72888;64094;56706;55894;46634;39544;35269;;
13.02.2007;72744;;;72672;63500;56650;55619;46522;39450;35269;;
14.02.2007;72519;;;72306;62781;56225;55269;46241;39413;35175;;
15.02.2007;71781;;;71183;61563;55625;54894;46078;39250;35081;;
16.02.2007;71625;;;71063;62819;55763;54956;46122;39281;35056;;
19.02.2007;71581;;;70900;62919;55744;54956;46131;39281;35025;;
20.02.2007;71463;;;71031;64156;56156;55188;46288;39344;35025;;
21.02.2007;71650;;;71494;65356;57088;56000;46650;39475;35138;;
22.02.2007;72053;;;72342;68319;58891;57913;48131;40088;35456;;
23.02.2007;72381;;;73394;69781;60019;59456;49228;40719;35703;;
26.02.2007;72594;;;74016;72250;61063;60125;49869;41031;35847;;
27.02.2007;72647;;;74642;72638;61244;60306;50209;41288;36128;;
28.02.2007;77229;;;77229;72106;61194;60206;50231;41344;36338;;
01.03.2007;78793;;;78793;73014;62357;61529;50546;41471;36439;;
02.03.2007;79186;;;79186;72979;62750;61957;50618;41525;36475;;
05.03.2007;79336;;;79336;72729;62693;62079;50729;41529;36493;;
06.03.2007;78971;;;78971;71750;62229;61500;50643;41450;36464;;
07.03.2007;78814;;;78814;71850;62286;61436;50729;41493;36421;;
08.03.2007;79150;;;79150;72929;62993;61879;50943;41564;36421;;
09.03.2007;79643;;;79643;73150;63279;62000;51000;41607;36457;;
12.03.2007;79914;;;79914;73357;63250;62100;51036;41607;36457;;
13.03.2007;79900;;;79900;72907;62964;61893;51093;41571;36421;;
14.03.2007;79336;;;79336;71429;61893;60986;50393;41214;36171;;
15.03.2007;79511;;;79511;72250;62321;61500;50500;41236;36050;;
16.03.2007;79964;;;79964;73664;62886;62029;50679;41271;36114;;
19.03.2007;80679;;;80679;75821;63732;62546;51300;41521;36157;;
20.03.2007;81436;;;81436;76782;64661;63536;52375;41854;36393;;
21.03.2007;82393;;;82393;78893;67000;65714;53071;42043;36579;;
22.03.2007;82857;;;82857;79857;67914;66643;53964;42486;36707;;
23.03.2007;83407;;;83407;81007;68536;67250;54464;42714;36779;;
26.03.2007;83482;;;83482;80704;68554;67186;54321;42704;36750;;
27.03.2007;83500;;;83500;79536;67607;66107;54036;42679;36750;;
28.03.2007;83636;;;83636;81304;68357;66846;54321;42871;36786;;
29.03.2007;83800;;;83800;83832;70482;68696;54839;43036;36879;;
30.03.2007;91229;;;87429;73732;71036;60821;56171;43625;37343;;
02.04.2007;92071;;;87700;74061;71082;61500;57132;44100;37611;;
03.04.2007;93079;;;89000;74896;71696;61943;57557;44293;37886;;
04.04.2007;94007;;;91214;77825;73875;63586;59321;44814;38021;;
05.04.2007;94179;;;90100;77282;73796;63493;59400;44979;38071;;
10.04.2007;94350;;;89893;77082;74025;63414;59400;45064;38093;;
11.04.2007;93714;;;88071;74975;72754;62857;58614;44886;38000;;
12.04.2007;93357;;;88579;75568;72939;63064;58479;44907;38000;;
13.04.2007;93164;;;88143;74832;71918;63036;58364;44836;38107;;
16.04.2007;93664;;;91500;76675;73268;63821;59179;45136;38286;;
17.04.2007;94200;;;93571;80382;76039;65971;61593;45786;38564;;
18.04.2007;96114;;;99214;84196;80075;69579;65643;47550;39414;;
19.04.2007;96429;;;98421;83561;80046;69257;64636;47557;39257;;
20.04.2007;97379;;;100257;86368;83068;71686;66929;49200;40271;;
23.04.2007;97557;;;105643;90114;86839;74629;69571;50929;41700;;
24.04.2007;97907;;;109714;93107;89046;76914;72443;52614;42786;;
25.04.2007;97914;;;107143;90014;86661;75936;71114;52014;42479;;
26.04.2007;97857;;;106714;89707;86511;75350;70321;51729;42371;;
27.04.2007;97650;;;105700;88721;85782;74907;69664;51507;42200;;
30.04.2007;106686;;;106364;88064;85725;74093;69150;51164;42129;;
01.05.2007;106614;;;105700;87900;85561;73864;68807;51014;42121;;
02.05.2007;107514;;;109000;90786;87718;75279;70250;51443;42436;;
03.05.2007;109343;;;111071;92714;89568;76850;71107;51929;42736;;
04.05.2007;111814;;;114143;96143;93357;81429;75464;53821;43571;;
08.05.2007;118071;;;121268;102357;98964;86179;79893;57321;44982;;
09.05.2007;116214;;;117839;101429;98643;85993;79693;57536;45125;;
10.05.2007;116857;;;116804;101679;98821;86136;79879;58007;45668;;
11.05.2007;117186;;;118196;103421;100286;86800;80171;58450;45954;;
14.05.2007;114107;;;114746;100500;98571;85850;79821;58250;45846;;
15.05.2007;113214;;;112268;98679;97143;84571;78221;57800;45811;;
16.05.2007;111143;;;110482;97714;95321;83429;76143;56479;45268;;
17.05.2007;111286;;;111089;97643;94971;82500;76014;56336;45196;;
18.05.2007;109071;;;106875;92800;91571;80107;73979;54679;44454;;
21.05.2007;109071;;;107339;93714;91857;80214;74121;54464;44411;;
22.05.2007;108143;;;105518;89214;86679;77179;71107;52179;42982;;
23.05.2007;108179;;;105875;88893;85857;76543;71250;51971;42882;;
24.05.2007;107500;;;101229;79625;77125;69258;63125;45875;39479;;
25.05.2007;107000;;;101214;79536;77364;69321;64679;46321;39296;;
29.05.2007;107571;;;100768;79143;77371;69179;64607;46321;39911;;
30.05.2007;107536;;;100071;79250;77536;68821;63929;46357;39607;;
31.05.2007;97643;;;97643;83607;82179;72750;69714;48750;40911;;
01.06.2007;102143;;;102143;88857;88071;77464;74214;51429;42339;;
04.06.2007;102179;;;102179;89750;89036;78071;74000;52607;42554;;
05.06.2007;97857;;;97857;86357;85750;75821;71214;51500;41875;;
06.06.2007;92531;;;92531;81160;80844;70824;65917;49406;40734;;
07.06.2007;87000;;;87000;74158;74188;66813;62594;47313;39000;;
08.06.2007;85688;;;85688;75908;75938;67781;63563;47563;39078;;
11.06.2007;86094;;;86094;78625;78625;69563;66274;48594;39641;;
12.06.2007;84094;;;84094;75251;75500;67531;64695;47513;38547;;
13.06.2007;80656;;;80656;70969;71281;64688;61922;46469;37828;;
14.06.2007;80219;;;80219;71361;72469;65531;62938;47469;37891;;
15.06.2007;81719;;;81719;76595;78781;71844;68531;49875;39234;;
18.06.2007;82625;;;82625;78064;82063;74125;70703;51438;40125;;
19.06.2007;83156;;;83156;80845;84344;77031;73516;53125;41813;;
20.06.2007;84594;;;84594;86874;90188;81469;77141;55313;43250;;
21.06.2007;85969;;;85969;93030;96375;85188;79063;56625;43875;;
22.06.2007;86844;;;86844;94500;98438;87031;79531;57188;44250;;
25.06.2007;87094;;;87094;93781;97875;86469;78500;56875;44031;;
26.06.2007;86813;;;86813;92531;94313;84781;77078;56313;43969;;
27.06.2007;87156;;;87156;94188;95375;85844;78000;56875;44156;;
28.06.2007;87438;;;87438;94658;95688;86219;78547;57750;44406;;
29.06.2007;97938;;;95376;96328;87469;83813;78813;57813;44500;;
02.07.2007;98531;;;95126;96141;87188;83219;78531;57844;44500;;
03.07.2007;95969;;;92033;92250;84781;81250;76609;56688;44094;;
04.07.2007;93781;;;90334;90719;83094;79531;74969;55344;43469;;
05.07.2007;91219;;;89833;90052;82250;78656;74100;54672;43188;;
06.07.2007;92844;;;93472;93313;84000;79813;75656;55391;43688;;
09.07.2007;93656;;;94883;95021;85688;81594;77594;56375;44094;;
10.07.2007;95036;;;97215;98357;88571;84571;80714;59107;45000;;
11.07.2007;97094;;;101907;104969;94063;89906;83680;61781;46313;;
12.07.2007;97500;;;100312;102188;92438;88750;82805;60875;46063;;
13.07.2007;96719;;;98717;99938;91192;87386;81695;60266;45906;;
16.07.2007;95494;;;95428;96196;88204;83867;79373;59141;45100;;
17.07.2007;95094;;;94539;96038;87763;83025;79256;59141;45125;;
18.07.2007;95328;;;94511;96257;87565;83092;79560;59166;45175;;
19.07.2007;96219;;;96855;99011;89723;85104;82555;60578;45506;;
20.07.2007;97109;;;98250;101344;91452;86604;83776;61297;45775;;
23.07.2007;97797;;;99750;103313;93984;89344;85186;62203;46047;;
24.07.2007;97703;;;100002;103063;94161;90031;85177;62703;46041;;
25.07.2007;97459;;;99610;103281;94004;89861;85011;62609;46009;;
26.07.2007;97453;;;99164;102146;93786;89611;84806;62344;45953;;
27.07.2007;97741;;;99980;103834;94411;90073;85398;62659;46047;;
30.07.2007;97641;;;101904;106280;96161;91604;86703;63609;46453;;
31.07.2007;104625;;;104531;106405;96848;92417;87883;64484;46609;;
01.08.2007;104813;;;104313;105686;96317;92229;87289;64500;46484;;
02.08.2007;105719;;;104688;105853;96379;92303;87365;64594;46641;;
03.08.2007;107750;;;107281;108062;98286;93990;88534;65719;47172;;
06.08.2007;107063;;;105984;106655;97723;93209;88073;65219;46891;;
07.08.2007;107156;;;105828;106344;97766;93344;87695;65031;47066;;
08.08.2007;106938;;;105641;106344;98047;93521;87654;65219;47172;;
09.08.2007;108188;;;108406;109438;100875;95927;90365;67352;48297;;
10.08.2007;109094;;;110813;112792;103343;97761;92776;68289;48897;;
13.08.2007;110750;;;113000;115374;106781;101135;94565;69445;49316;;
14.08.2007;111875;;;115000;117937;109063;103719;96571;71156;50453;;
15.08.2007;113125;;;116844;120563;112250;108000;98532;72375;51328;;
16.08.2007;112125;;;115063;116438;109438;104500;97703;71828;51016;;
17.08.2007;110906;;;112188;113781;104906;100688;94469;70539;50109;;
20.08.2007;110719;;;112516;113375;104969;101688;93789;69771;49609;;
21.08.2007;109719;;;110297;109656;100375;97594;90407;68495;48781;;
22.08.2007;111719;;;113688;115125;105344;101188;94211;69914;49500;;
23.08.2007;112781;;;115531;117250;108313;103511;97355;71422;50125;;
24.08.2007;112875;;;116531;119563;111000;105781;98453;71860;50688;;
28.08.2007;113688;;;118703;124156;115969;111156;102407;74149;52000;;
29.08.2007;113781;;;118938;123906;115625;110781;102188;74157;51938;;
30.08.2007;114138;;;119563;125000;116375;111000;102844;74469;52250;;
31.08.2007;124813;;;124813;125766;117133;111456;103356;74563;52388;;
03.09.2007;126602;;;126602;128141;118750;113281;104516;75313;52844;;
04.09.2007;127982;;;127982;129702;120234;114391;105828;76235;53809;;
05.09.2007;130063;;;130063;131497;122266;116422;109183;77179;54528;;
06.09.2007;132531;;;132531;137550;128234;120641;111360;78191;55047;;
07.09.2007;133188;;;133188;137719;128172;119411;111146;78399;55016;;
10.09.2007;132250;;;132250;131406;122641;114213;106680;74154;53391;;
11.09.2007;132188;;;132188;131750;122078;114182;105784;73176;52846;;
12.09.2007;129625;;;129625;123563;116000;109188;100375;71078;51484;;
13.09.2007;128453;;;128453;116063;109813;103375;98297;69761;50703;;
14.09.2007;129281;;;129281;120750;112844;106156;100219;70664;50719;;
17.09.2007;130344;;;130344;122750;114156;106813;100032;70789;50838;;
18.09.2007;131563;;;131563;126938;116594;109000;101250;71156;51156;;
19.09.2007;135188;;;135188;136469;124781;115469;108500;74625;53156;;
20.09.2007;136688;;;136688;139625;128438;119344;110391;76000;54266;;
21.09.2007;139875;;;139875;150625;134500;122250;113251;79313;56078;;
24.09.2007;138125;;;138125;148000;133094;121573;112237;78610;55922;;
25.09.2007;138344;;;138344;148500;133531;120906;111905;78819;55922;;
26.09.2007;139156;;;139156;146313;131250;117938;109438;77664;54875;;
27.09.2007;140031;;;140031;154609;139418;123094;113542;78922;56188;;
28.09.2007;160179;;;155464;139643;122679;103107;113304;78821;56250;;
01.10.2007;160050;;;152750;136031;119406;101688;109938;76352;55156;;
02.10.2007;162006;;;152938;136063;119250;100524;110572;76528;55223;;
03.10.2007;161438;;;151130;134688;118469;99969;109758;76177;55025;;
04.10.2007;160938;;;151589;133906;118750;99656;110106;75883;54750;;
05.10.2007;162719;;;159041;141344;123375;103063;115172;78195;56219;;
08.10.2007;166500;;;165875;150125;130688;110128;120641;81375;58969;;
09.10.2007;170875;;;174500;160250;138150;115569;127941;85125;60344;;
10.10.2007;173375;;;179281;163625;142438;119065;133751;88157;61469;;
11.10.2007;174688;;;178344;162313;142250;118501;133313;87768;61081;;
12.10.2007;173711;;;176184;159602;140038;116788;130570;86777;60316;;
15.10.2007;173625;;;175781;158813;138813;116135;129688;86451;60125;;
16.10.2007;173547;;;177566;161188;139813;117219;130443;86873;60219;;
17.10.2007;173912;;;179742;166688;143313;119688;133391;88782;60875;;
18.10.2007;174673;;;181785;169429;148071;121857;136607;90679;62179;;
19.10.2007;175906;;;183931;175938;154188;124250;142250;93875;63938;;
22.10.2007;176063;;;182162;174156;152625;123781;141180;93578;64531;;
23.10.2007;176844;;;183839;177063;155250;126031;144070;95961;66469;;
24.10.2007;176731;;;181273;170656;151000;123219;140844;94367;65125;;
25.10.2007;176938;;;182623;173594;153406;124594;142672;95938;66125;;
26.10.2007;176875;;;182403;174000;154250;125375;143750;96961;66875;;
29.10.2007;176500;;;181954;173469;154313;125219;144016;98050;68031;;
30.10.2007;176031;;;172318;152563;135375;111250;124844;87188;59938;;
31.10.2007;164964;;;166969;156219;140438;113063;127141;87891;60813;;
01.11.2007;165750;;;168250;161750;144875;118250;132109;89844;63156;;
02.11.2007;166625;;;169125;164313;146875;122500;135234;92188;64844;;
05.11.2007;167328;;;169266;163563;145938;121750;134680;91648;65031;;
06.11.2007;170041;;;172096;169438;149938;125344;139094;92813;66563;;
07.11.2007;173036;;;174637;172219;153594;127188;141547;94516;67375;;
08.11.2007;173880;;;174267;169750;151688;125500;139703;93063;66994;;
09.11.2007;175423;;;177283;174063;154094;127094;142313;94125;67750;;
12.11.2007;176240;;;177410;172797;153125;126438;141277;92539;66969;;
13.11.2007;176063;;;176125;167031;149313;123094;137602;90349;65500;;
14.11.2007;176188;;;175000;164250;145563;120875;134953;86313;63938;;
15.11.2007;177188;;;178469;166125;146000;121563;135852;86852;64313;;
16.11.2007;177524;;;179559;163438;143375;120188;134031;86461;64469;;
19.11.2007;177316;;;176007;153250;134938;113194;125908;82698;61469;;
20.11.2007;177602;;;175938;154375;135719;113313;126555;82556;61594;;
21.11.2007;177200;;;173555;150688;132844;110938;123867;81406;60969;;
22.11.2007;176650;;;170069;139688;124375;104438;116453;76875;58500;;
23.11.2007;176644;;;166250;135188;120813;101250;112977;74656;55875;;
26.11.2007;174831;;;164438;126000;112750;94250;105406;69531;52188;;
27.11.2007;175229;;;166133;138563;124188;103438;115516;73438;54656;;
28.11.2007;177154;;;170579;149188;132688;114063;125844;78500;57313;;
29.11.2007;178801;;;176813;163375;144250;123875;136703;85313;61563;;
30.11.2007;177031;;;177031;162406;143313;122625;135750;86250;60594;;
