"","Capesize.Bulkcarrier.Fleet...Average.Age..Years.","Panamax.Bulkcarrier.Fleet...Average.Age..Years.","Handymax.Bulkcarrier.Fleet...Average.Age..Years.","Handysize.Bulkcarrier.Fleet...Average.Age..Years."
"09-12-2009",11.1916722824851,12.2998819139953,11.2519231319961,16.6376370904905
"10-12-2009",11.190111299682,12.3006349978768,11.2501972333319,16.6318800535548
"11-12-2009",11.1885625301561,12.3014706420364,11.2486116369481,16.6262806155411
"12-12-2009",11.1870259723572,12.3023888473106,11.2471663412577,16.6208387708446
"13-12-2009",11.1855016247471,12.3033896146187,11.2458613448138,16.6155545140175
"14-12-2009",11.1839894857998,12.3044729449625,11.2446966463101,16.6104278397703
"15-12-2009",11.1824895540018,12.3056388394264,11.2436722445807,16.6054587429708
"16-12-2009",11.1810018278513,12.3068872991776,11.2427881386,16.6006472186448
"17-12-2009",11.1795263058591,12.3082183254657,11.242044327483,16.5959932619755
"18-12-2009",11.1780629865481,12.3096319196231,11.2414408104852,16.5914968683042
"19-12-2009",11.1766118684538,12.3111280830652,11.2409775870025,16.5871580331301
"20-12-2009",11.175172950123,12.3127068172893,11.2406546565709,16.5829767521093
"21-12-2009",11.1737462301157,12.3143681238761,11.2404720188674,16.5789530210566
"22-12-2009",11.1723317070036,12.3161120044885,11.2404296737091,16.5750868359438
"23-12-2009",11.1709293793704,12.3179384608721,11.2405276210536,16.5713781929005
"24-12-2009",11.1695392458128,12.3198474948556,11.240765860999,16.5678270882147
"25-12-2009",11.1681613049389,12.3218391083497,11.2411443937837,16.5644335183314
"26-12-2009",11.1667955553694,12.3239133033484,11.2416632197866,16.5611974798532
"27-12-2009",11.1654419957371,12.3260700819278,11.2423223395273,16.5581189695411
"28-12-2009",11.1641006246871,12.328309446247,11.2431217536654,16.5551979843131
"29-12-2009",11.1627714408764,12.3306313985476,11.2440614630011,16.552434521245
"30-12-2009",11.1614544429747,12.3330359411542,11.2451414684753,16.5498285775707
"31-12-2009",11.1601496296636,12.3355230764739,11.246361771169,16.5473801506817
"01-01-2010",11.1588569996368,12.3380928069962,11.2477223723038,16.5450892381269
"02-01-2010",11.1573864028337,12.3404979094736,11.2488006559037,16.5425436322127
"03-01-2010",11.1557378377822,12.3427383863136,11.249596623048,16.5397433303911
"04-01-2010",11.1539113028321,12.3448142397592,11.2501102745336,16.5366883298588
"05-01-2010",11.1519067961548,12.3467254718883,11.2503416108747,16.5333786275574
"06-01-2010",11.1497243157439,12.3484720846143,11.2502906323029,16.5298142201745
"07-01-2010",11.1473638594144,12.3500540796853,11.249957338767,16.5259951041412
"08-01-2010",11.1448254248034,12.3514714586852,11.2493417299334,16.5219212756345
"09-01-2010",11.14210900937,12.3527242230328,11.248443805186,16.5175927305764
"10-01-2010",11.1392146103948,12.3538123739822,11.2472635636257,16.5130094646339
"11-01-2010",11.1361422249805,12.3547359126228,11.2458010040714,16.5081714732191
"12-01-2010",11.1328918500513,12.3554948398789,11.2440561250586,16.5030787514885
"13-01-2010",11.1294634823537,12.3560891565103,11.2420289248409,16.4977312943447
"14-01-2010",11.1258571184555,12.356518863112,11.2397194013889,16.492129096434
"15-01-2010",11.1220727547468,12.3567839601141,11.2371275523906,16.4862721521488
"16-01-2010",11.118110387439,12.3568844477818,11.2342533752513,16.4801604556256
"17-01-2010",11.1139700125658,12.356820326216,11.2310968670941,16.4737940007467
"18-01-2010",11.1096516259825,12.3565915953524,11.2276580247591,16.4671727811389
"19-01-2010",11.1051552233661,12.356198254962,11.2239368448039,16.4602967901741
"20-01-2010",11.1004808002155,12.3556403046509,11.2199333235033,16.4531660209689
"21-01-2010",11.0956283518514,12.3549177438608,11.2156474568496,16.4457804663852
"22-01-2010",11.0905978734164,12.3540305718684,11.2110792405527,16.4381401190299
"23-01-2010",11.0853893598745,12.3529787877854,11.2062286700392,16.4302449712542
"24-01-2010",11.080002806012,12.351762390559,11.2010957404538,16.4220950151551
"25-01-2010",11.0744382064367,12.3503813789717,11.1956804466581,16.4136902425744
"26-01-2010",11.0686955555781,12.3488357516408,11.1899827832312,16.405030645098
"27-01-2010",11.0627748476873,12.347125507019,11.1840027444692,16.396116214057
"28-01-2010",11.056676076838,12.3452506433947,11.1777403243863,16.3869469405286
"29-01-2010",11.0503992369246,12.3432111588907,11.1711955167131,16.3775228153333
"30-01-2010",11.0439443216638,12.3410070514654,11.1643683148981,16.3678438290371
"31-01-2010",11.0373113245939,12.3386383189125,11.1572587121071,16.3579099719511
