"","Handysize.Bulker.Orderbook..No.","Handymax.Bulker.Orderbook..No.","Panamax.Bulker.Orderbook..No.","Capesize.Bulker.Orderbook..No.","Handysize.Bulker.Orderbook..CGT.","Handymax.Bulker.Orderbook..CGT.","Panamax.Bulker.Orderbook..CGT.","Capesize.Bulker.Orderbook..CGT.","Handysize.Bulker.Orderbook..DWT.","Handymax.Bulker.Orderbook..DWT.","Capesize.Bulker.Orderbook..DWT.","Handysize.Bulker.Orderbook..GT.","Handymax.Bulker.Orderbook..GT.","Capesize.Bulker.Orderbook..GT.","Panamax.Bulker.Orderbook..DWT."
"28-11-2009",1179.61789943681,1079.54199583645,710.720991479339,812.400873084213,13656280.6637722,17833594.6544206,14241101.6051137,25783652.1529985,34438961.5912203,61230961.2732395,152367523.755926,22018688.170393,35565172.1132199,78985141.945953,59567648.1389145
"29-11-2009",1178.69204452272,1078.38010872231,710.30583136883,812.238878401515,13647864.9089473,17814193.3211062,14232820.6779897,25784810.2011703,34421286.9834532,61164548.8502017,152413416.699077,22007013.3416692,35526194.1333171,79005805.8470718,59533208.1628378
"30-11-2009",1177.77282191438,1077.17663652303,709.850364712367,812.081595260543,13639576.3211944,17794070.2661138,14223741.2142985,25786194.2822897,34404043.2479126,61095590.7594031,152461331.784924,21995581.3909684,35485730.8583908,79027433.9845458,59495455.6566712
"01-12-2009",1176.86023069165,1075.93157803388,709.354591053992,811.929023503864,13631414.8922166,17773225.4692994,14213863.204951,25787804.3977429,34387230.3673374,61024086.9318137,152511269.061437,21984392.3068472,35443782.2479356,79050026.380027,59454390.5826212
"02-12-2009",1175.93407572734,1074.74117783356,708.884332358035,811.766200550842,13623118.3430206,17753288.5982722,14204485.1655458,25788809.414799,34370066.1683729,60955695.8583426,152555901.678306,21973010.1066529,35403649.6981239,79070026.4962577,59415332.0450489
"03-12-2009",1174.99435609438,1073.60543473047,708.439588153767,811.593126238524,13614686.6653019,17734259.6330754,14195607.0866955,25789209.3344652,34352550.6338386,60890417.4705299,152595229.680215,21961434.7789925,35365333.168783,79087434.3532623,59378280.0048566
"04-12-2009",1174.04107085198,1072.52434758761,708.020357995924,811.409800393601,13606119.8506192,17716138.5546589,14187228.9595115,25789004.1571402,34334683.7461983,60828251.7030247,152629253.106525,21949666.312277,35328832.6215536,79102249.9684619,59343234.4249492
"05-12-2009",1173.07421904598,1071.49791532285,707.626641464907,811.216222832627,13597417.8903978,17698925.3448842,14179350.7756086,25788193.8826209,34316465.4875695,60769198.4936015,152657971.991309,21937704.6947275,35294148.0199002,79114473.3566944,59310195.2702504
"06-12-2009",1172.0937997084,1070.52613690861,707.258438166539,811.012393361742,13588580.7759254,17682619.9865187,14171972.5270991,25786778.5100937,34297895.8397118,60713257.7831407,152681386.363299,21925549.9143681,35261279.3290991,79124104.5301884,59279162.5076818
"07-12-2009",1171.09981185783,1069.60901137211,706.915747732232,810.798311776937,13579608.4983562,17667222.4632405,14165094.2065972,25784758.0381427,34278974.7840373,60660429.5156446,152699496.245941,21913201.9590319,35230226.5162482,79131143.4985883,59250136.1061788
"08-12-2009",1170.09225449924,1068.74653779527,706.598569818951,810.573977863898,13570501.0487084,17652732.7596358,14158715.8072177,25782132.4647452,34259702.3016048,60610713.6382295,152712301.657363,21900660.816358,35200989.5502621,79135590.2689397,59223116.0366854
"09-12-2009",1169.07112662405,1067.93871531473,706.30690410918,810.339391398071,13561258.4178652,17639150.8611999,14152837.3225753,25778901.7872732,34240078.3731223,60564110.1011279,152719802.610386,21887926.4737923,35173568.4018735,79137444.8456952,59198102.2721532
"10-12-2009",1168.03642721004,1067.1855431218,706.040750310946,810.094552144614,13551880.5965742,17626476.7543367,14147458.7467853,25775066.0024923,34220102.978945,60520618.8576871,152721999.112517,21874998.9185871,35147963.0436323,79136707.2307105,59175094.7875417
"11-12-2009",1166.98815522143,1066.48702046255,705.800108157844,809.839459858445,13542367.575448,17614710.4263592,14142580.0744641,25770625.1065633,34199776.0990771,60480239.8643722,152718891.165956,21861878.1378015,35124173.4499074,79133377.4232485,59154093.5598217
"12-12-2009",1165.92630960885,1065.8431466377,705.584977408952,809.574114284183,13532719.3449633,17603851.8654881,14138201.3007274,25765579.0950397,34179097.7131697,60442973.0807594,152710478.767589,21848564.1183006,35102199.5968829,79127455.4199735,59135098.5679677
"13-12-2009",1164.85088930937,1065.25392100272,705.395357848917,809.298515156229,13522935.8954621,17593901.060854,14134322.4211919,25759927.9628712,34158067.8005235,60408818.4695449,152696761.908999,21835056.846757,35082041.462563,79118941.2149599,59118109.7929652
"14-12-2009",1163.76189324641,1064.71934296776,705.23124928793,809.01266219868,13513017.2171505,17584858.0024954,14130943.4319747,25753671.7044001,34136686.3400862,60377775.9965374,152677740.576452,21821356.3096488,35063699.0267679,79107834.799683,59103127.2178081
"15-12-2009",1162.65932032989,1064.23941199771,705.092651561716,808.716555125404,13502963.3000998,17576722.6813603,14128064.3296936,25746810.3133644,34114953.3104548,60349845.6306631,152653414.75091,21807462.4932618,35047172.2711368,79094136.1630266,59090150.8274988
"16-12-2009",1161.54316945603,1063.81412761211,704.979564531532,808.410193639973,13492774.1342453,17569495.0893044,14125685.1114663,25739343.782895,34092868.6898728,60325027.3439618,152623784.40802,21793375.3836872,35032461.1791252,79077845.2912767,59079180.6090473
"17-12-2009",1160.41343950753,1063.44348938523,704.891988084156,808.093577435695,13482449.709387,17563175.2190927,14123805.7749108,25731272.1055174,34070432.4562324,60303321.1115887,152588849.518118,21779094.9668231,35019565.7360064,79058962.1681244,59070216.5514705
"18-12-2009",1159.27012935346,1063.12749694602,704.829922131914,807.766706195609,13471990.0151897,17557763.0643982,14122426.3181458,25722595.2731509,34047644.5870733,60284726.9118141,152548610.046232,21764621.2283738,35008485.9288709,79037486.7746657,59063258.6457944
"19-12-2009",1158.11323784939,1062.86614997824,704.793366612717,807.429579592576,13461395.0411837,17553258.6198044,14121546.7397911,25713313.277112,34024505.0595865,60269244.7260284,152503065.952091,21749954.1538521,34999221.7466296,79013419.0894092,59058306.8850575
"20-12-2009",1156.94276383711,1062.65944822017,704.782321489924,807.082197289014,13450664.7767615,17549661.8808006,14121167.0389652,25703426.1081057,34001013.8506047,60256874.5387277,152452217.190087,21735093.7285732,34991773.1800056,78986759.0882531,59055361.2642985
"21-12-2009",1155.75870614501,1062.50739146498,704.796786752518,806.724558937256,13439799.2111827,17546972.8437875,14121287.215289,25692933.7562371,33977170.9366148,60247616.3375335,152396063.709332,21720039.937663,34986140.2215451,78957506.7445165,59054421.7805725
"22-12-2009",1154.56106358773,1062.40997956037,704.836762414931,806.356664179245,13428798.3335697,17545191.5060723,14121907.2688817,25681836.2110013,33952976.2937472,60241470.1131743,152334605.453605,21704792.7660508,34982322.8656072,78925662.0289122,59055488.4329349
"23-12-2009",1153.34983496636,1062.36721240884,704.902248517202,805.978512646677,13417662.1329099,17544317.8658717,14123027.2003644,25670133.4612886,33928429.8977815,60238435.8594972,152267842.361379,21689352.1984731,34980321.1083704,78891224.9095601,59058561.2224549
"24-12-2009",1152.12501906852,1062.37908996767,704.993245124928,805.590103961105,13406390.5980568,17544351.9223127,14124647.0108592,25657825.4953869,33903531.7241489,60238513.5734701,152195774.36584,21673718.2194754,34980134.947834,78854195.3519963,59063640.1522125
"25-12-2009",1150.88661466804,1062.44561224867,705.109752329152,805.191437733641,13394983.717726,17545293.6754281,14126766.7019866,25644912.3009732,33878281.7479227,60241703.2551665,152118401.39483,21657890.8134058,34981764.3838091,78814573.3191456,59070725.2272877
"26-12-2009",1149.63462052521,1062.56677931846,705.251770246528,804.782513565217,13383441.4804991,17547143.1261611,14129386.2758688,25631393.8651213,33852679.9438272,60248004.9077805,152035723.370899,21641869.9644206,34985209.4179274,78772358.7713463,59079816.4547749
"27-12-2009",1148.36903538679,1062.74259129834,705.419299019223,804.363331046509,13371763.874822,17549900.2763634,14132505.7351284,25617270.1742995,33826726.2862346,60257418.5376218,151947740.211288,21625655.6564829,34990470.0536385,78727551.666342,59090913.8437751
"28-12-2009",1147.08985798577,1062.97304836423,705.612338814882,803.933889757823,13359950.8890038,17553565.1287934,14136125.0828867,25602541.214367,33800420.7491613,60269944.1541087,151854451.827907,21609247.8733596,34997546.2962055,78680151.9592718,59104017.4053923
"29-12-2009",1145.79708704169,1063.25815074691,705.830889826815,803.494189269317,13348002.51122,17558137.6871214,14140244.3227684,25587206.9705809,33773763.3062765,60285581.7697845,151755858.12738,21592646.598627,35006438.1527147,78630159.6026913,59119127.1527494
"30-12-2009",1144.49072126044,1063.59789873175,706.07495227378,803.04422914084,13335918.7295098,17563617.9559242,14144863.4588965,25571267.4275913,33746753.9308948,60304331.4003024,151651959.011012,21575851.8156667,35017145.6320667,78577574.5465565,59136243.1009703
"31-12-2009",1143.1707593343,1063.99229265889,706.344526400106,802.584008921962,13323699.5317769,17570005.9406883,14149982.4958952,25554722.569442,33719392.5959789,60326193.0644324,151542754.374795,21558863.5076664,35029668.7449808,78522396.7382275,59155365.2671897
"01-01-2010",1141.83719994191,1064.44133292311,706.639612475647,802.113528151977,13311344.9057892,17577301.647808,14155601.4388889,25537572.3795706,33691679.2741386,60351166.7840582,151428244.109409,21541681.6576198,35044007.5039926,78464626.1224683,59176493.6705496
"02-01-2010",1140.59843438089,1064.93301203028,706.971782735568,801.661447936461,13299977.2533556,17585290.4689785,14161971.7461462,25521135.8900703,33666363.3483067,60378492.1749157,151318711.210887,21525985.1492075,35059718.8938781,78409318.4024819,59200844.7616862
"03-01-2010",1139.45446141117,1065.4673304726,707.341037512403,801.227767822872,13289596.5630969,17593972.4121973,14169093.4240444,25505413.0844876,33643444.7931413,60408169.2643598,151214155.569585,21511773.9667169,35076802.9303656,78356473.5229036,59228418.5649774
"04-01-2010",1138.40527988761,1066.04428878496,707.747377175775,800.812487377088,13280202.8246217,17603347.4861553,14176966.4797123,25490403.9470838,33622923.5857001,60440198.0820984,151114577.080839,21499048.0959221,35095259.6305569,78306091.4308344,59259215.1080244
"05-01-2010",1137.4508887599,1066.66388754491,708.190802132478,800.415606183376,13271796.0285262,17613415.7002374,14185590.9210318,25476108.4628333,33604799.70544,60474578.6601939,151019975.644963,21487807.5240837,35115089.0129281,78258172.075838,59293234.4216585
"06-01-2010",1136.59128707278,1067.32612737277,708.671312826432,800.037123844519,13264376.1663959,17624177.0645236,14194966.756637,25462526.6174282,33589073.1342211,60511311.0330668,150930351.167272,21478052.2399511,35136291.0973316,78212715.4099521,59330476.5399369
"07-01-2010",1135.82647396556,1068.03100893135,709.18890973856,799.677039981519,13257943.2308014,17635631.5897843,14205093.9959116,25449658.3972687,33575743.8562958,60550395.237481,150845703.558025,21469782.2337559,35158865.9049875,78169721.3876612,59370941.5001334
"08-01-2010",1135.15644867271,1068.77853292634,709.743593387056,799.335354233969,13252497.2153039,17647779.2874872,14215972.6489946,25437503.7894749,33564811.8583229,60591831.3125647,150766032.732496,21462997.4972209,35182813.4584963,78129189.9659317,59414629.3427599
"09-01-2010",1134.58121052351,1069.56870010601,710.335364327164,799.012066259829,13248038.1144517,17660620.1697925,14227602.7267757,25426062.7818794,33556277.1293591,60635619.2997972,150691338.610932,21457698.0235542,35208133.7818303,78091121.1041899,59461540.1115482
"10-01-2010",1134.10075894212,1070.4015112614,710.964223151299,798.707175735472,13244565.9237811,17674154.2495546,14239984.2408977,25415335.3630294,33550139.6608609,60681759.2430127,150621621.11856,21453883.8074509,35234826.9003367,78055514.764327,59511673.8534602
"11-01-2010",1133.71509344762,1071.27696722617,711.630170488962,798.420682355712,13242080.6398165,17688381.5403219,14253117.2037546,25405321.5221868,33546399.4466849,60730251.1883998,150556880.185593,21451554.8450932,35262892.8407367,78022370.9107017,59565030.618681
"12-01-2010",1133.42421365388,1072.1950688767,712.33320700681,798.152585833727,13240582.2600697,17703302.0563366,14267001.6284934,25396021.2493265,33545056.4830862,60781095.184501,150497115.747219,21450711.1341491,35292331.6311255,77991689.5101327,59621610.460624
"13-01-2010",1133.22811926977,1073.15581713204,713.073333408592,797.902885901157,13240070.7830409,17718915.8125345,14281637.5290126,25387434.5351391,33546110.7687209,60834291.2822127,150442327.743613,21451352.6737743,35323143.3009723,77963470.5319081,59681413.4359265
"14-01-2010",1133.12681009893,1074.15921295391,713.850550435208,797.671582308004,13240546.2082176,17735222.8245454,14297024.9199634,25379561.3710275,33549562.3046431,60889839.5347855,150392516.119922,21453479.4646103,35355327.8811202,77937713.9477759,59744439.6044539
"15-01-2010",1133.12028604003,1075.20525734684,714.66485886472,797.458674822791,13242008.5360767,17752223.1086943,14313163.8167501,25372401.7491127,33555411.0943104,60947739.9978292,150347680.826297,21457091.5087876,35388885.4037896,77914419.7319591,59810689.0293011
"16-01-2010",1133.20854708642,1076.29395135786,715.516259512232,797.264163232298,13244457.7680807,17769916.6819979,14330054.235527,25365955.6622246,33563657.1435744,61007992.7292998,150307821.817838,21462188.8099199,35423815.90257,77893587.8611308,59880161.7767819
"17-01-2010",1133.39159332655,1077.42529607689,716.404753230091,797.088047341886,13247893.9066826,17788303.5621696,14347696.1932036,25360223.1039129,33574300.4606927,61070597.7895176,150272939.054658,21468771.3731118,35460119.4124313,77875218.3144442,59952857.9164465
"18-01-2010",1133.66942494363,1078.5992926364,717.330340907678,796.930326975217,13252316.9553215,17807383.7676145,14366089.7074393,25355204.0684377,33587341.0563181,61135555.2411501,150243032.501832,21476839.2049515,35497795.9697132,77859311.0735072,60028777.5210636
"19-01-2010",1134.04204221579,1079.81594221166,718.293023471579,796.791001974434,13257726.9184255,17827157.3174336,14385234.7966476,25350898.5507757,33602778.9435059,61202865.1492252,150218102.129427,21486392.3135162,35536845.6121329,77845866.1223984,60107920.6666347
"20-01-2010",1134.50944551599,1081.07524602054,719.292801885448,796.67007220002,13264123.8014096,17847624.2314202,14405131.4799928,25347306.5466155,33620614.1377086,61272527.5811199,150198147.912477,21497430.7083679,35577268.3787792,77834883.4476546,60190287.4323828
"21-01-2010",1135.07163531219,1082.37720532372,720.329677150156,796.567537530965,13271507.610678,17868784.5300635,14425779.7773934,25344428.0523627,33640846.6567818,61344542.6065729,150183169.831016,21509954.4005576,35619064.310119,77826363.0382861,60275877.9007646
"22-01-2010",1135.72861216715,1083.72182142449,721.403650303634,796.483397864629,13279878.3536223,17890638.2345457,14447179.7095186,25342263.0651358,33663476.5209789,61418910.2976736,150173167.870051,21523963.4026219,35662233.4479914,77820304.8857634,60364692.1574579
"23-01-2010",1136.48037673847,1085.10909566884,722.514722420958,796.417653116724,13289236.0386209,17913185.3667426,14469331.2977904,25340811.5827658,33688503.7529514,61495630.7288645,150168142.019559,21539457.7285833,35706775.835609,77816708.9840166,60456730.2913679
"24-01-2010",1137.32692977876,1086.53902944554,723.662894614394,796.370303221483,13299580.6750423,17936425.9492256,14492234.5643842,25340073.603801,33715928.3777544,61574703.976949,150168092.274516,21556437.3939534,35752691.5175624,77815575.3294505,60551992.3946317
"25-01-2010",1138.26827213552,1088.01162418604,724.848168033322,796.341348131552,13310912.2732423,17960360.0052602,14515889.5322274,25340049.1275042,33745750.4228429,61656130.1210851,150173018.634881,21574902.4157305,35799980.5398164,77816903.9209341,60650478.562612
"26-01-2010",1139.30440475095,1089.52688136441,726.070543864216,796.330787817861,13323230.8445632,17984987.5588041,14540296.2249988,25340738.1538481,33777969.9180668,61739909.2427795,150182921.10557,21594852.8123971,35848642.9497068,77820694.7597898,60752188.8938942
"27-01-2010",1140.43532866226,1091.08480249746,727.330023330728,796.33862226982,13336536.4013363,18010308.6345104,14565454.6671306,25342140.6835221,33812586.8956788,61826041.425898,150197799.696493,21616288.6039238,35898678.7959465,77826947.8498106,60857123.490295
"28-01-2010",1141.66104500174,1092.68538914491,728.626607693735,796.364851495427,13350828.9568832,18036323.2577292,14591364.8838093,25344256.7179348,33849601.3903378,61914526.7566718,150217654.422572,21639209.8117728,35950088.1286286,77835663.1972707,60965282.4568656
"29-01-2010",1142.98155499619,1094.32864290884,729.960298251073,796.409475520774,13366108.525509,18063031.4544995,14618026.9009699,25347086.2591994,33889013.4390907,62005365.3236685,150242485.303653,21663616.4588851,36002870.9992106,77846840.8108788,61076665.9018692
"30-01-2010",1144.39685996756,1096.01456543428,731.331096337864,796.47249439059,13382375.1225101,18090433.2515584,14645440.7453033,25350629.3101503,33930823.081393,62098557.2178255,150272292.364603,21689508.5696943,36057027.4605325,77860480.7018301,61191273.9368088
"31-01-2010",1145.90696133265,1097.74315840893,732.739003326348,796.553908167959,13399628.7641701,18118528.6763363,14673606.4442519,25354885.8743341,33975030.3590981,62194102.532432,150307075.63526,21716886.1701195,36112557.5668075,77876582.8837786,61309106.676413
"01-02-2010",1147.51186060319,1099.51442356322,734.184020625937,796.653716934419,13417869.4677613,18147317.756959,14702524.0260117,25359855.9560132,34021635.3164611,62292001.3631362,150346835.15045,21745749.2875681,36169461.3736253,77895147.3728468,61430164.2386405
"02-02-2010",1149.06941027733,1101.21344627182,735.570090179258,796.738191280115,13435663.1734203,18174948.3404536,14730236.4711393,25364232.6109901,34067196.7374316,62386057.418892,150382503.573501,21773987.732987,36224093.1612068,77911691.9964084,61546087.9543586
"03-02-2010",1150.57961191428,1102.84022823552,736.897213373848,796.807331289623,13453009.8989597,18201420.4544798,14756743.8073765,25368015.8436466,34111714.6676195,62476270.7938542,150414080.94012,21801601.5346444,36276452.9842412,77926216.7710264,61656877.9396139
"04-02-2010",1152.04246702585,1104.39477108286,738.165391538255,796.861137032187,13469909.6617447,18226734.1255383,14782046.0612591,25371205.6577707,34155189.1515905,62562641.5783337,150441567.281923,21828590.720184,36326540.8951448,77938721.7112438,61762534.3053151
"05-02-2010",1153.45797707633,1105.87707636993,739.374625941923,796.899608561594,13486362.4786917,18250889.3789677,14806143.2581145,25373802.0565534,34197620.2328614,62645169.8587862,150464962.626411,21854955.3166211,36374356.9440549,77949206.8295718,61863057.1572239
"06-02-2010",1154.82614348285,1107.28714558069,740.52491779543,796.922745916459,13502368.3662723,18273886.2389505,14829035.4220668,25375805.042597,34239007.9539121,62723855.7178331,150484266.997024,21880695.3503506,36419901.1788414,77957672.136516,61958446.5959753
"07-02-2010",1156.14696761489,1108.62498012657,741.61626825019,796.930549119855,13517927.3405077,18295724.7285057,14850722.5760304,25377214.6179037,34279352.3561696,62798699.2342363,150499480.41307,21905810.8471372,36463173.6450926,77964117.6405422,62048702.7170513
"08-02-2010",1157.42045079473,1109.89058134691,742.648678398752,796.923018179662,13533039.4169742,18316404.8694961,14871204.7417163,25378030.7838868,34318653.4800234,62869700.4829223,150510602.889791,21930301.8321242,36504174.3861289,77968543.3481092,62133825.6108074
"09-02-2010",1158.6465942971,1111.08395050851,743.622149274539,796.900153088257,13547704.6107984,18335926.6826219,14890481.9396268,25378253.5413606,34356911.3648125,62936859.5349611,150517634.438304,21954168.3298263,36542903.4429908,77970949.2636392,62213815.36245
"10-02-2010",1159.82539934951,1112.20508880609,744.536681852113,796.861953822833,13561922.9366621,18354290.1874267,14908554.1890608,25377882.8905507,34394126.0488378,63000176.4575873,150520575.065665,21977410.3641369,36579360.8544508,77971335.3895486,62288672.0520586
"11-02-2010",1160.95686713192,1113.25399736189,745.392277046891,796.808420345084,13575694.4087973,18371495.402292,14925421.5081078,25376918.831084,34430297.5693503,63059651.3141792,150519424.774804,22000027.9583206,36613546.6570018,77969701.7262174,62358395.7545621
"12-02-2010",1162.04099877708,1114.230677226,746.188935715451,796.739552601494,13589019.0409913,18387542.3444425,14941083.9136546,25375361.3619977,34465425.9625624,63115284.1642796,150514183.564584,22022021.1350207,36645460.8848686,77966048.2720174,62422986.5397644
"13-02-2010",1163.07779537019,1115.13512937606,746.926658655223,796.655350523085,13601896.8465818,18402431.0299411,14955541.4213788,25373210.4817315,34499511.2636374,63167075.0635761,150504851.42975,22043389.916252,36675103.5699968,77960375.0232876,62482444.4723187
"14-02-2010",1164.06725794909,1115.96735471744,747.605446604683,796.555814025528,13614327.8384596,18416161.4736912,14968794.0457527,25370466.1881312,34532553.506695,63215024.0639115,150491428.360955,22064134.323405,36702474.7420589,77952681.9743452,62536769.6117437
"15-02-2010",1165.00938750439,1116.72735408333,748.225300243392,796.440943009266,13626312.02907,18428733.6894394,14980841.8000438,25367128.478452,34564552.724815,63259131.2132902,150473914.344776,22084254.3772477,36727574.4284576,77942969.1174968,62585962.0124265
"16-02-2010",1165.90418497909,1117.41512823444,748.786220191815,796.310737359234,13637849.4304084,18440147.6897697,14991684.696312,25363197.3493505,34595508.9500275,63299396.5558615,150452309.363667,22103750.0979195,36750402.6543166,77931236.4430127,62630021.7236079
"17-02-2010",1166.75165126901,1118.03067785929,749.288207011455,796.16519694513,13648940.0540252,18450403.4861084,15001322.7454114,25358672.7968927,34625422.2133223,63335820.1319342,150426613.396007,22122621.5049374,36770959.4424886,77917483.9391514,62668948.7893936
"18-02-2010",1167.55178722243,1118.57400357407,749.731261204818,796.004321621241,13659583.9110219,18459501.0887219,15009755.9569899,25353554.8165487,34654292.5446433,63368401.9779692,150396826.416071,22140868.6171919,36789244.8135518,77901711.5921444,62702743.2487505
"19-02-2010",1168.30459364039,1119.0451059227,750.115383215467,795.828111226545,13669781.0120541,18467440.5067179,15016984.3394906,25347843.4031959,34682119.9728919,63397142.1265844,150362948.394045,22158491.45295,36805258.7858115,77883919.3862048,62731405.1355123
"20-02-2010",1169.01007127643,1119.44398537673,750.440573427874,795.636565584627,13679531.3673291,18474221.7480434,15023007.9001482,25341538.5511162,34708904.5259236,63422040.6065476,150324979.29601,22175490.0298522,36819001.3752972,77864107.3035198,62754934.4783669
"21-02-2010",1169.66822083679,1119.77064233548,750.706832167569,795.429684503753,13688834.9866077,18479844.8194869,15027826.6449928,25334640.2539984,34734646.2305515,63443097.4427838,150282919.083961,22191864.3649151,36830472.5957662,77842275.3242575,62773331.3008679
"22-02-2010",1170.27904298032,1120.02507712597,750.914159701139,795.207467776831,13697691.8792034,18484309.7266779,15031440.5788489,25327148.5049375,34759345.1125447,63460312.656374,150236767.715794,22207614.4745306,36839672.4587028,77818423.4265642,62786595.6214355
"23-02-2010",1170.84253831849,1120.20729000289,751.062556236094,794.969915181423,13706102.0539823,18487616.4740857,15033849.7053338,25319063.2964339,34783001.1966278,63473686.2645501,150186525.145311,22222740.3744653,36846600.9733158,77792551.5865634,62794727.4533453
"24-02-2010",1171.35870741526,1120.31728114855,751.152021920939,794.717026479636,13714065.5193621,18489765.065019,15035054.0268581,25310384.6203913,34805614.5064785,63483218.280695,150132191.322201,22237242.0798586,36851258.1465382,77764659.7783482,62797726.8047334
"25-02-2010",1171.82755078755,1120.35505067324,751.182556845353,794.448801418473,13721582.283317,18490755.5016316,15035053.5446297,25301112.4681267,34827185.0647396,63488908.7143604,150073766.192102,22251119.6052313,36853643.9830377,77734747.974012,62795593.6786125
"26-02-2010",1172.24906890447,1120.32059861456,751.154161039763,794.16523972926,13728652.353369,18490587.7849117,15033848.2586454,25291246.8303531,34847712.8929977,63490757.5712318,150011249.696496,22264372.9644714,36853758.4851964,77702816.1435958,62788328.0728355
"27-02-2010",1172.62326218816,1120.2139249382,751.06683447586,793.866341128281,13735275.7365978,18489261.9146942,15031438.1677009,25280787.6971989,34867198.0118076,63488764.8531694,149944641.772828,22277002.1708494,36851601.6531342,77668864.2551479,62775929.9801388
"28-02-2010",1172.95013101309,1120.03502953726,750.920577066146,793.552105316238,13741452.4396322,18486777.88965,15027823.2693822,25269735.0581914,34885640.4406713,63482930.5581722,149873942.354404,22289007.2370056,36847173.4846885,77632892.2746727,62758399.388105
"01-03-2010",1173.22967570653,1119.78391223273,750.715388664266,793.222531978602,13747182.4686561,18483135.7072935,15023003.5600715,25258088.9022674,34903040.1980522,63473254.680403,149799151.370458,22300388.1749587,36840473.9754285,77594900.166164,62735736.2791895
"02-03-2010",1173.46907750583,1119.52643985103,750.574963882887,792.897467492525,13752360.8461759,18479372.7047205,15019503.272777,25246667.1727252,34918937.8038622,63463112.1295029,149725980.916638,22310809.9372306,36833516.7062864,77557753.5582803,62718646.9574844
"03-03-2010",1173.66833665061,1119.2626121344,750.499302581419,792.576911532574,13756987.577375,18475488.8781637,15017322.4039944,25235469.8581303,34933333.2740148,63452502.8953173,149654430.919693,22320272.5342535,36826301.6702969,77521452.4138336,62707131.4058811
"04-03-2010",1173.82745334032,1118.99242881874,750.488404684136,792.260863777849,13761062.6668848,18471484.2237353,15016460.9515408,25224496.9472734,34946226.62292,63441426.967226,149584501.307996,22328775.9754996,36818828.8602375,77485996.6964841,62701189.6128529
"05-03-2010",1173.94642773428,1118.7158896336,750.542270180129,791.949323911994,13764586.118785,18467358.7374265,15016918.9145539,25213748.4291707,34957617.8634855,63429884.3341422,149516192.011548,22336320.2694817,36811098.268628,77451386.3707408,62700821.572452
"06-03-2010",1174.02525995153,1118.43299430209,750.66089912327,791.642291623108,13767557.9366022,18463112.4151067,15018696.2934912,25203224.2930614,34967507.007113,63417874.9845081,149449502.961963,22342905.4237511,36803109.8877279,77417621.4019538,62706027.2843061
"07-03-2010",1174.06395007107,1118.14374254112,750.844291632396,791.339766603895,13769978.1233122,18458745.2525268,15021793.0901334,25192924.5284122,34975894.0637042,63405398.9063073,149384434.092492,22348531.4449013,36794863.7095436,77384701.7563286,62716806.7536329
"08-03-2010",1174.06249813155,1117.84813406106,751.092447891046,791.041748551458,13771846.6813368,18454257.2453137,15026209.3075799,25182849.1249108,34982779.041653,63392456.0870463,149320985.337987,22353198.3385628,36786359.7258179,77352627.4009057,62733159.9912195
"09-03-2010",1174.02090413165,1117.54616856608,751.40536814767,790.748237167554,13773163.612548,18449648.3889761,15031944.950252,25172998.0724739,34988161.9478546,63379046.5137737,149259156.634951,22356906.1094096,36777597.9280407,77321398.3035854,62755087.0134393
"10-03-2010",1173.93916802955,1117.23784575378,751.783052715455,790.459232158245,13773928.9182621,18444918.6788986,15039000.0238903,25163371.3612366,34992042.7876932,63365170.1730593,149198947.921467,22359654.7611504,36768578.3074372,77291014.4330947,62782587.842237
"11-03-2010",1173.81728974353,1116.92316531558,752.22550197252,790.174733234297,13774142.5992464,18440068.1103475,15047374.5355579,25153968.9815641,34994421.5650563,63350827.0510163,149140359.137277,22361444.2965383,36759300.8549807,77261475.7590248,62815662.5051456
"12-03-2010",1173.65526915161,1116.60212693649,752.732716361781,789.894740110924,13773804.655715,18435096.6784674,15057068.4936382,25144790.9240448,34995298.2823256,63336017.1332869,149083390.223733,22362274.7173651,36749765.5613843,77232782.2518071,62854311.0352747
"13-03-2010",1173.45310609152,1116.27473029508,753.304696390952,789.619252507788,13772915.0873287,18430004.3782808,15068081.9078348,25135837.1794893,34994672.9403768,63320740.405043,149028041.123797,22362146.0244609,36739972.4171012,77204933.8827132,62898533.4713104
"14-03-2010",1173.21080036094,1115.94097506366,753.94144263264,789.348270149153,13771473.8931977,18424791.2046909,15080414.789173,25127107.7389357,34992545.5385854,63304996.8509944,148974311.782069,22361058.2176977,36729921.4123293,77177930.6238693,62948329.8575242
"15-03-2010",1172.92835171728,1115.60086090808,754.642955724236,789.081792763728,13769481.0718789,18419457.1524784,15094067.1499983,25118602.5936447,34988916.0748208,63288786.4553792,148922202.144759,22359011.2959861,36719612.5370061,77151772.4482416,63003700.2437624
"16-03-2010",1172.60575987783,1115.25438748792,755.409236368017,788.819820084782,13766936.6213777,18414002.2163044,15109039.0039779,25110321.735103,34983784.5454506,63272109.2019719,148871712.159709,22356005.2572775,36709045.7808131,77126459.3296471,63064644.6854562
"17-03-2010",1172.24302451966,1114.90155445632,756.24028533104,788.562351850062,13763840.5391471,18408426.3907079,15125330.3660987,25102265.1550209,34977150.945338,63254965.0740772,148822841.776372,22352040.0985626,36698221.133172,77101991.2427454,63131163.2436114
