"","Handysize.Bulker.Orderbook..No.","Handymax.Bulker.Orderbook..No.","Panamax.Bulker.Orderbook..No.","Capesize.Bulker.Orderbook..No.","Handysize.Bulker.Orderbook..CGT.","Handymax.Bulker.Orderbook..CGT.","Panamax.Bulker.Orderbook..CGT.","Capesize.Bulker.Orderbook..CGT.","Handysize.Bulker.Orderbook..DWT.","Handymax.Bulker.Orderbook..DWT.","Capesize.Bulker.Orderbook..DWT.","Handysize.Bulker.Orderbook..GT.","Handymax.Bulker.Orderbook..GT.","Capesize.Bulker.Orderbook..GT.","Panamax.Bulker.Orderbook..DWT."
"11-02-2016",441.566463785875,602.472430893482,333.850922140435,240.551209599567,5736143.22893248,10395190.2177726,6659205.49228556,8196412.77595933,15495946.279755,37059552.6199173,50605954.595211,9891097.91402666,21310888.0538526,26251635.4085905,27483979.5347023
"12-02-2016",440.801485807072,601.399443212153,333.040819692003,239.886105755953,5726547.79799336,10376690.7560571,6643080.38822476,8173772.60637154,15470340.6676399,36993391.3021285,50465411.1779349,9874708.21181699,21272981.2084086,26179118.8940666,27416743.9982963
"13-02-2016",440.072934913304,600.322056493286,332.264608863175,239.223667200218,5717388.32205149,10358095.1635301,6627626.49997363,8151099.26549243,15445859.3314034,36926901.9370372,50324006.7096439,9859053.17442094,21234852.2798638,26106165.1555325,27352263.0802008
"14-02-2016",439.380810375253,599.240269658363,331.522288876924,238.563893269224,5708664.79193774,10339403.4215767,6612843.81206203,8128392.7306248,15422502.2465385,36860084.458084,50181741.0487852,9844132.78616701,21196501.2300491,26032774.1199578,27290536.7158671
"15-02-2016",438.725111500094,598.15408162448,330.813858990174,237.906783302522,5700377.19891972,10320615.5114857,6598732.30969221,8105652.97903875,15400269.3896643,36792938.7983824,50038614.0529463,9829947.03211959,21157928.0205738,25958945.7138758,27231564.8435058
"16-02-2016",438.105837631421,597.06349130428,330.13931849373,237.2523366423,5692525.53470085,10301731.414449,6585291.97873743,8082879.98797027,15379160.7385238,36725464.8907146,49894625.5788477,9816495.89807755,21119132.6128233,25884679.8633793,27175347.4040814
"17-02-2016",437.522988149312,595.96849760605,329.498666712357,236.60055263343,5685109.79142135,10282751.111563,6572522.80574352,8060073.73462273,15359176.2719866,36657662.6675372,49749775.4823515,9803779.37057587,21080114.9679622,25809976.4941255,27121884.3413187
"18-02-2016",436.976562470337,594.869099433682,328.891903004748,235.95143062346,5678129.96165803,10263674.5838282,6560424.77792824,8037234.1961664,15340315.9700481,36589532.0609787,49604063.6184582,9791797.43688526,21040875.046933,25734835.5313339,27071175.6016997
"19-02-2016",436.466560047466,593.765295686584,328.319026763488,235.304969962576,5671586.03842335,10244501.8121473,6548997.88318061,8014361.34973747,15322579.8138272,36521073.0028348,49457489.8413016,9780550.08501053,21001412.8104533,25659256.899784,27023221.1344616
"20-02-2016",435.99298037018,592.657085259825,327.780037415103,234.661170003644,5665478.01516678,10225232.777328,6538242.11006177,7991455.17243925,15305967.7855699,36452285.4245766,49310054.0041546,9770037.30369299,20961728.2190206,25583240.5238181,26978020.8915996
"21-02-2016",435.555822964404,591.544467044036,327.27493442005,234.020030102197,5659805.8857739,10205867.460081,6528157.4478049,7968515.64134182,15290479.8686467,36383169.2573444,49161755.9594289,9760259.08240888,20921821.2329088,25506786.3273412,26935574.8278671
"22-02-2016",435.15508739252,590.42743992541,326.803717272687,233.381549616417,5654569.64456654,10186405.8410204,6518743.88631461,7945542.73348138,15276116.0475531,36313724.4319483,49012595.5586694,9751215.41136945,20881691.8121683,25429894.2338181,26895882.9007728
"23-02-2016",434.790773253359,589.306002785774,326.366385501306,232.745727907153,5649769.28630293,10166847.9006645,6510001.4161675,7922536.42586097,15262876.3079103,36243950.8788722,48862572.6525598,9742906.28152164,20841339.9166284,25352564.1662764,26858945.0705832
"24-02-2016",434.462880182252,588.180154502516,325.962938668122,232.11256433793,5645404.80617792,10147193.619435,6501930.02861208,7899496.69545054,15250760.6364652,36173848.5282695,48711687.090922,9735331.6845479,20800765.505895,25274796.0473061,26824761.3003226
"25-02-2016",434.171407850955,587.049893948606,325.593376369266,231.48205827492,5641476.19982236,10127442.977657,6494529.71556847,7876423.51918622,15239769.0210892,36103417.3099641,48559938.7227125,9728491.61286556,20759968.5393511,25196589.7990575,26793331.5557712
"26-02-2016",433.916355967681,585.915219992616,325.257698234788,230.85420908695,5637983.46330352,10107595.9555593,6487800.46962861,7853316.87397047,15229901.4507793,36032657.1534522,48407327.3960228,9722386.05962745,20718948.9761576,25117945.343242,26764655.8054662
"27-02-2016",433.697724277127,584.776131498671,324.955903928662,230.229016145526,5634926.59312508,10087652.533274,6481742.28405629,7830176.73667287,15221157.9156576,35961567.9878987,48253852.9580843,9717015.01872162,20677706.7752516,25038862.6011339,26738734.0207024
"28-02-2016",433.515512560418,583.63262732649,324.687993148777,229.606478824791,5632305.58622684,10067612.6908368,6476355.15278697,7807003.08412869,15213538.4069711,35890149.74214,48099515.2552597,9712378.48477124,20636241.8953475,24959341.4935667,26715566.1755306
"29-02-2016",433.369720635165,582.484706331393,324.453965626939,228.986596501567,5630120.43998524,10047476.4081872,6471639.07042782,7783795.89314041,15207042.9170929,35818402.3446844,47944314.1330521,9708476.45313529,20594554.294938,24879381.9409373,26695152.2467586
"01-03-2016",433.26034835541,581.33236736424,324.253821128873,228.369368555314,5628371.15221267,10027243.6651676,6467594.03225776,7760555.14047633,15201671.4395202,35746325.7237085,47788249.4360968,9705308.91990733,20552643.9322912,24798983.8632018,26677492.2139507
"02-03-2016",433.128354427078,580.198490358332,324.039605922071,227.782700191438,5626329.10272191,10007357.9470571,6463271.27811561,7738855.61250604,15195523.4551538,35675428.7792858,47644403.5928963,9701633.19075268,20511481.6786574,24724821.1471919,26658702.6901595
"03-03-2016",432.973738718014,579.083074178607,323.811319792069,227.226590822648,5623994.28946857,9987819.23394945,6458670.80367361,7718697.28750709,15188598.9578389,35605711.4404456,47512776.4594534,9697449.26199153,20471067.4928318,24656893.718667,26638783.6565736
"04-03-2016",432.796501073447,577.986117708475,323.568962510355,226.701039892254,5621366.71011543,9968627.50628525,6453792.60432671,7700080.14530009,15180897.9406439,35537173.637397,47393367.9040029,9692757.1294356,20431401.3343573,24595201.5096285,26617735.0932543
"05-03-2016",432.596641315965,576.907619849842,323.312533834315,226.206046874163,5618446.36203229,9949782.74485291,6448636.67519158,7683004.16724863,15172420.3958599,35469815.3015314,47286177.8070129,9687556.78838802,20392483.1635269,24539744.4583202,26595556.9791308
"06-03-2016",432.374159245478,575.847579523066,323.042033507244,225.741611272848,5615233.24229553,9931284.93078763,6443203.0111067,7667469.33625842,15163166.3149999,35403636.3654187,47191206.0611786,9681848.2336427,20354312.9413809,24490522.5092259,26572249.2920009
"07-03-2016",432.129054639321,574.805995667061,322.757461258394,225.307732623427,5611727.34768924,9913134.04557338,6437491.60663346,7653475.63677955,15153135.6888018,35338636.7628147,47108452.5714353,9675631.45948606,20316890.6297115,24447535.6130754,26547812.0085358
"08-03-2016",431.861327252041,573.782867239047,322.458816802835,224.904410491505,5607928.67470281,9895330.07103847,6431502.45605327,7641023.05480183,15142328.5072217,35274816.4286456,47037917.2549329,9668906.45969308,20280216.1910535,24410783.7268316,26522245.1042674
"09-03-2016",431.570976815736,572.778193214927,322.146099841673,224.5316444734,5603837.21953474,9877872.98936197,6425235.55337195,7630111.5778615,15130744.7594441,35212175.2990299,46979600.0410724,9661673.22753358,20244289.5886976,24380266.8137095,26495548.5536073
"10-03-2016",431.258003039676,571.791972588912,321.819310061816,224.189434195916,5599452.97808851,9860762.7830675,6418690.89231511,7620741.19503444,15118384.433871,35150713.3112576,46933500.8714687,9653931.75576552,20209110.7866775,24355984.8431567,26467722.3298271
"11-03-2016",430.922405610604,570.824204373797,321.478447136169,223.877779316511,5594775.94597575,9843999.43502775,6411868.46633196,7612911.89694129,15105247.5181304,35090430.403805,46899619.6999792,9645682.03664008,20174679.7497791,24337937.7908682,26438766.4050745
"12-03-2016",430.564184192541,569.874887600755,321.123510723479,223.596679523181,5589806.11851418,9827582.92846108,6404768.26859228,7606623.67574384,15091333.9990707,35031326.5163235,46877956.4926829,9636924.06189829,20140996.4435339,24326125.6387759,26408680.7503606
"13-03-2016",430.183338426909,568.944021319508,320.754500468465,223.346134534549,5584543.49072901,9811513.24693429,6397390.29198896,7601876.5251478,15076643.8627645,34973401.5896491,46868511.2278971,9627657.82277342,20108060.8342243,24320548.3750569,26377465.3355703
"14-03-2016",429.779867932472,568.031604598217,320.371416001728,223.126144099809,5578988.05735216,9795790.37436093,6389734.52913628,7598670.44040111,15061177.0945063,34916655.5657964,46871283.8961669,9617883.30998962,20075872.8888803,24321205.9941282,26345120.1294555
"15-03-2016",429.353772305301,567.137636523489,319.974256939758,222.93670799872,5573139.81282205,9780414.29500135,6381800.97236994,7597005.41829371,15044933.6788125,34861088.3879591,46886274.5002643,9607600.51376166,20044432.5752797,24328098.4966463,26311645.0996349
"16-03-2016",428.905051118902,566.26211620044,319.563022885012,222.777826041672,5566998.75128475,9765384.99346364,6373589.61374873,7596881.45715949,15027913.5994235,34806700.0005123,46913483.0551991,9596809.42379657,20013739.8619497,24341225.8895127,26277040.2126013
"17-03-2016",428.433703924064,565.405042752657,319.137713425826,222.649498069616,5560564.86659266,9750702.45470322,6365100.4450527,7598298.55687441,15010116.8393015,34753490.3490127,46952909.5882088,9585510.02929194,19983794.7181664,24360588.1858688,26241305.4337133
"18-03-2016",427.939730248936,564.566415322113,318.698328136417,222.551723954071,5553838.15230492,9736366.66402121,6356333.45778323,7601256.71885648,14991543.3806302,34701459.3801914,47004554.1387578,9573702.318936,19954597.1139514,24386185.4050954,26204440.7271967
"19-03-2016",427.423129599032,563.746233069353,318.244866576959,222.484503597169,5546818.60168798,9722377.60706769,6347288.64316456,7605755.94606718,14972193.2048174,34650607.0419661,47068416.7585462,9561386.2809092,19926147.0200784,24418017.5728173,26166446.0561497
"20-03-2016",426.883901457237,562.944495173317,317.777328293523,222.447836931629,5539506.20771508,9708735.2698386,6337965.99214253,7611796.24301073,14952066.2924929,34600933.2834297,47144497.5115045,9548561.90288264,19898444.4080665,24456084.7209005,26127321.3825384
"21-03-2016",426.322045283715,562.161200831415,317.295712818059,222.441723920729,5531900.96306578,9695439.63867711,6328365.49538429,7619377.61573323,14931162.6235078,34552438.0548561,47232796.4737905,9535229.17201798,19871489.250184,24500386.8874506,26087066.6671953
"22-03-2016",425.737560516061,561.39634925958,316.800019668474,222.466164558367,5524002.86012735,9682490.7002745,6318487.14327982,7628500.07182452,14909482.1769378,34505121.307702,47333313.7337984,9521388.07496938,19845281.519449,24550924.1168178,26045681.8698258
"23-03-2016",425.130446569162,560.649939692116,316.290248348541,222.521158868998,5515811.89099315,9669888.44166751,6308330.92594013,7639163.62041619,14887024.9310789,34458982.9945985,47446049.3921483,9507038.59788067,19819821.1896247,24607696.4595907,26003166.9490006
"24-03-2016",424.500702835288,559.921971381866,315.766398347971,222.606706907687,5507328.04746388,9657632.85024124,6297896.83319871,7651368.27218343,14863790.8634512,34414023.0693608,47571003.5616964,9492180.72638784,19795108.2352255,24670703.9726027,25959521.8621615
"25-03-2016",423.848328684007,559.212443600069,315.228469142348,222.722808760051,5498551.32104652,9645723.91372681,6287184.85461016,7665114.03934296,14839779.9507954,34370241.4869804,47708176.3675235,9476814.44561697,19771142.6315115,24739946.7189249,25914746.5656163
"26-03-2016",423.173323462276,558.521355636463,314.676460193184,222.869464542323,5489481.70295528,9634161.62020294,6276194.97945141,7680400.93565525,14814992.1690758,34327638.2036304,47857567.9469479,9460939.74018587,19747924.3544922,24815424.7678735,25868841.0145433
"27-03-2016",422.475686494399,557.848706799266,314.110370947909,223.046674401321,5480119.18411127,9622945.95809568,6264927.19672137,7697228.9764234,14789427.4934792,34286213.1766643,48019178.4495186,9444556.5942036,19725453.380926,24897138.1950062,25821805.1629901
"28-03-2016",421.755417081988,557.19449641509,313.530200839821,223.254438514425,5470463.7551419,9612076.91617709,6253381.4951401,7715598.1784926,14763085.8984136,34245966.364612,48193008.0370123,9427664.99126944,19703729.6883173,24985087.0821205,25773638.96387
"29-03-2016",421.012514504022,556.55872382906,312.935949288145,223.492757089622,5460515.40638173,9601554.48356711,6241557.86314986,7735508.56025152,14735967.3575101,34206897.7271858,48379056.8834421,9410264.91447427,19682753.2549205,25079271.517258,25724342.3689667
"30-03-2016",420.246978016837,555.941388404734,312.32761569803,223.761630365484,5450274.12787208,9591378.64973216,6229456.28891506,7756960.14163134,14708071.8436218,34169007.2252756,48577325.175051,9392356.34639989,19662524.0597367,25179691.5947015,25673915.3289337
"31-03-2016",419.458806854102,555.342489524156,311.705199460499,224.061058611173,5439739.90936113,9581549.40448623,6217076.76032135,7779952.94410638,14679399.3288245,34132294.820953,48787813.1103166,9373939.26911933,19643042.0825167,25286347.414977,25622357.7932907
"01-04-2016",418.648000226789,554.762026587735,311.068699952461,224.391042126402,5428912.74030317,9572066.73798868,6204419.26497577,7804486.99069257,14649949.7844146,34096760.4774632,49010520.8999412,9355013.66419539,19624307.3037558,25399239.0848491,25569669.7104243
"02-04-2016",417.857946042643,554.179263167996,310.453297682111,224.706502491636,5418361.23673108,9562525.89173403,6192181.78577824,7828091.65660899,14621237.1226218,34061087.3313867,49225167.9764318,9336569.9429662,19605429.0363857,25508041.5154477,25518731.2452755
"03-04-2016",417.088643510792,553.594198681544,309.858992033413,225.00744002266,5408085.38808233,9552926.85617106,6180364.31047866,7850766.96548469,14593261.3147034,34025275.3470115,49431754.5546575,9318608.0869686,19586407.2615077,25612754.815688,25469542.3468534
"04-04-2016",416.340091861091,553.006832542654,309.285782411398,225.293855020708,5398085.18406988,9543269.62168992,6168966.82724637,7872512.94001827,14566022.3326532,33989324.4884856,49630280.8414191,9301128.07822132,19567241.9600785,25713379.0903918,25422102.9659142
"05-04-2016",415.612290344249,552.417164163427,308.733668242307,225.565747772523,5388360.61468365,9533554.17862463,6157989.32467296,7893329.60197922,14539520.1492053,33953234.7198253,49820747.0354543,9284129.899227,19547933.1129155,25809914.4402905,25376413.054973
"06-04-2016",414.905238231668,551.825192953506,308.202648973412,225.823118550255,5378911.67018842,9523780.51724833,6147431.79176873,7913216.97220521,14513754.7378285,33917006.0048986,50003153.3274247,9267613.53296887,19528480.7006871,25902360.9620185,25332472.568289
"07-04-2016",414.218934815584,551.230918320337,307.692724073153,226.065967611558,5369738.34112569,9513948.62777781,6137294.21796541,7932175.07060475,14488726.0727314,33880638.3074412,50177499.8999288,9251578.96291385,19508884.703922,25990718.7481197,25290281.4618773
"08-04-2016",413.553379408967,550.634339669033,307.203893031073,226.294295199536,5360840.61831249,9504058.50037104,6127576.59311482,7950203.91615583,14464434.1288589,33844131.5910481,50343786.927496,9236026.17301056,19489145.1030038,26074987.8870446,25249839.6935024
"09-04-2016",412.908571345552,550.035456402359,306.736155357822,226.508101542746,5352218.49284157,9494110.12512699,6118278.90748905,7967303.52690587,14440878.8818931,33807485.8191722,50502014.5765856,9220955.14768953,19469261.8781713,26155168.4631497,25211147.2226799
"10-04-2016",412.284509979882,549.434267920829,306.289510585191,226.707386855229,5343871.95608208,9484103.49208726,6109401.151781,7983473.91997264,14418060.3082548,33770700.9551307,50652183.0055923,9206365.87186443,19449235.0095212,26231260.5567,25174204.0106781
"11-04-2016",411.681194687229,548.830773622617,305.86395826605,226.892151336471,5335800.99967863,9474038.59123462,6100943.31710332,7998715.11154327,14395978.3851014,33733776.9621,50794292.3648404,9192258.33093055,19429064.4770054,26303264.2438668,25139010.0205138
"12-04-2016",411.098624863649,548.224972903616,305.459497974413,227.062395171434,5328005.61555189,9463915.41249396,6092905.39498951,8013027.11687498,14374633.090328,33696713.8031186,50928342.7965886,9178632.51076576,19408750.2604329,26371179.5967295,25105565.216957
"13-04-2016",410.536799925966,547.616865157375,305.07612930539,227.218118530538,5320485.79589828,9453733.94573124,6085287.37739316,8026409.95029468,14354024.4025669,33659511.4410835,51054334.435027,9165488.39772987,19388292.3394677,26435006.6832739,25073869.5665276
"14-04-2016",409.995719311746,547.00644977515,304.713851875208,227.359321569663,5313241.53318996,9443494.18075435,6078089.25668817,8038863.62519905,14334152.3011875,33622169.8387537,51172267.4062782,9152825.9786648,19367690.6936306,26494745.5673938,25043923.0374963
"15-04-2016",409.475382479376,546.393726145885,304.372665321225,227.486004430169,5306272.82017533,9433196.10731272,6071311.02566919,8050388.15405501,14315016.7662973,33584688.9587477,51282141.8283995,9140645.24089519,19346945.302298,26550396.3088908,25015725.5998865
"16-04-2016",408.975788907965,545.77869365624,304.052569301888,227.59816723887,5299579.64987842,9422839.71509797,6064952.67755071,8060983.54839911,14296617.7787411,33547068.7635476,51383957.8113802,9128946.17222775,19326056.144704,26601958.963474,24989277.2254705
"17-04-2016",408.496938097387,545.1613516905,303.753563496769,227.695810108041,5293162.01559883,9412424.9937422,6059014.20596781,8070649.81883765,14278955.3200999,33509309.2154911,51477715.4571417,9117728.76095064,19305023.199936,26649433.5827592,24964577.8877726
"18-04-2016",408.038829568296,544.54169963071,303.475647606549,227.77893313543,5287019.91091239,9401951.93282035,6053495.60497577,8079386.97504717,14262029.3726933,33471410.2767812,51563414.8595408,9106992.99583514,19283846.4469402,26692820.2142716,24941627.5620674
"19-04-2016",407.601462862109,543.919736856559,303.218821353021,227.847536404247,5281153.32967054,9391420.52184822,6048396.8690502,8087195.02577387,14245839.9195775,33433371.9094788,51641056.1043657,9096738.86613414,19262525.8645175,26732118.9014424,24920426.2253806
"20-04-2016",407.18483754099,543.295462745442,302.983084479084,227.901619983162,5275562.26600054,9380830.75028354,6043717.99308695,8094073.97883391,14230386.9445463,33395194.0755063,51710639.2693387,9086966.36158282,19241061.4313252,26767329.6836115,24900973.8564881
"21-04-2016",406.788953187907,542.668876672424,302.768436748777,227.941183926329,5270246.71430564,9370182.60752527,6039458.97240266,8100023.84111374,14215670.4321307,33356876.736645,51772164.4241172,9077675.47239859,19219453.1258761,26798452.5960273,24883270.4359193
"22-04-2016",406.413809406528,542.039978010271,302.574877947205,227.966228273343,5265206.6692645,9359476.08291434,6035619.80273342,8105044.61856925,14201690.3675983,33318419.8545386,51825631.6302899,9068866.18928061,19197700.9265396,26825487.6698448,24867315.9459501
"23-04-2016",406.059405821332,541.408766129398,302.402407880613,227.976753049269,5260442.12583183,9348711.16573247,6032200.48023616,8109136.31622619,14188446.7369545,33279823.3906877,51871040.9413781,9060538.50341029,19175804.8115397,26848434.9321264,24853110.37061
"24-04-2016",405.725742077537,540.775240397975,302.25102637635,227.972758264647,5255953.07923819,9337887.84520426,6029201.00148798,8112298.93818073,14175939.526942,33241087.3064583,51908392.4028397,9052692.40645154,19153764.758959,26867294.4058439,24840653.6956785
"25-04-2016",405.41281784115,540.139400181786,302.120733282887,227.95424391549,5251739.5249899,9327006.11049454,6026621.36348645,8114532.48759911,14164168.7250407,33202211.563072,51937686.052067,9045327.89054996,19131580.7467332,26882066.1098774,24829945.9086867
"26-04-2016",405.120632798894,539.50124484435,302.011528469775,227.921209983249,5247801.45886886,9316065.95071066,6024461.5636489,8115836.96671681,14153134.3194672,33163196.1216141,51958921.9183822,9038444.94833331,19109252.7526562,26892750.0590131,24820986.9989141
"27-04-2016",404.84918665831,538.860773746827,301.923411827719,227.873656434867,5244138.87693312,9305067.35490065,6022721.5998137,8116212.37683998,14142836.299176,33124040.9430269,51972100.0230447,9032043.57291166,19086780.7543757,26899346.2639467,24813776.9573944
"28-04-2016",404.598479147639,538.217986248068,301.856383268489,227.811583222728,5240751.77551596,9294010.31205436,6021401.47023866,8115658.71834402,14133274.6538576,33084745.9881141,51977220.3792442,9026123.75787652,19064164.7293963,26901854.7312802,24808315.7769082
"29-04-2016",404.368510015908,537.572881704635,301.81044272499,227.734990284698,5237640.15122681,9282894.81110353,6020501.17360236,8114175.99067489,14124449.3739406,33045311.2175411,51974282.9921079,9020685.49730206,19041404.6550789,26900275.4635254,24804603.451989
"30-04-2016",404.15927903293,536.925459470731,301.785590151241,227.64387754411,5234804.00095092,9271720.8409207,6020020.70900369,8111764.19234843,14116360.4505908,33005736.5918304,51963287.8586957,9015728.78574442,19018500.508639,26894608.4591017,24802639.9789211
"01-05-2016",403.970785989255,536.275718898265,301.781825522369,227.538244909757,5232243.32184916,9260488.39032038,6019960.07596178,8108423.32095035,14109007.8757106,32966022.0713667,51944234.968001,9011253.61824172,18995452.2671487,26884853.7123361,24802425.3557394
"02-05-2016",403.775148466268,535.622673135372,301.767277961775,227.426652356335,5229594.43829069,9249200.81803056,6019679.00172003,8104899.12292916,14101429.0197052,32926058.1494376,51924119.1877044,9006629.18970816,18972293.7941886,26874535.4476687,24801294.3404615
"03-05-2016",403.572366268111,534.966321528324,301.74194745489,227.309099772131,5226857.34762371,9237858.11275191,6019177.48599693,8101191.59475692,14093623.8749873,32885844.7860376,51902940.4976688,9001855.49551427,18949025.0665759,26863653.6547703,24799246.9319546
"04-05-2016",403.362439191815,534.306663420057,301.705833976369,227.185587039481,5224032.04710838,9226460.26312938,6018455.5282907,8097300.73272248,14085592.4337437,32845381.9409094,51880698.8766946,8996932.5308814,18925646.0610166,26852208.3227484,24796283.1281701
"05-05-2016",403.145367027221,533.643698150246,301.658937490062,227.056114034735,5221118.53391642,9215007.25775362,6017513.1278786,8093226.53293076,14077334.6879347,32804669.5735495,51857394.3025162,8991860.29088154,18902156.754108,26840199.4401453,24792402.9261412
"06-05-2016",402.921149557026,532.977425055232,301.60125794901,226.920680628286,5218116.80513126,9203499.08515964,6016350.28381702,8088968.99130327,14068850.6292939,32763707.6432028,51833026.7518046,8986638.77043707,18878557.1223365,26827626.9949396,24787606.3219825
"07-05-2016",402.689786556785,532.307843468034,301.532795295484,226.779286684558,5215026.85774804,9191935.73382703,6014966.99494211,8084528.10357803,14060140.2493283,32722496.1088639,51807596.2001667,8981267.96432103,18854847.1420771,26814490.9745455,24781893.3108934
"08-05-2016",402.451277794883,531.634952718377,301.453549460941,226.631932062009,5211848.68867349,9180317.19218049,6013363.25986897,8079903.86530948,14051203.5393182,32681034.9292786,51781102.6221451,8975747.86715687,18831026.7895955,26800791.3658133,24775263.8871541
"09-05-2016",402.205623032584,530.958752132681,301.363520366068,226.478616613136,5208582.29472638,9168643.44858954,6011539.07699247,8075096.27186872,14042040.4903183,32639324.0629432,51753545.9912197,8970078.47341912,18807096.0410467,26786528.1550296,24767718.0441296
"10-05-2016",401.952822023963,530.279241034026,301.262707920737,226.319340184464,5205227.67263675,9156914.49136801,6009494.44448642,8070105.31844315,14032651.0931555,32597363.4681024,51724926.2798052,8964259.77743221,18783054.8724746,26771701.3279163,24759255.7742655
"11-05-2016",401.692874515952,529.596418742188,301.151112024018,226.154102616542,5201784.81904642,9145130.30877467,6007229.36030387,8064931.00003635,14023035.3384304,32555153.1027517,51695243.4592502,8958291.77337129,18758903.2598128,26756310.8696302,24749877.0690902
"12-05-2016",401.425780248324,528.910284573609,301.028732564204,225.982903743957,5198253.73050882,9133290.88901265,6004743.82217741,8059573.31146857,14013193.216517,32512692.9246352,51664497.4998413,8952174.45526191,18734641.1788838,26740356.764765,24739581.9192152
"13-05-2016",401.151538953722,528.220837841482,300.895569418794,225.805743395341,5194634.40348944,9121396.22023088,6002037.82761906,8054032.24737672,14003124.7175636,32469982.8912511,51632688.370801,8945907.81698084,18710268.6054015,26723838.9973503,24728370.3143353
"14-05-2016",400.870150357612,527.528077855612,300.751622454472,225.622621393345,5190926.83436504,9109446.29052181,5999111.37391973,8048307.80221393,13992829.8314907,32427022.9598431,51599816.0402871,8939491.85225464,18685785.514967,26706757.550851,24716242.243226
"15-05-2016",400.5816141783,526.832003922517,300.596891527154,225.43353755465,5187131.01942409,9097441.08792307,5995964.45815017,8042399.97024954,13982308.5479926,32383813.0874064,51565880.4753915,8932926.55466051,18661191.8830718,26689112.4081671,24703197.6937477
"16-05-2016",400.285930126979,526.132615345418,300.431376481949,225.238491689992,5183246.95486712,9085380.60041724,5992597.0771602,8036308.74557011,13971560.8565377,32340353.2306872,51530881.6421465,8926211.91762681,18636487.6850971,26670903.5516369,24689236.6528424
"17-05-2016",399.98309790763,525.429911424159,300.255077153162,225.037483604104,5179274.63680566,9073264.81593064,5989009.22757879,8030034.12207748,13960586.7463662,32296643.3461782,51494819.5055133,8919347.93443125,18611672.8963117,26652130.9630306,24674359.1065337
"18-05-2016",399.673117217104,524.723891455332,300.067993364305,224.83051309577,5175214.06126339,9061093.72233535,5985200.90581423,8023576.09349061,13949386.206493,32252683.3901257,51457694.0293931,8912334.59820309,18586747.4918761,26632794.6235566,24658565.0399283
"19-05-2016",399.355987745101,524.014554732153,299.870124928103,224.617579957805,5171065.2241754,9048867.30744709,5981172.10805435,8016934.65334469,13937959.2257056,32208473.3185221,51419505.1766212,8905171.90192132,18561711.4468377,26612894.513858,24641854.437216
"20-05-2016",399.03170917417,523.301900544581,299.661471646485,224.39868397706,5166828.12138875,9036585.55902732,5976922.83026619,8010109.79499161,13926305.7925655,32164013.0871134,51380252.9089705,8897859.83841626,18536564.7361358,26592430.614015,24624227.281669
"21-05-2016",398.700281179683,522.585928179183,299.442033310578,224.173824934403,5162502.74866166,9024248.46478085,5972453.068196,8003101.51159911,13914425.8954067,32119302.6513909,51339937.1871461,8890398.40036776,18511307.3345961,26571402.9035412,24605683.5556416
"22-05-2016",398.36170342987,521.866636919252,299.211809700717,223.943002604741,5158089.10166437,9011856.01235794,5967762.81736941,7995909.79615164,13902319.5223371,32074341.9665981,51298557.9707906,8882787.58030678,18485939.2169352,26549811.3613873,24586223.240571
"23-05-2016",398.015975585796,521.144026044742,298.970800586429,223.706216757014,5153587.17597855,8999408.18935312,5962852.07309108,7988534.64145008,13889986.6612375,32029130.9877273,51256115.2184821,8875027.37061447,18460460.3577585,26527655.9659396,24565846.3169756
"24-05-2016",397.663097301369,520.418094832271,298.719005726455,223.46346715418,5148996.96709753,8986904.98330532,5957720.8304452,7980976.04011129,13877427.299762,31983669.6695193,51212608.8877319,8867117.76352241,18434870.7315599,26504936.6950185,24544552.7644577
"25-05-2016",397.303068223354,519.68884255518,298.456424868747,223.214753553247,5144318.47042647,8974346.38169874,5952369.08429534,7973233.98456909,13864641.4253386,31937957.9664669,51168038.93499,8859058.751113,18409170.312724,26481653.525882,24522342.561702
"26-05-2016",396.935887991329,518.956268483442,298.183057750436,222.960075705231,5139551.68128183,8961732.37196149,5946796.82928389,7965308.46707311,13851629.0251677,31891995.8328103,51122405.3156388,8850850.32531863,18383359.0755234,26457806.4352221,24499215.686474
"27-05-2016",396.561556237736,518.220371883695,297.898904097868,222.69943335519,5134696.5948918,8949062.94146599,5941004.05983276,7957199.47968949,13838390.0862231,31845783.2225377,51075707.9839962,8842492.47792211,18357436.9941188,26433395.3991663,24475172.1156228
"28-05-2016",396.180072587854,517.481152019311,297.603963626608,222.432826242215,5129753.20639634,8936338.07753019,5934990.77014342,7948907.014301,13824924.5952524,31799320.0893906,51027946.893318,8833985.20055717,18331404.0425625,26408420.3932791,24450211.8250806
"29-05-2016",395.791436659816,516.738608150278,297.298236041403,222.160254099422,5124721.510847,8923557.76741559,5928756.95419624,7940431.06260659,13811232.5387764,31752606.3868558,50979121.9957931,8825328.48470772,18305260.1947935,26382881.3925594,24424334.7898611
"30-05-2016",395.395648064552,515.992739533268,296.981721036196,221.881716653945,5119601.50320654,8910721.99832841,5922302.60575065,7931771.61612112,13797313.9030878,31705642.0681707,50929233.2425441,8816522.32170758,18279005.4246406,26356778.3714406,24397540.9840591
"31-05-2016",394.992706405867,515.243545421638,296.654418294144,221.597213626955,5114393.1783497,8897830.75741952,5915627.71834563,7922928.66617611,13783168.6742538,31658427.0863219,50878280.58363,8807566.70274152,18252639.7058215,26330111.3037924,24369830.3808531
