"","World.Steel.Production..000.tonnes."
"30-08-2010",3674.95161290322
"31-08-2010",3674.95161290322
"01-09-2010",3724.93333333333
"02-09-2010",3724.93333333333
"03-09-2010",3724.93333333333
"04-09-2010",3724.93333333333
"05-09-2010",3724.93333333333
"06-09-2010",3724.93333333333
"07-09-2010",3724.93333333333
"08-09-2010",3724.93333333333
"09-09-2010",3724.93333333333
"10-09-2010",3724.93333333333
"11-09-2010",3724.93333333333
"12-09-2010",3724.93333333333
"13-09-2010",3724.93333333333
"14-09-2010",3724.93333333333
"15-09-2010",3724.93333333333
"16-09-2010",3724.93333333333
"17-09-2010",3724.93333333333
"18-09-2010",3724.93333333333
"19-09-2010",3724.93333333333
"20-09-2010",3724.93333333333
"21-09-2010",3724.93333333333
"22-09-2010",3724.93333333333
"23-09-2010",3724.93333333333
"24-09-2010",3724.93333333333
"25-09-2010",3724.93333333333
"26-09-2010",3724.93333333333
"27-09-2010",3724.93333333333
"28-09-2010",3724.93333333333
"29-09-2010",3724.93333333333
"30-09-2010",3724.93333333333
"01-10-2010",3786.35483870968
"02-10-2010",3786.35483870968
"03-10-2010",3786.35483870968
"04-10-2010",3786.35483870968
"05-10-2010",3786.35483870968
"06-10-2010",3786.35483870968
"07-10-2010",3786.35483870968
"08-10-2010",3786.35483870968
"09-10-2010",3786.35483870968
"10-10-2010",3786.35483870968
"11-10-2010",3786.35483870968
"12-10-2010",3786.35483870968
"13-10-2010",3786.35483870968
"14-10-2010",3786.35483870968
"15-10-2010",3786.35483870968
"16-10-2010",3786.35483870968
"17-10-2010",3786.35483870968
"18-10-2010",3786.35483870968
"19-10-2010",3786.35483870968
"20-10-2010",3786.35483870968
"21-10-2010",3786.35483870968
"22-10-2010",3786.35483870968
"23-10-2010",3786.35483870968
"24-10-2010",3786.35483870968
"25-10-2010",3786.35483870968
"26-10-2010",3786.35483870968
"27-10-2010",3786.35483870968
"28-10-2010",3786.35483870968
"29-10-2010",3786.35483870968
"30-10-2010",3786.35483870968
"31-10-2010",3786.35483870968
"01-11-2010",3821.23333333333
"02-11-2010",3821.23333333333
"03-11-2010",3821.23333333333
"04-11-2010",3821.23333333333
"05-11-2010",3821.23333333333
"06-11-2010",3821.23333333333
"07-11-2010",3821.23333333333
"08-11-2010",3821.23333333333
"09-11-2010",3821.23333333333
"10-11-2010",3821.23333333333
"11-11-2010",3821.23333333333
"12-11-2010",3821.23333333333
"13-11-2010",3821.23333333333
"14-11-2010",3821.23333333333
"15-11-2010",3821.23333333333
"16-11-2010",3821.23333333333
"17-11-2010",3821.23333333333
"18-11-2010",3821.23333333333
"19-11-2010",3821.23333333333
"20-11-2010",3821.23333333333
"21-11-2010",3821.23333333333
"22-11-2010",3821.23333333333
"23-11-2010",3821.23333333333
"24-11-2010",3821.23333333333
"25-11-2010",3821.23333333333
"26-11-2010",3821.23333333333
"27-11-2010",3821.23333333333
"28-11-2010",3821.23333333333
"29-11-2010",3821.23333333333
"30-11-2010",3821.23333333333
"01-12-2010",3747
"02-12-2010",3747
"03-12-2010",3747
"04-12-2010",3747
"05-12-2010",3747
"06-12-2010",3747
"07-12-2010",3747
"08-12-2010",3747
"09-12-2010",3747
"10-12-2010",3747
"11-12-2010",3747
"12-12-2010",3747
"13-12-2010",3747
"14-12-2010",3747
"15-12-2010",3747
"16-12-2010",3747
"17-12-2010",3747
"18-12-2010",3747
"19-12-2010",3747
"20-12-2010",3747
"21-12-2010",3747
"22-12-2010",3747
"23-12-2010",3747
"24-12-2010",3747
"25-12-2010",3747
"26-12-2010",3747
"27-12-2010",3747
"28-12-2010",3747
"29-12-2010",3747
"30-12-2010",3747
"31-12-2010",3747
"01-01-2011",4130.93548387097
"02-01-2011",4130.93548387097
"03-01-2011",4130.93548387097
"04-01-2011",4130.93548387097
"05-01-2011",4130.93548387097
"06-01-2011",4130.93548387097
"07-01-2011",4130.93548387097
"08-01-2011",4130.93548387097
"09-01-2011",4130.93548387097
"10-01-2011",4130.93548387097
"11-01-2011",4130.93548387097
"12-01-2011",4130.93548387097
"13-01-2011",4130.93548387097
"14-01-2011",4130.93548387097
"15-01-2011",4130.93548387097
"16-01-2011",4130.93548387097
"17-01-2011",4130.93548387097
"18-01-2011",4130.93548387097
"19-01-2011",4130.93548387097
"20-01-2011",4130.93548387097
"21-01-2011",4130.93548387097
"22-01-2011",4130.93548387097
"23-01-2011",4130.93548387097
"24-01-2011",4130.93548387097
"25-01-2011",4130.93548387097
"26-01-2011",4130.93548387097
"27-01-2011",4130.93548387097
"28-01-2011",4130.93548387097
"29-01-2011",4130.93548387097
"30-01-2011",4130.93548387097
"31-01-2011",4130.93548387097
"01-02-2011",4227.57142857143
"02-02-2011",4227.57142857143
"03-02-2011",4227.57142857143
"04-02-2011",4227.57142857143
"05-02-2011",4227.57142857143
"06-02-2011",4227.57142857143
"07-02-2011",4227.57142857143
"08-02-2011",4227.57142857143
"09-02-2011",4227.57142857143
"10-02-2011",4227.57142857143
"11-02-2011",4227.57142857143
"12-02-2011",4227.57142857143
"13-02-2011",4227.57142857143
"14-02-2011",4227.57142857143
"15-02-2011",4227.57142857143
"16-02-2011",4227.57142857143
"17-02-2011",4227.57142857143
"18-02-2011",4227.57142857143
"19-02-2011",4227.57142857143
"20-02-2011",4227.57142857143
"21-02-2011",4227.57142857143
"22-02-2011",4227.57142857143
"23-02-2011",4227.57142857143
"24-02-2011",4227.57142857143
"25-02-2011",4227.57142857143
"26-02-2011",4227.57142857143
"27-02-2011",4227.57142857143
"28-02-2011",4227.57142857143
"01-03-2011",4188.96774193548
"02-03-2011",4188.96774193548
"03-03-2011",4188.96774193548
"04-03-2011",4188.96774193548
"05-03-2011",4188.96774193548
"06-03-2011",4188.96774193548
"07-03-2011",4188.96774193548
"08-03-2011",4188.96774193548
"09-03-2011",4188.96774193548
"10-03-2011",4188.96774193548
"11-03-2011",4188.96774193548
"12-03-2011",4188.96774193548
"13-03-2011",4188.96774193548
"14-03-2011",4188.96774193548
"15-03-2011",4188.96774193548
"16-03-2011",4188.96774193548
"17-03-2011",4188.96774193548
"18-03-2011",4188.96774193548
"19-03-2011",4188.96774193548
"20-03-2011",4188.96774193548
"21-03-2011",4188.96774193548
"22-03-2011",4188.96774193548
"23-03-2011",4188.96774193548
"24-03-2011",4188.96774193548
"25-03-2011",4188.96774193548
"26-03-2011",4188.96774193548
"27-03-2011",4188.96774193548
"28-03-2011",4188.96774193548
"29-03-2011",4188.96774193548
"30-03-2011",4188.96774193548
"31-03-2011",4188.96774193548
"01-04-2011",4223.13333333333
"02-04-2011",4223.13333333333
"03-04-2011",4223.13333333333
"04-04-2011",4223.13333333333
"05-04-2011",4223.13333333333
"06-04-2011",4223.13333333333
"07-04-2011",4223.13333333333
"08-04-2011",4223.13333333333
"09-04-2011",4223.13333333333
"10-04-2011",4223.13333333333
"11-04-2011",4223.13333333333
"12-04-2011",4223.13333333333
"13-04-2011",4223.13333333333
"14-04-2011",4223.13333333333
"15-04-2011",4223.13333333333
"16-04-2011",4223.13333333333
"17-04-2011",4223.13333333333
"18-04-2011",4223.13333333333
"19-04-2011",4223.13333333333
"20-04-2011",4223.13333333333
"21-04-2011",4223.13333333333
"22-04-2011",4223.13333333333
"23-04-2011",4223.13333333333
"24-04-2011",4223.13333333333
"25-04-2011",4223.13333333333
"26-04-2011",4223.13333333333
"27-04-2011",4223.13333333333
"28-04-2011",4223.13333333333
"29-04-2011",4223.13333333333
"30-04-2011",4223.13333333333
"01-05-2011",4192.6129032258
"02-05-2011",4192.6129032258
"03-05-2011",4192.6129032258
"04-05-2011",4192.6129032258
"05-05-2011",4192.6129032258
"06-05-2011",4192.6129032258
"07-05-2011",4192.6129032258
"08-05-2011",4192.6129032258
"09-05-2011",4192.6129032258
"10-05-2011",4192.6129032258
"11-05-2011",4192.6129032258
"12-05-2011",4192.6129032258
"13-05-2011",4192.6129032258
"14-05-2011",4192.6129032258
"15-05-2011",4192.6129032258
"16-05-2011",4192.6129032258
"17-05-2011",4192.6129032258
"18-05-2011",4192.6129032258
"19-05-2011",4192.6129032258
"20-05-2011",4192.6129032258
"21-05-2011",4192.6129032258
"22-05-2011",4192.6129032258
"23-05-2011",4192.6129032258
"24-05-2011",4192.6129032258
"25-05-2011",4192.6129032258
"26-05-2011",4192.6129032258
"27-05-2011",4192.6129032258
"28-05-2011",4192.6129032258
"29-05-2011",4192.6129032258
"30-05-2011",4192.6129032258
"31-05-2011",4192.6129032258
"01-06-2011",4255.8
"02-06-2011",4255.8
"03-06-2011",4255.8
"04-06-2011",4255.8
"05-06-2011",4255.8
"06-06-2011",4255.8
"07-06-2011",4255.8
"08-06-2011",4255.8
"09-06-2011",4255.8
"10-06-2011",4255.8
"11-06-2011",4255.8
"12-06-2011",4255.8
"13-06-2011",4255.8
"14-06-2011",4255.8
"15-06-2011",4255.8
"16-06-2011",4255.8
"17-06-2011",4255.8
"18-06-2011",4255.8
"19-06-2011",4255.8
"20-06-2011",4255.8
"21-06-2011",4255.8
"22-06-2011",4255.8
"23-06-2011",4255.8
"24-06-2011",4255.8
"25-06-2011",4255.8
"26-06-2011",4255.8
"27-06-2011",4255.8
"28-06-2011",4255.8
"29-06-2011",4255.8
"30-06-2011",4255.8
"01-07-2011",4105.12903225806
"02-07-2011",4105.12903225806
"03-07-2011",4105.12903225806
"04-07-2011",4105.12903225806
"05-07-2011",4105.12903225806
"06-07-2011",4105.12903225806
"07-07-2011",4105.12903225806
"08-07-2011",4105.12903225806
"09-07-2011",4105.12903225806
"10-07-2011",4105.12903225806
"11-07-2011",4105.12903225806
"12-07-2011",4105.12903225806
"13-07-2011",4105.12903225806
"14-07-2011",4105.12903225806
"15-07-2011",4105.12903225806
"16-07-2011",4105.12903225806
"17-07-2011",4105.12903225806
"18-07-2011",4105.12903225806
"19-07-2011",4105.12903225806
"20-07-2011",4105.12903225806
"21-07-2011",4105.12903225806
"22-07-2011",4105.12903225806
"23-07-2011",4105.12903225806
"24-07-2011",4105.12903225806
"25-07-2011",4105.12903225806
"26-07-2011",4105.12903225806
"27-07-2011",4105.12903225806
"28-07-2011",4105.12903225806
"29-07-2011",4105.12903225806
"30-07-2011",4105.12903225806
"31-07-2011",4105.12903225806
"01-08-2011",4009.70967741935
"02-08-2011",4009.70967741935
"03-08-2011",4009.70967741935
"04-08-2011",4009.70967741935
"05-08-2011",4009.70967741935
"06-08-2011",4009.70967741935
"07-08-2011",4009.70967741935
"08-08-2011",4009.70967741935
"09-08-2011",4009.70967741935
"10-08-2011",4009.70967741935
"11-08-2011",4009.70967741935
"12-08-2011",4009.70967741935
"13-08-2011",4009.70967741935
"14-08-2011",4009.70967741935
"15-08-2011",4009.70967741935
"16-08-2011",4009.70967741935
"17-08-2011",4009.70967741935
"18-08-2011",4009.70967741935
"19-08-2011",4009.70967741935
"20-08-2011",4009.70967741935
"21-08-2011",4009.70967741935
"22-08-2011",4009.70967741935
"23-08-2011",4009.70967741935
"24-08-2011",4009.70967741935
"25-08-2011",4009.70967741935
"26-08-2011",4009.70967741935
"27-08-2011",4009.70967741935
"28-08-2011",4009.70967741935
"29-08-2011",4009.70967741935
"30-08-2011",4009.70967741935
"31-08-2011",4009.70967741935
"01-09-2011",4097.96666666666
"02-09-2011",4097.96666666666
"03-09-2011",4097.96666666666
"04-09-2011",4097.96666666666
"05-09-2011",4097.96666666666
"06-09-2011",4097.96666666666
"07-09-2011",4097.96666666666
"08-09-2011",4097.96666666666
"09-09-2011",4097.96666666666
"10-09-2011",4097.96666666666
"11-09-2011",4097.96666666666
"12-09-2011",4097.96666666666
"13-09-2011",4097.96666666666
"14-09-2011",4097.96666666666
"15-09-2011",4097.96666666666
"16-09-2011",4097.96666666666
"17-09-2011",4097.96666666666
"18-09-2011",4097.96666666666
"19-09-2011",4097.96666666666
"20-09-2011",4097.96666666666
"21-09-2011",4097.96666666666
"22-09-2011",4097.96666666666
"23-09-2011",4097.96666666666
"24-09-2011",4097.96666666666
"25-09-2011",4097.96666666666
"26-09-2011",4097.96666666666
"27-09-2011",4097.96666666666
"28-09-2011",4097.96666666666
"29-09-2011",4097.96666666666
"30-09-2011",4097.96666666666
"01-10-2011",3984.93548387097
"02-10-2011",3984.93548387097
"03-10-2011",3984.93548387097
"04-10-2011",3984.93548387097
"05-10-2011",3984.93548387097
"06-10-2011",3984.93548387097
"07-10-2011",3984.93548387097
"08-10-2011",3984.93548387097
"09-10-2011",3984.93548387097
"10-10-2011",3984.93548387097
"11-10-2011",3984.93548387097
"12-10-2011",3984.93548387097
"13-10-2011",3984.93548387097
"14-10-2011",3984.93548387097
"15-10-2011",3984.93548387097
"16-10-2011",3984.93548387097
"17-10-2011",3984.93548387097
"18-10-2011",3984.93548387097
"19-10-2011",3984.93548387097
"20-10-2011",3984.93548387097
"21-10-2011",3984.93548387097
"22-10-2011",3984.93548387097
"23-10-2011",3984.93548387097
"24-10-2011",3984.93548387097
"25-10-2011",3984.93548387097
"26-10-2011",3984.93548387097
"27-10-2011",3984.93548387097
"28-10-2011",3984.93548387097
"29-10-2011",3984.93548387097
"30-10-2011",3984.93548387097
"31-10-2011",3984.93548387097
"01-11-2011",3845.6
"02-11-2011",3845.6
"03-11-2011",3845.6
"04-11-2011",3845.6
"05-11-2011",3845.6
"06-11-2011",3845.6
"07-11-2011",3845.6
"08-11-2011",3845.6
"09-11-2011",3845.6
"10-11-2011",3845.6
"11-11-2011",3845.6
"12-11-2011",3845.6
"13-11-2011",3845.6
"14-11-2011",3845.6
"15-11-2011",3845.6
"16-11-2011",3845.6
"17-11-2011",3845.6
"18-11-2011",3845.6
"19-11-2011",3845.6
"20-11-2011",3845.6
"21-11-2011",3845.6
"22-11-2011",3845.6
"23-11-2011",3845.6
"24-11-2011",3845.6
"25-11-2011",3845.6
"26-11-2011",3845.6
"27-11-2011",3845.6
"28-11-2011",3845.6
"29-11-2011",3845.6
"30-11-2011",3845.6
"01-12-2011",3776.06451612903
"02-12-2011",3776.06451612903
"03-12-2011",3776.06451612903
"04-12-2011",3776.06451612903
"05-12-2011",3776.06451612903
"06-12-2011",3776.06451612903
"07-12-2011",3776.06451612903
"08-12-2011",3776.06451612903
"09-12-2011",3776.06451612903
"10-12-2011",3776.06451612903
"11-12-2011",3776.06451612903
"12-12-2011",3776.06451612903
"13-12-2011",3776.06451612903
"14-12-2011",3776.06451612903
"15-12-2011",3776.06451612903
"16-12-2011",3776.06451612903
"17-12-2011",3776.06451612903
"18-12-2011",3776.06451612903
"19-12-2011",3776.06451612903
"20-12-2011",3776.06451612903
"21-12-2011",3776.06451612903
"22-12-2011",3776.06451612903
"23-12-2011",3776.06451612903
"24-12-2011",3776.06451612903
"25-12-2011",3776.06451612903
"26-12-2011",3776.06451612903
"27-12-2011",3776.06451612903
"28-12-2011",3776.06451612903
"29-12-2011",3776.06451612903
"30-12-2011",3776.06451612903
"31-12-2011",3776.06451612903
"01-01-2012",3992.51612903226
"02-01-2012",3992.51612903226
"03-01-2012",3992.51612903226
"04-01-2012",3992.51612903226
"05-01-2012",3992.51612903226
"06-01-2012",3992.51612903226
"07-01-2012",3992.51612903226
"08-01-2012",3992.51612903226
"09-01-2012",3992.51612903226
"10-01-2012",3992.51612903226
"11-01-2012",3992.51612903226
"12-01-2012",3992.51612903226
"13-01-2012",3992.51612903226
"14-01-2012",3992.51612903226
"15-01-2012",3992.51612903226
"16-01-2012",3992.51612903226
"17-01-2012",3992.51612903226
"18-01-2012",3992.51612903226
"19-01-2012",3992.51612903226
"20-01-2012",3992.51612903226
"21-01-2012",3992.51612903226
"22-01-2012",3992.51612903226
"23-01-2012",3992.51612903226
"24-01-2012",3992.51612903226
"25-01-2012",3992.51612903226
"26-01-2012",3992.51612903226
"27-01-2012",3992.51612903226
"28-01-2012",3992.51612903226
"29-01-2012",3992.51612903226
"30-01-2012",3992.51612903226
"31-01-2012",3992.51612903226
"01-02-2012",4173.68965517241
"02-02-2012",4173.68965517241
"03-02-2012",4173.68965517241
"04-02-2012",4173.68965517241
"05-02-2012",4173.68965517241
"06-02-2012",4173.68965517241
"07-02-2012",4173.68965517241
"08-02-2012",4173.68965517241
"09-02-2012",4173.68965517241
"10-02-2012",4173.68965517241
"11-02-2012",4173.68965517241
"12-02-2012",4173.68965517241
"13-02-2012",4173.68965517241
"14-02-2012",4173.68965517241
"15-02-2012",4173.68965517241
"16-02-2012",4173.68965517241
"17-02-2012",4173.68965517241
"18-02-2012",4173.68965517241
"19-02-2012",4173.68965517241
"20-02-2012",4173.68965517241
"21-02-2012",4173.68965517241
"22-02-2012",4173.68965517241
"23-02-2012",4173.68965517241
"24-02-2012",4173.68965517241
"25-02-2012",4173.68965517241
"26-02-2012",4173.68965517241
"27-02-2012",4173.68965517241
"28-02-2012",4173.68965517241
"29-02-2012",4173.68965517241
"01-03-2012",4278.6129032258
"02-03-2012",4278.6129032258
"03-03-2012",4278.6129032258
"04-03-2012",4278.6129032258
"05-03-2012",4278.6129032258
"06-03-2012",4278.6129032258
"07-03-2012",4278.6129032258
"08-03-2012",4278.6129032258
"09-03-2012",4278.6129032258
"10-03-2012",4278.6129032258
"11-03-2012",4278.6129032258
"12-03-2012",4278.6129032258
"13-03-2012",4278.6129032258
"14-03-2012",4278.6129032258
"15-03-2012",4278.6129032258
"16-03-2012",4278.6129032258
"17-03-2012",4278.6129032258
"18-03-2012",4278.6129032258
"19-03-2012",4278.6129032258
"20-03-2012",4278.6129032258
"21-03-2012",4278.6129032258
"22-03-2012",4278.6129032258
"23-03-2012",4278.6129032258
"24-03-2012",4278.6129032258
"25-03-2012",4278.6129032258
"26-03-2012",4278.6129032258
"27-03-2012",4278.6129032258
"28-03-2012",4278.6129032258
"29-03-2012",4278.6129032258
"30-03-2012",4278.6129032258
"31-03-2012",4278.6129032258
"01-04-2012",4319.96666666666
"02-04-2012",4319.96666666666
"03-04-2012",4319.96666666666
"04-04-2012",4319.96666666666
"05-04-2012",4319.96666666666
"06-04-2012",4319.96666666666
"07-04-2012",4319.96666666666
"08-04-2012",4319.96666666666
"09-04-2012",4319.96666666666
"10-04-2012",4319.96666666666
"11-04-2012",4319.96666666666
"12-04-2012",4319.96666666666
"13-04-2012",4319.96666666666
"14-04-2012",4319.96666666666
"15-04-2012",4319.96666666666
"16-04-2012",4319.96666666666
"17-04-2012",4319.96666666666
"18-04-2012",4319.96666666666
"19-04-2012",4319.96666666666
"20-04-2012",4319.96666666666
"21-04-2012",4319.96666666666
"22-04-2012",4319.96666666666
"23-04-2012",4319.96666666666
"24-04-2012",4319.96666666666
"25-04-2012",4319.96666666666
"26-04-2012",4319.96666666666
"27-04-2012",4319.96666666666
"28-04-2012",4319.96666666666
"29-04-2012",4319.96666666666
"30-04-2012",4319.96666666666
"01-05-2012",4238.29032258064
"02-05-2012",4238.29032258064
"03-05-2012",4238.29032258064
"04-05-2012",4238.29032258064
"05-05-2012",4238.29032258064
"06-05-2012",4238.29032258064
"07-05-2012",4238.29032258064
"08-05-2012",4238.29032258064
"09-05-2012",4238.29032258064
"10-05-2012",4238.29032258064
"11-05-2012",4238.29032258064
"12-05-2012",4238.29032258064
"13-05-2012",4238.29032258064
"14-05-2012",4238.29032258064
"15-05-2012",4238.29032258064
"16-05-2012",4238.29032258064
"17-05-2012",4238.29032258064
"18-05-2012",4238.29032258064
"19-05-2012",4238.29032258064
"20-05-2012",4238.29032258064
"21-05-2012",4238.29032258064
"22-05-2012",4238.29032258064
"23-05-2012",4238.29032258064
"24-05-2012",4238.29032258064
"25-05-2012",4238.29032258064
"26-05-2012",4238.29032258064
"27-05-2012",4238.29032258064
"28-05-2012",4238.29032258064
"29-05-2012",4238.29032258064
"30-05-2012",4238.29032258064
"31-05-2012",4238.29032258064
"01-06-2012",4247.7
"02-06-2012",4247.7
"03-06-2012",4247.7
"04-06-2012",4247.7
"05-06-2012",4247.7
"06-06-2012",4247.7
"07-06-2012",4247.7
"08-06-2012",4247.7
"09-06-2012",4247.7
"10-06-2012",4247.7
"11-06-2012",4247.7
"12-06-2012",4247.7
"13-06-2012",4247.7
"14-06-2012",4247.7
"15-06-2012",4247.7
"16-06-2012",4247.7
"17-06-2012",4247.7
"18-06-2012",4247.7
"19-06-2012",4247.7
"20-06-2012",4247.7
"21-06-2012",4247.7
"22-06-2012",4247.7
"23-06-2012",4247.7
"24-06-2012",4247.7
"25-06-2012",4247.7
"26-06-2012",4247.7
"27-06-2012",4247.7
"28-06-2012",4247.7
"29-06-2012",4247.7
"30-06-2012",4247.7
"01-07-2012",4150
"02-07-2012",4150
"03-07-2012",4150
"04-07-2012",4150
"05-07-2012",4150
"06-07-2012",4150
"07-07-2012",4150
"08-07-2012",4150
"09-07-2012",4150
"10-07-2012",4150
"11-07-2012",4150
"12-07-2012",4150
"13-07-2012",4150
"14-07-2012",4150
"15-07-2012",4150
"16-07-2012",4150
"17-07-2012",4150
"18-07-2012",4150
"19-07-2012",4150
"20-07-2012",4150
"21-07-2012",4150
"22-07-2012",4150
"23-07-2012",4150
"24-07-2012",4150
"25-07-2012",4150
"26-07-2012",4150
"27-07-2012",4150
"28-07-2012",4150
"29-07-2012",4150
"30-07-2012",4150
"31-07-2012",4150
"01-08-2012",3990.54838709677
"02-08-2012",3990.54838709677
"03-08-2012",3990.54838709677
"04-08-2012",3990.54838709677
"05-08-2012",3990.54838709677
"06-08-2012",3990.54838709677
"07-08-2012",3990.54838709677
"08-08-2012",3990.54838709677
"09-08-2012",3990.54838709677
"10-08-2012",3990.54838709677
"11-08-2012",3990.54838709677
"12-08-2012",3990.54838709677
"13-08-2012",3990.54838709677
"14-08-2012",3990.54838709677
"15-08-2012",3990.54838709677
"16-08-2012",3990.54838709677
"17-08-2012",3990.54838709677
"18-08-2012",3990.54838709677
"19-08-2012",3990.54838709677
"20-08-2012",3990.54838709677
"21-08-2012",3990.54838709677
"22-08-2012",3990.54838709677
"23-08-2012",3990.54838709677
"24-08-2012",3990.54838709677
"25-08-2012",3990.54838709677
"26-08-2012",3990.54838709677
"27-08-2012",3990.54838709677
"28-08-2012",3990.54838709677
"29-08-2012",3990.54838709677
"30-08-2012",3990.54838709677
"31-08-2012",3990.54838709677
"01-09-2012",4121.6
"02-09-2012",4121.6
"03-09-2012",4121.6
"04-09-2012",4121.6
"05-09-2012",4121.6
"06-09-2012",4121.6
"07-09-2012",4121.6
"08-09-2012",4121.6
"09-09-2012",4121.6
"10-09-2012",4121.6
"11-09-2012",4121.6
"12-09-2012",4121.6
"13-09-2012",4121.6
"14-09-2012",4121.6
"15-09-2012",4121.6
"16-09-2012",4121.6
"17-09-2012",4121.6
"18-09-2012",4121.6
"19-09-2012",4121.6
"20-09-2012",4121.6
"21-09-2012",4121.6
"22-09-2012",4121.6
"23-09-2012",4121.6
"24-09-2012",4121.6
"25-09-2012",4121.6
"26-09-2012",4121.6
"27-09-2012",4121.6
"28-09-2012",4121.6
"29-09-2012",4121.6
"30-09-2012",4121.6
"01-10-2012",4034.67741935484
"02-10-2012",4034.67741935484
"03-10-2012",4034.67741935484
"04-10-2012",4034.67741935484
"05-10-2012",4034.67741935484
"06-10-2012",4034.67741935484
"07-10-2012",4034.67741935484
"08-10-2012",4034.67741935484
"09-10-2012",4034.67741935484
"10-10-2012",4034.67741935484
"11-10-2012",4034.67741935484
"12-10-2012",4034.67741935484
"13-10-2012",4034.67741935484
"14-10-2012",4034.67741935484
"15-10-2012",4034.67741935484
"16-10-2012",4034.67741935484
"17-10-2012",4034.67741935484
"18-10-2012",4034.67741935484
"19-10-2012",4034.67741935484
"20-10-2012",4034.67741935484
"21-10-2012",4034.67741935484
"22-10-2012",4034.67741935484
"23-10-2012",4034.67741935484
"24-10-2012",4034.67741935484
"25-10-2012",4034.67741935484
"26-10-2012",4034.67741935484
"27-10-2012",4034.67741935484
"28-10-2012",4034.67741935484
"29-10-2012",4034.67741935484
"30-10-2012",4034.67741935484
"31-10-2012",4034.67741935484
"01-11-2012",4066.33333333333
"02-11-2012",4066.33333333333
"03-11-2012",4066.33333333333
"04-11-2012",4066.33333333333
"05-11-2012",4066.33333333333
"06-11-2012",4066.33333333333
"07-11-2012",4066.33333333333
"08-11-2012",4066.33333333333
"09-11-2012",4066.33333333333
"10-11-2012",4066.33333333333
"11-11-2012",4066.33333333333
"12-11-2012",4066.33333333333
"13-11-2012",4066.33333333333
"14-11-2012",4066.33333333333
"15-11-2012",4066.33333333333
"16-11-2012",4066.33333333333
"17-11-2012",4066.33333333333
"18-11-2012",4066.33333333333
"19-11-2012",4066.33333333333
"20-11-2012",4066.33333333333
"21-11-2012",4066.33333333333
"22-11-2012",4066.33333333333
"23-11-2012",4066.33333333333
"24-11-2012",4066.33333333333
"25-11-2012",4066.33333333333
"26-11-2012",4066.33333333333
"27-11-2012",4066.33333333333
"28-11-2012",4066.33333333333
"29-11-2012",4066.33333333333
"30-11-2012",4066.33333333333
"01-12-2012",3912.67741935484
"02-12-2012",3912.67741935484
"03-12-2012",3912.67741935484
"04-12-2012",3912.67741935484
"05-12-2012",3912.67741935484
"06-12-2012",3912.67741935484
"07-12-2012",3912.67741935484
"08-12-2012",3912.67741935484
"09-12-2012",3912.67741935484
"10-12-2012",3912.67741935484
"11-12-2012",3912.67741935484
"12-12-2012",3912.67741935484
"13-12-2012",3912.67741935484
"14-12-2012",3912.67741935484
"15-12-2012",3912.67741935484
"16-12-2012",3912.67741935484
"17-12-2012",3912.67741935484
"18-12-2012",3912.67741935484
"19-12-2012",3912.67741935484
"20-12-2012",3912.67741935484
"21-12-2012",3912.67741935484
"22-12-2012",3912.67741935484
"23-12-2012",3912.67741935484
"24-12-2012",3912.67741935484
"25-12-2012",3912.67741935484
"26-12-2012",3912.67741935484
"27-12-2012",3912.67741935484
"28-12-2012",3912.67741935484
"29-12-2012",3912.67741935484
"30-12-2012",3912.67741935484
"31-12-2012",3912.67741935484
"01-01-2013",4187.03225806451
"02-01-2013",4187.03225806451
"03-01-2013",4187.03225806451
"04-01-2013",4187.03225806451
"05-01-2013",4187.03225806451
"06-01-2013",4187.03225806451
"07-01-2013",4187.03225806451
"08-01-2013",4187.03225806451
"09-01-2013",4187.03225806451
"10-01-2013",4187.03225806451
"11-01-2013",4187.03225806451
"12-01-2013",4187.03225806451
"13-01-2013",4187.03225806451
"14-01-2013",4187.03225806451
"15-01-2013",4187.03225806451
"16-01-2013",4187.03225806451
"17-01-2013",4187.03225806451
"18-01-2013",4187.03225806451
"19-01-2013",4187.03225806451
"20-01-2013",4187.03225806451
"21-01-2013",4187.03225806451
"22-01-2013",4187.03225806451
"23-01-2013",4187.03225806451
"24-01-2013",4187.03225806451
"25-01-2013",4187.03225806451
"26-01-2013",4187.03225806451
"27-01-2013",4187.03225806451
"28-01-2013",4187.03225806451
"29-01-2013",4187.03225806451
"30-01-2013",4187.03225806451
"31-01-2013",4187.03225806451
"01-02-2013",4429.07142857143
"02-02-2013",4429.07142857143
"03-02-2013",4429.07142857143
"04-02-2013",4429.07142857143
"05-02-2013",4429.07142857143
"06-02-2013",4429.07142857143
"07-02-2013",4429.07142857143
"08-02-2013",4429.07142857143
"09-02-2013",4429.07142857143
"10-02-2013",4429.07142857143
"11-02-2013",4429.07142857143
"12-02-2013",4429.07142857143
"13-02-2013",4429.07142857143
"14-02-2013",4429.07142857143
"15-02-2013",4429.07142857143
"16-02-2013",4429.07142857143
"17-02-2013",4429.07142857143
"18-02-2013",4429.07142857143
"19-02-2013",4429.07142857143
"20-02-2013",4429.07142857143
"21-02-2013",4429.07142857143
"22-02-2013",4429.07142857143
"23-02-2013",4429.07142857143
"24-02-2013",4429.07142857143
"25-02-2013",4429.07142857143
"26-02-2013",4429.07142857143
"27-02-2013",4429.07142857143
"28-02-2013",4429.07142857143
"01-03-2013",4350.22580645161
