Shipping Intelligence Network Timeseries;;;;;;;;;;;;;;;
Created 23 February 2024 11:49;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;No;No;No;No;CGT;CGT;CGT;CGT;DWT;DWT;DWT;GT;GT;GT;DWT
Date;Handysize Bulker Orderbook [No];Handymax Bulker Orderbook [No];Panamax Bulker Orderbook [No];Capesize Bulker Orderbook [No];Handysize Bulker Orderbook [CGT];Handymax Bulker Orderbook [CGT];Panamax Bulker Orderbook [CGT];Capesize Bulker Orderbook [CGT];Handysize Bulker Orderbook [DWT];Handymax Bulker Orderbook [DWT];Capesize Bulker Orderbook [DWT];Handysize Bulker Orderbook [GT];Handymax Bulker Orderbook [GT];Capesize Bulker Orderbook [GT];Panamax Bulker Orderbook [DWT]
Sep-2009;1244;1102;714;841;14303494.78839;18190255.42344;14311317.73497;26535383.21641;35960503;62394120;155964800;22974814;36257847;80897586;59893542
Oct-2009;1221;1097;703;825;14078042.48589;18107697.1987;14091255.85179;26008954.90851;35436448;62119483;152747752;22648715;36093281;79240321;58956256
Nov-2009;1192;1089;711;815;13776979.08815;17988195.87327;14247328.59791;25796714.91424;34712407;61751018;152040194;22194226;35871467;78844305;59594587
Dec-2009;1161;1066;706;808;13487363.70965;17605804.3956;14145680.61654;25715137.61822;34078804;60449511;152411600;21785643;35105088;78974154;59159428
Jan-2010;1137;1078;717;798;13283934.50224;17797649.28706;14360116.1496;25394497.14524;33659549;61102087;150506874;21521600;35478737;77992082;60009099
Feb-2010;1163;1114;746;796;13605798.94795;18384805.01424;14935659.46486;25349511.07105;34514655;63112217;150349714;22053903;36641201;77882181;62394551
Mar-2010;1171;1115;758;789;13744871.08934;18409166.5818;15161819.95838;25119292.98035;34923701;63253434;148936497;22317640;36698730;77160261;63287612
Apr-2010;1158;1105;791;782;13618701.58485;18242041.44265;15816209.95473;24916727.16592;34631509;62687053;147771163;22140991;36363495;76577867;65987705
May-2010;1170;1101;808;777;13824714.74685;18155978.05256;16137891.80839;24764182.53996;35235852;62291194;146882006;22541452;36167516;76119425;67260891
Jun-2010;1160;1096;881;785;13750707.40112;18062715.15452;17566030.06827;25044354.42266;35103473;61962885;148597761;22454075;35965544;77019701;73103012
Jul-2010;1160;1122;905;786;13772251.99936;18476422.94956;18051283.54666;25124429.7841;35244984;63138263;149337246;22506628;36771754;77393814;75155744
Aug-2010;1146;1113;903;744;13581467.88191;18335399.85443;18028795.55994;23871055.27171;34767116;62649686;142273275;22196421;36500583;73742168;74954099
Sep-2010;1117;1106;930;723;13258908.55695;18212249.78749;18571890.63569;23264178.44253;33936009;62188202;138941929;21686008;36246059;72011154;77027988
Oct-2010;1089;1116;939;709;12941867.09163;18325663.16238;18748530.40813;22838381.34041;33128375;62326455;136583226;21184755;36410430;70775439;77572966
Nov-2010;1062;1111;953;685;12638626.17477;18237075.97958;19045799.1253;22087108.0795;32399011;61960707;132209812;20703653;36228558;68510248;78639858
Dec-2010;1060;1101;939;681;12648596.0321;18071517.28477;18763909.89124;21985949.75478;32466464;61382292;131729995;20752550;35898349;68264686;77471614
Jan-2011;1073;1162;967;673;12858222.16483;19099266.49987;19303507.96022;21742761.40222;33074426;64714219;130340803;21143657;37976395;67542299;79646360
Feb-2011;1062;1164;987;647;12736929.80964;19118221.07368;19689991.4148;20957141.60496;32805532;64711488;125898517;20959169;37999774;65213379;81253091
Mar-2011;1047;1166;983;640;12570045.63135;19153692.14206;19610687.71217;20744508.54137;32412085;64831611;124701383;20697961;38073787;64588015;80901636
Apr-2011;995;1133;975;622;11978414.94854;18603225.66546;19450198.05876;20148996.2295;30941742;62924222;121022894;19758874;36969549;62707468;80222089
May-2011;988;1133;963;601;11944457.16485;18603851.25513;19196561.02744;19497520.28643;30913640;62909383;117245657;19741701;36972185;60746101;79117843
Jun-2011;948;1113;954;580;11481655.3665;18268479.91922;18994598.90688;18828321.1752;29731655;61716894;113316880;18999143;36297428;58706332;78226070
Jul-2011;927;1100;934;573;11242026.10189;18067460.90489;18585429.81045;18631046.95406;29129046;61024055;112241007;18617251;35914737;58153102;76515906
Aug-2011;885;1066;922;555;10752339.62121;17509949.89254;18326726.7214;18112845.6547;27873619;59106524;109421954;17828283;34809095;56676318;75385278
Sep-2011;878;1049;911;544;10689144.18812;17236491.94169;18098330.8006;17786241.65503;27755009;58200476;107611194;17741965;34273331;55726953;74400525
Oct-2011;858;1008;878;512;10442248.00031;16560491.64992;17443628.14779;16763408.56422;27100072;55871462;101500067;17336297;32927686;52550558;71650594
Nov-2011;830;993;858;496;10082264.96301;16312492.78634;17043195.13185;16244861.80857;26143556;54976894;98409480;16725674;32433395;50939119;69962208
Dec-2011;798;944;841;478;9703213.5414;15515498.80937;16707435.8431;15676110.65718;25162226;52221536;95053932;16109092;30861017;49190441;68584944
Jan-2012;749;904;835;460;9096683.49725;14868961.85775;16595142.48013;15131787.85281;23614677;50055775;91954308;15099442;29589923;47583795;68149603
Feb-2012;715;878;799;433;8677097.18289;14438197.87973;15875689.56026;14307438.56344;22533946;48553861;87300400;14395982;28730968;45138009;65156817
Mar-2012;700;854;777;418;8495299.11443;14051595.68992;15440393.39343;13835147.21754;22066842;47280362;84503123;14095612;27971466;43698267;63366973
Apr-2012;673;826;745;384;8195813.82452;13586190.32082;14805406.83028;12736024.95315;21354441;45689368;77862439;13623389;27038423;40295992;60735545
May-2012;646;800;731;359;7879844.18486;13143017.3976;14521988.66392;11924834.60542;20540924;44142649;72957684;13110848;26137080;37759201;59571973
Jun-2012;622;768;695;323;7581926.47208;12629282.54824;13800893.39236;10777317.54774;19757741;42425599;66197013;12613069;25130859;34221475;56540879
Jul-2012;566;726;673;293;6965674.82455;11950385.6943;13351421.72567;9837005.60312;18246456;40134985;60669877;11642128;23796706;31362550;54671190
Aug-2012;545;712;651;277;6710617.98946;11726259.26113;12913819.85276;9309085.34604;17597106;39374463;57444635;11220769;23359532;29703681;52859594
Sep-2012;545;689;623;274;6723044.36367;11350131.961;12358714.5449;9222384.22497;17670531;38091589;56940177;11254361;22614406;29433035;50557291
Oct-2012;532;658;604;255;6583142.43739;10844005.8725;11974947.06764;8538473.08296;17327062;36409031;52429260;11041354;21612154;27131115;48964537
Nov-2012;506;632;592;239;6260910.57879;10421526.1013;11737858.24718;8007826.22498;16479095;34955417;49180897;10503184;20779813;25457688;47986351
Dec-2012;492;609;560;228;6084614.76644;10056413.56065;11112179.75615;7657988.58194;16005069;33770669;47086486;10209085;20070152;24377720;45410909
Jan-2013;481;596;548;229;5967206.84125;9855487.17938;10881318.35021;7683044.20343;15748710;33155629;47164764;10028131;19686983;24419381;44482580
Feb-2013;487;594;524;226;5970385.99264;9849680.05733;10435600.70318;7524445.44939;15630308;33294587;45826372;9984591;19709542;23754513;42514952
Mar-2013;482;591;512;225;5887171.35897;9804127.40158;10194670.15818;7472540.91402;15384616;33186673;45434818;9827691;19622645;23551068;41504471
Apr-2013;475;573;495;231;5813076.0433;9511438.3198;9853387.5465;7604484.41948;15210664;32225084;45909268;9715357;19044766;23799122;40136843
May-2013;478;568;487;236;5855621.5764;9445142.82709;9700328.58995;7713899.02444;15362076;32153788;46314250;9792672;18932614;24005057;39499739
Jun-2013;499;585;488;249;6150177.57324;9758711.46061;9707874.95601;8163555.09318;16223676;33365127;49115961;10317138;19600919;25450221;39528387
Jul-2013;503;624;485;249;6213236.90995;10445086.73727;9643180.94715;8158645.09167;16400795;35879355;49084320;10437116;21024119;25420479;39288493
Aug-2013;497;627;486;267;6174751.41913;10506449.40013;9659997.04493;8732953.80941;16353558;36165860;52401083;10409147;21162054;27161457;39378331
Sep-2013;496;648;484;276;6196596.47328;10883890.10698;9617032.25347;8996224.38352;16458463;37562827;53798814;10471921;21954352;27899539;39213175
Oct-2013;512;672;468;277;6416333.26846;11310609.57648;9284709.34197;9003201.93069;17080934;39136923;53698912;10861787;22844413;27886189;37971368
Nov-2013;502;687;460;297;6383519.99707;11600035.41561;9119831.66965;9671343.99092;17104068;40342105;57772246;10866995;23474503;29976113;37313211
Dec-2013;530;731;460;311;6770502.79608;12384210.4516;9126972.87558;10170384.6555;18198582;43279579;60884565;11555941;25112317;31592766;37295397
Jan-2014;558;785;479;347;7185088.3488;13349537.20245;9480704.42327;11374921.22115;19425991;46889777;68156510;12313266;27129677;35374106;38845293
Feb-2014;584;843;477;369;7485316.79972;14361416.24377;9438083.46912;12086671.99601;20179843;50472487;72349315;12808563;29218267;37556450;38750774
Mar-2014;588;858;473;373;7550683.86643;14626365.07902;9359649.55712;12243923.6589;20373633;51512760;73420079;12935050;29767303;38089085;38468915
Apr-2014;592;856;470;373;7642937.70974;14617870.6191;9301789.59281;12268471.27658;20685997;51567627;73684429;13128434;29781752;38215935;38249616
May-2014;586;856;465;375;7571809.09527;14631470.65914;9205892.47231;12334857.81997;20478515;51646553;74074683;13014014;29826727;38424792;37895822
Jun-2014;584;862;469;377;7539057.37784;14738721.46093;9295356.78794;12420718.41346;20374298;52077932;74643355;12953852;30049795;38720768;38295994
Jul-2014;590;871;466;379;7646529.88767;14906407.63845;9239383.89492;12527397.37593;20714339;52790741;75462595;13165749;30409213;39136425;38061335
Aug-2014;587;857;461;381;7607207.85531;14682073.55884;9141213.60318;12608623.89005;20610323;52032951;75983995;13099384;29970301;39405402;37648935
Sep-2014;577;845;463;384;7492005.32293;14484032.26078;9180168.90681;12710360.8303;20316103;51373745;76617894;12917378;29574945;39726510;37814293
Oct-2014;572;838;448;381;7412901.4759;14368242.29049;8882070.14742;12609072.9358;20089905;50979139;76005665;12770157;29343115;39408571;36621640
Nov-2014;546;826;443;374;7062661.51164;14165370.17098;8785742.75112;12351358.77682;19115256;50270077;74325524;12160020;28932251;38539656;36233960
Dec-2014;540;793;428;370;6981627.56652;13628905.65573;8502075.73729;12211397.24126;18894777;48478683;73458402;12019214;27872253;38086001;35086686
Jan-2015;551;784;425;368;7140131.37869;13476422.00819;8444676.99588;12111061.77103;19355422;47932396;72674236;12304369;27562934;37690549;34842726
Feb-2015;530;765;410;351;6857884.75791;13155623.89981;8147017.93452;11538395.72739;18563553;46772341;69165688;11809480;26915590;35872744;33635279
Mar-2015;517;751;403;330;6699627.82814;12909688.57017;8018406.66455;10885141.33292;18138942;45885889;65393185;11547409;26405899;33919011;33099280
Apr-2015;520;731;389;310;6746849.07548;12578322.19306;7743325.41937;10244880.0464;18264494;44735403;61610847;11635662;25743773;31965577;31954536
May-2015;509;729;378;301;6621688.85081;12541868.88058;7527081.28823;9932396.33854;17932074;44606245;59677754;11431697;25666516;30968565;31057583
Jun-2015;502;715;369;288;6528231.45448;12302611.27822;7348007.27971;9487267.40974;17687157;43760474;56892343;11268487;25178758;29550620;30325020
Jul-2015;497;695;363;286;6453540.74669;11972266.40531;7227132.94109;9518758.11913;17473170;42625176;57641505;11130825;24520057;29921405;29835818
Aug-2015;490;677;367;275;6347670.07222;11666438.42549;7304779.53547;9170102.45629;17166112;41544355;55610594;10936444;23899090;28867015;30158772
Sep-2015;481;665;364;268;6235940.66476;11470764.45628;7249850.34573;8943614.38361;16875924;40887520;54278869;10746674;23511195;28170021;29938429
Oct-2015;477;649;359;265;6180769.88923;11190665.76506;7156336.58001;8897554.95593;16708690;39895852;54198276;10649474;22932287;28126779;29551726
Nov-2015;466;637;355;260;6046763.93514;10987383.41504;7080486.65982;8725948.69445;16331897;39161970;53149065;10427355;22521508;27589981;29233856
Dec-2015;469;634;366;259;6081051.88128;10935805.22593;7297881.62311;8741172.22889;16417991;38979709;53524838;10480912;22415802;27773480;30131088
Jan-2016;464;625;358;255;6014797.45976;10780345.66126;7139075.45962;8658189.66629;16234871;38436413;53309232;10365547;22096229;27650009;29475458
Feb-2016;440;598;332;238;5715634.86574;10317248.93335;6622223.55379;8104489.58505;15439617;36781450;50008462;9855659;21150151;25943635;27327971
Mar-2016;428;567;319;224;5555285.68556;9779255.66977;6362477.07837;7658524.62543;14996846;34853850;47402208;9576477;20043643;24590625;26231844
Apr-2016;410;546;305;227;5313213.15187;9425840.45939;6083807.53448;8020997.97707;14333315;33560677;51032200;9152778;19331133;26423555;25067800
May-2016;400;526;300;225;5179716.77264;9083168.69485;5983778.22845;8028972.70566;13962504;32330352;51488349;8920238;18632064;26648354;24652576
Jun-2016;389;505;291;217;5036709.12404;8721020.9789;5802170.96521;7775722.28929;13574595;31012905;50009502;8673833;17890308;25878023;23896873
Jul-2016;379;489;279;208;4905363.82087;8444245.2591;5565989.59408;7477920.14947;13225125;30016760;48206575;8446358;17322240;24947265;22909826
Aug-2016;371;474;270;201;4797104.22557;8186385.43731;5389379.58992;7254524.92331;12924826;29098758;46890652;8256279;16794900;24267955;22174975
Sep-2016;360;457;266;195;4651916.35459;7890195.68201;5310590.14609;7061146.49375;12525672;28036365;45751570;8005287;16184107;23676767;21845324
Oct-2016;347;426;255;181;4485176.16442;7377851.45013;5076050.39182;6594250.73548;12068839;26301676;42882356;7720487;15161663;22204670;20929491
Nov-2016;340;406;247;176;4397224.70333;7036424.29827;4918953.31931;6428257.77742;11829061;25076679;41878412;7571718;14466689;21684369;20279367
Dec-2016;336;341;218;175;4329740.73148;5893384.23389;4352934.53961;6397336.35215;11631943;20941171;41697229;7442873;12095624;21592525;17927757
Jan-2017;319;341;211;166;4096820.64101;5894012.86838;4187614.13896;6109694.51143;11002795;20946590;40047361;7027337;12097674;20729013;17353899
Feb-2017;310;305;186;150;3907506.06294;5271628.41069;3692863.34946;5570909.04291;10408569;18727552;36802312;6648392;10820597;19035045;15300040
Mar-2017;301;299;174;142;3775800.83784;5176713.85142;3455486.55895;5287446.48008;10039035;18363624;35022839;6408417;10638233;18118134;14310175
Apr-2017;288;279;158;128;3590395.58424;4832421.03459;3139256.22116;4829716.23708;9513805;17129774;32311881;6073717;9933719;16695388;12997618
May-2017;264;261;165;125;3270105.84665;4523074.12968;3278496.17074;4730821.41618;8647645;16022474;31716192;5512201;9301379;16382061;13570067
Jun-2017;255;253;177;127;3159346.42901;4384972.18755;3504758.9656;4818840.24236;8360149;15561027;32417223;5325450;9017582;16730236;14566817
Jul-2017;248;237;172;126;3063624.4211;4109529.73665;3405089.1082;4764288.39999;8094805;14573823;31988899;5156622;8453985;16511184;14153233
Aug-2017;239;228;191;130;2954484.35511;3955166.33215;3774003.53392;4884856.36879;7807873;13968006;32670998;4974305;8142380;16859184;15708695
Sep-2017;235;226;196;129;2897100.31275;3920807.27573;3874515.79108;4855981.72628;7650510;13850423;32518619;4871952;8072242;16776639;16126647
Oct-2017;236;221;207;137;2908412.25044;3842336.52542;4089902.28442;5241012.51829;7683599;13591327;35361607;4888787;7920896;18278903;17021503
Nov-2017;233;233;212;150;2870820.93851;4072513.72082;4187631.40041;5766652.48439;7581149;14343112;38919251;4824022;8431344;20151604;17428137
Dec-2017;244;242;228;156;2976513.14028;4230164.34401;4505697.06654;5979346.67462;7826911;14918934;40257101;4971020;8757419;20836535;18752853
Jan-2018;246;269;246;175;3016811.69563;4697847.84912;4865878.35075;6758149.08207;7959566;16629705;45574800;5051456;9717936;23638398;20247734
Feb-2018;252;271;258;192;3040429.31792;4736478.22216;5113829.20843;7444899.07601;7972184;16739367;50172338;5052752;9802997;26078335;21303298
Mar-2018;251;275;268;198;3049413.90384;4810648.23836;5308998.84703;7618947.19957;8035850;17026437;51137952;5087414;9961492;26581481;22111053
Apr-2018;245;275;274;200;2989811.90598;4809060.42751;5435082.75866;7689582.43651;7887364;17039849;51559592;4999732;9955593;26808867;22654210
May-2018;235;275;281;200;2866760.48473;4811267.03609;5572763.9088;7667891.50112;7560227;17048327;51317149;4792308;9963000;26685125;23222925
Jun-2018;230;286;282;207;2793978.70049;4997956.06383;5590308.37535;7841818.28603;7368063;17726388;52059951;4660472;10341038;27077070;23285496
Jul-2018;235;286;278;204;2847349.15041;5020079.9629;5516563.86844;7710455.87345;7481524;17744830;51145463;4745674;10423978;26608822;22980725
Aug-2018;232;288;285;205;2783712.19621;5053462.49867;5655416.45068;7682577.57204;7284456;17887905;50611934;4620556;10490601;26355828;23549352
Sep-2018;233;290;296;211;2809104.06015;5088940.95553;5871324.64466;7815176.11203;7381924;18022662;51094691;4674399;10564472;26621028;24446052
Oct-2018;231;287;302;213;2779566.46877;5040529.92715;5992235.29464;7805772.91424;7305623;17832574;50624071;4621000;10470560;26411778;24943151
Nov-2018;217;290;303;217;2617642.38033;5092088.73841;6011469.17755;7922581.19098;6889567;18019793;51225060;4355657;10575880;26730347;25027292
Dec-2018;219;293;316;228;2646050.13999;5156264.66981;6277780.73962;8188213.74236;6980890;18219488;52285899;4408773;10725175;27324160;26138012
Jan-2019;221;297;310;228;2667237.98001;5222461.51716;6158312.58108;8174081.79026;7019629;18450487;52115311;4443330;10857025;27238707;25632169
Feb-2019;223;295;314;233;2632677.89394;5171165.03336;6250581.30358;8316002.33185;6873675;18270930;52804179;4339502;10732392;27606254;25981329
Mar-2019;229;308;311;228;2699335.48568;5402254.78299;6191628.50463;8126082.20642;7036230;19050075;51497169;4444470;11215440;26940004;25732607
Apr-2019;229;307;301;223;2684565.07993;5393674.9651;5993898.07716;7904461.88854;6973969;18997976;49855966;4407192;11210119;26104222;24912838
May-2019;222;309;294;240;2601558.28181;5432053.6848;5860675.57275;8449275.57322;6751324;19087101;53016340;4268004;11294193;27744693;24367771
Jun-2019;227;309;281;239;2660957.70778;5433938.55221;5604670.52752;8402132.70999;6915790;19100391;52652477;4365962;11300341;27546216;23308377
Jul-2019;229;304;272;232;2691903.86454;5346102.46192;5424995.34498;8146303.69044;7013997;18781621;51015392;4424972;11117123;26688766;22554784
Aug-2019;235;292;261;234;2754019.25085;5139262.3508;5199868.43482;8205418.49276;7177496;18042681;51314577;4524925;10692984;26858049;21606016
Sep-2019;237;282;254;235;2778243.46798;4968004.1723;5063694.77642;8269491.92372;7242031;17416751;51813341;4567617;10343802;27132390;21051086
Oct-2019;231;273;261;234;2687305.81178;4809322.78825;5212399.48681;8292820.10982;6976566;16854077;52197198;4401652;10011804;27343064;21674799
Nov-2019;241;263;251;220;2766521.96951;4630501.52994;5015300.80373;7804486.49792;7102983;16229487;49155049;4497754;9636035;25751005;20857688
Dec-2019;243;257;260;213;2767187.88275;4524307.90298;5198835.30459;7541818.46681;7103446;15790733;47417683;4478457;9414094;24852175;21626802
Jan-2020;243;253;272;213;2746894.99831;4451822.00204;5456200.09886;7510352.47343;7020400;15554322;47054629;4422819;9259294;24671421;22692757
Feb-2020;263;253;254;201;2929828.50721;4443042.26179;5098905.67081;7070950.17863;7435633;15467644;44215614;4679650;9231662;23201133;21208187
Mar-2020;278;248;251;199;3079789.5097;4348144.15929;5040614.21556;6972114.86007;7827910;15112750;43483444;4906693;9026694;22819401;20966486
Apr-2020;279;238;250;189;3067464.4688;4165898.60935;5022954.89724;6627633.92775;7763520;14458542;41365655;4868237;8639198;21700573;20904407
May-2020;282;236;234;186;3081219.8327;4137973.97823;4707693.69815;6500631.37679;7782297;14328513;40479253;4871176;8590153;21228947;19598443
Jun-2020;283;233;221;180;3095648.88107;4087270.52483;4445060.21767;6307152.53029;7822538;14158260;39340005;4898065;8487328;20634627;18499104
Jul-2020;276;221;206;163;3024947.80547;3874119.02989;4143708.21147;5741215.02769;7642319;13407844;35906886;4791224;8042797;18841964;17245523
Aug-2020;273;218;200;157;2989754.38874;3813538.74304;4024406.84711;5516305.58708;7552240;13195431;34454215;4735156;7904757;18076156;16758795
Sep-2020;275;233;195;149;2998539.33367;4075263.14957;3927746.09673;5231363.11082;7554651;14154877;32660242;4736140;8444560;17142307;16357811
Oct-2020;271;225;185;144;2945051.4009;3934871.24761;3727724.23802;5020171.92805;7408750;13669312;31171592;4643550;8152259;16358439;15526954
Nov-2020;265;219;180;142;2854450.74467;3830177.89335;3625285.55033;4965977.80285;7156012;13287277;30855916;4479635;7936236;16207171;15094895
Dec-2020;266;230;191;139;2864600.57219;4021053.58751;3851299.0388;4853346.94164;7173894;13974621;30094844;4492966;8328747;15823384;16011554
Jan-2021;265;229;201;137;2851801.34193;3997827.89906;4050840.43732;4738301.31925;7149114;13881871;29194942;4471978;8271291;15326904;16830454
Feb-2021;263;229;208;126;2844812.04551;3993276.14532;4199418.18905;4356944.19856;7159341;13888956;26823447;4470765;8253892;14084687;17360246
Mar-2021;280;236;224;131;3052993.39054;4108261.32636;4523483.84804;4521153.8344;7719924;14318853;27760647;4821683;8481320;14593388;18646922
Apr-2021;270;236;221;138;2932481.59585;4106473.44446;4458709.85113;4699030.91445;7418179;14293742;28586445;4622310;8474957;15026719;18379538
May-2021;270;233;236;141;2949848.75582;4041456.96623;4752019.37147;4774899.09249;7495829;14061710;28929652;4670397;8324682;15198516;19603928
Jun-2021;271;254;243;149;2954513.30392;4406927.67521;4895173.00451;5042336.31314;7500798;15320434;30504413;4678049;9080105;16035422;20213426
Jul-2021;271;271;238;145;2936048.80748;4728715.68379;4786997.36629;4908206.28512;7452232;16414673;29659503;4635164;9785394;15605070;19751196
Aug-2021;274;270;258;146;2975283.2817;4700749.47918;5180522.55647;4938441.05933;7573006;16313029;29815210;4703618;9715151;15686350;21393940
Sep-2021;280;276;280;149;3045807.19886;4803794.50095;5618224.57165;5029887.40057;7764624;16706620;30330723;4826674;9925501;15947786;23214402
Oct-2021;307;277;294;145;3360477.67525;4832034.91973;5892665.33768;4870492.22125;8591488;16853747;29256406;5343786;9994634;15373718;24366159
Nov-2021;300;290;299;144;3271707.88171;5052066.6107;5991274.01683;4842607.81355;8350388;17593114;29105682;5193016;10441255;15297193;24777761
Dec-2021;311;289;299;139;3345325.01414;5031493.85803;5984093.93478;4659125.42646;8473708;17530050;27939481;5267333;10395355;14672056;24759698
Jan-2022;319;303;296;137;3436514.41708;5272404.56867;5923020.32614;4589577.2976;8688484;18406119;27491069;5411058;10887412;14439201;24505270
Feb-2022;338;292;299;136;3677018.46565;5083747.16918;5977506.5564;4516123.50034;9357368;17718404;26904914;5825865;10502244;14116983;24738123
Mar-2022;349;308;313;134;3811130.02679;5375631.04671;6263290.57089;4458655.25797;9735343;18757294;26604119;6053090;11123501;13952720;25824641
Apr-2022;358;325;317;129;3946138.73526;5672365.33244;6334891.84985;4282449.23201;10156895;19862746;25495734;6298065;11735790;13376193;26140227
May-2022;370;329;316;129;4114466.55653;5740428.02742;6307695.74614;4273879.75671;10644724;20120201;25406176;6598553;11874108;13325319;26053200
Jun-2022;372;333;308;124;4149272.89709;5812730.42244;6147604.72808;4107835.76996;10747851;20372960;24414227;6666074;12026756;12807713;25406317
Jul-2022;366;352;302;124;4086884.35425;6153657.42108;6017757.73303;4107170.30149;10602508;21624728;24409637;6575408;12742072;12804250;24880637
Aug-2022;365;350;307;122;4090560.1561;6127138.1826;6103723.93089;4030397.05842;10642726;21564720;23898865;6593787;12697036;12537179;25231438
Sep-2022;367;345;302;124;4166133.26066;6040417.92765;6012799.76609;4102144.86971;10916451;21275067;24317011;6759677;12518311;12771766;24778430
Oct-2022;363;358;299;122;4175145.36084;6271740.29242;5955155.0311;4039707.13484;11007752;22175074;23952883;6817844;13000387;12584921;24509135
Nov-2022;354;352;294;119;4140055.96466;6167291.78598;5850530.93674;3949972.64038;11018432;21834951;23460203;6819029;12784828;12319980;24078092
Dec-2022;360;346;283;127;4284482.84831;6064110.89436;5630202.80704;4222004.32601;11498344;21456660;25152858;7114767;12573235;13180328;23191743
Jan-2023;378;349;285;128;4588912.33817;6122723.92421;5657469.48742;4257405.54062;12450209;21723368;25383170;7692743;12699832;13295005;23338814
Feb-2023;385;349;290;119;4732975.59928;6135947.82122;5747286.55605;3964968.76438;12905482;21797198;23681485;7980482;12743100;12393469;23737304
Mar-2023;375;347;284;116;4628297.8294;6098676.42705;5627122.52391;3869487.08928;12636252;21691758;23127339;7817942;12662817;12104052;23243413
Apr-2023;377;361;300;109;4660348.66858;6339733.16311;5922745.71441;3643311.23915;12751348;22584653;21826916;7877897;13156181;11408407;24555593
May-2023;373;360;310;101;4664775.86409;6322379.50615;6146932.9671;3373738.05902;12853310;22518715;20202128;7926053;13119089;10560676;25450097
Jun-2023;370;370;328;100;4664866.28503;6496132.09103;6494760.45932;3343043.91058;12902000;23175411;20066394;7957103;13475181;10469964;26929810
Jul-2023;378;385;331;103;4778008.80694;6768278.39429;6595545.08477;3445495.52692;13248370;24172264;20700680;8161667;14048051;10792180;27196712
Aug-2023;371;380;342;102;4714594.37313;6682840.93394;6803113.06233;3419131.16307;13110685;23887831;20574900;8073077;13871650;10723134;28098306
Sep-2023;353;364;351;97;4518316.25207;6403696.79651;6977043.93578;3249115.78309;12608938;22900852;19558229;7764032;13293254;10185437;28860860
Oct-2023;344;373;356;99;4415651.2721;6555493.70978;7067920.00114;3349871.91968;12340318;23439283;20324425;7596968;13598130;10576606;29248613
Nov-2023;340;375;363;99;4372611.82813;6590728.4698;7198398.25852;3355459.18123;12235553;23572561;20380744;7530634;13670809;10604773;29818947
Dec-2023;329;370;355;102;4245074.02343;6507806.6149;7031819.52411;3449022.31117;11902422;23267026;20921463;7321197;13504868;10884628;29156563
Jan-2024;326;362;369;112;4218603.59527;6370665.42395;7304770.35606;3852217.01194;11840702;22799692;23709383;7285261;13223042;12318456;30346163
Feb-2024;316;350;362;106;4087205.54255;6158687.12377;7169725.67813;3650112.18732;11469413;22036200;22531239;7056324;12782163;11682446;29800400
;;;;;;;;;;;;;;;
Please note the following;;;;;;;;;;;;;;;
44931: As at Start of Period Specified.;;;;;;;;;;;;;;;
44932: As at Start of Period Specified.;;;;;;;;;;;;;;;
44933: As at Start of Period Specified.;;;;;;;;;;;;;;;
44934: As at Start of Period Specified.;;;;;;;;;;;;;;;
45006: As at Start of Period Specified.;;;;;;;;;;;;;;;
45007: As at Start of Period Specified.;;;;;;;;;;;;;;;
45008: As at Start of Period Specified.;;;;;;;;;;;;;;;
45009: As at Start of Period Specified.;;;;;;;;;;;;;;;
45083: As at Start of Period Specified.;;;;;;;;;;;;;;;
45084: As at Start of Period Specified.;;;;;;;;;;;;;;;
45086: As at Start of Period Specified.;;;;;;;;;;;;;;;
45163: As at Start of Period Specified.;;;;;;;;;;;;;;;
45164: As at Start of Period Specified.;;;;;;;;;;;;;;;
45166: As at Start of Period Specified.;;;;;;;;;;;;;;;
45239: As at Start of Period Specified.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
© Clarkson Research Services Limited 2024;;;;;;;;;;;;;;;
