"","Monthly.Global.Seaborne.Iron.Ore.Trade.Indicator..Volume.Index.","Monthly.Global.Seaborne.Coal.Trade.Indicator..Volume.Index.","Monthly.Global.Seaborne.Grain.Trade.Indicator..Volume.Index.","Monthly.Global.Seaborne.Minor.Bulk.Trade.Indicator..Volume.Index.","Monthly.Global.Seaborne.Dry.Bulk.Trade.Indicator..Volume.Index.","Monthly.Global.Seaborne.Iron.Ore.Trade.Indicator....Yr.Yr.","Monthly.Global.Seaborne.Iron.Ore.Trade.Indicator....Yr.Yr.3mma.","Monthly.Global.Seaborne.Coal.Trade.Indicator....Yr.Yr.","Monthly.Global.Seaborne.Coal.Trade.Indicator....Yr.Yr.3mma.","Monthly.Global.Seaborne.Grain.Trade.Indicator....Yr.Yr.","Monthly.Global.Seaborne.Grain.Trade.Indicator....Yr.Yr.3mma.","Monthly.Global.Seaborne.Minor.Bulk.Trade.Indicator....Yr.Yr.","Monthly.Global.Seaborne.Minor.Bulk.Trade.Indicator....Yr.Yr.3mma.","Monthly.Global.Seaborne.Dry.Bulk.Trade.Indicator....Yr.Yr.","Monthly.Global.Seaborne.Dry.Bulk.Trade.Indicator....Yr.Yr.3mma."
"11-04-2017",106.494364472741,87.8715953040213,127.183729120503,98.1809631109398,100.420138915097,1.96580582870928,4.21852760924245,-0.0172116559259021,4.70426385641833,2.52218465312115,-1.86184527581913,2.14080066928193,4.62270226343814,1.70682948974276,3.75685876760681
"12-04-2017",106.087542673151,87.4288831542422,126.68013492692,97.8734896331585,100.026353033071,1.81223463641359,4.0691426602823,-0.12060476462778,4.66526096774233,2.35408539603777,-1.96539554788856,2.14291316274576,4.54733440371292,1.59760523307972,3.66715550655954
"13-04-2017",105.766436684062,87.064629810306,126.228751921022,97.6146114976136,99.7017822130812,1.69234710885751,3.94332053338621,-0.179787460357968,4.63689727341505,2.22750184086805,-2.03346417966004,2.15678144163959,4.47783605096416,1.516120515013,3.59338553406239
"14-04-2017",105.529700638524,86.7779443302971,125.82849546715,97.4037375411125,99.4454441683515,1.60218727961011,3.84104695910933,-0.19481508556421,4.61917217009513,2.1414842921691,-2.06605963938425,2.18245758973581,4.41420617344526,1.46084646713116,3.53554429854295
"15-04-2017",105.376342293382,86.5681254986605,125.47840378248,97.2403862207813,99.2565631129631,1.53878011644584,3.76231033864017,-0.165701692758849,4.61208528074104,2.0953874017051,-2.06318598218201,2.22003803649504,4.35644382653087,1.43074600238546,3.49362823122438
"16-04-2017",105.305718870441,86.4346601110705,125.177635625936,97.1241845144339,99.1345674140033,1.50003335327103,3.70710174248521,-0.0924200576595249,4.61563645460321,2.08886532671042,-2.02484285054868,2.26966391921701,4.3045481527026,1.42525435659911,3.46763474590509
"17-04-2017",105.317534362357,86.3772217191634,124.925468276762,97.0548670687542,99.0790878615662,1.48466845096197,3.67541490945626,0.0250983462686283,4.62982576722089,2.12186913519784,-1.95102547430983,2.33152161309654,4.25851838153667,1.44426849200051,3.45756223879935
"18-04-2017",105.41183829197,86.3956698320644,124.721295797881,97.0322755933465,99.0899565513689,1.49217840900751,3.66724624596027,0.186963411892899,4.65465352042352,2.1946464388455,-1.84172467002758,2.40584343117501,4.21835382969229,1.48814516396264,3.46341008843827
"19-04-2017",105.589025919866,86.4900495727556,124.564627579882,97.0563584992704,99.1672063766035,1.5228110358539,3.68259482559189,0.393326501175201,4.69012024233742,2.30774325070802,-1.69692683985834,2.49290849681632,4.1840539009015,1.5577076146756,3.48517865563137
"20-04-2017",105.849839901059,86.6605917884434,124.455087162122,97.1271707812343,99.311071127485,1.57757712591791,3.72146238902834,0.644380586712415,4.73622668739689,2.46200808168942,-1.51661396986097,2.59304379198391,4.15561808596036,1.65426101934328,3.52286928348896
"21-04-2017",106.195373397711,86.9077136151979,124.39241132813,97.2448741431787,99.5219861987988,1.65828381308797,3.78385334422685,0.940360432187402,4.79297383636019,2.65859830651179,-1.30076362775581,2.70662538525568,4.13304596272128,1.77961697471553,3.57648429750495
"22-04-2017",106.627074660957,87.232019498242,124.376449473109,97.4097373675373,99.8005899075866,1.76759420128912,3.86977476692456,1.28154281189931,4.86036289633051,2.89898884694032,-1.04934896013388,2.83407984418893,4.11633719608704,1.93612748942538,3.64602700570036
"23-04-2017",107.146753101029,87.6343026703888,124.407163242057,97.6221369290163,100.14772542496,1.90911523976028,3.97923640144096,1.66824676957855,4.93839530078176,3.18498323741088,-0.762338689116139,2.97588583733945,4.10549153800548,2.12672911387974,3.73150169882738
"24-04-2017",107.756586871127,88.1155470922414,124.484626437595,97.8825578542969,100.56444332789,2.0875167426921,4.11225066178302,2.10083391672841,5.02707270958866,3.51872715608019,-0.43969710846223,3.13257593195133,4.10050882746598,2.35499803769685,3.83291365063415
"25-04-2017",108.459131996812,88.676929858902,124.60902519731,98.1915948296213,101.052004778687,2.30868548055364,4.26883263305301,2.57970877077231,5.12639700906252,3.90272452281552,-0.0813840791284668,3.30473859406899,4.10138899049709,2.6252171884638,3.95026911819015
"26-04-2017",109.257333089201,89.3198240790758,124.780658441032,98.5499535587935,101.61188534181,2.57991942770795,4.44900007315937,3.10531913332287,5.23637031199106,4.33985628489939,0.312644975725898,3.49302039858297,4.10813204016543,2.94245659076399,4.0835753422722
"27-04-2017",110.154535686858,90.0458022336134,124.999938589108,98.9584523746943,102.245779449537,2.91016857596605,4.65277341483055,3.6781565089266,5.35699495768347,4.83340203138937,0.742439076284257,3.69812845750961,4.12073807657569,3.312668493222,4.23284054781134
"28-04-2017",111.154500278111,90.8566400217043,125.267392553417,99.4180241079921,102.955605530026,3.31033026028001,4.88017576793233,4.29875656467565,5.48827351202009,5.38706459829509,1.2080516921712,3.92083307562416,4.13920728687251,3.74279904840031,4.39807394440008
"29-04-2017",112.261418062564,91.7543207041316,125.583663003496,99.9297182173158,103.743511813276,3.79360874152969,5.13123292208872,4.96769963111653,5.63020876750718,6.00499784917328,1.70954074910451,4.16197064342099,4.16353994524279,4.24091864095759,4.57928572686086
"30-04-2017",113.479928517874,92.7410399542094,125.949509910817,100.494703185754,104.611882832574,4.37595091166948,5.40597334960664,5.68561124492418,5.78280374333607,6.69183783956523,2.24696863610157,4.42244677826562,4.19373641292022,4.8163733093688,4.77648707587499
"01-05-2017",114.815138845421,93.8192112282681,126.365812374938,101.114269189153,105.56334664108,5.0765724983347,5.7044282087051,6.45316273384879,5.94606168544757,7.45273759908849,2.82040221324101,4.70323972553544,4.22979713819019,5.47996010227837,4.98969015867242
"02-05-2017",116.049508442789,94.8327844995339,126.737832237017,101.698418162526,106.450597688091,5.66051023511593,5.98593700376856,7.17111305731204,6.09883423111801,8.14382199221827,3.36851968666434,4.95767911186448,4.26148859764326,6.05640194684865,5.19057294909305
"03-05-2017",117.188210982539,95.7842389076686,127.066463429707,102.248484043834,107.276321165613,6.1470324990625,6.25053166061426,7.84013357926198,6.2411246300654,8.77027589228145,3.89138924631532,5.18672051098949,4.288811261759,6.5565144137547,5.37914784151001
"04-05-2017",118.2360191633,96.6759016533062,127.352495626312,102.765722940326,108.043016057545,6.55219321824606,6.49824218683281,8.46084990880314,6.37293590903553,9.33679928114602,4.38907594110693,5.39122411184892,4.31176553615945,6.98968093305502,5.55542647090498
"05-05-2017",119.197324713812,97.509953690247,127.596616138309,103.251315996932,108.753002702649,6.88936160827141,6.72909667519119,9.03384248521103,6.49427087186657,9.84764251092119,4.86164168701406,5.57195794911253,4.33035176161525,7.36402885210941,5.71941971358606
"06-05-2017",120.076156800184,98.2884350599395,127.799411566896,103.706372093477,109.408429816861,7.16966332048613,6.9431213068189,9.55964712070794,6.60513209954848,10.306638192302,5.30914527477626,5.7296007876159,4.3445702140506,7.68658192606982,5.87113768785877
"07-05-2017",120.876198913538,99.013249881301,127.961369212549,104.131930376873,110.011280996203,7.40234755859521,7.14034035417703,10.0387555015074,6.70552195027801,10.7172299488013,5.73164237721177,5.86474467153282,4.35442110454731,7.96339210206802,6.01058975465031
"08-05-2017",121.600804308798,99.6861710080774,128.082878245961,104.528962634068,110.563380719975,7.59509227754302,7.32077618381107,10.4716156475955,6.79544255950889,11.0824982525983,6.12918555614362,5.97789714785913,4.35990457934803,8.19965306971951,6.13778451808728
"09-05-2017",122.253010059347,100.308844365139,128.164230643191,104.89837551118,111.066399872387,7.75425753540599,7.48444925888745,10.8586323316805,6.87489583999725,11.4051835358375,6.50182426893873,6.06948317255853,4.36102071985833,8.39979770845083,6.25272982602643
"10-05-2017",122.835549786464,100.882792974313,128.205621887253,105.241012583878,111.521860799354,7.88509535822813,7.63137814151427,11.2001674576997,6.94388348184225,11.6877067507711,6.84960487466082,6.1398467065292,4.35776954264808,8.56758126001936,6.3554327705389
"11-05-2017",123.350865116878,101.409420679604,128.20715143785,105.557656283729,111.93114191575,7.99192304277528,7.76157949484642,11.4965403992408,7.00240695252206,11.9321875329979,7.1725706398377,6.18925200738495,4.35015099945147,8.70615178676165,6.44589968834777
"12-05-2017",123.801115916476,101.890015580915,128.168822970363,105.849029684934,112.295481877067,8.07826561573351,7.87506808497537,11.748028298192,7.05046749692521,12.1404601040677,7.47076174384413,6.21788462190229,4.33816497716659,8.81810923755299,6.52413616121909
"13-05-2017",124.188189343053,102.32575318466,128.090544384687,106.115798155503,112.615983328104,8.14697215012272,7.97185678260376,11.9548663239001,7.08806613737675,12.3140870327626,7.7442152839003,6.22585208286081,4.32181129785318,8.90555422971158,6.59014701630628
"14-05-2017",124.513707756048,102.717699278981,127.97212758392,106.358570876666,112.893616240028,8.20030977705463,8.05195656450505,12.1172478930807,7.11520367366036,12.4543709582976,7.99296527968703,6.21318431289374,4.3010897187308,8.97012746212451,6.64393632644781
"15-05-2017",124.779035516413,103.066812540608,127.813288022379,106.577902233969,113.129220845916,8.24003849497071,8.11537651476842,12.2353248506845,7.13188068303505,12.5623643633955,8.21704267757813,6.17983373686559,4.2759999321746,9.01304049909002,6.68550741041871
"16-05-2017",124.985284705131,103.373946879719,127.613644021868,106.774293083251,113.323510183645,8.26746924486391,8.162123825829,12.309207611889,7.13809752024768,12.6388774705575,8.4164753544903,6.12567510319868,4.24654156571086,9.0350985024619,6.7148628331352
"17-05-2017",125.13331978433,103.639853528558,127.372715854529,106.948191894372,113.477072253849,8.28350716781076,8.19220379928354,12.3389652653492,7.13385431754042,12.6844843207725,8.59128812135128,6.05050501347781,4.21271418201179,9.03671533861134,6.73200440581298
"18-05-2017",125.223761220545,103.865182878899,127.089924590101,107.099995775324,113.590371799448,8.28868147219593,8.20561984649162,12.3246256378034,7.11915098465349,12.6995270802703,8.74150272618644,5.95404115856613,4.17451727888855,9.01792134365259,6.73693318607897
"19-05-2017",125.25698808531,104.05048607287,126.764590704798,107.230051379048,113.663751712158,8.28316289616765,8.20237348896266,12.2661753200941,7.09398720882335,12.6841186076297,8.86713785682451,5.83592125836378,4.13195028928422,8.97836389262849,6.72964947803657
"20-05-2017",125.233139643979,104.196216351012,126.395932448468,107.338655695035,113.697434070224,8.26676934153805,8.18246435852832,12.1635596546289,7.05836245477597,12.6381433005023,8.9682091432224,5.69570170122692,4.08501258126513,8.91730078333544,6.71015283228448
"21-05-2017",125.152115939435,104.302730160878,125.983063966116,107.42605672752,113.691520810521,8.23895986503206,8.14589019730086,12.0166826842699,7.01227596471544,12.5612562283037,9.04472915940969,5.5328558779379,4.03370345801156,8.83358631065087,6.67844204588883
"22-05-2017",125.013577373133,104.370288028883,125.524993169266,107.492454061817,113.645994037057,8.19881682861208,8.09264685741702,11.8254070626026,6.95572675830797,12.4528805443653,9.09670742505296,5.34677220396919,3.9780221578074,8.7256497700807,6.63451516230913
"23-05-2017",124.816943281731,104.399055197536,125.020619352056,107.537999320077,113.560715966811,8.14501561988721,8.02272830056763,11.5895539255018,6.88871363266093,12.3122031581319,9.12415040664012,5.13675182261371,3.91796785402885,8.59146598719673,6.57836947127739
"24-05-2017",124.561389503318,104.389102029613,124.468730546334,107.562796507532,113.435428512749,8.07578094346187,7.9361265973128,11.3089027238736,6.81123516229721,12.1381686349347,9.12706151828485,4.90200598035536,3.85353965513208,8.42851732001844,6.5100015086311
"25-05-2017",124.245844923073,104.340404180259,123.8680006094,107.566902249992,113.26975250274,7.98882824095556,7.83283192618264,10.9831910174173,6.72328969912506,11.9294712775735,9.10544112215141,4.64165306462265,3.78473660464007,8.23374642140338,6.42940705609925
"26-05-2017",123.868986983846,104.252842537444,123.216986037396,107.550325923159,113.063186532024,7.8812883067119,7.71283257256341,10.6121142292145,6.62487537240287,11.6845453302991,9.05928652849956,4.35471529280045,3.71155768112847,8.00349887514418,6.33658114104225
"27-05-2017",123.429236142862,104.126202930622,122.514122496683,107.513029674031,112.815105445753,7.74961261171769,7.57611492736903,10.1953253609152,6.51599008869954,11.4015532317029,8.98859199535011,4.04011504006506,3.63400179821019,7.73345462947362,6.23151803614505
"28-05-2017",122.924749251305,103.960175606881,121.757721064885,107.454928334466,112.524758447011,7.58945621167568,7.42266348549754,9.73243466825575,6.3966315318497,11.0783718283777,8.89334872777044,3.69667079225147,3.55206780451952,7.41854694148962,6.11421125906373
"29-05-2017",122.353411829046,103.754354473308,120.945964172544,107.375889226696,112.19126682459,7.39553437551183,7.25246084407281,9.22300929660442,6.26679716290484,10.7125764459215,8.77354487678044,3.32309270855329,3.46575448369492,7.05286731168335,5.98465357202567
"30-05-2017",121.712829202112,103.508236103706,120.076901235654,107.275731860348,111.81362129364,7.16144820344292,7.06548770047085,8.66657287619355,6.12648422007882,10.3014226977723,8.62916553787831,2.9179777773906,3.37506055436106,6.62955462489141,5.84283698138284
"31-05-2017",121.000316465783,103.22121850725,119.148443968571,107.154227520284,111.390678941156,6.87947348046905,6.86172285013065,8.06260507666066,5.97568971868957,9.8418258953982,8.4601927491864,2.47980454725322,3.27998467010974,6.14066641766363,5.68875273711868
"01-06-2017",120.212887231216,102.892599656047,118.158361366038,107.011098744317,110.921159767043,6.54030579802332,6.64114318414943,7.41054112048126,5.81441045109522,9.33033790536521,8.2666054892166,2.00692741273037,3.18052541947967,5.5770298566825,5.52239133230815
"02-06-2017",119.477491936683,102.584604897314,117.224108151104,106.871739328425,110.478951022302,6.2576110140612,6.43263163458339,6.80391064664116,5.66656211152354,8.86231393569194,8.08336377737993,1.57184070963471,3.08667342624822,5.08743146779102,5.36634256713601
"03-06-2017",118.791048284577,102.296480894274,116.34343939133,106.735831037321,110.062714398695,6.02206095993703,6.23616455420824,6.24214638771724,5.53214155500247,8.43424262796712,7.91044481702673,1.1729104243307,2.99842729712362,4.66268509278896,5.2205968134673
"04-06-2017",118.15067915066,102.02752291283,115.514238913252,106.603063516566,109.67119019046,5.82588311647459,6.05171966175878,5.7247230312214,5.41114592219022,8.0429123693581,7.74782709573543,0.80863833239276,2.91578572203679,4.29482136845073,5.08514507885791
"05-06-2017",117.553700525033,101.77707309783,114.734514217383,106.473133583846,109.303193481921,5.6626041417087,5.87927603940215,5.2511567283746,5.30357263931495,7.68538719742666,7.59549038263614,0.477656371866714,2.83874747412169,3.97693820023401,4.95997900599988
"06-06-2017",116.99761026252,101.544518863991,114.002391690412,106.345744536647,108.957610561438,5.52683626798565,5.71881413036543,4.82100464165401,5.20941941811987,7.35898477301703,7.45341572589391,0.178721505369956,2.76731140969727,3.70307126076624,4.84509087220573
"07-06-2017",116.480077595301,101.32929139755,113.316112103059,106.220605474714,108.633395550845,5.41409952010035,5.57031573671777,4.43386453069039,5.12868425581426,7.0612562559572,7.32158545035093,-0.0892889482654744,2.70147646825022,3.46808208331868,4.74047358893192
"08-06-2017",115.99893336386,101.130864264985,112.674026382803,106.097430635763,108.329567240195,5.32067388814639,5.43376401730655,4.08937437612831,5.06136543503134,6.7899679325906,7.19998315532761,-0.327381530339492,2.64124167241973,3.26756165060624,4.64612070134156
"09-06-2017",115.552160925277,100.948752125385,112.074591651291,105.975938742925,108.045206118201,5.24347657717977,5.30914348584747,3.78721204109745,5.00746152379138,6.54308445729854,7.08859371258213,-0.536450422455131,2.58660612798235,3.09774766998445,4.5620263879061
"10-06-2017",115.137887700779,100.782509543338,111.516367516935,105.855852362437,107.779451589415,5.17996028326512,5.19644000916817,3.5270949699786,4.9669713754714,6.3187535822823,6.98740326442853,-0.717280804711105,2.53756902383921,2.95545398290786,4.48818546004618
"11-06-2017",114.754377327109,100.631729899421,110.99801261377,105.736897270107,107.531499369708,5.12802913928713,5.09564080560547,3.30877992418256,4.93989412878087,6.11529226104015,6.89639922201258,-0.870551804527821,2.49412963200373,2.83801078418505,4.42459336181148
"12-06-2017",114.400022378823,100.496044395634,110.51828137826,105.6188018251,107.300599052168,5.08596955696447,5.00673444355579,3.1320627546947,4.92622920774304,5.93117402128007,6.81557026374568,-0.996839047181469,2.45628730759092,2.74321452938555,4.37124616959959
"13-06-2017",114.073337631012,100.375121153341,110.076021056321,105.501296349641,107.086051836056,5.05239368303868,4.92971084017863,2.99677821117289,4.92597632168308,5.7650175125334,6.74490633389643,-1.09661681762496,2.42404148880772,2.66928659052948,4.32814059191403
"14-06-2017",113.772953834208,100.268664401517,109.67016893334,105.38411251318,106.887208411944,5.02619360384394,4.86456126025323,2.90279978741985,4.93913546522176,5.61557614254765,6.68439864133948,-1.17025984171471,2.39739169694474,2.61483988433155,4.295273969161
"15-06-2017",113.497611975379,100.176413753308,109.299749780568,105.26698271965,106.703466996634,5.00650478713161,4.8112783151877,2.85003960308573,4.96570691827512,5.48172872470529,6.63403965846193,-1.21804469353277,2.37633753636905,2.57885284685697,4.27264427348544
"16-06-2017",113.246158000972,100.09814356914,108.963873511721,105.149639496395,106.534271511909,4.99267755482787,4.76985596218131,2.83844832149013,5.00569124606085,5.36247106630055,6.5938231202269,-1.24015083408976,2.36087869451857,2.56065026628541,4.26025010864583
"17-06-2017",113.017537979871,100.033662404818,108.661733044181,105.031814883379,106.37910990161,4.98425564540208,4.74028950353897,2.86801510348679,5.05908929910994,5.25690843456529,6.56374402339397,-1.23666128530946,2.35101494189699,2.5598906141548,4.25809070992802
"18-06-2017",112.810793686004,99.9828125432688,108.392602359644,104.913239821285,106.23751258194,4.98096115846167,4.72257558613863,2.93876759732771,5.12590221328495,5.16424884391997,6.54379862589687,-1.20756294182632,2.34674613207075,2.57655963738589,4.2661659440982
"19-06-2017",112.625058582086,99.9454696087678,108.155834759555,104.7936435371,106.109051020308,4.98268538478552,4.7167122010509,3.05077196451747,5.20613140980408,5.08379711408734,6.53398444637784,-1.1527465217669,2.34807220166668,2.61097009085677,4.28447630939447
"20-06-2017",112.459554187657,99.9215422627288,107.950861311148,104.672752925796,105.993336438407,4.9894852192116,4.72269868331125,3.20413294168158,5.29977859527148,5.01494965448968,6.53430026387903,-1.07200615633035,2.35499317037108,2.66376760551008,4.31302293555769
"21-06-2017",112.313586816202,99.9109719802931,107.777189480348,104.550291926669,105.890018635615,5.00158503801385,4.74053571184462,3.39899393850694,5.4068457617136,4.95718993579939,6.5447461176905,-0.965038616626606,2.36750914093017,2.73594280209374,4.35180758390121
"22-06-2017",112.186544667669,99.9137329071813,107.634401948253,104.425980892947,105.798784929134,5.01938410271663,4.77022530954239,3.63553717184599,5.52733518662138,4.91008461466827,6.56532330735518,-0.831442174868558,2.38562029915131,2.82884987782119,4.40083264741947
"23-06-2017",112.077895264201,99.9298317964557,107.52215560835,104.299535953195,105.719359207688,5.04346973465271,4.81177084349177,3.91398383610985,5.66124943299887,4.87328028256111,6.59603439283048,-0.670715095641309,2.40932691390602,2.94423201468592,4.46010115093575
"24-06-2017",111.987183218335,99.9593080250375,107.440180742062,104.170668363083,105.651501095891,5.07463669498989,4.86517702535774,4.23459431010991,5.80859134941764,4.84650081430166,6.63688319480689,-0.482253751582334,2.43862933713383,3.08425408615723,4.52961675128863
"25-06-2017",111.91402832432,100.002233690021,107.38828037063,104.039083846015,105.595005226774,5.1139134097151,4.93044991191733,4.5976684005411,5.96936407007747,4.82954529643843,6.68787479518314,-0.265350356395765,2.47352800384763,3.25154327592125,4.60938373755781
"26-06-2017",111.858123964535,100.058713785017,107.366329781799,103.904481921138,105.549700620255,5.16259590492998,5.00759690574652,5.00354562233478,6.14357101487292,4.82228651988788,6.74901553769854,-0.0191903066868966,2.51402343214,3.44923837078209,4.6994070313286
"27-06-2017",111.819235824352,100.128886456964,107.374276230136,103.766555217173,105.515450165684,5.22229057223144,5.09662675605981,5.45260551614318,6.33121588946611,4.82467002554587,6.82031302872215,0.257150877366083,2.56011622319095,3.68104865258789,4.79969218699567
"28-06-2017",111.797200910042,100.212923344025,107.412138810294,103.624988770516,105.492150206891,5.29496717532023,5.19754955970242,5.94526800325249,6.53230268536567,4.8367136957073,6.90177613819908,0.564711023992796,2.61180706127689,3.95132349414997,4.91024539210567
"29-06-2017",111.791926865612,100.311029995405,107.48000850289,103.479459305998,105.479730228474,5.38302384691285,5.31037676229537,6.48199377825614,6.74683568001138,4.8585078882283,6.99341500075399,0.904645207503177,2.6690967137807,4.26513396495807,5.03107346773907
"30-06-2017",111.803391585705,100.42344637411,107.578048393125,103.329634498672,105.478152642394,5.48936622068064,5.43512115953357,7.06328473985599,6.97481943686542,4.89021611443776,7.09524101695183,1.27823008628989,2.73198603120327,4.62836797783039,5.16218386893101
"01-07-2017",111.831643122953,100.550447443887,107.706494062667,103.175172214928,105.487412674217,5.61750330935733,5.57179689863693,7.68968446019372,7.21625880550935,4.93207626588401,7.20726685471629,1.68686869745252,2.80047594717588,5.0478407617008,5.30358468513122
"02-07-2017",111.864778002881,100.669361930179,107.849359351848,103.033618515397,105.50136089897,5.72363369853857,5.69931703546269,8.27318067449057,7.44312282444994,4.96714403690992,7.30902248238925,2.06831543857523,2.86509708302473,5.41188069462694,5.43585782164437
"03-07-2017",111.902935105301,100.780480690713,108.006987554022,102.904650154022,105.520039529802,5.81125940603606,5.81769603202646,8.81431901704645,7.65541631945015,4.99568252411038,7.40052055913749,2.42400287280419,2.92585039809113,5.72731812673033,5.55901143966043
"04-07-2017",111.94627435991,100.884075515338,108.179757436594,102.78797262409,105.543505096046,5.88327184486342,5.92694731365017,9.31360551280797,7.85314380633434,5.01790583800873,7.4817724680112,2.75526682151335,2.98273679429616,6.00007149691788,5.67305313769935
"05-07-2017",111.994977416606,100.980399790807,108.36808415116,102.683319485716,105.5718286143,5.94204723210025,6.02708327048477,9.77150705055844,8.03630949108448,5.03398070942483,7.55278831736007,3.06335138112143,3.03575711615402,6.23525837841907,5.77798995207998
"06-07-2017",112.04924840685,101.069689120542,108.572420231083,102.590451757407,105.605095803354,5.98952499767405,6.11811525891525,10.1884518195112,8.20491726992956,5.04402774037615,7.61357694209085,3.34941359542619,3.08491215078464,6.43729149796892,5.87382835735416
"07-07-2017",112.109314799247,101.152161900908,108.793256678895,102.509157370333,105.643407343606,6.0272717803391,6.20005360284866,10.5648297097144,8.35897072942843,5.04812230889653,7.66414590476652,3.61452780100346,3.13020262792535,6.60996153021012,5.96057426670614
"08-07-2017",112.175428352954,101.228019855399,109.031124146134,102.439250684062,105.686879181769,6.05653312254792,6.27290759488484,10.9009926766419,8.49847314654616,5.04629513456137,7.70450149654706,3.85968966199053,3.17162921994164,6.75650822075579,6.03823303231751
"09-07-2017",112.247866172882,101.297448528038,109.286594208455,102.380572062633,105.735642881769,6.07827457000708,6.33668549737042,11.1972550703112,8.62342748872372,5.03853250896172,7.73464873797216,4.08581990940705,3.20919254183732,6.87968117236937,6.10680944569739
"10-07-2017",112.326931871143,101.360617737211,109.560280739076,102.332987510021,105.789846022919,6.09321353209235,6.39139454333577,11.4538939292355,8.73383641394114,5.02477619285674,7.75459137958581,4.29376779905663,3.24289315126336,6.98179143477077,6.16630773797803
"11-07-2017",112.412956839595,101.417681991029,109.852841383871,102.296388364147,105.849652646546,6.10184295443143,6.43704093731528,11.6711492394863,8.82970227077394,5.00492297923269,7.76433190240289,4.48431430099596,3.27273154852657,7.06475486602972,6.21673158017595
"12-07-2017",112.50630163882,101.468780865247,110.164979141631,102.270691048747,105.915243752457,6.10444758478571,6.47362985605104,11.8492241591067,8.91102709844333,4.97882391899046,7.76387151821785,4.65817503254948,3.29870817659656,7.13012807912058,6.25808408341836
"13-07-2017",112.607357509355,101.514039344659,110.497444053314,102.255836882513,105.986817846716,6.10111336896171,6.50116544907999,11.9882852080873,8.97781262685923,4.94628320345218,7.75321016975543,4.81600294588517,3.32082342111269,7.17913764809086,6.29036779913514
"14-07-2017",112.716548011523,101.553568128801,110.851035004332,102.2517919451,106.064591542408,6.09173028679183,6.51965083920439,12.0884624240809,9.03006027665734,4.90705669530307,7.73234653066353,4.95839078024471,3.33907761038968,7.21270312182815,6.31358471921627
"15-07-2017",112.83433080072,101.587463902718,111.226601644205,102.258546999657,106.148800215199,6.07598872176434,6.5290881228461,12.1498494840021,9.06777115922931,4.86085009694673,7.70127800534824,5.08587328803775,3.35347101542241,7.23145427722475,6.32773627613476
"16-07-2017",112.961199545603,101.615809573447,111.625046428197,102.276117471744,106.23969871568,6.05336924451001,6.52947837028427,12.1725037916262,9.09094607674626,4.80731674253203,7.66000072865092,5.19892924316049,3.36400384988995,7.23574293545453,6.33282334303499
"17-07-2017",113.097685997236,101.638674472804,112.047326785841,102.304543484548,106.337562140656,6.02312547302788,6.52082162577672,12.1564465312675,9.09958552217608,4.74605499708622,7.60850956536734,5.29798323908115,3.37067627015885,7.22564956306694,6.32884623378656
"18-07-2017",113.244362217837,101.656114526969,112.494457421564,102.343889950515,106.442686665698,5.98425944408388,6.50311690756499,12.1016626875895,9.09368967929358,4.67660524324118,7.54679810960879,5.38340728344521,3.37348837528536,7.20098478175184,6.31580470300372
"19-07-2017",113.401842978491,101.668172393271,112.967512752934,102.394246719573,106.555390441499,5.9354886831042,6.47636220776298,12.0081010315637,9.07325842268483,4.59844643294568,7.47485868400515,5.45552219518897,3.37244020701702,7.16128581510254,6.29369794603016
"20-07-2017",113.570788335872,101.67487756453,113.467629492397,102.455728784318,106.676014556726,5.8752038859587,6.44055449212921,11.8756740725648,9.03829131774396,4.51099217829285,7.39268233874989,5.51459880940872,3.36753174979308,7.10580780570877,6.26252459888949
"21-07-2017",113.751906398769,101.676246441196,113.996009378704,102.5284765426,106.804924070301,5.80141581624672,6.39568969972277,11.704257976557,8.98878762066448,4.41358635213413,7.30025885048639,5.56085899451018,3.35876293074436,7.03350983966541,6.22228273820089
"22-07-2017",113.945956296015,101.672282371458,114.553922064584,102.612656118132,106.942509116218,5.7116896658382,6.34176274244273,11.4936924502955,8.92474627842298,4.30549816547336,7.19757672103635,5.59447648545861,3.34613361969227,6.94303541627984,6.17296988106058
"23-07-2017",114.15375135826,101.662975659439,115.14270816762,102.708459739841,107.089186084255,5.60306471274455,6.2787675044511,11.2437805914342,8.84616592875698,4.18591668470886,7.08462317596913,5.61557753625857,3.32964362914681,6.83268699653815,6.11458298488863
"24-07-2017",114.376162526928,101.648303541478,115.763782491634,102.816106180839,107.245398880139,5.47195662524454,6.20669684147921,10.9542887044002,8.75304490013614,4.0539447475893,6.96138416301266,5.6242413941141,3.30929271430369,6.70039415279211,6.04711844724112
"25-07-2017",114.614122004628,101.62823013045,116.41863742635,102.935841257997,107.411620268994,5.3140391885638,6.12554258001758,10.6249460818619,8.64538121172608,3.90859223223742,6.82784435030511,5.62050059704985,3.28508057304083,6.54367472207104,5.97057210558804
"26-07-2017",114.868627162345,101.602706327991,117.108846533474,103.06793839329,107.588353306124,5.12410155140612,6.03529551638882,10.2554447515877,8.52317257334689,3.74876862874252,6.68398712448755,5.60434109611106,3.25700684591378,6.35958823415217,5.88493923705627
"27-07-2017",115.140744719767,101.571669704406,117.836068327836,103.212699238164,107.776132859467,4.89587628185522,5.93594541570399,9.84543918845724,8.38641638542416,3.57327485758984,6.52979458863715,5.57570220260122,3.22507111615048,6.1446807405771,5.79021455813834
