Date;Open;High;Low;Last;Volume;Status
03.04.2017;882;1
04.04.2017;881;1
05.04.2017;880;1
06.04.2017;882;1
07.04.2017;886;1
10.04.2017;888;1
11.04.2017;891;1
12.04.2017;893;1
13.04.2017;899;1
18.04.2017;898;1
19.04.2017;900;1
20.04.2017;899;1
21.04.2017;895;1
24.04.2017;892;1
25.04.2017;887;1
26.04.2017;881;1
27.04.2017;870;1
28.04.2017;861;1
02.05.2017;849;1
03.05.2017;835;1
04.05.2017;822;1
05.05.2017;811;1
08.05.2017;799;1
09.05.2017;794;1
10.05.2017;790;1
11.05.2017;787;1
12.05.2017;784;1
15.05.2017;782;1
16.05.2017;778;1
17.05.2017;771;1
18.05.2017;764;1
19.05.2017;759;1
22.05.2017;753;1
23.05.2017;746;1
24.05.2017;737;1
25.05.2017;728;1
26.05.2017;721;1
30.05.2017;712;1
31.05.2017;698;1
01.06.2017;685;1
02.06.2017;674;1
05.06.2017;666;1
06.06.2017;658;1
07.06.2017;652;1
08.06.2017;649;1
09.06.2017;654;1
12.06.2017;658;1
13.06.2017;665;1
14.06.2017;679;1
15.06.2017;690;1
16.06.2017;701;1
19.06.2017;708;1
20.06.2017;717;1
21.06.2017;724;1
22.06.2017;734;1
23.06.2017;744;1
26.06.2017;750;1
27.06.2017;757;1
28.06.2017;761;1
29.06.2017;758;1
30.06.2017;754;1
03.07.2017;751;1
04.07.2017;747;1
05.07.2017;742;1
06.07.2017;735;1
07.07.2017;732;1
10.07.2017;729;1
11.07.2017;733;1
12.07.2017;744;1
13.07.2017;758;1
14.07.2017;769;1
17.07.2017;776;1
18.07.2017;786;1
19.07.2017;798;1
20.07.2017;807;1
21.07.2017;812;1
24.07.2017;814;1
25.07.2017;813;1
26.07.2017;807;1
27.07.2017;798;1
28.07.2017;789;1
31.07.2017;783;1
01.08.2017;779;1
02.08.2017;772;1
03.08.2017;767;1
04.08.2017;764;1
07.08.2017;762;1
08.08.2017;759;1
09.08.2017;756;1
10.08.2017;756;1
11.08.2017;759;1
14.08.2017;760;1
15.08.2017;765;1
16.08.2017;776;1
17.08.2017;791;1
18.08.2017;806;1
21.08.2017;817;1
22.08.2017;824;1
23.08.2017;833;1
24.08.2017;840;1
25.08.2017;845;1
29.08.2017;848;1
30.08.2017;851;1
31.08.2017;853;1
01.09.2017;856;1
04.09.2017;860;1
05.09.2017;863;1
06.09.2017;868;1
07.09.2017;875;1
08.09.2017;888;1
11.09.2017;898;1
12.09.2017;908;1
13.09.2017;923;1
14.09.2017;950;1
15.09.2017;977;1
18.09.2017;997;1
19.09.2017;1017;1
20.09.2017;1033;1
21.09.2017;1050;1
22.09.2017;1061;1
25.09.2017;1068;1
26.09.2017;1065;1
27.09.2017;1054;1
28.09.2017;1041;1
29.09.2017;1021;1
02.10.2017;1006;1
03.10.2017;984;1
04.10.2017;968;1
05.10.2017;965;1
06.10.2017;971;1
09.10.2017;978;1
10.10.2017;996;1
11.10.2017;1020;1
12.10.2017;1050;1
13.10.2017;1069;1
16.10.2017;1082;1
17.10.2017;1094;1
18.10.2017;1105;1
19.10.2017;1116;1
20.10.2017;1126;1
23.10.2017;1128;1
24.10.2017;1130;1
25.10.2017;1129;1
26.10.2017;1117;1
27.10.2017;1100;1
30.10.2017;1081;1
31.10.2017;1060;1
01.11.2017;1043;1
02.11.2017;1027;1
03.11.2017;1014;1
06.11.2017;1001;1
07.11.2017;988;1
08.11.2017;961;1
09.11.2017;936;1
10.11.2017;912;1
13.11.2017;888;1
14.11.2017;872;1
15.11.2017;858;1
16.11.2017;849;1
17.11.2017;845;1
20.11.2017;850;1
21.11.2017;856;1
22.11.2017;875;1
23.11.2017;899;1
24.11.2017;914;1
27.11.2017;923;1
28.11.2017;929;1
29.11.2017;936;1
30.11.2017;941;1
01.12.2017;944;1
04.12.2017;944;1
05.12.2017;944;1
06.12.2017;945;1
07.12.2017;944;1
08.12.2017;943;1
11.12.2017;939;1
12.12.2017;942;1
13.12.2017;943;1
14.12.2017;944;1
15.12.2017;942;1
18.12.2017;943;1
19.12.2017;938;1
20.12.2017;933;1
21.12.2017;925;1
22.12.2017;914;1
02.01.2018;901;1
03.01.2018;894;1
04.01.2018;884;1
05.01.2018;884;1
08.01.2018;886;1
09.01.2018;889;1
10.01.2018;898;1
11.01.2018;902;1
12.01.2018;907;1
15.01.2018;908;1
16.01.2018;910;1
17.01.2018;910;1
18.01.2018;910;1
19.01.2018;911;1
22.01.2018;913;1
23.01.2018;911;1
24.01.2018;908;1
25.01.2018;904;1
26.01.2018;900;1
29.01.2018;895;1
30.01.2018;889;1
31.01.2018;884;1
01.02.2018;877;1
02.02.2018;872;1
05.02.2018;865;1
06.02.2018;857;1
07.02.2018;844;1
08.02.2018;833;1
09.02.2018;825;1
12.02.2018;819;1
13.02.2018;817;1
14.02.2018;823;1
15.02.2018;832;1
16.02.2018;837;1
19.02.2018;840;1
20.02.2018;847;1
21.02.2018;856;1
22.02.2018;871;1
23.02.2018;892;1
26.02.2018;919;1
27.02.2018;948;1
28.02.2018;973;1
01.03.2018;992;1
02.03.2018;1004;1
05.03.2018;1006;1
06.03.2018;1013;1
07.03.2018;1020;1
08.03.2018;1026;1
09.03.2018;1032;1
12.03.2018;1040;1
13.03.2018;1049;1
14.03.2018;1061;1
15.03.2018;1077;1
16.03.2018;1091;1
19.03.2018;1099;1
20.03.2018;1109;1
21.03.2018;1117;1
22.03.2018;1122;1
23.03.2018;1121;1
26.03.2018;1116;1
27.03.2018;1106;1
28.03.2018;1093;1
29.03.2018;1080;1
03.04.2018;1067;1
04.04.2018;1056;1
05.04.2018;1042;1
06.04.2018;1032;1
09.04.2018;1024;1
10.04.2018;1016;1
11.04.2018;1014;1
12.04.2018;1014;1
13.04.2018;1013;1
16.04.2018;1016;1
17.04.2018;1018;1
18.04.2018;1022;1
19.04.2018;1022;1
20.04.2018;1025;1
23.04.2018;1027;1
24.04.2018;1030;1
25.04.2018;1037;1
26.04.2018;1040;1
27.04.2018;1042;1
30.04.2018;1045;1
01.05.2018;1043;1
02.05.2018;1043;1
03.05.2018;1047;1
04.05.2018;1050;1
08.05.2018;1051;1
09.05.2018;1048;1
10.05.2018;1052;1
11.05.2018;1053;1
14.05.2018;1055;1
15.05.2018;1053;1
16.05.2018;1056;1
17.05.2018;1064;1
18.05.2018;1069;1
21.05.2018;1071;1
22.05.2018;1074;1
23.05.2018;1074;1
24.05.2018;1074;1
25.05.2018;1071;1
29.05.2018;1068;1
30.05.2018;1064;1
31.05.2018;1063;1
01.06.2018;1061;1
04.06.2018;1061;1
05.06.2018;1065;1
06.06.2018;1065;1
07.06.2018;1072;1
08.06.2018;1075;1
11.06.2018;1078;1
12.06.2018;1084;1
13.06.2018;1088;1
14.06.2018;1089;1
15.06.2018;1091;1
18.06.2018;1092;1
19.06.2018;1093;1
20.06.2018;1094;1
21.06.2018;1094;1
22.06.2018;1092;1
25.06.2018;1085;1
26.06.2018;1078;1
27.06.2018;1067;1
28.06.2018;1055;1
29.06.2018;1042;1
02.07.2018;1034;1
03.07.2018;1025;1
04.07.2018;1017;1
05.07.2018;1005;1
06.07.2018;999;1
09.07.2018;997;1
