,Actual,RW_pred,"MLP_pred_[2, 4]","LSTM_pred_[2, 4]",RW_res,"MLP_res_[2, 4]","LSTM_res_[2, 4]"
0,9.217812386814884,9.184406989949679,8.19518703358278,8.66785657249029,-0.033405396865205716,-1.0226253532321046,-0.5499558143245942
1,9.22197245620589,9.184406989949679,9.319959743374003,8.581173726895369,-0.037565466256211266,0.09798728716811311,-0.6407987293105215
2,9.213535262872702,9.184406989949679,8.329292598294213,8.275825342384355,-0.02912827292302289,-0.8842426645784887,-0.9377099204883468
3,9.201804040953895,9.184406989949679,8.996370768267626,8.60233687869209,-0.017397051004216735,-0.20543327268626932,-0.5994671622618046
4,9.229750765496005,9.184406989949679,8.759374976832985,8.419797711352118,-0.045343775546326626,-0.47037578866302,-0.8099530541438877
5,9.257510176452573,9.184406989949679,8.250227205704132,8.481375008602889,-0.0731031865028946,-1.0072829707484416,-0.7761351678496844
6,9.272563715156315,9.184406989949679,8.651928007029527,8.687730483467872,-0.08815672520663576,-0.6206357081267875,-0.5848332316884424
7,9.30782999325344,9.184406989949679,9.163468739801125,8.513941421886353,-0.12342300330376155,-0.1443612534523151,-0.7938885713670878
8,9.388570235866881,9.184406989949679,8.929741378393242,8.502562718577266,-0.20416324591720247,-0.4588288574736392,-0.8860075172896149
9,9.44200749423127,9.184406989949679,8.79489463937565,8.593992101596864,-0.25760050428159076,-0.6471128548556191,-0.8480153926344052
10,9.530102337891375,9.184406989949679,8.452715847220441,8.636670105685512,-0.345695347941696,-1.0773864906709338,-0.8934322322058623
11,9.62483129129166,9.184406989949679,8.337292909257341,8.616585923250227,-0.44042430134198085,-1.2875383820343185,-1.0082453680414325
12,9.71902370267014,9.184406989949679,8.564324740595875,8.212911466176628,-0.534616712720462,-1.1546989620742654,-1.5061122364935127
13,9.798127036878302,9.184406989949679,8.807311258416156,8.514224986830415,-0.6137200469286235,-0.9908157784621459,-1.283902050047887
14,9.852720435482475,9.184406989949679,8.76608303173861,8.497510725357117,-0.6683134455327959,-1.0866374037438646,-1.355209710125358
15,9.807141836749443,9.184406989949679,8.424840421393352,8.564320852816008,-0.622734846799764,-1.3823014153560909,-1.2428209839334343
16,9.724121623567806,9.184406989949679,8.47346836331352,8.474059162270555,-0.5397146336181269,-1.2506532602542855,-1.2500624612972508
17,9.721245992542345,9.184406989949679,8.197943138163744,8.464466109627573,-0.5368390025926661,-1.523302854378601,-1.2567798829147723
18,9.883794919190391,9.184406989949679,8.784598804252699,8.437311016514002,-0.6993879292407126,-1.0991961149376923,-1.4464839026763894
19,9.994287576862567,9.184406989949679,8.690022130892658,8.372501913889993,-0.8098805869128878,-1.304265445969909,-1.6217856629725738
20,10.08159189604006,9.994287576862567,8.506976845300882,9.039444674257807,-0.08730431917749293,-1.5746150507391778,-1.042147221782253
21,10.109484945015367,9.994287576862567,9.332824406954545,9.567846973389319,-0.1151973681528009,-0.7766605380608222,-0.5416379716260487
22,10.070949246423059,9.994287576862567,9.580337084723109,8.62987305154645,-0.07666166956049203,-0.4906121616999499,-1.441076194876608
23,10.117913213230615,9.994287576862567,8.284554037741465,9.06536118918363,-0.12362563636804857,-1.83335917548915,-1.0525520240469852
24,10.183502809926877,9.994287576862567,7.735243943263598,8.152826027136088,-0.18921523306430998,-2.448258866663278,-2.0306767827907883
25,10.225643512847986,9.994287576862567,9.234220059921066,9.191769833344354,-0.2313559359854196,-0.9914234529269201,-1.0338736795036318
26,10.250051552724132,9.994287576862567,8.86728605035809,9.123335453307993,-0.25576397586156574,-1.382765502366043,-1.1267160994161394
27,10.269033036643048,9.994287576862567,8.95841044146504,8.958969839972747,-0.2747454597804815,-1.3106225951780086,-1.310063196670301
28,10.241351677174485,9.994287576862567,8.939902886303852,9.310257258563624,-0.24706410031191872,-1.3014487908706336,-0.9310944186108614
29,10.116136224757685,9.994287576862567,8.256533361365985,8.847005181604978,-0.12184864789511884,-1.8596028633917001,-1.2691310431527079
30,10.044379291233609,9.994287576862567,8.453697898205927,8.743178949789085,-0.05009171437104243,-1.5906813930276815,-1.301200341444524
31,10.097243486955746,9.994287576862567,9.215607932317313,8.011023917398138,-0.10295591009317917,-0.8816355546384322,-2.086219569557608
32,10.130105062661839,9.994287576862567,8.194844422981983,8.918798205832745,-0.13581748579927222,-1.9352606396798553,-1.2113068568290934
33,10.230450432489334,9.994287576862567,8.657838978703744,8.25544309314431,-0.23616285562676786,-1.5726114537855906,-1.9750073393450247
34,10.271181562957294,9.994287576862567,8.668652109445615,8.856468170339676,-0.27689398609472704,-1.6025294535116785,-1.4147133926176174
35,10.273290940090206,9.994287576862567,8.911738130131873,8.051220866286595,-0.2790033632276394,-1.361552809958333,-2.2220700738036108
36,10.262908722142885,9.994287576862567,9.619207903063003,8.532998114908953,-0.2686211452803189,-0.6437008190798821,-1.7299106072339328
37,10.244485248089557,9.994287576862567,8.714949382559547,9.316977020988167,-0.25019767122699044,-1.5295358655300095,-0.9275082271013897
38,10.21993928098399,9.994287576862567,9.433483975799634,8.739823596956773,-0.22565170412142344,-0.7864553051843561,-1.4801156840272167
39,10.188704088048116,9.994287576862567,8.019816926795494,8.846656739334382,-0.19441651118554937,-2.1688871612526217,-1.3420473487137343
